, Brindisi,,,
,Via Dei Mille,,,
Parm,SO2,NO2,NOX,PM10



16/03/2009 6.00,"0,3","37,5","42,7","36,1"
16/03/2009 7.00,"0,8","52,7","73,7",
16/03/2009 8.00,"2,1","69,2","114,5","38,6"
16/03/2009 9.00,"1,2","56,8","89,1",
16/03/2009 10.00,"1,3","33,1","48,0","23,4"
16/03/2009 11.00,"2,2","29,8","44,1",
16/03/2009 12.00,"2,2","30,6","46,2","21,0"
16/03/2009 13.00,"5,0","26,8","40,0",
16/03/2009 14.00,"4,8","27,8","41,2","15,6"
16/03/2009 15.00,"3,9","20,0","28,1",
16/03/2009 16.00,"3,0","22,9","30,5","14,7"
16/03/2009 17.00,"2,4","20,2","27,8",
16/03/2009 18.00,"2,0","38,4","53,0","15,6"
16/03/2009 19.00,"2,9","63,5","86,5",
16/03/2009 20.00,"3,0","62,7","87,3","23,4"
16/03/2009 21.00,"1,4","56,2","76,9",
16/03/2009 22.00,"2,7","54,9","76,7","23,4"
16/03/2009 23.00,"0,9","31,6","38,5",
17/03/2009 0.00,"0,1","25,2","30,0","20,0"
17/03/2009 1.00,,"23,3","27,7",
17/03/2009 2.00,"1,6",,,"15,6"
17/03/2009 3.00,"1,2","24,9","33,9",
17/03/2009 4.00,"0,6","14,5","16,0","15,1"
17/03/2009 5.00,"0,4","11,7","12,6",
17/03/2009 6.00,"0,6","17,9","21,0","8,8"
17/03/2009 7.00,"1,0","28,8","41,9",
17/03/2009 8.00,"2,2","19,4","29,5","14,7"
17/03/2009 9.00,"2,7","20,7","34,2",
17/03/2009 10.00,"4,3","16,5","28,2","17,6"
17/03/2009 11.00,"3,1","13,7","23,1",
17/03/2009 12.00,"3,6","17,9","30,5","19,5"
17/03/2009 13.00,"4,8","20,0","31,4",
17/03/2009 14.00,"3,7","15,8","24,7","15,6"
17/03/2009 15.00,"3,4","14,2","22,2",
17/03/2009 16.00,"3,7","12,6","17,6","18,6"
17/03/2009 17.00,"3,0","16,5","23,5",
17/03/2009 18.00,"3,0","15,0","20,1","18,6"
17/03/2009 19.00,"2,4","13,5","20,6",
17/03/2009 20.00,"2,2","15,6","23,4","21,5"
17/03/2009 21.00,"1,9","17,4","25,0",
17/03/2009 22.00,"2,1","16,3","20,4","23,9"
17/03/2009 23.00,"1,8","12,1","15,9",
18/03/2009 0.00,"2,5","18,3","26,8","23,0"
18/03/2009 1.00,"7,0","55,5","79,3",
18/03/2009 2.00,"7,0","59,4","81,7","20,0"
18/03/2009 3.00,"7,1","53,0","67,6",
18/03/2009 4.00,"3,3","19,3","21,3","23,0"
18/03/2009 5.00,"2,3","14,4","14,8",
18/03/2009 6.00,"4,4","35,9","48,1","23,9"
18/03/2009 7.00,"6,0","24,4","34,7",
18/03/2009 8.00,"9,6","46,1","71,9","21,5"
18/03/2009 9.00,"9,7","40,3","68,0",
18/03/2009 10.00,"6,7","16,7","26,0","18,6"
18/03/2009 11.00,"6,1","29,8","48,0",
18/03/2009 12.00,"5,6","26,4","43,4","27,4"
18/03/2009 13.00,"5,2","26,1","39,8",
18/03/2009 14.00,"5,1","32,0","51,9","33,7"
18/03/2009 15.00,"5,8","24,7","41,8",
18/03/2009 16.00,"2,5","10,4","16,2","30,3"
18/03/2009 17.00,"1,9","12,6","21,2",
18/03/2009 18.00,"0,8","11,1","17,6","30,3"
18/03/2009 19.00,"1,0","9,8","15,7",
18/03/2009 20.00,"1,2","16,2","29,1","31,7"
18/03/2009 21.00,"0,7","14,9","25,1",
18/03/2009 22.00,"1,4","17,3","26,7","22,0"
18/03/2009 23.00,"1,5","13,8","19,6",
19/03/2009 0.00,"0,8","13,1","19,5","15,6"
19/03/2009 1.00,,"9,7","13,3",
19/03/2009 2.00,"1,6",,,"8,3"
19/03/2009 3.00,"1,0","13,4","15,0",
19/03/2009 4.00,"1,2","7,6","8,4","14,7"
19/03/2009 5.00,"0,7","6,6","7,4",
19/03/2009 6.00,"1,0","9,1","10,0","9,8"
19/03/2009 7.00,"0,4","31,3","40,2",
19/03/2009 8.00,"1,6","54,4","77,1","14,7"
19/03/2009 9.00,"3,3","34,4","57,6",
19/03/2009 10.00,"8,1","45,4","79,7","9,3"
19/03/2009 11.00,"5,9","31,4","51,6",
19/03/2009 12.00,"5,6","27,4","45,5","8,3"
19/03/2009 13.00,"4,2","24,3","38,2",
19/03/2009 14.00,"6,5","26,2","38,3","4,9"
19/03/2009 15.00,"7,7","23,6","34,7",
19/03/2009 16.00,"5,9","32,9","44,5","9,3"
19/03/2009 17.00,"4,0","34,1","48,5",
19/03/2009 18.00,"4,4","43,6","59,3","15,1"
19/03/2009 19.00,"3,9","71,4","107,2",
19/03/2009 20.00,"1,6","44,2","57,9","21,0"
19/03/2009 21.00,"0,9","60,9","76,3",
19/03/2009 22.00,"0,8","35,5","41,6","20,0"
19/03/2009 23.00,"0,8","36,9","40,7",
20/03/2009 0.00,"1,0","21,0","25,2","11,7"
20/03/2009 1.00,"0,9","15,8","21,1",
20/03/2009 2.00,"0,5","12,3","15,8","5,9"
20/03/2009 3.00,"1,5","15,5","17,6",
20/03/2009 4.00,"1,5","8,0","9,0","3,4"
20/03/2009 5.00,"1,9","8,9","10,2",
20/03/2009 6.00,"1,6","13,5","14,9","3,4"
20/03/2009 7.00,"1,9","25,7","32,7",
20/03/2009 8.00,"2,5","45,8","65,9","1,5"
20/03/2009 9.00,"3,3","49,5","71,5",
20/03/2009 10.00,"1,8","34,2","45,6","5,9"
20/03/2009 11.00,"1,2","34,4","50,8",
20/03/2009 12.00,"1,3","29,5","44,2","4,4"
20/03/2009 13.00,"1,9","37,8","56,3",
20/03/2009 14.00,"2,9","28,7","43,2","3,4"
20/03/2009 15.00,"3,1","40,8","55,2",
20/03/2009 16.00,"2,7","44,1","62,1","5,4"
20/03/2009 17.00,"1,7","38,1","51,2",
20/03/2009 18.00,"1,6","22,0","32,6","8,3"
20/03/2009 19.00,"1,8","18,6","28,3",
20/03/2009 20.00,"3,7","42,2","70,2","4,4"
20/03/2009 21.00,"3,4","41,6","64,5",
20/03/2009 22.00,"3,6","37,4","60,1","5,9"
20/03/2009 23.00,"3,2","26,9","43,4",
21/03/2009 0.00,"1,9","14,1","22,3","5,4"
21/03/2009 1.00,,"37,6","61,3",
21/03/2009 2.00,"1,6",,,"3,9"
21/03/2009 3.00,"1,2","5,7","7,7",
21/03/2009 4.00,"1,7","7,0","9,8","3,4"
21/03/2009 5.00,"1,3","7,2","10,9",
21/03/2009 6.00,"2,5","12,7","19,1","5,4"
21/03/2009 7.00,"2,0","16,3","22,6",
21/03/2009 8.00,"2,1","11,6","18,1","5,9"
21/03/2009 9.00,"1,8","15,8","24,4",
21/03/2009 10.00,"2,1","14,9","25,4","5,9"
21/03/2009 11.00,"2,4","15,6","23,2",
21/03/2009 12.00,"1,7","22,4","33,8","7,8"
21/03/2009 13.00,"2,8","32,9","53,7",
21/03/2009 14.00,"3,4","27,0","43,1","6,8"
21/03/2009 15.00,"3,3","25,9","41,2",
21/03/2009 16.00,"3,1","18,6","28,2","4,4"
21/03/2009 17.00,"2,9","22,5","35,0",
21/03/2009 18.00,"1,8","9,9","14,3","6,8"
21/03/2009 19.00,"1,6","27,4","44,3",
21/03/2009 20.00,"1,8","24,1","37,2","6,3"
21/03/2009 21.00,"1,9","33,8","53,4",
21/03/2009 22.00,"1,7","22,8","35,1","8,8"
21/03/2009 23.00,"1,2","11,5","16,7",
22/03/2009 0.00,"1,3","16,0","22,6","6,3"
22/03/2009 1.00,"2,0","29,2","44,6",
22/03/2009 2.00,"1,6","20,5","32,3","3,4"
22/03/2009 3.00,"2,2","34,7","54,2",
22/03/2009 4.00,"2,1","21,3","30,5","3,4"
22/03/2009 5.00,"2,5","13,9","18,0",
22/03/2009 6.00,"4,4","40,3","61,8","4,4"
22/03/2009 7.00,"3,8","26,1","36,9",
22/03/2009 8.00,"2,6","42,2","50,2","7,8"
22/03/2009 9.00,"2,9","15,7","21,5",
22/03/2009 10.00,"3,1","12,3","17,8","6,3"
22/03/2009 11.00,"4,5","24,8","41,2",
22/03/2009 12.00,"6,3","33,0","59,9","7,3"
22/03/2009 13.00,"7,7","39,6","73,5",
22/03/2009 14.00,"6,3","27,2","46,1","11,7"
22/03/2009 15.00,"6,1","27,5","44,5",
22/03/2009 16.00,"6,0","32,4","51,2","20,0"
22/03/2009 17.00,"7,1","41,2","64,2",
22/03/2009 18.00,"6,9","49,6","75,7","19,5"
22/03/2009 19.00,"3,1","32,8","47,7",
22/03/2009 20.00,"2,3","42,0","60,2","21,0"
22/03/2009 21.00,"5,9","81,5","130,4",
22/03/2009 22.00,"6,5","81,9","129,5","26,4"
22/03/2009 23.00,"5,1","33,6","52,8",
23/03/2009 0.00,"3,5","10,0","14,1","19,5"
23/03/2009 1.00,,"20,2","30,4",
23/03/2009 2.00,"5,4",,,"19,5"
23/03/2009 3.00,"2,4","36,7","51,0",
23/03/2009 4.00,"1,5","25,3","32,8","24,4"
23/03/2009 5.00,"2,2","14,0","16,8",
23/03/2009 6.00,"1,1","13,4","15,7","23,4"
23/03/2009 7.00,"4,1","26,9","36,6",
23/03/2009 8.00,"5,3","40,5","56,7","25,4"
23/03/2009 9.00,"4,8","25,3","40,4",
23/03/2009 10.00,"4,3","18,1","29,0","23,9"
23/03/2009 11.00,"2,8","17,5","27,6",
23/03/2009 12.00,"2,8","28,5","43,8","17,6"
23/03/2009 13.00,"2,4","17,4","26,4",
23/03/2009 14.00,"2,5","16,7","25,4","18,1"
23/03/2009 15.00,"2,9","12,9","19,9",
23/03/2009 16.00,"1,9","12,6","18,2","13,7"
23/03/2009 17.00,"2,1","16,5","24,3",
23/03/2009 18.00,"2,3","37,1","49,9","18,6"
23/03/2009 19.00,"2,8","68,8","89,7",
23/03/2009 20.00,"2,1","60,4","77,0","23,0"
23/03/2009 21.00,"1,8","62,3","77,5",
23/03/2009 22.00,"3,5","128,7","207,2","27,4"
23/03/2009 23.00,"2,9","115,6","191,9",
24/03/2009 0.00,"1,2","71,4","91,5","39,1"
24/03/2009 1.00,"0,9","35,1","42,9",
24/03/2009 2.00,"0,2","19,2","21,0","34,2"
24/03/2009 3.00,"0,1","14,9","15,9",
24/03/2009 4.00,"0,2","12,0","12,1","33,7"
24/03/2009 5.00,"1,7","8,1","9,1",
24/03/2009 6.00,"1,7","12,2","13,4","22,5"
24/03/2009 7.00,"1,8","30,1","36,3",
24/03/2009 8.00,"2,2","44,8","57,8","26,4"
24/03/2009 9.00,"2,4","57,4","82,2",
24/03/2009 10.00,"2,7","30,8","40,0","25,4"
24/03/2009 11.00,"3,2","23,8","32,7",
24/03/2009 12.00,"3,3","23,8","32,8","29,3"
24/03/2009 13.00,"3,3","18,2","25,8",
24/03/2009 14.00,"3,4","19,5","27,3","29,8"
24/03/2009 15.00,"3,2","18,8","25,3",
24/03/2009 16.00,"3,2","17,0","22,2","23,9"
24/03/2009 17.00,"3,2","26,1","34,0",
24/03/2009 18.00,"2,7","34,0","42,5","29,3"
24/03/2009 19.00,"3,4","40,0","52,0",
24/03/2009 20.00,"3,5","44,1","54,1","32,2"
24/03/2009 21.00,"3,2","44,2","54,4",
24/03/2009 22.00,"3,3","33,2","38,4","36,6"
24/03/2009 23.00,"2,6","23,2","28,0",
25/03/2009 0.00,"3,0","16,6","18,4","26,9"
25/03/2009 1.00,,"11,9","13,5",
25/03/2009 2.00,"0,0",,,"23,0"
25/03/2009 3.00,"0,0","6,9","8,3",
25/03/2009 4.00,"0,0","11,9","13,8","28,8"
25/03/2009 5.00,"0,0","15,1","18,7",
25/03/2009 6.00,"0,0","10,0","12,3","17,6"
25/03/2009 7.00,"0,1","14,5","18,7",
25/03/2009 8.00,"0,0","25,8","33,1","11,2"
25/03/2009 9.00,"0,1","28,7","42,5",
25/03/2009 10.00,"0,0","20,0","29,8","9,3"
25/03/2009 11.00,"0,2","24,5","37,2",
25/03/2009 12.00,"0,6","13,9","22,4","5,4"
25/03/2009 13.00,,"17,1","28,7",
25/03/2009 14.00,"1,6","18,1","30,6","7,3"
25/03/2009 15.00,"0,2","17,2","27,1",
25/03/2009 16.00,"0,1","12,4","20,0","15,6"
25/03/2009 17.00,"0,1","17,4","26,5",
25/03/2009 18.00,"0,2","23,4","32,4","6,8"
25/03/2009 19.00,"1,5","34,8","50,1",
25/03/2009 20.00,"3,0","55,2","79,4","13,2"
25/03/2009 21.00,"4,4","67,6","98,6",
25/03/2009 22.00,"2,1","38,9","52,6","20,5"
25/03/2009 23.00,"1,7","33,7","44,6",
26/03/2009 0.00,"0,5","28,6","35,8","20,0"
26/03/2009 1.00,"0,4","19,7","23,8",
26/03/2009 2.00,"0,1","18,9","24,0","14,2"
26/03/2009 3.00,"0,3","12,5","13,0",
26/03/2009 4.00,"0,9","15,1","16,1","12,2"
26/03/2009 5.00,"1,6","12,8","13,8",
26/03/2009 6.00,"2,4","25,6","26,7","9,8"
26/03/2009 7.00,"0,6","65,5","85,2",
26/03/2009 8.00,"0,3","72,6","105,6","18,1"
26/03/2009 9.00,"0,6","73,4","116,2",
26/03/2009 10.00,"0,2","63,5","82,6","21,0"
26/03/2009 11.00,"0,0","45,2","57,4",
26/03/2009 12.00,"0,0","41,4","55,5","21,0"
26/03/2009 13.00,"0,0","42,6","59,3",
26/03/2009 14.00,"0,0","38,5","52,9","17,6"
26/03/2009 15.00,"0,0","41,4","61,0",
26/03/2009 16.00,"0,0","33,2","46,1","10,7"
26/03/2009 17.00,"0,0","20,2","29,2",
26/03/2009 18.00,"0,0","38,4","51,4","9,3"
26/03/2009 19.00,"0,0","87,9","121,0",
26/03/2009 20.00,"0,2","106,0","194,7","16,1"
26/03/2009 21.00,"0,0","64,1","83,6",
26/03/2009 22.00,"0,0","58,7","78,3","15,6"
26/03/2009 23.00,"0,0","42,6","52,9",
27/03/2009 0.00,"0,0","42,5","54,4","23,0"
27/03/2009 1.00,,"48,4","77,7",
27/03/2009 2.00,"0,1",,,"20,0"
27/03/2009 3.00,"0,1","20,9","24,2",
27/03/2009 4.00,"0,0","12,7","13,6","18,1"
27/03/2009 5.00,"0,1","16,8","19,3",
27/03/2009 6.00,"0,0","23,7","28,2","15,1"
27/03/2009 7.00,"0,2","45,4","64,0",
27/03/2009 8.00,"0,7","73,9","144,6","20,0"
27/03/2009 9.00,"0,9","86,1","156,5",
27/03/2009 10.00,"0,2","43,1","57,7","17,6"
27/03/2009 11.00,"0,5","34,9","47,7",
27/03/2009 12.00,"0,7","39,4","53,8","21,0"
27/03/2009 13.00,"1,1","36,9","50,8",
27/03/2009 14.00,"0,3","33,6","45,7","25,4"
27/03/2009 15.00,"0,3","35,2","48,5",
27/03/2009 16.00,"0,1","26,1","33,4","21,0"
27/03/2009 17.00,"0,1","28,3","35,2",
27/03/2009 18.00,"0,1","39,6","47,7","30,3"
27/03/2009 19.00,"0,1","56,4","69,9",
27/03/2009 20.00,"0,1","60,2","78,8","29,3"
27/03/2009 21.00,"0,1","66,4","90,1",
27/03/2009 22.00,"0,1","63,5","80,8","35,2"
27/03/2009 23.00,"0,1","59,9","75,6",
28/03/2009 0.00,,"57,3","77,4","36,1"
28/03/2009 1.00,,"45,7","62,0",
28/03/2009 2.00,,"31,2","40,2","32,2"
28/03/2009 3.00,,"18,5","23,3",
28/03/2009 4.00,,"14,4","16,4","28,8"
28/03/2009 5.00,,"15,8","16,7",
28/03/2009 6.00,,"17,2","19,0","19,0"
28/03/2009 7.00,,"30,3","36,6",
28/03/2009 8.00,,"30,8","38,1","20,5"
28/03/2009 9.00,,"34,2","46,4",
28/03/2009 10.00,,"26,7","34,9","25,9"
28/03/2009 11.00,,"19,6","25,4",
28/03/2009 12.00,,"19,6","25,7","40,5"
28/03/2009 13.00,,"20,5","28,5",
28/03/2009 14.00,,"27,8","40,6","44,4"
28/03/2009 15.00,,"18,7","26,3",
28/03/2009 16.00,,"14,3","18,3","38,6"
28/03/2009 17.00,,"16,4","20,4",
28/03/2009 18.00,,"20,5","25,3","32,2"
28/03/2009 19.00,,"25,6","31,3",
28/03/2009 20.00,,"31,3","38,1","33,7"
28/03/2009 21.00,,"35,2","43,5",
28/03/2009 22.00,,"35,3","43,4","24,9"
28/03/2009 23.00,,"25,6","30,9",
29/03/2009 0.00,,"28,1","34,5","23,4"
29/03/2009 1.00,,"24,0","30,2",
29/03/2009 2.00,"0,3",,,"16,6"
29/03/2009 3.00,"0,4","23,3","30,5",
29/03/2009 4.00,"0,4","17,0","21,6","15,1"
29/03/2009 5.00,"0,3","11,6","13,4",
29/03/2009 6.00,"0,3","12,8","14,1","14,2"
29/03/2009 7.00,"0,4","13,3","14,8",
29/03/2009 8.00,"0,6","11,9","13,6","20,5"
29/03/2009 9.00,"0,5","16,5","19,7",
29/03/2009 10.00,"1,1","12,7","15,5","18,6"
29/03/2009 11.00,"1,4","18,8","23,7",
29/03/2009 12.00,"1,4","17,6","22,4","27,8"
29/03/2009 13.00,"2,0","21,3","28,2",
29/03/2009 14.00,"1,9","8,3","10,1","31,3"
29/03/2009 15.00,"1,9","9,8","11,9",
29/03/2009 16.00,"1,9","10,2","12,0","36,1"
29/03/2009 17.00,"1,6","14,4","17,3",
29/03/2009 18.00,"0,9","21,5","25,9","40,5"
29/03/2009 19.00,"1,0","27,1","34,8",
29/03/2009 20.00,"1,4","38,9","52,8","40,5"
29/03/2009 21.00,"1,3","33,8","43,2",
29/03/2009 22.00,"1,0","19,6","23,5","51,8"
29/03/2009 23.00,"1,3","13,9","15,9",
30/03/2009 0.00,"1,1","10,4","12,1","42,0"
30/03/2009 1.00,"1,3","5,9","7,1",
30/03/2009 2.00,"0,9","3,8","4,4","31,3"
30/03/2009 3.00,"1,2","3,8","4,7",
30/03/2009 4.00,"1,4","3,6","4,6","38,6"
30/03/2009 5.00,"1,2","9,7","10,7",
30/03/2009 6.00,"0,6","18,8","22,5","35,7"
30/03/2009 7.00,"1,9","44,2","57,1",
30/03/2009 8.00,"1,7","47,5","64,3","48,8"
30/03/2009 9.00,"1,7","42,3","56,6",
30/03/2009 10.00,"1,8","41,6","58,7","54,2"
30/03/2009 11.00,"1,8","49,0","71,0",
30/03/2009 12.00,"1,9","41,3","59,3","55,2"
30/03/2009 13.00,"1,9","48,1","66,1",
30/03/2009 14.00,"2,1","45,3","63,3","63,5"
30/03/2009 15.00,"2,4","27,6","39,3",
30/03/2009 16.00,"2,9","30,1","45,4","57,6"
30/03/2009 17.00,"3,2","45,7","62,2",
30/03/2009 18.00,"3,2","65,1","86,9","57,1"
30/03/2009 19.00,"3,4","66,8","89,3",
30/03/2009 20.00,"3,2","74,9","101,1","62,0"
30/03/2009 21.00,"2,8","56,2","75,4",
30/03/2009 22.00,"1,9","36,5","45,2","55,7"
30/03/2009 23.00,"1,7","22,5","25,4",
31/03/2009 0.00,"1,8","28,8","34,6","50,3"
31/03/2009 1.00,,"21,4","26,1",
31/03/2009 2.00,"0,2",,,"34,2"
31/03/2009 3.00,"0,1","8,8","9,4",
31/03/2009 4.00,"0,2","11,4","12,1","35,7"
31/03/2009 5.00,"0,2","10,2","11,9",
31/03/2009 6.00,"0,3","41,5","54,0","34,7"
31/03/2009 7.00,"1,8","87,8","157,8",
31/03/2009 8.00,"3,4","90,5","204,1","50,3"
31/03/2009 9.00,"1,7","67,5","116,5",
31/03/2009 10.00,"1,5","49,7","76,6","45,9"
31/03/2009 11.00,"1,2","54,9","80,1",
31/03/2009 12.00,"1,2","51,4","75,8","48,8"
31/03/2009 13.00,"0,7","34,2","47,4",
31/03/2009 14.00,"1,0","47,6","67,2","63,5"
31/03/2009 15.00,"0,8","60,1","93,8",
31/03/2009 16.00,"0,7","40,9","59,2","52,3"
31/03/2009 17.00,"0,9","48,6","73,8",
31/03/2009 18.00,"0,2","52,8","83,5","48,4"
31/03/2009 19.00,"0,0","48,5","72,8",
31/03/2009 20.00,"0,1","58,7","86,4","50,3"
31/03/2009 21.00,"0,0","43,9","57,9",
31/03/2009 22.00,"0,0","37,6","46,5","39,6"
31/03/2009 23.00,"0,0","36,6","45,5",
01/04/2009 0.00,"0,0","31,0","37,0","36,6"
01/04/2009 1.00,"0,0","21,6","23,5",
01/04/2009 2.00,"0,0","10,6","11,3","27,4"
01/04/2009 3.00,"0,0","9,0","9,6",
01/04/2009 4.00,"0,0","11,0","11,8","22,5"
01/04/2009 5.00,"0,0","24,4","26,9",
01/04/2009 6.00,"0,0","58,6","77,2","20,5"
01/04/2009 7.00,"0,4","85,6","150,8",
01/04/2009 8.00,,,,"35,2"
01/04/2009 9.00,,,,
01/04/2009 10.00,"2,7","38,3","63,1","35,7"
01/04/2009 11.00,"3,8","30,0","45,2",
01/04/2009 12.00,"3,2","33,5","51,1","36,1"
01/04/2009 13.00,"5,0","47,0","69,7",
01/04/2009 14.00,"6,3","32,1","44,7","38,6"
01/04/2009 15.00,"4,0","31,2","43,5",
01/04/2009 16.00,"2,7","38,9","55,2","42,0"
01/04/2009 17.00,"3,1","35,3","49,2",
01/04/2009 18.00,"3,5","56,9","77,8","44,0"
01/04/2009 19.00,"3,2","70,4","100,4",
01/04/2009 20.00,"3,1","92,5","148,4","52,7"
01/04/2009 21.00,"2,4","88,6","129,7",
01/04/2009 22.00,"1,7","74,8","103,7","52,3"
01/04/2009 23.00,"1,2","68,4","94,7",
02/04/2009 0.00,"2,5","70,9","95,1","52,7"
02/04/2009 1.00,,"75,6","102,9",
02/04/2009 2.00,"3,6",,,"52,7"
02/04/2009 3.00,"2,0","25,9","27,2",
02/04/2009 4.00,"2,0","34,3","50,2","47,9"
02/04/2009 5.00,"0,6","26,8","31,2",
02/04/2009 6.00,"0,3","35,0","44,0","42,5"
02/04/2009 7.00,"0,3","46,1","72,4",
02/04/2009 8.00,"0,3","47,7","81,0","44,0"
02/04/2009 9.00,"0,1","29,1","49,0",
02/04/2009 10.00,"0,5","21,4","34,8","35,2"
02/04/2009 11.00,"0,9","25,4","40,6",
02/04/2009 12.00,"1,9","24,9","38,8","23,9"
02/04/2009 13.00,"4,6","26,5","45,6",
02/04/2009 14.00,"3,4","16,8","26,9","17,6"
02/04/2009 15.00,"1,2","15,3","24,0",
02/04/2009 16.00,"1,1","20,5","32,5","21,5"
02/04/2009 17.00,"1,9","36,8","58,9",
02/04/2009 18.00,"1,4","39,4","59,4","20,0"
02/04/2009 19.00,"0,6","41,5","59,6",
02/04/2009 20.00,"0,6","43,7","61,8","34,2"
02/04/2009 21.00,"0,3","34,4","43,6",
02/04/2009 22.00,"0,1","30,6","37,3","22,0"
02/04/2009 23.00,"0,0","18,2","24,3",
03/04/2009 0.00,"0,0","20,7","28,5","23,9"
03/04/2009 1.00,"0,2","18,5","24,1",
03/04/2009 2.00,"0,4","62,1","96,8","16,1"
03/04/2009 3.00,"0,3","47,7","69,7",
03/04/2009 4.00,"0,4","24,9","29,7","17,1"
03/04/2009 5.00,"0,3","25,9","31,3",
03/04/2009 6.00,"0,3","36,2","50,9","18,1"
03/04/2009 7.00,"0,3","30,7","40,7",
03/04/2009 8.00,"0,3","26,9","36,4","14,2"
03/04/2009 9.00,"0,5","31,5","47,8",
03/04/2009 10.00,"0,3","20,0","30,4","18,6"
03/04/2009 11.00,"0,8","30,8","47,6",
03/04/2009 12.00,"0,3","29,9","44,9","21,0"
03/04/2009 13.00,"0,9","34,2","53,6",
03/04/2009 14.00,"0,3","26,2","38,9","25,4"
03/04/2009 15.00,"0,4","25,3","36,1",
03/04/2009 16.00,"0,2","16,6","22,8","30,3"
03/04/2009 17.00,"0,2","21,3","30,8",
03/04/2009 18.00,"0,3","22,3","32,6","30,8"
03/04/2009 19.00,"0,1","21,2","27,5",
03/04/2009 20.00,"0,2","21,5","31,0","26,4"
03/04/2009 21.00,"0,1","20,9","28,3",
03/04/2009 22.00,"0,3","21,6","26,8","17,6"
03/04/2009 23.00,"0,5","33,9","44,7",
04/04/2009 0.00,"0,3","37,0","52,0","22,5"
04/04/2009 1.00,,"24,7","32,4",
04/04/2009 2.00,"0,3",,,"17,1"
04/04/2009 3.00,"0,2","18,8","24,5",
04/04/2009 4.00,"0,5","21,1","27,1","16,6"
04/04/2009 5.00,"0,2","17,7","23,0",
04/04/2009 6.00,"0,1","20,0","23,6","20,0"
04/04/2009 7.00,"0,1","17,2","21,7",
04/04/2009 8.00,"0,4","18,7","26,1","21,5"
04/04/2009 9.00,"0,5","23,2","31,1",
04/04/2009 10.00,"0,7","23,2","32,7","14,7"
04/04/2009 11.00,"0,8","16,1","25,2",
04/04/2009 12.00,"1,0","18,7","29,2","18,1"
04/04/2009 13.00,"1,1","18,7","29,8",
04/04/2009 14.00,"1,0","16,3","23,4","19,0"
04/04/2009 15.00,"0,5","11,4","16,5",
04/04/2009 16.00,"0,8","15,4","21,2","16,1"
04/04/2009 17.00,"1,0","20,7","26,7",
04/04/2009 18.00,"1,1","32,6","44,6","23,4"
04/04/2009 19.00,"1,4","38,1","52,7",
04/04/2009 20.00,"0,9","32,7","41,4","24,4"
04/04/2009 21.00,"1,2","31,2","41,1",
04/04/2009 22.00,"1,4","25,5","33,9","25,4"
04/04/2009 23.00,"1,4","28,1","37,8",
05/04/2009 0.00,"2,2","45,7","67,5","26,4"
05/04/2009 1.00,"1,5","37,2","54,2",
05/04/2009 2.00,"0,9","18,4","25,1","24,4"
05/04/2009 3.00,"1,1","30,1","42,3",
05/04/2009 4.00,"1,0","21,3","29,3","29,3"
05/04/2009 5.00,"1,5","11,7","15,5",
05/04/2009 6.00,"1,1","13,9","18,9","22,0"
05/04/2009 7.00,"1,4","20,8","29,5",
05/04/2009 8.00,"1,1","15,6","23,4","23,0"
05/04/2009 9.00,"0,9","12,7","17,9",
05/04/2009 10.00,"1,1","15,1","24,5","26,4"
05/04/2009 11.00,"1,5","14,1","22,4",
05/04/2009 12.00,"1,9","18,0","28,7","27,8"
05/04/2009 13.00,"2,8","15,4","23,3",
05/04/2009 14.00,"2,0","11,7","17,4","30,3"
05/04/2009 15.00,"1,2","11,9","17,9",
05/04/2009 16.00,"2,6","15,3","21,4","29,3"
05/04/2009 17.00,"1,9","16,6","23,4",
05/04/2009 18.00,"2,5","22,6","32,0","29,3"
05/04/2009 19.00,"2,1","32,0","45,2",
05/04/2009 20.00,"2,4","32,8","45,6","31,7"
05/04/2009 21.00,"2,8","46,3","64,0",
05/04/2009 22.00,"2,5","53,7","75,9","32,2"
05/04/2009 23.00,"2,6","51,4","71,9",
06/04/2009 0.00,"0,9","25,5","34,8","30,8"
06/04/2009 1.00,,"25,3","36,5",
06/04/2009 2.00,"0,9",,,"20,5"
06/04/2009 3.00,"2,0","42,4","59,7",
06/04/2009 4.00,"1,5","28,5","38,3","22,5"
06/04/2009 5.00,"1,6","17,9","24,3",
06/04/2009 6.00,"1,8","20,4","28,0","23,4"
06/04/2009 7.00,"1,8","21,3","31,8",
06/04/2009 8.00,"1,8","25,7","38,5","24,4"
06/04/2009 9.00,"1,7","25,0","38,8",
06/04/2009 10.00,"2,1","22,4","33,9","23,0"
06/04/2009 11.00,"2,8","23,1","34,5",
06/04/2009 12.00,"2,2","28,3","42,8","27,8"
06/04/2009 13.00,"3,1","20,1","30,6",
06/04/2009 14.00,"3,0","26,5","37,3","36,1"
06/04/2009 15.00,"2,6","24,3","34,0",
06/04/2009 16.00,"3,6","21,4","29,8","37,1"
06/04/2009 17.00,"3,4","33,0","44,2",
06/04/2009 18.00,"3,2","50,1","67,8","33,2"
06/04/2009 19.00,"2,7","59,9","81,2",
06/04/2009 20.00,"2,7","58,9","73,2","33,2"
06/04/2009 21.00,"2,7","65,4","81,6",
06/04/2009 22.00,"2,2","65,6","77,3","37,6"
06/04/2009 23.00,"2,2","68,4","83,5",
07/04/2009 0.00,"2,2","54,5","73,5","33,2"
