,Provincia di TARANTO,Provincia di TARANTO
Stazione,TA V. Machiavelli,TA V. Machiavelli
,IPA TOT,IPA TOT 2
Unit,ng/m3,ng/m3
25/02/2014 04.00.00,5,
25/02/2014 05.00.00,3,
25/02/2014 06.00.00,8,
25/02/2014 07.00.00,17,
25/02/2014 08.00.00,38,
25/02/2014 09.00.00,21,
25/02/2014 10.00.00,18,
25/02/2014 11.00.00,19,
25/02/2014 12.00.00,17,
25/02/2014 13.00.00,17,
25/02/2014 14.00.00,9,
25/02/2014 15.00.00,6,
25/02/2014 16.00.00,4,
25/02/2014 17.00.00,6,
25/02/2014 18.00.00,13,
25/02/2014 19.00.00,13,
25/02/2014 20.00.00,13,
25/02/2014 21.00.00,20,
25/02/2014 22.00.00,12,
25/02/2014 23.00.00,10,
26/02/2014 00.00.00,13,
26/02/2014 01.00.00,,
26/02/2014 02.00.00,17,
26/02/2014 03.00.00,4,
26/02/2014 04.00.00,3,
26/02/2014 05.00.00,3,
26/02/2014 06.00.00,4,
26/02/2014 07.00.00,12,
26/02/2014 08.00.00,19,
26/02/2014 09.00.00,40,
26/02/2014 10.00.00,15,
26/02/2014 11.00.00,9,
26/02/2014 12.00.00,5,
26/02/2014 13.00.00,4,
26/02/2014 14.00.00,4,
26/02/2014 15.00.00,3,
26/02/2014 16.00.00,4,
26/02/2014 17.00.00,6,
26/02/2014 18.00.00,6,
26/02/2014 19.00.00,6,
26/02/2014 20.00.00,13,
26/02/2014 21.00.00,13,
26/02/2014 22.00.00,10,
26/02/2014 23.00.00,16,
27/02/2014 00.00.00,13,
27/02/2014 01.00.00,18,
27/02/2014 02.00.00,5,
27/02/2014 03.00.00,7,
27/02/2014 04.00.00,4,
27/02/2014 05.00.00,3,
27/02/2014 06.00.00,4,
27/02/2014 07.00.00,20,
27/02/2014 08.00.00,113,
27/02/2014 09.00.00,73,
27/02/2014 10.00.00,32,
27/02/2014 11.00.00,9,
27/02/2014 12.00.00,6,
27/02/2014 13.00.00,6,
27/02/2014 14.00.00,3,
27/02/2014 15.00.00,3,
27/02/2014 16.00.00,5,
27/02/2014 17.00.00,8,
27/02/2014 18.00.00,8,
27/02/2014 19.00.00,6,
27/02/2014 20.00.00,6,
27/02/2014 21.00.00,9,
27/02/2014 22.00.00,12,
27/02/2014 23.00.00,13,
28/02/2014 00.00.00,5,
28/02/2014 01.00.00,4,
28/02/2014 02.00.00,5,
28/02/2014 03.00.00,3,
28/02/2014 04.00.00,2,
28/02/2014 05.00.00,2,
28/02/2014 06.00.00,9,
28/02/2014 07.00.00,43,
28/02/2014 08.00.00,43,
28/02/2014 09.00.00,13,
28/02/2014 10.00.00,11,
28/02/2014 11.00.00,4,
28/02/2014 12.00.00,5,
28/02/2014 13.00.00,4,
28/02/2014 14.00.00,5,
28/02/2014 15.00.00,5,
28/02/2014 16.00.00,4,
28/02/2014 17.00.00,4,
28/02/2014 18.00.00,4,
28/02/2014 19.00.00,,
28/02/2014 20.00.00,3,
28/02/2014 21.00.00,5,
28/02/2014 22.00.00,4,
28/02/2014 23.00.00,9,
01/03/2014 00.00.00,4,
01/03/2014 01.00.00,3,
01/03/2014 02.00.00,4,
01/03/2014 03.00.00,2,
01/03/2014 04.00.00,2,
01/03/2014 05.00.00,2,
01/03/2014 06.00.00,3,
01/03/2014 07.00.00,8,
01/03/2014 08.00.00,9,
01/03/2014 09.00.00,4,
01/03/2014 10.00.00,3,
01/03/2014 11.00.00,4,
01/03/2014 12.00.00,3,
01/03/2014 13.00.00,3,
01/03/2014 14.00.00,4,
01/03/2014 15.00.00,2,
01/03/2014 16.00.00,2,
01/03/2014 17.00.00,3,
01/03/2014 18.00.00,3,
01/03/2014 19.00.00,3,
01/03/2014 20.00.00,4,
01/03/2014 21.00.00,3,
01/03/2014 22.00.00,3,
01/03/2014 23.00.00,4,
02/03/2014 00.00.00,5,
02/03/2014 01.00.00,3,
02/03/2014 02.00.00,3,
02/03/2014 03.00.00,4,
02/03/2014 04.00.00,4,
02/03/2014 05.00.00,3,
02/03/2014 06.00.00,5,
02/03/2014 07.00.00,14,
02/03/2014 08.00.00,14,
02/03/2014 09.00.00,11,
02/03/2014 10.00.00,5,
02/03/2014 11.00.00,5,
02/03/2014 12.00.00,4,
02/03/2014 13.00.00,3,
02/03/2014 14.00.00,2,
02/03/2014 15.00.00,2,
02/03/2014 16.00.00,2,
02/03/2014 17.00.00,3,
02/03/2014 18.00.00,3,
02/03/2014 19.00.00,4,
02/03/2014 20.00.00,11,
02/03/2014 21.00.00,13,
02/03/2014 22.00.00,7,
02/03/2014 23.00.00,12,
03/03/2014 00.00.00,8,
03/03/2014 01.00.00,3,
03/03/2014 02.00.00,2,
03/03/2014 03.00.00,2,
03/03/2014 04.00.00,2,
03/03/2014 05.00.00,2,
03/03/2014 06.00.00,3,
03/03/2014 07.00.00,8,
03/03/2014 08.00.00,9,
03/03/2014 09.00.00,16,
03/03/2014 10.00.00,17,
03/03/2014 11.00.00,13,
03/03/2014 12.00.00,12,
03/03/2014 13.00.00,14,
03/03/2014 14.00.00,11,
03/03/2014 15.00.00,11,
03/03/2014 16.00.00,10,
03/03/2014 17.00.00,8,
03/03/2014 18.00.00,10,
03/03/2014 19.00.00,11,
03/03/2014 20.00.00,10,
03/03/2014 21.00.00,11,
03/03/2014 22.00.00,6,
03/03/2014 23.00.00,5,
04/03/2014 00.00.00,6,
04/03/2014 01.00.00,4,
04/03/2014 02.00.00,2,
04/03/2014 03.00.00,3,
04/03/2014 04.00.00,2,
04/03/2014 05.00.00,2,
04/03/2014 06.00.00,2,
04/03/2014 07.00.00,4,
04/03/2014 08.00.00,3,
04/03/2014 09.00.00,3,
04/03/2014 10.00.00,3,
04/03/2014 11.00.00,6,
04/03/2014 12.00.00,7,
04/03/2014 13.00.00,5,
04/03/2014 14.00.00,4,
04/03/2014 15.00.00,4,
04/03/2014 16.00.00,5,
04/03/2014 17.00.00,6,
04/03/2014 18.00.00,9,
04/03/2014 19.00.00,12,
04/03/2014 20.00.00,20,
04/03/2014 21.00.00,28,
04/03/2014 22.00.00,22,
04/03/2014 23.00.00,19,
05/03/2014 00.00.00,10,
05/03/2014 01.00.00,6,
05/03/2014 02.00.00,4,
05/03/2014 03.00.00,4,
05/03/2014 04.00.00,3,
05/03/2014 05.00.00,4,
05/03/2014 06.00.00,8,
05/03/2014 07.00.00,26,
05/03/2014 08.00.00,31,
05/03/2014 09.00.00,61,
05/03/2014 10.00.00,16,
05/03/2014 11.00.00,9,
05/03/2014 12.00.00,7,
05/03/2014 13.00.00,11,
05/03/2014 14.00.00,14,
05/03/2014 15.00.00,11,
05/03/2014 16.00.00,7,
05/03/2014 17.00.00,9,
05/03/2014 18.00.00,11,
05/03/2014 19.00.00,10,
05/03/2014 20.00.00,10,
05/03/2014 21.00.00,12,
05/03/2014 22.00.00,7,
05/03/2014 23.00.00,10,
06/03/2014 00.00.00,11,
06/03/2014 01.00.00,3,
06/03/2014 02.00.00,2,
06/03/2014 03.00.00,2,
06/03/2014 04.00.00,2,
06/03/2014 05.00.00,4,
06/03/2014 06.00.00,6,
06/03/2014 07.00.00,11,
06/03/2014 08.00.00,24,
06/03/2014 09.00.00,15,
06/03/2014 10.00.00,9,
06/03/2014 11.00.00,5,
06/03/2014 12.00.00,7,
06/03/2014 13.00.00,8,
06/03/2014 14.00.00,5,
06/03/2014 15.00.00,5,
06/03/2014 16.00.00,5,
06/03/2014 17.00.00,6,
06/03/2014 18.00.00,6,
06/03/2014 19.00.00,8,
06/03/2014 20.00.00,10,
06/03/2014 21.00.00,8,
06/03/2014 22.00.00,9,
06/03/2014 23.00.00,8,
07/03/2014 00.00.00,5,
07/03/2014 01.00.00,4,
07/03/2014 02.00.00,2,
07/03/2014 03.00.00,2,
07/03/2014 04.00.00,2,
07/03/2014 05.00.00,2,
07/03/2014 06.00.00,3,
07/03/2014 07.00.00,7,
07/03/2014 08.00.00,9,
07/03/2014 09.00.00,12,
07/03/2014 10.00.00,9,
07/03/2014 11.00.00,11,
07/03/2014 12.00.00,9,
07/03/2014 13.00.00,7,
07/03/2014 14.00.00,8,
07/03/2014 15.00.00,7,
07/03/2014 16.00.00,5,
07/03/2014 17.00.00,4,
07/03/2014 18.00.00,5,
07/03/2014 19.00.00,11,
07/03/2014 20.00.00,14,
07/03/2014 21.00.00,11,
07/03/2014 22.00.00,6,
07/03/2014 23.00.00,4,
08/03/2014 00.00.00,4,
08/03/2014 01.00.00,3,
08/03/2014 02.00.00,2,
08/03/2014 03.00.00,2,
08/03/2014 04.00.00,2,
08/03/2014 05.00.00,2,
08/03/2014 06.00.00,3,
08/03/2014 07.00.00,6,
08/03/2014 08.00.00,8,
08/03/2014 09.00.00,9,
08/03/2014 10.00.00,7,
08/03/2014 11.00.00,6,
08/03/2014 12.00.00,7,
08/03/2014 13.00.00,7,
08/03/2014 14.00.00,6,
08/03/2014 15.00.00,3,
08/03/2014 16.00.00,4,
08/03/2014 17.00.00,4,
08/03/2014 18.00.00,5,
08/03/2014 19.00.00,6,
08/03/2014 20.00.00,6,
08/03/2014 21.00.00,5,
08/03/2014 22.00.00,7,
08/03/2014 23.00.00,7,
09/03/2014 00.00.00,4,
09/03/2014 01.00.00,3,
09/03/2014 02.00.00,2,
09/03/2014 03.00.00,2,
09/03/2014 04.00.00,2,
09/03/2014 05.00.00,2,
09/03/2014 06.00.00,4,
09/03/2014 07.00.00,8,
09/03/2014 08.00.00,7,
09/03/2014 09.00.00,5,
09/03/2014 10.00.00,5,
09/03/2014 11.00.00,5,
09/03/2014 12.00.00,6,
09/03/2014 13.00.00,6,
09/03/2014 14.00.00,5,
09/03/2014 15.00.00,3,
09/03/2014 16.00.00,2,
09/03/2014 17.00.00,2,
09/03/2014 18.00.00,4,
09/03/2014 19.00.00,4,
09/03/2014 20.00.00,6,
09/03/2014 21.00.00,6,
09/03/2014 22.00.00,5,
09/03/2014 23.00.00,4,
10/03/2014 00.00.00,3,
10/03/2014 01.00.00,3,
10/03/2014 02.00.00,6,
10/03/2014 03.00.00,3,
10/03/2014 04.00.00,2,
10/03/2014 05.00.00,2,
10/03/2014 06.00.00,5,
10/03/2014 07.00.00,5,
10/03/2014 08.00.00,16,
10/03/2014 09.00.00,18,
10/03/2014 10.00.00,14,
10/03/2014 11.00.00,8,
10/03/2014 12.00.00,8,
10/03/2014 13.00.00,12,
10/03/2014 14.00.00,8,
10/03/2014 15.00.00,7,
10/03/2014 16.00.00,7,
10/03/2014 17.00.00,13,
10/03/2014 18.00.00,13,
10/03/2014 19.00.00,10,
10/03/2014 20.00.00,16,
10/03/2014 21.00.00,35,
10/03/2014 22.00.00,36,
10/03/2014 23.00.00,4,
11/03/2014 00.00.00,5,
11/03/2014 01.00.00,3,
11/03/2014 02.00.00,2,
11/03/2014 03.00.00,2,
11/03/2014 04.00.00,4,
11/03/2014 05.00.00,5,
11/03/2014 06.00.00,9,
11/03/2014 07.00.00,9,
11/03/2014 08.00.00,21,
11/03/2014 09.00.00,35,
11/03/2014 10.00.00,11,
11/03/2014 11.00.00,17,
11/03/2014 12.00.00,11,
11/03/2014 13.00.00,8,
11/03/2014 14.00.00,6,
11/03/2014 15.00.00,6,
11/03/2014 16.00.00,5,
11/03/2014 17.00.00,6,
11/03/2014 18.00.00,7,
11/03/2014 19.00.00,13,
11/03/2014 20.00.00,12,
11/03/2014 21.00.00,13,
11/03/2014 22.00.00,9,
11/03/2014 23.00.00,6,
12/03/2014 00.00.00,4,
12/03/2014 01.00.00,3,
12/03/2014 02.00.00,4,
12/03/2014 03.00.00,4,
12/03/2014 04.00.00,2,
12/03/2014 05.00.00,2,
12/03/2014 06.00.00,7,
12/03/2014 07.00.00,41,
12/03/2014 08.00.00,25,
12/03/2014 09.00.00,28,
12/03/2014 10.00.00,20,
12/03/2014 11.00.00,6,
12/03/2014 12.00.00,8,
12/03/2014 13.00.00,5,
12/03/2014 14.00.00,6,
12/03/2014 15.00.00,4,
12/03/2014 16.00.00,5,
12/03/2014 17.00.00,8,
12/03/2014 18.00.00,6,
12/03/2014 19.00.00,8,
12/03/2014 20.00.00,8,
12/03/2014 21.00.00,10,
12/03/2014 22.00.00,7,
12/03/2014 23.00.00,5,
13/03/2014 00.00.00,5,
13/03/2014 01.00.00,2,
13/03/2014 02.00.00,2,
13/03/2014 03.00.00,3,
13/03/2014 04.00.00,2,
13/03/2014 05.00.00,4,
13/03/2014 06.00.00,7,
13/03/2014 07.00.00,28,
13/03/2014 08.00.00,30,
13/03/2014 09.00.00,23,
13/03/2014 10.00.00,11,
13/03/2014 11.00.00,6,
13/03/2014 12.00.00,6,
13/03/2014 13.00.00,4,
13/03/2014 14.00.00,5,
13/03/2014 15.00.00,5,
13/03/2014 16.00.00,5,
13/03/2014 17.00.00,5,
13/03/2014 18.00.00,5,
13/03/2014 19.00.00,21,
13/03/2014 20.00.00,15,
13/03/2014 21.00.00,25,
13/03/2014 22.00.00,47,
13/03/2014 23.00.00,21,
14/03/2014 00.00.00,19,
14/03/2014 01.00.00,7,
14/03/2014 02.00.00,4,
14/03/2014 03.00.00,3,
14/03/2014 04.00.00,6,
14/03/2014 05.00.00,4,
14/03/2014 06.00.00,19,
14/03/2014 07.00.00,34,
14/03/2014 08.00.00,30,
14/03/2014 09.00.00,17,
14/03/2014 10.00.00,12,
14/03/2014 11.00.00,8,
14/03/2014 12.00.00,6,
14/03/2014 13.00.00,8,
14/03/2014 14.00.00,8,
14/03/2014 15.00.00,7,
14/03/2014 16.00.00,6,
14/03/2014 17.00.00,7,
14/03/2014 18.00.00,8,
14/03/2014 19.00.00,11,
14/03/2014 20.00.00,23,
14/03/2014 21.00.00,23,
14/03/2014 22.00.00,35,
14/03/2014 23.00.00,30,
15/03/2014 00.00.00,25,
15/03/2014 01.00.00,13,
15/03/2014 02.00.00,12,
15/03/2014 03.00.00,5,
15/03/2014 04.00.00,7,
15/03/2014 05.00.00,6,
15/03/2014 06.00.00,20,
15/03/2014 07.00.00,37,
15/03/2014 08.00.00,66,
15/03/2014 09.00.00,26,
15/03/2014 10.00.00,12,
15/03/2014 11.00.00,5,
15/03/2014 12.00.00,6,
15/03/2014 13.00.00,6,
15/03/2014 14.00.00,5,
15/03/2014 15.00.00,4,
15/03/2014 16.00.00,3,
15/03/2014 17.00.00,3,
15/03/2014 18.00.00,5,
15/03/2014 19.00.00,4,
15/03/2014 20.00.00,29,
15/03/2014 21.00.00,39,
15/03/2014 22.00.00,24,
15/03/2014 23.00.00,20,
16/03/2014 00.00.00,11,
16/03/2014 01.00.00,10,
16/03/2014 02.00.00,28,
16/03/2014 03.00.00,11,
16/03/2014 04.00.00,5,
16/03/2014 05.00.00,2,
16/03/2014 06.00.00,4,
16/03/2014 07.00.00,10,
16/03/2014 08.00.00,23,
16/03/2014 09.00.00,12,
16/03/2014 10.00.00,6,
16/03/2014 11.00.00,5,
16/03/2014 12.00.00,3,
16/03/2014 13.00.00,6,
16/03/2014 14.00.00,6,
16/03/2014 15.00.00,3,
16/03/2014 16.00.00,3,
16/03/2014 17.00.00,4,
16/03/2014 18.00.00,5,
16/03/2014 19.00.00,7,
16/03/2014 20.00.00,8,
16/03/2014 21.00.00,7,
16/03/2014 22.00.00,4,
16/03/2014 23.00.00,3,
17/03/2014 00.00.00,7,
17/03/2014 01.00.00,9,
17/03/2014 02.00.00,4,
17/03/2014 03.00.00,2,
17/03/2014 04.00.00,2,
17/03/2014 05.00.00,4,
17/03/2014 06.00.00,8,
17/03/2014 07.00.00,30,
17/03/2014 08.00.00,23,
17/03/2014 09.00.00,25,
17/03/2014 10.00.00,12,
17/03/2014 11.00.00,10,
17/03/2014 12.00.00,13,
17/03/2014 13.00.00,12,
17/03/2014 14.00.00,7,
17/03/2014 15.00.00,6,
17/03/2014 16.00.00,4,
17/03/2014 17.00.00,10,
17/03/2014 18.00.00,15,
17/03/2014 19.00.00,24,
17/03/2014 20.00.00,40,
17/03/2014 21.00.00,58,
17/03/2014 22.00.00,50,
17/03/2014 23.00.00,13,
18/03/2014 00.00.00,19,
18/03/2014 01.00.00,15,
18/03/2014 02.00.00,5,
18/03/2014 03.00.00,5,
18/03/2014 04.00.00,6,
18/03/2014 05.00.00,4,
18/03/2014 06.00.00,23,
18/03/2014 07.00.00,69,
18/03/2014 08.00.00,61,
18/03/2014 09.00.00,27,
18/03/2014 10.00.00,13,
18/03/2014 11.00.00,12,
18/03/2014 12.00.00,9,
18/03/2014 13.00.00,11,
18/03/2014 14.00.00,13,
18/03/2014 15.00.00,8,
18/03/2014 16.00.00,5,
18/03/2014 17.00.00,8,
18/03/2014 18.00.00,8,
18/03/2014 19.00.00,7,
18/03/2014 20.00.00,6,
18/03/2014 21.00.00,10,
18/03/2014 22.00.00,43,
18/03/2014 23.00.00,16,
19/03/2014 00.00.00,9,
19/03/2014 01.00.00,4,
19/03/2014 02.00.00,3,
19/03/2014 03.00.00,2,
19/03/2014 04.00.00,5,
19/03/2014 05.00.00,3,
19/03/2014 06.00.00,14,
19/03/2014 07.00.00,58,
19/03/2014 08.00.00,20,
19/03/2014 09.00.00,24,
19/03/2014 10.00.00,16,
19/03/2014 11.00.00,6,
19/03/2014 12.00.00,7,
19/03/2014 13.00.00,6,
19/03/2014 14.00.00,4,
19/03/2014 15.00.00,5,
19/03/2014 16.00.00,7,
19/03/2014 17.00.00,6,
19/03/2014 18.00.00,12,
19/03/2014 19.00.00,22,
19/03/2014 20.00.00,19,
19/03/2014 21.00.00,21,
19/03/2014 22.00.00,27,
19/03/2014 23.00.00,6,
20/03/2014 00.00.00,5,
20/03/2014 01.00.00,4,
20/03/2014 02.00.00,2,
20/03/2014 03.00.00,3,
20/03/2014 04.00.00,2,
20/03/2014 05.00.00,3,
20/03/2014 06.00.00,4,
20/03/2014 07.00.00,16,
20/03/2014 08.00.00,17,
20/03/2014 09.00.00,15,
20/03/2014 10.00.00,10,
20/03/2014 11.00.00,7,
20/03/2014 12.00.00,9,
20/03/2014 13.00.00,8,
20/03/2014 14.00.00,6,
20/03/2014 15.00.00,5,
20/03/2014 16.00.00,5,
20/03/2014 17.00.00,6,
20/03/2014 18.00.00,8,
20/03/2014 19.00.00,14,
20/03/2014 20.00.00,11,
20/03/2014 21.00.00,15,
20/03/2014 22.00.00,11,
20/03/2014 23.00.00,13,
21/03/2014 00.00.00,13,
21/03/2014 01.00.00,4,
21/03/2014 02.00.00,3,
21/03/2014 03.00.00,4,
21/03/2014 04.00.00,2,
21/03/2014 05.00.00,3,
21/03/2014 06.00.00,22,
21/03/2014 07.00.00,23,
21/03/2014 08.00.00,39,
21/03/2014 09.00.00,16,
21/03/2014 10.00.00,14,
21/03/2014 11.00.00,6,
21/03/2014 12.00.00,4,
21/03/2014 13.00.00,8,
21/03/2014 14.00.00,6,
21/03/2014 15.00.00,4,
21/03/2014 16.00.00,5,
21/03/2014 17.00.00,5,
21/03/2014 18.00.00,6,
21/03/2014 19.00.00,6,
21/03/2014 20.00.00,5,
21/03/2014 21.00.00,5,
21/03/2014 22.00.00,5,
21/03/2014 23.00.00,3,
22/03/2014 00.00.00,18,
22/03/2014 01.00.00,16,
22/03/2014 02.00.00,3,
22/03/2014 03.00.00,4,
22/03/2014 04.00.00,3,
22/03/2014 05.00.00,3,
22/03/2014 06.00.00,3,
22/03/2014 07.00.00,16,
22/03/2014 08.00.00,15,
22/03/2014 09.00.00,8,
22/03/2014 10.00.00,6,
22/03/2014 11.00.00,7,
22/03/2014 12.00.00,5,
22/03/2014 13.00.00,4,
22/03/2014 14.00.00,4,
22/03/2014 15.00.00,5,
22/03/2014 16.00.00,4,
22/03/2014 17.00.00,3,
22/03/2014 18.00.00,5,
22/03/2014 19.00.00,7,
22/03/2014 20.00.00,14,
22/03/2014 21.00.00,14,
22/03/2014 22.00.00,12,
22/03/2014 23.00.00,12,
23/03/2014 00.00.00,6,
23/03/2014 01.00.00,6,
23/03/2014 02.00.00,4,
23/03/2014 03.00.00,3,
23/03/2014 04.00.00,3,
23/03/2014 05.00.00,2,
23/03/2014 06.00.00,6,
23/03/2014 07.00.00,3,
23/03/2014 08.00.00,5,
23/03/2014 09.00.00,5,
23/03/2014 10.00.00,4,
23/03/2014 11.00.00,6,
23/03/2014 12.00.00,5,
23/03/2014 13.00.00,4,
23/03/2014 14.00.00,4,
23/03/2014 15.00.00,2,
23/03/2014 16.00.00,3,
23/03/2014 17.00.00,3,
23/03/2014 18.00.00,5,
23/03/2014 19.00.00,4,
23/03/2014 20.00.00,3,
23/03/2014 21.00.00,5,
23/03/2014 22.00.00,4,
23/03/2014 23.00.00,3,
24/03/2014 00.00.00,2,
24/03/2014 01.00.00,2,
24/03/2014 02.00.00,3,
24/03/2014 03.00.00,3,
24/03/2014 04.00.00,2,
24/03/2014 05.00.00,2,
24/03/2014 06.00.00,2,
24/03/2014 07.00.00,5,
24/03/2014 08.00.00,10,
24/03/2014 09.00.00,8,
24/03/2014 10.00.00,15,
24/03/2014 11.00.00,7,
24/03/2014 12.00.00,6,
24/03/2014 13.00.00,4,
24/03/2014 14.00.00,10,
24/03/2014 15.00.00,5,
24/03/2014 16.00.00,7,
24/03/2014 17.00.00,5,
24/03/2014 18.00.00,4,
24/03/2014 19.00.00,3,
24/03/2014 20.00.00,3,
24/03/2014 21.00.00,3,
24/03/2014 22.00.00,8,
24/03/2014 23.00.00,10,
25/03/2014 00.00.00,4,
25/03/2014 01.00.00,3,
25/03/2014 02.00.00,3,
25/03/2014 03.00.00,3,
25/03/2014 04.00.00,3,
25/03/2014 05.00.00,2,
25/03/2014 06.00.00,7,
25/03/2014 07.00.00,31,
25/03/2014 08.00.00,22,
25/03/2014 09.00.00,18,
25/03/2014 10.00.00,11,
25/03/2014 11.00.00,5,
25/03/2014 12.00.00,6,
25/03/2014 13.00.00,4,
25/03/2014 14.00.00,4,
25/03/2014 15.00.00,4,
25/03/2014 16.00.00,5,
25/03/2014 17.00.00,5,
25/03/2014 18.00.00,5,
25/03/2014 19.00.00,5,
25/03/2014 20.00.00,5,
25/03/2014 21.00.00,6,
25/03/2014 22.00.00,5,
25/03/2014 23.00.00,5,
26/03/2014 00.00.00,3,
26/03/2014 01.00.00,2,
26/03/2014 02.00.00,2,
26/03/2014 03.00.00,2,
26/03/2014 04.00.00,2,
26/03/2014 05.00.00,2,
26/03/2014 06.00.00,5,
26/03/2014 07.00.00,14,
26/03/2014 08.00.00,24,
26/03/2014 09.00.00,8,
26/03/2014 10.00.00,7,
26/03/2014 11.00.00,4,
26/03/2014 12.00.00,5,
26/03/2014 13.00.00,4,
26/03/2014 14.00.00,5,
26/03/2014 15.00.00,5,
26/03/2014 16.00.00,4,
26/03/2014 17.00.00,5,
26/03/2014 18.00.00,6,
26/03/2014 19.00.00,7,
26/03/2014 20.00.00,7,
26/03/2014 21.00.00,5,
26/03/2014 22.00.00,4,
26/03/2014 23.00.00,3,
27/03/2014 00.00.00,3,
27/03/2014 01.00.00,2,
27/03/2014 02.00.00,2,
27/03/2014 03.00.00,2,
27/03/2014 04.00.00,2,
27/03/2014 05.00.00,2,
27/03/2014 06.00.00,2,
27/03/2014 07.00.00,3,
27/03/2014 08.00.00,5,
27/03/2014 09.00.00,5,
27/03/2014 10.00.00,9,
27/03/2014 11.00.00,20,
27/03/2014 12.00.00,4,
27/03/2014 13.00.00,5,
27/03/2014 14.00.00,4,
27/03/2014 15.00.00,3,
27/03/2014 16.00.00,4,
27/03/2014 17.00.00,5,
27/03/2014 18.00.00,5,
27/03/2014 19.00.00,7,
27/03/2014 20.00.00,5,
27/03/2014 21.00.00,4,
27/03/2014 22.00.00,4,
27/03/2014 23.00.00,5,
28/03/2014 00.00.00,4,
28/03/2014 01.00.00,5,
28/03/2014 02.00.00,3,
28/03/2014 03.00.00,3,
28/03/2014 04.00.00,3,
28/03/2014 05.00.00,3,
28/03/2014 06.00.00,14,
28/03/2014 07.00.00,32,
28/03/2014 08.00.00,22,
28/03/2014 09.00.00,12,
28/03/2014 10.00.00,7,
28/03/2014 11.00.00,8,
28/03/2014 12.00.00,9,
28/03/2014 13.00.00,10,
28/03/2014 14.00.00,8,
28/03/2014 15.00.00,5,
28/03/2014 16.00.00,6,
28/03/2014 17.00.00,9,
28/03/2014 18.00.00,7,
28/03/2014 19.00.00,12,
28/03/2014 20.00.00,13,
28/03/2014 21.00.00,13,
28/03/2014 22.00.00,9,
28/03/2014 23.00.00,5,
29/03/2014 00.00.00,5,
29/03/2014 01.00.00,3,
29/03/2014 02.00.00,2,
29/03/2014 03.00.00,2,
29/03/2014 04.00.00,2,
29/03/2014 05.00.00,3,
29/03/2014 06.00.00,9,
29/03/2014 07.00.00,10,
29/03/2014 08.00.00,9,
29/03/2014 09.00.00,11,
29/03/2014 10.00.00,5,
29/03/2014 11.00.00,9,
29/03/2014 12.00.00,6,
29/03/2014 13.00.00,7,
29/03/2014 14.00.00,5,
29/03/2014 15.00.00,7,
29/03/2014 16.00.00,4,
29/03/2014 17.00.00,4,
29/03/2014 18.00.00,4,
29/03/2014 19.00.00,5,
29/03/2014 20.00.00,6,
29/03/2014 21.00.00,7,
29/03/2014 22.00.00,10,
29/03/2014 23.00.00,5,
30/03/2014 00.00.00,4,
30/03/2014 01.00.00,4,
30/03/2014 02.00.00,3,
30/03/2014 03.00.00,3,
30/03/2014 04.00.00,3,
30/03/2014 05.00.00,10,
30/03/2014 06.00.00,17,
30/03/2014 07.00.00,38,
30/03/2014 08.00.00,14,
30/03/2014 09.00.00,17,
30/03/2014 10.00.00,10,
30/03/2014 11.00.00,7,
30/03/2014 12.00.00,4,
30/03/2014 13.00.00,3,
30/03/2014 14.00.00,2,
30/03/2014 15.00.00,3,
30/03/2014 16.00.00,2,
30/03/2014 17.00.00,2,
30/03/2014 18.00.00,4,
30/03/2014 19.00.00,5,
30/03/2014 20.00.00,15,
30/03/2014 21.00.00,50,
30/03/2014 22.00.00,39,
30/03/2014 23.00.00,14,
31/03/2014 00.00.00,8,
31/03/2014 01.00.00,6,
31/03/2014 02.00.00,3,
31/03/2014 03.00.00,2,
31/03/2014 04.00.00,2,
31/03/2014 05.00.00,10,
31/03/2014 06.00.00,42,
31/03/2014 07.00.00,32,
31/03/2014 08.00.00,50,
31/03/2014 09.00.00,12,
31/03/2014 10.00.00,9,
31/03/2014 11.00.00,12,
31/03/2014 12.00.00,,
31/03/2014 13.00.00,10,
31/03/2014 14.00.00,9,
31/03/2014 15.00.00,7,
31/03/2014 16.00.00,4,
31/03/2014 17.00.00,5,
31/03/2014 18.00.00,5,
31/03/2014 19.00.00,8,
31/03/2014 20.00.00,21,
31/03/2014 21.00.00,26,
31/03/2014 22.00.00,19,
31/03/2014 23.00.00,15,
01/04/2014 00.00.00,7,
01/04/2014 01.00.00,3,
01/04/2014 02.00.00,2,
01/04/2014 03.00.00,3,
01/04/2014 04.00.00,5,
01/04/2014 05.00.00,5,
01/04/2014 06.00.00,26,
01/04/2014 07.00.00,28,
01/04/2014 08.00.00,23,
01/04/2014 09.00.00,20,
01/04/2014 10.00.00,9,
01/04/2014 11.00.00,10,
01/04/2014 12.00.00,9,
01/04/2014 13.00.00,5,
01/04/2014 14.00.00,5,
01/04/2014 15.00.00,5,
01/04/2014 16.00.00,,
01/04/2014 17.00.00,,
01/04/2014 18.00.00,,
01/04/2014 19.00.00,,
01/04/2014 20.00.00,,
01/04/2014 21.00.00,,
01/04/2014 22.00.00,,
01/04/2014 23.00.00,,
02/04/2014 00.00.00,,
02/04/2014 01.00.00,,
02/04/2014 02.00.00,,
02/04/2014 03.00.00,,
02/04/2014 04.00.00,,
02/04/2014 05.00.00,,
02/04/2014 06.00.00,,
02/04/2014 07.00.00,,
02/04/2014 08.00.00,,
02/04/2014 09.00.00,,
02/04/2014 10.00.00,,
