, Brindisi,,,,,,
12/11/2009 0.00,"0,7","13,0","17,2","0,5",,"13,2","2,4"
12/11/2009 1.00,,"13,5","18,0","0,4",,,"2,0"
12/11/2009 2.00,"0,6",,,"0,4",,"6,8","1,7"
12/11/2009 3.00,"0,7","18,8","23,7",,,,"1,4"
12/11/2009 4.00,"0,7","11,6","15,2","0,3",,"4,9","1,4"
12/11/2009 5.00,"0,7","9,9","13,4","0,2",,,"1,4"
12/11/2009 6.00,"0,7","15,3","20,1","0,3",,"3,9","1,3"
12/11/2009 7.00,"0,7","27,0","34,7","0,2",,,"1,4"
12/11/2009 8.00,"1,0","30,5","40,1","0,3",,"4,4","1,9"
12/11/2009 9.00,"1,4","30,5","45,9","0,3",,,"2,0"
12/11/2009 10.00,"1,4","21,6","36,5","0,3",,"9,8","1,5"
12/11/2009 11.00,"0,8","12,8","21,8","0,3",,,"1,3"
12/11/2009 12.00,"0,6","12,0","19,3","0,3",,"15,1","1,2"
12/11/2009 13.00,"1,2","9,2","15,7","0,3",,,"1,1"
12/11/2009 14.00,"2,3","9,7","15,9","0,2",,"9,8","1,2"
12/11/2009 15.00,"2,5","9,3","14,8","0,2",,,"1,0"
12/11/2009 16.00,"2,0","10,7","15,7","0,1",,"12,2","1,0"
12/11/2009 17.00,"2,4","15,3","18,9","0,1",,,"1,0"
12/11/2009 18.00,"2,5","29,1","33,3","0,1",,"14,7","1,0"
12/11/2009 19.00,"2,0","46,9","71,7","0,3",,,"1,2"
12/11/2009 20.00,"1,9","71,4","151,4","0,7",,"28,3","6,5"
12/11/2009 21.00,"1,6","59,7","99,3","0,6",,,"8,0"
12/11/2009 22.00,"0,8","56,1","82,5","0,9",,"51,3","6,7"
12/11/2009 23.00,"0,9","47,2","57,2","0,9",,,"9,0"
13/11/2009 0.00,"0,6","36,6","43,6","1,0",,"82,1","8,9"
13/11/2009 1.00,"0,4","32,3","44,7","1,0",,,"9,1"
13/11/2009 2.00,"0,4","23,2","29,1","0,7",,"75,2","6,3"
13/11/2009 3.00,"0,4","21,6","26,7","0,7",,,"6,6"
13/11/2009 4.00,"0,4","15,4","20,0","0,6",,"63,0","5,0"
13/11/2009 5.00,"0,4","17,2","22,3","0,5",,,"4,1"
13/11/2009 6.00,"0,5","28,0","44,2","0,4",,"44,0","3,3"
13/11/2009 7.00,"1,0","36,5","70,4","0,4",,,"3,3"
13/11/2009 8.00,"2,0","45,3","142,1","0,6",,"56,7","5,0"
13/11/2009 9.00,"4,5","71,2","259,6","0,9",,,"6,6"
13/11/2009 10.00,"2,1","53,2","111,7","0,7",,"57,1","6,6"
13/11/2009 11.00,"1,2","19,5","30,2","0,3",,,"2,2"
13/11/2009 12.00,"2,4","23,6","36,3","0,3",,"29,3","1,4"
13/11/2009 13.00,"1,9","12,4","18,2","0,3",,,
13/11/2009 14.00,"2,5","13,1","19,9","0,2",,"27,4",
13/11/2009 15.00,"1,9","12,9","16,1","0,1",,,
13/11/2009 16.00,"2,9","11,3","15,6","0,1",,"14,7","22,7"
13/11/2009 17.00,"1,5","24,5","28,6","0,0",,,"62,8"
13/11/2009 18.00,"1,0","44,9","51,3","0,2",,"23,9","5,5"
13/11/2009 19.00,"4,6","86,9","214,8","0,7",,,"5,6"
13/11/2009 20.00,"3,9","69,0","187,5","0,8",,"54,7","66,8"
13/11/2009 21.00,"2,5","57,1","115,4","0,6",,,"65,1"
13/11/2009 22.00,"5,1","63,4","178,5","1,1",,"66,4","26,4"
13/11/2009 23.00,"2,0","37,0","84,0","0,9",,,"15,3"
14/11/2009 0.00,"1,7","28,2","36,4","0,7",,"78,1","9,6"
14/11/2009 1.00,,"25,3","30,0","0,7",,,"7,1"
14/11/2009 2.00,"0,1",,,"0,9",,"77,7","8,2"
14/11/2009 3.00,"0,1","32,5","36,6",,,,"8,2"
14/11/2009 4.00,"0,1","29,9","33,6","0,9",,"84,0","8,8"
14/11/2009 5.00,"0,1","25,7","28,4","0,7",,,"6,5"
14/11/2009 6.00,"0,7","31,8","93,9","0,7",,"69,8","5,6"
14/11/2009 7.00,"0,8","38,2","86,2","0,6",,,"4,8"
14/11/2009 8.00,"0,2","35,1","66,7","0,6",,"53,2","5,5"
14/11/2009 9.00,"0,2","38,3","71,7","0,6",,,"5,4"
14/11/2009 10.00,"0,1","22,0","30,9","0,4",,"41,5","4,5"
14/11/2009 11.00,"0,1","10,7","14,7","0,3",,,"2,5"
14/11/2009 12.00,"0,3","11,7","15,6","0,5",,"20,0","2,2"
14/11/2009 13.00,"1,5","11,2","16,0","0,4",,,"1,9"
14/11/2009 14.00,"0,2","8,3","10,7","0,4",,"9,3","1,7"
14/11/2009 15.00,"0,2","7,8","11,0","0,3",,,"1,4"
14/11/2009 16.00,"0,2","8,4","11,4","0,2",,"7,3","1,1"
14/11/2009 17.00,"0,1","9,8","12,2","0,2",,,"1,1"
14/11/2009 18.00,"0,1","15,5","18,2","0,3",,"10,7","1,2"
14/11/2009 19.00,"0,0","10,5","11,9","0,3",,,"2,0"
14/11/2009 20.00,"0,0","26,1","28,9","0,5",,"21,5","2,3"
14/11/2009 21.00,"0,1","38,5","42,7","0,6",,,"3,2"
14/11/2009 22.00,"0,1","31,8","38,3","0,7",,"37,1","4,5"
14/11/2009 23.00,"0,1","27,2","30,7","0,7",,,"4,4"
15/11/2009 0.00,"0,0","29,5","33,7","0,9",,"45,9","5,2"
15/11/2009 1.00,"0,0","26,9","30,3","0,9",,,"6,7"
15/11/2009 2.00,"0,1","20,4","23,2","0,7",,"39,6","5,4"
15/11/2009 3.00,"0,0","14,4","16,7","0,7",,,"4,1"
15/11/2009 4.00,"0,0","13,3","16,4","0,7",,"45,4","3,9"
15/11/2009 5.00,"0,1","13,5","17,5","0,8",,,"3,8"
15/11/2009 6.00,"0,3","33,8","68,8","0,8",,"45,9","5,2"
15/11/2009 7.00,"0,1","19,2","28,9","0,7",,,"4,0"
15/11/2009 8.00,"0,0","11,4","15,1","0,5",,"35,7","2,9"
15/11/2009 9.00,"0,1","9,0","13,3","0,5",,,"2,1"
15/11/2009 10.00,"0,0","10,0","13,7","0,4",,"26,9","2,2"
15/11/2009 11.00,"0,0","6,3","8,7","0,4",,,"1,6"
15/11/2009 12.00,"0,0","2,9","4,8","0,3",,"12,2","1,1"
15/11/2009 13.00,"0,1","5,3","7,2","0,3",,,"1,0"
15/11/2009 14.00,"0,1","4,2","7,5","0,3",,"6,3","1,0"
15/11/2009 15.00,"0,1","2,7","4,6","0,1",,,"0,8"
15/11/2009 16.00,"0,0","2,9","5,5","0,2",,"9,8","0,7"
15/11/2009 17.00,"0,0","7,1","10,2","0,1",,,"0,7"
15/11/2009 18.00,"0,0","11,0","14,2","0,1",,"9,8","0,8"
15/11/2009 19.00,"0,0","10,9","14,4","0,1",,,"1,1"
15/11/2009 20.00,"0,0","28,9","34,3","0,2",,"12,7","1,2"
15/11/2009 21.00,"0,1","53,5","77,8","0,4",,,"3,0"
15/11/2009 22.00,"0,1","35,0","44,8","0,5",,"26,9","4,8"
15/11/2009 23.00,"0,0","30,6","35,3","0,7",,,"4,4"
16/11/2009 0.00,"0,0","27,3","33,1","0,6",,"49,3","5,6"
16/11/2009 1.00,,"27,3","47,2","0,5",,,"3,9"
16/11/2009 2.00,"1,5",,,"0,6",,"37,6","3,3"
16/11/2009 3.00,"1,3","25,9","29,9",,,,"3,3"
16/11/2009 4.00,"0,4","18,2","21,7","0,3",,"36,1","2,6"
16/11/2009 5.00,"0,3","16,8","21,1","0,4",,,"2,6"
16/11/2009 6.00,"1,0","22,2","26,1","0,6",,"27,8","4,0"
16/11/2009 7.00,"0,7","20,9","25,1","0,3",,,"3,2"
16/11/2009 8.00,"1,4","23,3","34,4","0,3",,"23,9","2,1"
16/11/2009 9.00,"1,2","29,0","51,4","0,4",,,"3,0"
16/11/2009 10.00,"0,5","16,1","25,0","0,3",,"23,0","2,0"
16/11/2009 11.00,"0,3","11,0","16,2","0,2",,,"1,7"
16/11/2009 12.00,"0,3","6,9","10,5","0,1",,"16,1","1,5"
16/11/2009 13.00,"0,4","4,9","9,7","0,1",,,"0,7"
16/11/2009 14.00,"0,6","4,6","8,2","0,1",,"8,3","0,6"
16/11/2009 15.00,"0,3","4,8","7,8","0,0",,,"0,6"
16/11/2009 16.00,"0,5","8,1","10,4","0,0",,"12,2","0,6"
16/11/2009 17.00,"0,3","13,8","18,2","0,1",,,"0,7"
16/11/2009 18.00,"0,4","25,1","28,6","0,1",,"13,2","1,4"
16/11/2009 19.00,"0,3","39,0","44,3","0,2",,,"1,7"
16/11/2009 20.00,"0,5","43,5","51,4","0,1",,"25,9","2,2"
16/11/2009 21.00,"0,5","40,0","48,6","0,1",,,"1,7"
16/11/2009 22.00,"0,4","23,8","28,8","0,2",,"12,2","1,9"
16/11/2009 23.00,"0,9","25,9","28,6","0,5",,,"4,0"
17/11/2009 0.00,"0,3","9,0","12,2","0,2",,"29,8","3,4"
17/11/2009 1.00,"0,4","11,5","15,3","0,2",,,"2,5"
17/11/2009 2.00,"0,3","3,9","7,1","0,0",,"14,7","1,4"
17/11/2009 3.00,"0,3","6,5","9,4","0,1",,,"1,0"
17/11/2009 4.00,"0,3","6,5","10,6","0,1",,"13,7","1,5"
17/11/2009 5.00,"0,3","10,0","14,4","0,2",,,"1,7"
17/11/2009 6.00,"0,4","5,2","8,5","0,1",,"12,7","1,3"
17/11/2009 7.00,"0,3","4,6","6,8","0,1",,,"1,2"
17/11/2009 8.00,"0,2","6,7","10,5","0,1",,"13,2","0,8"
17/11/2009 9.00,"0,4","12,2","17,7","0,1",,,"0,8"
17/11/2009 10.00,"0,4","6,5","10,3","0,1",,"8,8","0,8"
17/11/2009 11.00,"0,4","8,9","14,9","0,1",,,"0,8"
17/11/2009 12.00,"0,3","7,3","12,3","0,2",,"14,2","1,0"
17/11/2009 13.00,"0,4","8,8","14,3","0,1",,,"1,3"
17/11/2009 14.00,"0,4","11,7","17,3","0,1",,"14,7","1,4"
17/11/2009 15.00,"0,4","10,1","15,6","0,1",,,"1,1"
17/11/2009 16.00,"0,3","7,1","11,3","0,0",,"17,6","0,9"
17/11/2009 17.00,"0,3","12,7","17,0","0,0",,,"0,9"
17/11/2009 18.00,"0,3","13,9","18,8","0,0",,"11,7","0,9"
17/11/2009 19.00,"0,3","27,4","31,1","0,1",,,"1,4"
17/11/2009 20.00,"0,3","23,9","28,6","0,1",,"24,9","2,4"
17/11/2009 21.00,"0,3","13,3","17,5","0,1",,,"1,7"
17/11/2009 22.00,"0,3","6,9","10,8","0,1",,"19,5","1,4"
17/11/2009 23.00,"0,3","4,1","8,1","0,1",,,"1,3"
18/11/2009 0.00,"0,3","3,0","7,0","0,1",,"8,8","1,2"
18/11/2009 1.00,,"7,8","11,7","0,2",,,"1,5"
18/11/2009 2.00,"0,4",,,"0,2",,"5,9","2,7"
18/11/2009 3.00,"0,5","22,9","27,0",,,,"2,4"
18/11/2009 4.00,"0,6","30,2","35,5","0,5",,"8,3","3,3"
18/11/2009 5.00,"0,4","31,7","40,2","0,5",,,"4,9"
18/11/2009 6.00,"0,4","23,1","27,2","0,4",,"22,5","4,4"
18/11/2009 7.00,"0,4","29,9","35,8","0,4",,,"2,0"
18/11/2009 8.00,"0,4","14,4","19,6","0,3",,"24,4","1,6"
18/11/2009 9.00,"0,6","30,0","41,5","0,3",,,"1,2"
18/11/2009 10.00,"0,4","21,2","27,7","0,3",,"26,4","1,4"
18/11/2009 11.00,"0,6","19,3","25,3","0,3",,,"1,3"
18/11/2009 12.00,"1,0","16,2","21,7","0,2",,"31,3","1,3"
18/11/2009 13.00,"1,3","12,2","17,6","0,2",,,"1,2"
18/11/2009 14.00,"1,1","12,8","17,8","0,3",,"26,9","1,0"
18/11/2009 15.00,"1,0","13,2","17,5","0,3",,,"1,0"
18/11/2009 16.00,"0,9","16,5","21,1","0,3",,"22,5","1,0"
18/11/2009 17.00,"1,1","18,2","22,0","0,3",,,"1,0"
18/11/2009 18.00,"1,2","16,0","20,3","0,3",,"30,8","1,1"
18/11/2009 19.00,"1,2","9,2","13,6","0,3",,,"1,0"
18/11/2009 20.00,"0,4","15,2","20,2","0,3",,"26,4","1,1"
18/11/2009 21.00,"0,6","15,7","19,9","0,3",,,"1,2"
18/11/2009 22.00,"1,2","20,5","24,2","0,3",,"25,9","1,3"
18/11/2009 23.00,"1,3","11,5","16,2","0,3",,,"1,4"
19/11/2009 0.00,"1,2","8,7","12,8","0,2",,"26,4","0,8"
19/11/2009 1.00,"1,8","10,5","14,3","0,3",,,"0,8"
19/11/2009 2.00,"1,7","8,9","12,8","0,3",,"15,6","0,7"
19/11/2009 3.00,"1,6","6,4","10,0","0,3",,,"0,7"
19/11/2009 4.00,"1,8","11,1","14,9","0,3",,"19,0","0,7"
19/11/2009 5.00,"1,8","10,0","14,3","0,2",,,"0,7"
19/11/2009 6.00,"1,6","7,8","11,2","0,2",,"16,6","0,7"
19/11/2009 7.00,"1,8","15,0","20,5","0,2",,,"0,6"
19/11/2009 8.00,"2,0","17,3","21,6","0,3",,"23,9","0,8"
19/11/2009 9.00,"2,1","16,2","21,5","0,3",,,"0,8"
19/11/2009 10.00,"2,9","22,2","29,0","0,3",,"28,8","0,8"
19/11/2009 11.00,"2,0","14,7","22,7","0,2",,,"0,9"
19/11/2009 12.00,"1,8","13,6","21,1","0,2",,"24,4","0,7"
19/11/2009 13.00,"1,7","11,7","16,8","0,2",,,"0,7"
19/11/2009 14.00,"1,1","13,8","20,2","0,3",,"25,4","0,9"
19/11/2009 15.00,"1,8","12,8","17,8","0,3",,,"0,9"
19/11/2009 16.00,"2,3","11,4","16,4","0,3",,"26,4","0,7"
19/11/2009 17.00,"2,3","13,6","18,4","0,3",,,"0,7"
19/11/2009 18.00,"3,1","12,2","17,6","0,2",,"25,4","0,7"
19/11/2009 19.00,"2,4","11,0","14,4","0,2",,,"0,6"
19/11/2009 20.00,"1,8","8,3","12,5","0,2",,"24,9","0,7"
19/11/2009 21.00,"1,9","4,5","8,9","0,2",,,"0,6"
19/11/2009 22.00,"3,9","11,4","16,0","0,3",,"26,9","0,7"
19/11/2009 23.00,"4,9","11,8","15,0","0,3",,,"0,8"
20/11/2009 0.00,"4,8","10,3","15,6","0,3",,"27,8","0,8"
20/11/2009 1.00,,"11,9","16,5","0,3",,,"0,8"
20/11/2009 2.00,"8,3",,,"0,3",,"18,1","0,8"
20/11/2009 3.00,"4,0","17,0","21,9",,,,"0,7"
20/11/2009 4.00,"1,7","9,0","12,7","0,2",,"17,6","0,6"
20/11/2009 5.00,"1,9","9,3","13,0","0,2",,,"0,6"
20/11/2009 6.00,"1,7","7,7","11,0","0,2",,"23,4","0,6"
20/11/2009 7.00,"3,6","16,9","21,9","0,2",,,"0,8"
20/11/2009 8.00,"5,4","20,2","26,0","0,2",,"26,4","0,9"
20/11/2009 9.00,"4,0","18,7","24,9","0,1",,,"0,9"
20/11/2009 10.00,"5,6","21,4","28,5","0,1",,"31,7","1,0"
20/11/2009 11.00,"4,3","17,5","23,6","0,1",,,"0,9"
20/11/2009 12.00,"4,3","19,0","26,5","0,1",,"28,3","0,9"
20/11/2009 13.00,"5,7","15,4","21,8","0,0",,,"0,9"
20/11/2009 14.00,"3,6","11,8","17,1","0,0",,"31,7","0,8"
20/11/2009 15.00,"4,1","14,9","21,0","0,1",,,"0,8"
20/11/2009 16.00,"4,5","11,1","16,3","0,0",,"32,2","0,9"
20/11/2009 17.00,,"16,4","21,9","0,1",,,"0,8"
20/11/2009 18.00,,"19,0","23,3","0,1",,"26,9","0,9"
20/11/2009 19.00,"3,8","19,4","24,6","0,1",,,"0,9"
20/11/2009 20.00,"4,0","13,2","17,4","0,1",,"22,5","0,9"
20/11/2009 21.00,"3,3","9,0","12,9","0,0",,,"0,9"
20/11/2009 22.00,"2,8","10,2","13,8","0,0",,"24,4","0,8"
20/11/2009 23.00,"3,0","11,2","15,4","0,1",,,"0,9"
21/11/2009 0.00,"1,7","7,4","10,5","0,1",,"30,3","0,9"
21/11/2009 1.00,"2,6","14,1","18,1","0,1",,,"0,9"
21/11/2009 2.00,"3,8","11,6","14,4","0,1",,"14,7","0,9"
21/11/2009 3.00,"2,0","11,1","13,9","0,1",,,"0,9"
21/11/2009 4.00,"1,2","8,9","12,2","0,1",,"22,5","0,8"
21/11/2009 5.00,"4,3","13,7","17,7","0,2",,,"0,8"
21/11/2009 6.00,"5,4","10,3","15,5","0,2",,"18,6","0,7"
21/11/2009 7.00,"6,7","13,5","18,1","0,2",,,"0,8"
21/11/2009 8.00,"4,7","16,1","21,7","0,3",,"23,4","0,9"
21/11/2009 9.00,"6,3","18,4","24,7","0,3",,,"0,8"
21/11/2009 10.00,"5,5","19,0","25,9","0,3",,"32,7","0,9"
21/11/2009 11.00,"4,2","16,4","22,9","0,2",,,"0,9"
21/11/2009 12.00,"1,5","10,5","15,9","0,2",,"23,4","1,4"
21/11/2009 13.00,"0,9","8,0","12,8","0,3",,,"1,0"
21/11/2009 14.00,"0,9","7,2","11,3","0,3",,"27,8","1,0"
21/11/2009 15.00,"0,7","6,4","10,7","0,4",,,"0,9"
21/11/2009 16.00,"0,6","8,5","12,1","0,3",,"24,9","0,8"
21/11/2009 17.00,"0,4","7,1","12,1","0,3",,,"0,9"
21/11/2009 18.00,"0,5","11,0","14,8","0,3",,"28,8","0,9"
21/11/2009 19.00,"0,6","8,4","11,9","0,3",,,"0,9"
21/11/2009 20.00,"0,0","5,8","10,5","0,3",,"25,4","0,8"
21/11/2009 21.00,"0,5","7,1","11,5","0,3",,,"0,8"
21/11/2009 22.00,"0,9","6,9","11,3","0,3",,"26,4","0,8"
21/11/2009 23.00,"0,9","7,2","11,3","0,4",,,"0,8"
22/11/2009 0.00,"0,9","5,7","9,4","0,3",,"21,0","0,8"
22/11/2009 1.00,,"7,5","11,1","0,3",,,"0,8"
22/11/2009 2.00,"1,2",,,"0,3",,"17,6","0,8"
22/11/2009 3.00,"1,1","21,8","25,8",,,,"1,1"
22/11/2009 4.00,"1,0","16,1","19,7","0,3",,"22,5","1,2"
22/11/2009 5.00,"0,8","11,3","13,8","0,3",,,"1,1"
22/11/2009 6.00,"1,9","10,5","14,9","0,3",,"22,0","0,8"
22/11/2009 7.00,"1,8","9,1","12,6","0,3",,,"0,7"
22/11/2009 8.00,"2,7","23,7","32,2","0,2",,"29,3","0,7"
22/11/2009 9.00,"2,0","9,1","13,1","0,2",,,"0,7"
22/11/2009 10.00,"2,3","7,8","12,0","0,2",,"23,0","0,7"
22/11/2009 11.00,"1,7","6,4","11,1","0,2",,,"0,8"
22/11/2009 12.00,"1,8","9,2","14,9","0,2",,"22,0","0,9"
22/11/2009 13.00,"1,9","9,7","15,4","0,2",,,"0,7"
22/11/2009 14.00,"1,8","5,4","9,2","0,3",,"21,0","0,6"
22/11/2009 15.00,"1,9","6,6","10,6","0,3",,,"0,6"
22/11/2009 16.00,"1,9","7,6","11,9","0,3",,"25,4","0,7"
22/11/2009 17.00,"1,8","8,7","11,6","0,2",,,"0,6"
22/11/2009 18.00,"1,8","9,0","13,2","0,2",,"27,8","0,6"
22/11/2009 19.00,"1,6","9,1","13,0","0,3",,,"0,6"
22/11/2009 20.00,"1,9","6,9","10,9","0,2",,"27,8","0,7"
22/11/2009 21.00,"1,4","4,8","9,2","0,3",,,"0,8"
22/11/2009 22.00,"1,7","4,5","8,3","0,2",,"22,5","0,8"
22/11/2009 23.00,"1,2","9,1","12,8","0,2",,,"0,8"
23/11/2009 0.00,"0,8","7,1","10,8","0,2",,"26,4","1,1"
23/11/2009 1.00,"0,9","5,5","8,5","0,3",,,"1,2"
23/11/2009 2.00,"0,7","6,1","8,9","0,2",,"22,5","1,5"
23/11/2009 3.00,"0,4","6,1","10,1","0,2",,,"1,7"
23/11/2009 4.00,"0,5","6,6","10,5","0,2",,"24,9","1,9"
23/11/2009 5.00,"0,6","14,3","17,8","0,4",,,"2,2"
23/11/2009 6.00,"1,5","30,7","45,5","0,6",,"40,0","2,6"
23/11/2009 7.00,"1,8","32,7","42,7","0,8",,,"3,0"
23/11/2009 8.00,"1,8","36,1","62,6","0,7",,"36,6","3,0"
23/11/2009 9.00,"1,8","37,9","70,7","0,5",,,"3,3"
23/11/2009 10.00,"1,9","40,7","74,0","0,5",,"50,3","3,5"
23/11/2009 11.00,"1,4","25,1","38,7","0,4",,,"3,1"
23/11/2009 12.00,"2,3","13,1","20,3","0,3",,"37,6","1,9"
23/11/2009 13.00,"2,0","15,5","23,2","0,3",,,"1,6"
23/11/2009 14.00,"1,8","12,6","17,9","0,3",,"35,7","1,6"
23/11/2009 15.00,"1,0","10,6","15,4","0,3",,,"1,6"
23/11/2009 16.00,"0,3","7,3","11,2","0,3",,"42,0","1,8"
23/11/2009 17.00,"1,2","14,7","18,4","0,3",,,"3,6"
23/11/2009 18.00,"1,2","27,2","30,7","0,2",,"43,5","1,2"
23/11/2009 19.00,"1,8","40,4","49,6","0,4",,,"1,7"
23/11/2009 20.00,"3,0","52,1","140,8","0,8",,"49,8","4,5"
23/11/2009 21.00,"2,8","52,7","135,8","0,9",,,"7,3"
23/11/2009 22.00,"1,8","42,4","83,3","0,9",,"69,8","7,0"
23/11/2009 23.00,"2,4","44,3","81,4","0,8",,,"6,7"
24/11/2009 0.00,"1,6","42,7","77,8","1,0",,"77,7","10,1"
24/11/2009 1.00,,"27,0","45,4","1,0",,,"9,0"
24/11/2009 2.00,"1,4",,,"0,9",,"80,1","9,1"
24/11/2009 3.00,"1,5","30,4","36,9",,,,"8,0"
24/11/2009 4.00,"0,4","19,6","24,9","0,5",,"79,6","6,1"
24/11/2009 5.00,"1,0","17,8","22,3","0,4",,,"5,1"
24/11/2009 6.00,"1,6","24,8","39,8","0,3",,"62,0","4,4"
24/11/2009 7.00,"2,0","36,2","74,3","0,3",,,"3,9"
24/11/2009 8.00,"3,5","41,3","178,4","0,5",,"62,0","3,7"
24/11/2009 9.00,"4,9","44,6","243,3","0,7",,,"5,5"
24/11/2009 10.00,"2,3","39,6","99,7","0,5",,"65,0","4,4"
24/11/2009 11.00,"1,5","41,9","58,7","0,4",,,"2,7"
24/11/2009 12.00,"2,6","59,3","95,4","0,5",,"58,1","3,9"
24/11/2009 13.00,"1,9","33,1","46,3","0,4",,,"3,7"
24/11/2009 14.00,"2,0","22,4","28,3","0,3",,"53,7","2,6"
24/11/2009 15.00,"1,8","19,2","23,8","0,3",,,"2,4"
24/11/2009 16.00,"1,0","25,6","31,2","0,3",,"22,0","2,1"
24/11/2009 17.00,"1,8","27,2","32,1","0,3",,,"1,7"
24/11/2009 18.00,"1,9","23,1","27,3","0,1",,"31,7","2,1"
24/11/2009 19.00,"4,9","56,5","74,9","0,1",,,"1,7"
24/11/2009 20.00,"3,9","17,0","20,5","0,2",,"32,7","1,4"
24/11/2009 21.00,"2,2","38,4","43,5","0,3",,,"1,6"
24/11/2009 22.00,"1,8","40,4","45,4","0,2",,"31,7","2,3"
24/11/2009 23.00,"1,5","20,6","22,4","0,3",,,"1,9"
25/11/2009 0.00,"1,7","6,2","9,5","0,2",,"30,3","2,0"
25/11/2009 1.00,"1,7","3,2","6,9","0,1",,,"1,9"
25/11/2009 2.00,"1,7","3,6","7,6","0,1",,"19,5","2,0"
25/11/2009 3.00,"1,6","5,5","7,8","0,1",,,"1,9"
25/11/2009 4.00,"1,4","12,0","14,7","0,1",,"22,5","1,3"
25/11/2009 5.00,"1,1","3,4","7,4","0,1",,,"1,1"
25/11/2009 6.00,"1,1","4,2","7,6","0,0",,"24,4","1,2"
25/11/2009 7.00,"1,0","8,0","11,9","0,1",,,"0,9"
25/11/2009 8.00,"1,4","10,3","15,4","0,1",,"21,5","0,8"
25/11/2009 9.00,"1,6","16,5","24,3","0,1",,,"1,1"
25/11/2009 10.00,"1,6","14,2","20,3","0,1",,"21,5","1,1"
25/11/2009 11.00,"1,6","13,2","21,8","0,1",,,"1,1"
25/11/2009 12.00,"1,8","11,0","20,3","0,1",,"31,3","1,0"
25/11/2009 13.00,"1,0","6,8","12,4","0,1",,,"0,8"
25/11/2009 14.00,"0,7","7,5","12,2","0,0",,"23,9","0,8"
25/11/2009 15.00,"1,1","9,8","14,7","0,0",,,"0,8"
25/11/2009 16.00,"1,4","9,3","14,3","0,1",,"27,8","0,9"
25/11/2009 17.00,"0,9","15,8","19,9","0,0",,,"1,0"
25/11/2009 18.00,"1,0","30,0","34,4","0,1",,"27,8","1,1"
25/11/2009 19.00,"1,6","22,5","26,7","0,1",,,"1,1"
25/11/2009 20.00,"0,8","16,8","21,2","0,1",,"27,8","1,3"
25/11/2009 21.00,"0,8","30,4","35,1","0,2",,,"1,3"
25/11/2009 22.00,"1,8","44,1","57,3","0,4",,"27,8","3,2"
25/11/2009 23.00,"1,7","39,7","55,5","0,5",,,"5,0"
26/11/2009 0.00,"1,5","32,9","43,8","0,5",,"42,0","6,0"
26/11/2009 1.00,,"30,3","67,1","0,6",,,"6,2"
26/11/2009 2.00,"0,2",,,"0,4",,"37,1","4,5"
26/11/2009 3.00,"0,0","27,1","34,2",,,,"3,5"
26/11/2009 4.00,"0,0","21,5","27,9","0,4",,"35,2","3,4"
26/11/2009 5.00,"0,1","12,7","17,4","0,4",,,"3,1"
26/11/2009 6.00,"0,0","11,9","16,4","0,4",,"30,3","2,9"
26/11/2009 7.00,"0,0","15,1","21,4","0,4",,,"3,0"
26/11/2009 8.00,"0,0","19,2","24,5","0,4",,"19,5","2,9"
26/11/2009 9.00,"0,0","15,6","21,0","0,4",,,"2,1"
26/11/2009 10.00,"0,0","11,7","17,1","0,3",,"19,0","1,7"
26/11/2009 11.00,"0,0","11,1","17,2","0,3",,,"1,6"
26/11/2009 12.00,"0,1","7,6","12,5","0,2",,"14,2","1,4"
26/11/2009 13.00,"0,1","5,4","9,3","0,2",,,"1,0"
26/11/2009 14.00,"0,1","4,8","9,2","0,2",,"12,2","1,0"
26/11/2009 15.00,"0,4","6,1","11,2","0,1",,,"0,9"
26/11/2009 16.00,"0,2","10,2","14,9","0,2",,"20,0","1,1"
26/11/2009 17.00,"0,1","13,1","18,1","0,2",,,"0,9"
26/11/2009 18.00,"0,4","46,3","64,7","0,3",,"20,0","1,4"
26/11/2009 19.00,"0,2","41,6","51,1","0,4",,,"2,5"
26/11/2009 20.00,"0,3","45,4","54,3","0,5",,"28,8","3,5"
26/11/2009 21.00,"0,4","32,9","37,1","0,6",,,"3,7"
26/11/2009 22.00,"0,0","35,0","39,6","0,5",,"29,8","4,3"
26/11/2009 23.00,"0,2","37,9","54,9","0,4",,,"3,6"
27/11/2009 0.00,"0,1","24,2","34,3","0,4",,"28,8","3,1"
27/11/2009 1.00,"0,2","21,1","25,6","0,4",,,"2,4"
27/11/2009 2.00,"0,4","23,4","28,6","0,4",,"18,1","3,0"
27/11/2009 3.00,"0,3","20,7","24,7","0,3",,,"2,7"
27/11/2009 4.00,"0,2","14,5","18,7","0,2",,"22,5","1,7"
27/11/2009 5.00,"0,0","13,6","17,9","0,2",,,"1,7"
27/11/2009 6.00,"0,3","21,3","32,3","0,2",,"20,5","1,5"
27/11/2009 7.00,"0,3","29,7","43,8","0,3",,,"1,6"
27/11/2009 8.00,"1,0","37,1","105,0","0,3",,"16,1","1,9"
27/11/2009 9.00,"1,0","34,1","96,7","0,4",,,"2,4"
27/11/2009 10.00,"0,3","26,6","45,4","0,3",,"21,5","3,6"
27/11/2009 11.00,"0,5","25,9","40,6","0,4",,,"1,5"
27/11/2009 12.00,"0,5","20,0","30,2","0,3",,"25,4","1,8"
27/11/2009 13.00,"0,3","6,6","12,1","0,3",,,"1,3"
27/11/2009 14.00,"0,6","4,0","8,0","0,2",,"16,1","0,9"
