NetC,SIMAGE Brindisi,,
11/10/2006 9.00,"0,102471",,"20,35124"
11/10/2006 10.00,"0,055059",,"20,35124"
11/10/2006 11.00,"0,058117",,"20,35124"
11/10/2006 12.00,"0,079529",,"20,35124"
11/10/2006 13.00,"0,036706",,"20,35124"
11/10/2006 14.00,"0,039765",,"20,35124"
11/10/2006 15.00,,,"20,35124"
11/10/2006 16.00,,,"20,35124"
11/10/2006 17.00,,"8,314169","20,35124"
11/10/2006 18.00,,"8,297298","20,35124"
11/10/2006 19.00,,"12,991697","20,35124"
11/10/2006 20.00,"0,122353","12,001417","20,35124"
11/10/2006 21.00,"0,078","12,3804","20,35124"
11/10/2006 22.00,"0,100941","10,390758","20,35124"
11/10/2006 23.00,"0,082589","9,846957","20,35124"
12/10/2006 0.00,"0,056588","9,330403","20,35124"
12/10/2006 1.00,"0,044353","7,602936","29,078951"
12/10/2006 2.00,"0,05353","7,1357","29,078951"
12/10/2006 3.00,"0,111647","6,707403","29,078951"
12/10/2006 4.00,"0,123883","6,262234","29,078951"
12/10/2006 5.00,"0,074942","7,345955","29,078951"
12/10/2006 6.00,"0,05353","17,091672","29,078951"
12/10/2006 7.00,"0,044353","20,702333","29,078951"
12/10/2006 8.00,"0,223529","26,444126","29,078951"
12/10/2006 9.00,"0,094824","12,896946","29,078951"
12/10/2006 10.00,"0,137647","10,533531","29,078951"
12/10/2006 11.00,"0,117765","9,05136","29,078951"
12/10/2006 12.00,"0,104","9,03319","29,078951"
12/10/2006 13.00,"0,042824","9,724956","29,078951"
12/10/2006 14.00,"0,062706","6,051979","29,078951"
12/10/2006 15.00,"0,033647","6,114276","29,078951"
12/10/2006 16.00,"0,019882","6,546466","29,078951"
12/10/2006 17.00,"0,022941","6,931935","29,078951"
12/10/2006 18.00,"0,010706","7,596447","29,078951"
12/10/2006 19.00,"0,10553","9,904062","29,078951"
12/10/2006 20.00,"0,056588","11,5238","29,078951"
12/10/2006 21.00,"0,116236","8,776211","29,078951"
12/10/2006 22.00,"0,061177","8,192168","29,078951"
12/10/2006 23.00,"0,041294","9,164275","29,078951"
13/10/2006 0.00,"0,062706","8,880041","29,078951"
13/10/2006 1.00,,"7,475744","34,541851"
13/10/2006 2.00,"0,19692",,"34,541851"
13/10/2006 3.00,"0,116666","6,146722","34,541851"
13/10/2006 4.00,"0,091393","5,469234","34,541851"
13/10/2006 5.00,"0,096663","6,458212","34,541851"
13/10/2006 6.00,"0,155236","12,412849","34,541851"
13/10/2006 7.00,"0,188536","19,71597","34,541851"
13/10/2006 8.00,"0,12014","17,052733","34,541851"
13/10/2006 9.00,"0,115828","12,424525","34,541851"
13/10/2006 10.00,"0,173802","10,463435","34,541851"
13/10/2006 11.00,"0,140024","9,37453","34,541851"
13/10/2006 12.00,"0,075341","10,6088","34,541851"
13/10/2006 13.00,"0,133795","9,927423","34,541851"
13/10/2006 14.00,"0,092471","6,499742","34,541851"
13/10/2006 15.00,"0,128764","6,062361","34,541851"
13/10/2006 16.00,"0,166495","5,972807","34,541851"
13/10/2006 17.00,"0,208299","7,182424","34,541851"
13/10/2006 18.00,"0,119301","7,139595","34,541851"
13/10/2006 19.00,"0,113073","12,611423","34,541851"
13/10/2006 20.00,"0,133076","12,094868","34,541851"
13/10/2006 21.00,"0,107922","12,675016","34,541851"
13/10/2006 22.00,"0,14194","10,420612","34,541851"
13/10/2006 23.00,"0,101694","7,865106","34,541851"
14/10/2006 0.00,"0,099777","7,139595","34,541851"
14/10/2006 1.00,"0,147929","7,03836","34,315411"
14/10/2006 2.00,"0,11978","5,979296","34,315411"
14/10/2006 3.00,"0,147091","5,569168","34,315411"
14/10/2006 4.00,"0,093549","5,557488","34,315411"
14/10/2006 5.00,"0,08732","6,706104","34,315411"
14/10/2006 6.00,"0,170927","15,129288","34,315411"
14/10/2006 7.00,"0,183025","14,816504","34,315411"
14/10/2006 8.00,"0,116906","39,364447","34,315411"
14/10/2006 9.00,"0,203987","14,245438","34,315411"
14/10/2006 10.00,"0,176557","11,230483","34,315411"
14/10/2006 11.00,"0,1532","8,865764","34,315411"
14/10/2006 12.00,"0,15308","10,074083","34,315411"
14/10/2006 13.00,"0,085164","14,612733","34,315411"
14/10/2006 14.00,"0,068274","7,448488","34,315411"
14/10/2006 15.00,"0,094747","7,065616","34,315411"
14/10/2006 16.00,"0,066238","6,519212","34,315411"
14/10/2006 17.00,"0,077138","8,090933","34,315411"
14/10/2006 18.00,"0,066118","9,839169","34,315411"
14/10/2006 19.00,"0,084805","11,763906","34,315411"
14/10/2006 20.00,"0,111516","11,457612","34,315411"
14/10/2006 21.00,"0,091033","14,33499","34,315411"
14/10/2006 22.00,"0,105646","17,863907","34,315411"
14/10/2006 23.00,"0,134034","22,114421","34,315411"
15/10/2006 0.00,"0,083008","13,992352","34,315411"
15/10/2006 1.00,,"8,225913","31,276211"
15/10/2006 2.00,"0,624908",,"31,276211"
15/10/2006 3.00,"0,64316","7,517276","31,276211"
15/10/2006 4.00,"0,591116","6,783977","31,276211"
15/10/2006 5.00,"0,647135","7,990997","31,276211"
15/10/2006 6.00,"0,529405","9,545849","31,276211"
15/10/2006 7.00,"0,559553","9,222681","31,276211"
15/10/2006 8.00,"0,482031","10,963117","31,276211"
15/10/2006 9.00,"0,585635","9,584785","31,276211"
15/10/2006 10.00,"0,482784","8,707424","31,276211"
15/10/2006 11.00,"0,525792","6,669765","31,276211"
15/10/2006 12.00,"0,511275","11,850865","31,276211"
15/10/2006 13.00,"0,408635","9,900168","31,276211"
15/10/2006 14.00,"0,506546","11,766499","31,276211"
15/10/2006 15.00,"0,545278","15,980692","31,276211"
15/10/2006 16.00,"0,614127","12,007908","31,276211"
15/10/2006 17.00,"0,620149","6,873531","31,276211"
15/10/2006 18.00,"0,543079","9,195423","31,276211"
15/10/2006 19.00,"0,582895","18,264953","31,276211"
15/10/2006 20.00,"0,56133","15,991078","31,276211"
15/10/2006 21.00,"0,627228","18,505058","31,276211"
15/10/2006 22.00,"0,586087","15,397949","31,276211"
15/10/2006 23.00,"0,612801","10,913805","31,276211"
16/10/2006 0.00,"0,635269","7,949467","31,276211"
16/10/2006 1.00,"0,562866","7,120127","22,472521"
16/10/2006 2.00,"0,68671","6,218105","22,472521"
16/10/2006 3.00,"0,666741","5,613295","22,472521"
16/10/2006 4.00,"0,624516","7,771658","22,472521"
16/10/2006 5.00,"0,705924","9,034489","22,472521"
16/10/2006 6.00,"0,607169","11,791166","22,472521"
16/10/2006 7.00,"0,646683","14,891776","22,472521"
16/10/2006 8.00,"0,626595","32,265094","22,472521"
16/10/2006 9.00,"0,664482","17,897646","22,472521"
16/10/2006 10.00,"0,68942","16,332414","22,472521"
16/10/2006 11.00,"0,659724","18,74906","22,472521"
16/10/2006 12.00,"0,511034","8,162318","22,472521"
16/10/2006 13.00,"0,660657","7,909233","22,472521"
16/10/2006 14.00,"0,712791","6,079232","22,472521"
16/10/2006 15.00,"0,713303","5,378381","22,472521"
16/10/2006 16.00,"0,649906","4,979936","22,472521"
16/10/2006 17.00,"0,65608","5,653531","22,472521"
16/10/2006 18.00,"0,644636","12,855416","22,472521"
16/10/2006 19.00,"0,763991","10,952743","22,472521"
16/10/2006 20.00,"0,689631","9,993615","22,472521"
16/10/2006 21.00,"0,633341","8,793083","22,472521"
16/10/2006 22.00,"0,607349","5,088956","22,472521"
16/10/2006 23.00,"0,747215","4,151893","22,472521"
17/10/2006 0.00,"0,787121","4,5127","22,472521"
17/10/2006 1.00,,"5,429","16,3606"
17/10/2006 2.00,"0,494727",,"16,3606"
17/10/2006 3.00,"0,316011","5,823552","16,3606"
17/10/2006 4.00,"0,296985","4,399787","16,3606"
17/10/2006 5.00,"0,321001","4,722955","16,3606"
17/10/2006 6.00,"0,200866","7,28236","16,3606"
17/10/2006 7.00,"0,320339","10,306393","16,3606"
17/10/2006 8.00,"0,243395","10,710031","16,3606"
17/10/2006 9.00,"0,31018","7,495212","16,3606"
17/10/2006 10.00,"0,250368","5,624978","16,3606"
17/10/2006 11.00,"0,323014","5,035745","16,3606"
17/10/2006 12.00,"0,330619","6,781382","16,3606"
17/10/2006 13.00,"0,301013","6,560745","16,3606"
17/10/2006 14.00,"0,356167","4,574999","16,3606"
17/10/2006 15.00,"0,267831","5,05651","16,3606"
17/10/2006 16.00,"0,435184","5,078574","16,3606"
17/10/2006 17.00,"0,398245","5,771638","16,3606"
17/10/2006 18.00,"0,391483","8,371275","16,3606"
17/10/2006 19.00,"0,383939","10,433593","16,3606"
17/10/2006 20.00,"0,504014","11,122754","16,3606"
17/10/2006 21.00,"0,634578","9,253829","16,3606"
17/10/2006 22.00,"0,446877","7,475744","16,3606"
17/10/2006 23.00,"0,488324","5,789807","16,3606"
18/10/2006 0.00,"0,336389","4,80602","16,3606"
18/10/2006 1.00,"0,540141","4,455595","19,762991"
18/10/2006 2.00,"0,413213","4,921532","19,762991"
18/10/2006 3.00,"0,414596","6,402402","19,762991"
18/10/2006 4.00,"0,510716","6,514021","19,762991"
18/10/2006 5.00,"0,558025","5,977998","19,762991"
18/10/2006 6.00,"0,401041","14,264905","19,762991"
18/10/2006 7.00,"0,444201","19,95996","19,762991"
18/10/2006 8.00,"0,732532","30,405235","19,762991"
18/10/2006 9.00,"0,372366","15,81067","19,762991"
18/10/2006 10.00,"0,388747","9,194127","19,762991"
18/10/2006 11.00,"0,356287","7,779446","19,762991"
18/10/2006 12.00,"0,345556","7,880681","19,762991"
18/10/2006 13.00,"0,404978","8,781403","19,762991"
18/10/2006 14.00,"0,39055","4,887787","19,762991"
18/10/2006 15.00,"0,492652","5,634064","19,762991"
18/10/2006 16.00,"0,517479","6,481575","19,762991"
18/10/2006 17.00,"0,383427","8,164913","19,762991"
18/10/2006 18.00,"0,329807","9,553637","19,762991"
18/10/2006 19.00,"0,33122","19,549835","19,762991"
18/10/2006 20.00,"0,431668","21,307156","19,762991"
18/10/2006 21.00,"0,332783","15,939162","19,762991"
18/10/2006 22.00,"0,330228","15,82365","19,762991"
18/10/2006 23.00,"0,407082","17,801605","19,762991"
19/10/2006 0.00,"0,328514","19,296764","19,762991"
19/10/2006 1.00,,"12,460869","23,81983"
19/10/2006 2.00,"0,127303",,"23,81983"
19/10/2006 3.00,"0,170901","9,08251","23,81983"
19/10/2006 4.00,"0,122072","7,562702","23,81983"
19/10/2006 5.00,"0,205778","8,695745","23,81983"
19/10/2006 6.00,"0,249376","20,925577","23,81983"
19/10/2006 7.00,"0,226705","31,954893","23,81983"
19/10/2006 8.00,"0,432482","30,541503","23,81983"
19/10/2006 9.00,"0,425567","26,66477","23,81983"
19/10/2006 10.00,"0,153461","11,952105","23,81983"
19/10/2006 11.00,"0,181364","10,05851","23,81983"
19/10/2006 12.00,"0,136023","10,761948","23,81983"
19/10/2006 13.00,"0,259838","14,229865","23,81983"
19/10/2006 14.00,"0,198802","8,089637","23,81983"
19/10/2006 15.00,"0,162181","9,377127","23,81983"
19/10/2006 16.00,"0,237167","10,665906","23,81983"
19/10/2006 17.00,"0,162181","18,409017","23,81983"
19/10/2006 18.00,"0,083706","22,630986","23,81983"
19/10/2006 19.00,"0,22496","15,941755","23,81983"
19/10/2006 20.00,"0,205778","18,045606","23,81983"
19/10/2006 21.00,"0,214497","20,900913","23,81983"
19/10/2006 22.00,"0,22496","16,941117","23,81983"
19/10/2006 23.00,"0,214678","12,381691","23,81983"
20/10/2006 0.00,"0,219729","11,84697","23,81983"
20/10/2006 1.00,"0,221473","8,991658","19,87138"
20/10/2006 2.00,"0,162181","9,122742","19,87138"
20/10/2006 3.00,"0,169157","9,466679","19,87138"
20/10/2006 4.00,"0,146486","5,645744","19,87138"
20/10/2006 5.00,"0,113353","4,732041","19,87138"
20/10/2006 6.00,"0,12556","6,571127","19,87138"
20/10/2006 7.00,"0,068012","11,959886","19,87138"
20/10/2006 8.00,"0,179619","21,313657","19,87138"
20/10/2006 9.00,"0,099402","19,966443","19,87138"
20/10/2006 10.00,"0,038365","13,496567","19,87138"
20/10/2006 11.00,"0,129047","11,60557","19,87138"
20/10/2006 12.00,"0,118584","15,233123","19,87138"
20/10/2006 13.00,"0,081962","15,203269","19,87138"
20/10/2006 14.00,"0,111609","9,124041","19,87138"
20/10/2006 15.00,"0,109864","9,50302","19,87138"
20/10/2006 16.00,"0,029646","11,138337","19,87138"
20/10/2006 17.00,"0,080219","10,72301","19,87138"
20/10/2006 18.00,"0,073243","12,370017","19,87138"
20/10/2006 19.00,"0,068012","14,667244","19,87138"
20/10/2006 20.00,"0,022671","14,633503","19,87138"
20/10/2006 21.00,"0,050572","10,84372","19,87138"
20/10/2006 22.00,"0,064524","9,038382","19,87138"
20/10/2006 23.00,"0,036621","10,260977","19,87138"
21/10/2006 0.00,"0,024414","10,550395","19,87138"
21/10/2006 1.00,,"11,290184","23,22954"
21/10/2006 2.00,"0,355059",,"23,22954"
21/10/2006 3.00,"0,326715","10,582843","23,22954"
21/10/2006 4.00,"0,382924","9,31872","23,22954"
21/10/2006 5.00,"0,44027","8,691851","23,22954"
21/10/2006 6.00,"0,371611","12,620508","23,22954"
21/10/2006 7.00,"0,369815","31,104779","23,22954"
21/10/2006 8.00,"0,405012","55,188102","23,22954"
21/10/2006 9.00,"0,362273","24,895768","23,22954"
21/10/2006 10.00,"0,376728","12,977417","23,22954"
21/10/2006 11.00,"0,345961","10,115616","23,22954"
21/10/2006 12.00,"0,292715","9,330403","23,22954"
21/10/2006 13.00,"0,283976","10,238913","23,22954"
21/10/2006 14.00,"0,262336","8,776211","23,22954"
21/10/2006 15.00,"0,268562","7,461467","23,22954"
21/10/2006 16.00,"0,360387","7,897552","23,22954"
21/10/2006 17.00,"0,383373","11,460205","23,22954"
21/10/2006 18.00,"0,404414","19,340873","23,22954"
21/10/2006 19.00,"0,479179","24,928216","23,22954"
21/10/2006 20.00,"0,365326","19,052761","23,22954"
21/10/2006 21.00,"0,408664","14,140313","23,22954"
21/10/2006 22.00,"0,361883","9,942998","23,22954"
21/10/2006 23.00,"0,357185","9,587381","23,22954"
22/10/2006 0.00,"0,255423","7,958553","23,22954"
22/10/2006 1.00,"0,339226","7,966338","24,40645"
22/10/2006 2.00,"0,348625","7,283658","24,40645"
22/10/2006 3.00,"0,424646","7,470553","24,40645"
22/10/2006 4.00,"0,356256","8,290806","24,40645"
22/10/2006 5.00,"0,363919","6,968276","24,40645"
22/10/2006 6.00,"0,395166","8,537403","24,40645"
22/10/2006 7.00,"0,412825","71,870948","24,40645"
22/10/2006 8.00,"0,407946","89,618054","24,40645"
22/10/2006 9.00,"0,388431","57,323114","24,40645"
22/10/2006 10.00,"0,459605","45,258089","24,40645"
22/10/2006 11.00,"0,401631","12,209076","24,40645"
22/10/2006 12.00,"0,295199","8,242785","24,40645"
22/10/2006 13.00,"0,284185","6,334915","24,40645"
22/10/2006 14.00,"0,284634","6,020828","24,40645"
22/10/2006 15.00,"0,301006","6,360872","24,40645"
22/10/2006 16.00,"0,354221","6,602275","24,40645"
22/10/2006 17.00,"0,399596","7,295339","24,40645"
22/10/2006 18.00,"0,361764","10,074083","24,40645"
22/10/2006 19.00,"0,297654","10,939762","24,40645"
22/10/2006 20.00,"0,379153","14,702285","24,40645"
22/10/2006 21.00,"0,390376","10,421905","24,40645"
22/10/2006 22.00,"0,399955","10,132487","24,40645"
22/10/2006 23.00,"0,328721","8,283021","24,40645"
23/10/2006 0.00,"0,403396","7,619807","24,40645"
23/10/2006 1.00,,"5,55619","23,42367"
23/10/2006 2.00,"0,469707",,"23,42367"
23/10/2006 3.00,"0,353287",,"23,42367"
23/10/2006 4.00,"0,350303",,"23,42367"
23/10/2006 5.00,"0,408064",,"23,42367"
23/10/2006 6.00,"0,459706",,"23,42367"
23/10/2006 7.00,"0,487319",,"23,42367"
23/10/2006 8.00,"0,47702",,"23,42367"
23/10/2006 9.00,"0,444333",,"23,42367"
23/10/2006 10.00,"0,412691",,"23,42367"
23/10/2006 11.00,"0,417915",,"23,42367"
23/10/2006 12.00,"0,38896",,"23,42367"
23/10/2006 13.00,"0,41284",,"23,42367"
23/10/2006 14.00,"0,469707",,"23,42367"
23/10/2006 15.00,"0,40687",,"23,42367"
23/10/2006 16.00,"0,510155",,"23,42367"
23/10/2006 17.00,"0,447617",,"23,42367"
23/10/2006 18.00,"0,476871",,"23,42367"
23/10/2006 19.00,"0,485081",,"23,42367"
23/10/2006 20.00,"0,433139",,"23,42367"
23/10/2006 21.00,"0,354182",,"23,42367"
23/10/2006 22.00,"0,46314",,"23,42367"
23/10/2006 23.00,"0,366422",,"23,42367"
24/10/2006 0.00,"0,450155",,"23,42367"
24/10/2006 1.00,"0,457318",,"26,86541"
24/10/2006 2.00,"0,464482",,"26,86541"
24/10/2006 3.00,"0,431199",,"26,86541"
24/10/2006 4.00,"0,357019",,"26,86541"
24/10/2006 5.00,"0,446572",,"26,86541"
24/10/2006 6.00,"0,275526",,"26,86541"
24/10/2006 7.00,"0,386422",,"26,86541"
24/10/2006 8.00,"0,457766",,"26,86541"
24/10/2006 9.00,"0,43284",,"26,86541"
24/10/2006 10.00,"0,399855",,"26,86541"
24/10/2006 11.00,"0,332989",,"26,86541"
24/10/2006 12.00,"0,313586",,"26,86541"
24/10/2006 13.00,"0,322093",,"26,86541"
24/10/2006 14.00,"0,350601",,"26,86541"
24/10/2006 15.00,"0,392243",,"26,86541"
24/10/2006 16.00,"0,416571",,"26,86541"
24/10/2006 17.00,"0,574037",,"26,86541"
24/10/2006 18.00,"0,540305",,"26,86541"
24/10/2006 19.00,"0,57329",,"26,86541"
24/10/2006 20.00,"0,414035",,"26,86541"
24/10/2006 21.00,"0,347019",,"26,86541"
24/10/2006 22.00,"0,414183",,"26,86541"
24/10/2006 23.00,"0,399855",,"26,86541"
25/10/2006 0.00,"0,460453",,"26,86541"
25/10/2006 1.00,,,"36,252731"
25/10/2006 2.00,"0,368363",,"36,252731"
25/10/2006 3.00,"0,294368",,"36,252731"
25/10/2006 4.00,"0,472252",,"36,252731"
25/10/2006 5.00,"0,324618",,"36,252731"
25/10/2006 6.00,"0,367107",,"36,252731"
25/10/2006 7.00,"0,379465",,"36,252731"
25/10/2006 8.00,"0,359956",,"36,252731"
25/10/2006 9.00,"0,343948",,"36,252731"
25/10/2006 10.00,"0,422522",,"36,252731"
25/10/2006 11.00,"0,361541",,"36,252731"
25/10/2006 12.00,"0,295027",,"36,252731"
25/10/2006 13.00,"0,35475",,"36,252731"
25/10/2006 14.00,"0,322016",,"36,252731"
25/10/2006 15.00,"0,436974",,"36,252731"
25/10/2006 16.00,"0,408519",,"36,252731"
25/10/2006 17.00,"0,402385",,"36,252731"
25/10/2006 18.00,"0,418632",,"36,252731"
25/10/2006 19.00,"0,408129",,"36,252731"
25/10/2006 20.00,"0,337335",,"36,252731"
25/10/2006 21.00,"0,364205",,"36,252731"
25/10/2006 22.00,"0,280066",,"36,252731"
25/10/2006 23.00,"0,429254",,"36,252731"
26/10/2006 0.00,"0,352565",,"36,252731"
26/10/2006 1.00,"0,254004",,"40,094681"
26/10/2006 2.00,"0,367047",,"40,094681"
26/10/2006 3.00,"0,349393",,"40,094681"
26/10/2006 4.00,"0,33183",,"40,094681"
26/10/2006 5.00,"0,380034",,"40,094681"
26/10/2006 6.00,"0,520245",,"40,094681"
26/10/2006 7.00,"0,452982",,"40,094681"
26/10/2006 8.00,"0,455046",,"40,094681"
26/10/2006 9.00,"0,399871",,"40,094681"
26/10/2006 10.00,"0,379704",,"40,094681"
26/10/2006 11.00,"0,396191",,"40,094681"
26/10/2006 12.00,"0,362888",,"40,094681"
26/10/2006 13.00,"0,421774",,"40,094681"
26/10/2006 14.00,"0,335421",,"40,094681"
26/10/2006 15.00,"0,365611",,"40,094681"
26/10/2006 16.00,"0,352954",,"40,094681"
26/10/2006 17.00,"0,393767",,"40,094681"
26/10/2006 18.00,"0,461659","11,965076","40,094681"
26/10/2006 19.00,"0,442599","9,66785","40,094681"
26/10/2006 20.00,"0,413905","12,039055","40,094681"
26/10/2006 21.00,"0,392421","11,108483","40,094681"
26/10/2006 22.00,"0,416418","11,5238","40,094681"
26/10/2006 23.00,"0,357443","10,441372","40,094681"
27/10/2006 0.00,"0,346042","10,377779","40,094681"
27/10/2006 1.00,,"10,17531","32,255051"
27/10/2006 2.00,"0,105839",,"32,255051"
27/10/2006 3.00,"0,0833","7,242128","32,255051"
27/10/2006 4.00,"0,073745","6,748935","32,255051"
27/10/2006 5.00,"0,160382","7,648361","32,255051"
27/10/2006 6.00,"0,118371","12,684102","32,255051"
27/10/2006 7.00,"0,082399","12,032563","32,255051"
27/10/2006 8.00,"0,103134","19,673141","32,255051"
27/10/2006 9.00,"0,154431","15,257781","32,255051"
27/10/2006 10.00,"0,121796","14,672443","32,255051"
27/10/2006 11.00,"0,098267","12,053336","32,255051"
27/10/2006 12.00,"0,098086","10,724314","32,255051"
27/10/2006 13.00,"0,104667","10,956628","32,255051"
27/10/2006 14.00,"0,113232","8,122084","32,255051"
27/10/2006 15.00,"0,163898","10,246694","32,255051"
27/10/2006 16.00,"0,16543","14,573805","32,255051"
27/10/2006 17.00,"0,095291","11,300568","32,255051"
27/10/2006 18.00,"0,116206","9,307042","32,255051"
27/10/2006 19.00,"0,109625","11,281098","32,255051"
27/10/2006 20.00,"0,114223","11,76001","32,255051"
27/10/2006 21.00,"0,117649","11,360267","32,255051"
27/10/2006 22.00,"0,069777","7,879382","32,255051"
27/10/2006 23.00,"0,216547","7,884574","32,255051"
28/10/2006 0.00,"0,089431","7,073404","32,255051"
28/10/2006 1.00,"0,121436","8,08185","38,706001"
28/10/2006 2.00,"0,131262","7,416042","38,706001"
28/10/2006 3.00,"0,09466","6,279105","38,706001"
28/10/2006 4.00,"0,214744","5,87287","38,706001"
28/10/2006 5.00,"0,124231","7,20319","38,706001"
28/10/2006 6.00,"0,140367","15,309697","38,706001"
28/10/2006 7.00,"0,164619","12,462161","38,706001"
28/10/2006 8.00,"0,13568","14,639992","38,706001"
28/10/2006 9.00,"0,107281","12,285651","38,706001"
28/10/2006 10.00,"0,12414","9,979337","38,706001"
28/10/2006 11.00,"0,167864","12,40765","38,706001"
28/10/2006 12.00,"0,143974","15,026757","38,706001"
28/10/2006 13.00,"0,106831","12,281765","38,706001"
28/10/2006 14.00,"0,080867","10,710031","38,706001"
28/10/2006 15.00,"0,11278","7,534148","38,706001"
28/10/2006 16.00,"0,152808","8,865764","38,706001"
28/10/2006 17.00,"0,24161","11,406995","38,706001"
28/10/2006 18.00,"0,148662","10,992971","38,706001"
28/10/2006 19.00,"0,156235","7,926104","38,706001"
28/10/2006 20.00,"0,096012","8,316764","38,706001"
28/10/2006 21.00,"0,164619","8,573745","38,706001"
28/10/2006 22.00,"0,168946","8,220722","38,706001"
28/10/2006 23.00,"0,11242","8,102616","38,706001"
29/10/2006 0.00,"0,138745","7,175935","38,706001"
29/10/2006 1.00,,"7,28885","51,754971"
29/10/2006 2.00,"0,600158",,"51,754971"
29/10/2006 3.00,"0,713008","9,876807","51,754971"
29/10/2006 4.00,"0,549934","9,573105","51,754971"
29/10/2006 5.00,"0,742886","9,495231","51,754971"
29/10/2006 6.00,"0,659556","9,740531","51,754971"
29/10/2006 7.00,"0,598635","10,118212","51,754971"
29/10/2006 8.00,"0,595378","10,730801","51,754971"
29/10/2006 9.00,"0,527973","11,185058","51,754971"
29/10/2006 10.00,"0,713306","10,512759","51,754971"
29/10/2006 11.00,"0,861442","10,532227","51,754971"
29/10/2006 12.00,"0,547544","10,534821","51,754971"
29/10/2006 13.00,"0,603027","9,99102","51,754971"
29/10/2006 14.00,"0,565441","8,719104","51,754971"
29/10/2006 15.00,"0,608076","8,079255","51,754971"
29/10/2006 16.00,"0,707002","7,853425","51,754971"
29/10/2006 17.00,"0,650533","8,567255","51,754971"
29/10/2006 18.00,"0,575449","13,021542","51,754971"
29/10/2006 19.00,"0,586206","16,476478","51,754971"
29/10/2006 20.00,"0,630694","14,835974","51,754971"
29/10/2006 21.00,"0,706315","16,254549","51,754971"
29/10/2006 22.00,"0,703029","15,008589","51,754971"
29/10/2006 23.00,"0,746591","15,50697","51,754971"
30/10/2006 0.00,"0,672822","14,771077","51,754971"
30/10/2006 1.00,"0,737896","13,987165","19,022791"
30/10/2006 2.00,"0,695619","13,948227","19,022791"
30/10/2006 3.00,"0,549277","13,506952","19,022791"
30/10/2006 4.00,"0,693587","12,280462","19,022791"
30/10/2006 5.00,"0,828874","13,582222","19,022791"
30/10/2006 6.00,"0,706196","9,312234","19,022791"
30/10/2006 7.00,"0,815011","11,49784","19,022791"
30/10/2006 8.00,"0,852029","11,972867","19,022791"
30/10/2006 9.00,"0,859917","14,379116","19,022791"
30/10/2006 10.00,"1,067987","8,876146","19,022791"
30/10/2006 11.00,"0,737777","5,535425","19,022791"
30/10/2006 12.00,"0,646978","4,972148","19,022791"
30/10/2006 13.00,"0,607","5,144766","19,022791"
30/10/2006 14.00,"0,786926","7,548425","19,022791"
30/10/2006 15.00,"0,917403","5,980595","19,022791"
30/10/2006 16.00,"0,809753","5,676892","19,022791"
30/10/2006 17.00,"0,751102","6,446532","19,022791"
30/10/2006 18.00,"0,84716","7,525062","19,022791"
30/10/2006 19.00,"1,02589","5,550999","19,022791"
30/10/2006 20.00,"1,116091","5,297915","19,022791"
30/10/2006 21.00,"1,187918","5,001998","19,022791"
30/10/2006 22.00,"1,184273","6,510126","19,022791"
30/10/2006 23.00,"1,227984","4,854042","19,022791"
31/10/2006 0.00,"1,165241","4,101276","19,022791"
31/10/2006 1.00,,"4,394594","14,44173"
31/10/2006 2.00,"0,463733",,"14,44173"
31/10/2006 3.00,"0,395065","4,74502","14,44173"
31/10/2006 4.00,"0,459631","4,728148","14,44173"
31/10/2006 5.00,"0,439298","6,001361","14,44173"
31/10/2006 6.00,"0,234721","5,640551","14,44173"
31/10/2006 7.00,"0,294113","14,776264","14,44173"
31/10/2006 8.00,"0,303923","16,797054","14,44173"
31/10/2006 9.00,"0,282164","12,616611","14,44173"
31/10/2006 10.00,"0,253448","8,603594","14,44173"
31/10/2006 11.00,"0,403804","5,626276","14,44173"
31/10/2006 12.00,"0,339596","7,082489","14,44173"
31/10/2006 13.00,"0,260939","6,725575","14,44173"
31/10/2006 14.00,"0,300178","10,019574","14,44173"
31/10/2006 15.00,"0,247205","5,661319","14,44173"
31/10/2006 16.00,"0,329607","6,407596","14,44173"
31/10/2006 17.00,"0,220987","7,488723","14,44173"
31/10/2006 18.00,"0,234007","10,47253","14,44173"
31/10/2006 19.00,"0,307134","13,645817","14,44173"
31/10/2006 20.00,"0,332104","13,808058","14,44173"
31/10/2006 21.00,"0,346908","15,261675","14,44173"
31/10/2006 22.00,"0,365814","11,326527","14,44173"
31/10/2006 23.00,"0,349405","14,777567","14,44173"
01/11/2006 0.00,"0,292152","15,822359","14,44173"
01/11/2006 1.00,"0,2934","16,688033","11,63193"
01/11/2006 2.00,"0,249524","12,212972","11,63193"
01/11/2006 3.00,"0,227229","9,679531","11,63193"
01/11/2006 4.00,"0,202259","9,358957","11,63193"
01/11/2006 5.00,"0,20101","9,928721","11,63193"
01/11/2006 6.00,"0,328894","10,830742","11,63193"
01/11/2006 7.00,"0,236682","15,282436","11,63193"
01/11/2006 8.00,"0,319263","21,468088","11,63193"
01/11/2006 9.00,"0,343341","22,868495","11,63193"
01/11/2006 10.00,"0,335136","13,843102","11,63193"
01/11/2006 11.00,"0,235968","11,906678","11,63193"
01/11/2006 12.00,"0,33585","9,923531","11,63193"
01/11/2006 13.00,"0,233472","10,116914","11,63193"
01/11/2006 14.00,"0,222057","7,862509","11,63193"
01/11/2006 15.00,"0,284482","6,655488","11,63193"
01/11/2006 16.00,"0,240963","8,702232","11,63193"
