NetC,Provincia di TARANTO,,,
Stat,S.VITO Colonia Marina,,,
Parm,SO2,NOX,NO,NO2
PtId,1,2,3,4
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver
,,,,,,,
,,,,,,,,,
07/02/2007 15.00,"1,036267","18,739987","6,954035","8,083147"
07/02/2007 16.00,"1,360809","21,979816","8,047766","9,647084"
07/02/2007 17.00,"1,141119","21,847524","8,450409","8,896912"
07/02/2007 18.00,"0,977713","21,521988","8,444488","8,580231"
07/02/2007 19.00,"1,076664","20,736021","7,989401","8,491978"
07/02/2007 20.00,"1,013117","23,414275","7,371057","12,120825"
07/02/2007 21.00,"1,08438","26,562038","6,879598","16,024817"
07/02/2007 22.00,"0,984521","18,389803","5,409446","10,102636"
07/02/2007 23.00,"1,023558","19,821646","4,652376","12,697081"
08/02/2007 0.00,"0,972266","36,760151","7,201033","26,17157"
08/02/2007 1.00,"0,898733","20,056401","3,526502","14,659462"
08/02/2007 2.00,"0,955471","17,621994","3,169539","12,776247"
08/02/2007 3.00,"1,053061","11,020393","0,578587","10,145468"
08/02/2007 4.00,"0,844265","9,768813","0,268146","9,597766"
08/02/2007 5.00,"0,855612","5,921986","0,003383","6,896894"
08/02/2007 6.00,"0,860605","10,741543","1,514984","9,523786"
08/02/2007 7.00,"1,234624","41,678271","12,777111","22,288336"
08/02/2007 8.00,"1,943171","139,754195","64,03446","42,040652"
08/02/2007 9.00,"1,817438","80,526558","28,000523","37,620111"
08/02/2007 10.00,"1,59094","90,805067","28,789738","46,694824"
08/02/2007 11.00,"1,377604","28,159896","7,316074","16,954098"
08/02/2007 12.00,"1,250057","14,271909","4,757266","6,982553"
08/02/2007 13.00,"1,314057","15,287439","6,157209","5,850808"
08/02/2007 14.00,"1,19468","17,497485","6,774708","7,114936"
08/02/2007 15.00,"0,993145","22,563454","7,827837","10,568572"
08/02/2007 16.00,"1,12614","20,496086","8,030003","8,189572"
08/02/2007 17.00,"1,050338","20,39362","8,348056","7,599041"
08/02/2007 18.00,"1,01811","22,4195","9,040838","8,56336"
08/02/2007 19.00,"1,085288","23,907131","9,188022","9,826191"
08/02/2007 20.00,"0,971812","23,794284","9,007848","9,989722"
08/02/2007 21.00,"1,358994","24,337714","8,437721","11,408288"
08/02/2007 22.00,"1,137942","39,472091","10,285129","23,718589"
08/02/2007 23.00,"1,360355","77,695245","23,274568","42,038073"
09/02/2007 0.00,"1,109799","33,803033","9,236237","19,654958"
09/02/2007 1.00,,"15,504034","3,695679","9,84436"
09/02/2007 2.00,"0,859493",,,
09/02/2007 3.00,"0,94753","14,074769","2,614636","10,072787"
09/02/2007 4.00,"0,914629","6,124314","1,016756","4,56851"
09/02/2007 5.00,"0,901071","3,504426","0,015226","3,750851"
09/02/2007 6.00,"0,796402","5,674263","0,06598","5,736594"
09/02/2007 7.00,"0,967687","24,515414","3,411461","19,298044"
09/02/2007 8.00,"1,107968","19,356036","2,678923","15,259081"
09/02/2007 9.00,"0,714873","10,946466","2,174774","7,617213"
09/02/2007 10.00,"0,959371","11,622189","3,374242","6,453021"
09/02/2007 11.00,"0,925928","15,24853","5,893293","6,216808"
09/02/2007 12.00,"1,048131","18,996787","7,615519","7,325191"
09/02/2007 13.00,"1,00366","21,061559","8,782842","7,60034"
09/02/2007 14.00,"0,892846","21,970733","9,070443","8,068871"
09/02/2007 15.00,"0,865639","20,51423","8,798069","7,029275"
09/02/2007 16.00,"0,893478","21,105649","9,109355","7,14349"
09/02/2007 17.00,"0,929904","22,665918","9,750536","7,72104"
09/02/2007 18.00,"0,972839","24,054987","9,871498","8,925466"
09/02/2007 19.00,"0,961901","22,625709","9,85458","7,521169"
09/02/2007 20.00,"1,191124","22,324817","9,990768","7,011105"
09/02/2007 21.00,"0,872056","22,518064","9,836817","7,440701"
09/02/2007 22.00,"0,927374","19,953937","9,354662","5,614593"
09/02/2007 23.00,"0,860668","19,816464","8,678798","6,514021"
10/02/2007 0.00,"0,745876","16,243311","7,655275","4,508808"
10/02/2007 1.00,"0,851087","13,720693","6,575925","3,64053"
10/02/2007 2.00,"0,790708","12,321258","6,014255","3,101914"
10/02/2007 3.00,"0,665792","11,775233","5,776561","2,920213"
10/02/2007 4.00,"0,817463","12,054082","5,916132","2,985106"
10/02/2007 5.00,"0,738012","12,257707","5,98042","3,090234"
10/02/2007 6.00,"0,83337","13,306959","6,471034","3,387446"
10/02/2007 7.00,"0,904143","14,134429","6,410975","4,307638"
10/02/2007 8.00,"0,771907","15,622059","6,853375","5,127892"
10/02/2007 9.00,"0,797035","14,051423","6,175818","4,585381"
10/02/2007 10.00,"0,755638","16,900876","6,480338","6,969573"
10/02/2007 11.00,"0,672481","16,426184","6,39575","6,62434"
10/02/2007 12.00,"1,039906","15,522192","6,458347","5,62368"
10/02/2007 13.00,"0,985854","16,31205","6,777246","5,942957"
10/02/2007 14.00,"0,794775","14,897051","6,200349","5,393956"
10/02/2007 15.00,"0,836895","14,000842","6,249412","4,42185"
10/02/2007 16.00,"0,871786","14,977463","6,926966","4,359551"
10/02/2007 17.00,"0,92186","14,710287","6,563235","4,650275"
10/02/2007 18.00,"0,818186","13,616937","5,922054","4,539956"
10/02/2007 19.00,"0,804175","12,295318","5,367998","4,067532"
10/02/2007 20.00,"0,864916","14,114974","5,825622","5,186296"
10/02/2007 21.00,"0,960365","13,776465","5,926282","4,693105"
10/02/2007 22.00,"0,750847","13,553386","5,54648","5,052617"
10/02/2007 23.00,"0,699055","12,517102","5,639528","3,872851"
11/02/2007 0.00,"0,800832","13,657142","6,220651","4,122041"
11/02/2007 1.00,,"14,024187","6,192738","4,53217"
11/02/2007 2.00,"1,068472",,,
11/02/2007 3.00,"0,941064","16,288705","6,421127","6,447828"
11/02/2007 4.00,"0,973528","18,826884","6,784012","8,430979"
11/02/2007 5.00,"1,008618","15,930739","6,795854","5,514659"
11/02/2007 6.00,"0,873988","17,009822","7,437037","5,610701"
11/02/2007 7.00,"1,030101","17,179725","7,66458","5,431594"
11/02/2007 8.00,"1,056746","22,226254","8,615356","9,022806"
11/02/2007 9.00,"0,898067","18,550628","7,140976","7,606829"
11/02/2007 10.00,"1,031384","23,049829","8,025774","10,751563"
11/02/2007 11.00,"0,933843","22,314434","8,101904","9,898871"
11/02/2007 12.00,"1,033293","22,132872","8,184799","9,589976"
11/02/2007 13.00,"0,963293","16,882719","7,803304","4,921532"
11/02/2007 14.00,"0,88106","19,20688","8,766772","5,769041"
11/02/2007 15.00,"0,858085","18,729611","9,135578","4,725552"
11/02/2007 16.00,"0,988507","19,658227","9,36143","5,308297"
11/02/2007 17.00,"0,93068","22,546589","9,330131","8,24668"
11/02/2007 18.00,"0,901051","22,489536","9,690478","7,636679"
11/02/2007 19.00,"1,052539","25,163888","10,332498","9,327808"
11/02/2007 20.00,"0,837765","31,612453","11,83226","13,479691"
11/02/2007 21.00,"1,320932","57,020159","16,607284","31,578516"
11/02/2007 22.00,"0,900634","24,61786","9,934093","9,3927"
11/02/2007 23.00,"1,285008","53,724541","15,972025","29,255321"
12/02/2007 0.00,"1,290558","75,202477","24,128066","38,245677"
12/02/2007 1.00,"1,11129","35,952118","10,757985","19,47066"
12/02/2007 2.00,"1,138742","26,447891","3,968055","20,377886"
12/02/2007 3.00,"0,940557","18,926751","3,220292","13,998841"
12/02/2007 4.00,"0,926891","21,241841","3,417382","16,013142"
12/02/2007 5.00,"0,970992","22,201608","2,813419","17,900252"
12/02/2007 6.00,"0,874316","30,580048","6,186816","21,108574"
12/02/2007 7.00,"1,341969","65,05362","25,550007","25,922378"
12/02/2007 8.00,"2,156221","135,908664","62,708961","40,07827"
12/02/2007 9.00,"1,446999","64,170411","23,052104","28,845196"
12/02/2007 10.00,"1,447745","51,932135","15,280089","28,52333"
12/02/2007 11.00,"1,728402","68,873222","19,630486","38,801173"
12/02/2007 12.00,"1,648107","25,484244","8,895346","12,537443"
12/02/2007 13.00,"1,462247","23,735931","9,113583","10,180507"
12/02/2007 14.00,"1,079871","23,309211","9,298834","9,057849"
12/02/2007 15.00,"1,093865","25,33509","10,14049","9,793744"
12/02/2007 16.00,"1,107471","28,560671","11,005831","11,693822"
12/02/2007 17.00,"1,229241","38,12327","12,691667","18,676373"
12/02/2007 18.00,"1,2532","37,10255","11,793346","19,033292"
12/02/2007 19.00,"0,944078","23,892848","9,636343","9,124041"
12/02/2007 20.00,"1,036248","20,405303","8,132355","7,941679"
12/02/2007 21.00,"0,772598","15,267985","6,350072","5,535425"
12/02/2007 22.00,"0,780057","12,747963","5,118461","4,90336"
12/02/2007 23.00,"0,823174","11,352419","4,517036","4,429637"
13/02/2007 0.00,"0,613173","10,821956","3,959595","4,754106"
13/02/2007 1.00,,"7,697543","2,959757","3,161616"
13/02/2007 2.00,"0,623527",,,
13/02/2007 3.00,"0,596455","7,457605","2,998668","2,861809"
13/02/2007 4.00,"0,508025","7,39535","2,907313","2,939681"
13/02/2007 5.00,"0,600065","8,081448","3,534115","2,664533"
13/02/2007 6.00,"0,526975","8,124248","3,177997","3,253765"
13/02/2007 7.00,"0,41418","7,312342","2,495367","3,488681"
13/02/2007 8.00,"0,411473","9,07104","2,614636","5,065595"
13/02/2007 9.00,"0,511634","6,927141","1,932005","3,967595"
13/02/2007 10.00,"0,557655","6,87656","1,796664","4,124637"
13/02/2007 11.00,"0,546827","6,338314","1,800047","3,58083"
13/02/2007 12.00,"0,523365","7,509483","2,310963","3,968893"
13/02/2007 13.00,"0,52156","11,640347","3,774346","5,857297"
13/02/2007 14.00,"0,59014","14,12146","5,061786","6,364765"
13/02/2007 15.00,"0,650597","11,076164","3,65846","5,470532"
13/02/2007 16.00,"0,443958","4,374696","0,763836","3,264149"
13/02/2007 17.00,"0,528779","1,11021",0,"2,564596"
13/02/2007 18.00,"0,610894","0,053177",0,"3,136957"
13/02/2007 19.00,"0,622624","0,1284",0,"3,653511"
13/02/2007 20.00,"0,649694","0,224377",0,"3,774213"
13/02/2007 21.00,"0,595553","1,206187",0,"6,27521"
13/02/2007 22.00,"0,615405","0,11154",0,"3,308276"
13/02/2007 23.00,"0,535998","0,169904",0,"4,502318"
14/02/2007 0.00,"0,409669","0,194546",0,"4,946191"
14/02/2007 1.00,"0,484564","0,361856",0,"3,813147"
14/02/2007 2.00,"0,367258","0,014267",0,"3,893616"
14/02/2007 3.00,"0,443056","0,071333",0,"3,390043"
14/02/2007 4.00,"0,355527","0,498038",0,"4,76449"
14/02/2007 5.00,"0,365453","0,10246",0,"5,408233"
14/02/2007 6.00,"0,462907","2,66658",0,"8,832019"
14/02/2007 7.00,"0,316726","0,208813",0,"4,369935"
14/02/2007 8.00,"0,406962","0,333323",0,"5,931276"
14/02/2007 9.00,"0,464712","0,7717",0,"6,13634"
14/02/2007 10.00,"0,476443","6,202132","0,439015","9,244743"
14/02/2007 11.00,"0,610894","4,626307",0,"7,39917"
14/02/2007 12.00,"1,382406","10,606659","0,98292","9,406977"
14/02/2007 13.00,"2,162039","13,115006","2,962294","8,578935"
14/02/2007 14.00,"3,399166","17,280889","4,879075","9,806722"
14/02/2007 15.00,"3,049954","20,821622","6,461728","10,921584"
14/02/2007 16.00,"2,708865","28,416698","8,85305","14,85285"
14/02/2007 17.00,"2,104288","24,923951","9,136422","10,922889"
14/02/2007 18.00,"1,305706","26,577603","9,355507","12,241526"
14/02/2007 19.00,"1,330069","88,501643","23,053787","53,190671"
14/02/2007 20.00,"1,525879","108,047062","32,771334","57,839661"
14/02/2007 21.00,"1,582728","109,249327","32,794179","59,00774"
14/02/2007 22.00,"0,896939","19,996748","1,173245","18,21044"
14/02/2007 23.00,"1,116211","42,909083","4,698055","35,913399"
15/02/2007 0.00,"1,110797","61,455827","8,968936","47,909652"
15/02/2007 1.00,,"27,093785","0,52445","27,758874"
15/02/2007 2.00,"0,827474",,,
15/02/2007 3.00,"0,814617","24,102957","0,085434","27,631688"
15/02/2007 4.00,"0,533587","11,611813","0,002538","17,273371"
15/02/2007 5.00,"0,673184","2,195777",0,"8,89821"
15/02/2007 6.00,"0,769616","5,132129",0,"11,467996"
15/02/2007 7.00,"0,765941","23,761857","3,227903","21,012534"
15/02/2007 8.00,"0,86972","58,699775","17,580904","31,843288"
15/02/2007 9.00,"1,070849","43,739139","15,115149","23,455135"
15/02/2007 10.00,"0,776963","0,846924",0,"6,013041"
15/02/2007 11.00,"0,873394","2,329366","0,011842","5,543211"
15/02/2007 12.00,"0,863292","7,414805","1,208772","5,665212"
15/02/2007 13.00,"1,18473","13,003468","4,611775","5,936467"
15/02/2007 14.00,"1,374837","17,448201","7,376132","6,142829"
15/02/2007 15.00,"1,300448","19,572187","8,632035","6,341324"
15/02/2007 16.00,,,,
15/02/2007 17.00,"1,17922","22,12119","9,424871","7,675616"
15/02/2007 18.00,"1,246262","20,451993","8,850514","6,88651"
15/02/2007 19.00,"1,15075","25,200216","8,644117","11,9547"
15/02/2007 20.00,"1,217792","28,04707","8,654267","14,787952"
15/02/2007 21.00,"1,292182","31,487943","8,90634","17,844439"
15/02/2007 22.00,"1,212282","26,537392","7,380362","15,231821"
15/02/2007 23.00,"1,088299","23,032964","7,293235","11,858658"
16/02/2007 0.00,"1,024011","16,950162","6,939656","6,314148"
16/02/2007 1.00,"1,149831","15,913878","6,657975","5,709339"
16/02/2007 2.00,"1,159015","16,08508","6,998021","5,358913"
16/02/2007 3.00,"1,013908","15,688206","7,005633","4,950084"
16/02/2007 4.00,"0,871557","16,555881","7,414198","5,191489"
16/02/2007 5.00,"1,033195","25,85259","7,550385","14,285678"
16/02/2007 6.00,"0,878905","31,713617","6,18005","22,253308"
16/02/2007 7.00,"0,860537","15,624654","3,913072","9,631508"
16/02/2007 8.00,"0,68696","17,611618","3,208449","12,700975"
16/02/2007 9.00,"0,721858","10,727277","1,488761","8,450447"
16/02/2007 10.00,"0,815535","18,829477","3,118783","14,057249"
16/02/2007 11.00,"0,69247","19,269136","3,456294","13,979373"
16/02/2007 12.00,"0,799922","22,891592","6,084463","13,57185"
16/02/2007 13.00,"0,937682","27,063957","8,372587","14,236354"
16/02/2007 14.00,"1,469433","22,108225","8,574755","8,966999"
16/02/2007 15.00,"1,788116","25,281917","10,082971","9,828787"
16/02/2007 16.00,"1,471269","20,012311","8,661035","6,737255"
16/02/2007 17.00,"1,203098","17,059108","5,257186","9,004636"
16/02/2007 18.00,"1,14524","37,433268","6,961647","26,777693"
16/02/2007 19.00,"1,082788","20,081047","1,756907","17,399268"
16/02/2007 20.00,"1,079114","8,597644","0,449166","7,944275"
16/02/2007 21.00,"0,968907","13,967119",0,"15,122799"
16/02/2007 22.00,"0,990948","9,059367",0,"11,71329"
16/02/2007 23.00,"0,942274","14,011218","0,005921","17,028077"
17/02/2007 0.00,"0,919314","11,09043",0,"14,781464"
17/02/2007 1.00,,"4,468078",0,"9,009829"
17/02/2007 2.00,"0,649359",,,
17/02/2007 3.00,"0,629598","22,957746","0,655563","24,375322"
17/02/2007 4.00,"0,802393","29,960102","2,444612","27,716045"
17/02/2007 5.00,"0,661767","13,196717",0,"15,898931"
17/02/2007 6.00,"0,699911","3,928536",0,"6,180467"
17/02/2007 7.00,"0,562042","9,274666","0,017764","10,868378"
17/02/2007 8.00,"0,715536","18,738688","1,407556","16,904784"
17/02/2007 9.00,"0,519763","14,192793","1,943002","11,445934"
17/02/2007 10.00,"1,06618","7,238415","0,523604","6,817723"
17/02/2007 11.00,"2,098353","7,980286","1,231611","6,129851"
17/02/2007 12.00,"2,89615","12,567685","4,709051","5,351126"
17/02/2007 13.00,"2,922805","16,694658","7,516551","5,173317"
17/02/2007 14.00,"1,894308","19,915027","9,362275","5,563979"
17/02/2007 15.00,"1,713701","21,859207","10,137106","6,320638"
17/02/2007 16.00,"1,376383","21,707451","10,597266","5,462745"
17/02/2007 17.00,"1,255059","21,608887","10,244527","5,905319"
17/02/2007 18.00,"0,983","22,472673","9,778451","7,48483"
17/02/2007 19.00,"0,677392","22,524544","8,688949","9,208404"
17/02/2007 20.00,"0,765628","26,349328","7,314382","15,144864"
17/02/2007 21.00,"1,115353","19,930592","6,139446","10,524436"
17/02/2007 22.00,"0,983","16,506597","6,036248","7,256403"
17/02/2007 23.00,"1,035849","14,546866","5,397603","6,27521"
18/02/2007 0.00,"0,823072","16,551988","3,952829","10,498487"
18/02/2007 1.00,"0,852945","10,832332","2,416698","7,131808"
18/02/2007 2.00,"0,755517","13,855581","1,00576","12,321993"
18/02/2007 3.00,"0,909011","28,80839","0,768066","27,649851"
18/02/2007 4.00,"0,788147","5,220322","0,466084","4,508808"
18/02/2007 5.00,"0,688881","9,469212","0,399258","8,86317"
18/02/2007 6.00,"0,829967","28,136551","1,73153","25,530439"
18/02/2007 7.00,"0,803312","34,740733","0,872109","33,459138"
18/02/2007 8.00,"1,102026","54,363972","10,42978","38,39883"
18/02/2007 9.00,"1,026658","19,131662","1,825425","16,344101"
18/02/2007 10.00,"3,097897","20,908522","2,986826","16,340206"
18/02/2007 11.00,"8,943048","19,799601","4,531415","12,860613"
18/02/2007 12.00,"8,553341","27,237759","7,268704","16,103996"
18/02/2007 13.00,"6,005536","26,111973","9,15757","12,079293"
18/02/2007 14.00,"5,466472","22,947364","9,250617","8,769723"
18/02/2007 15.00,"4,466469","22,642573","9,741231","7,711956"
18/02/2007 16.00,"3,814812","22,529746","10,053364","7,120127"
18/02/2007 17.00,"2,6558","24,051085","10,597266","7,808"
18/02/2007 18.00,"2,020687","25,683971","11,077724","8,704827"
18/02/2007 19.00,"1,792745","22,425981","10,174321","6,8307"
18/02/2007 20.00,"1,628683","21,979816","9,709934","7,096765"
18/02/2007 21.00,"1,250465","20,794394","9,506921","6,222"
18/02/2007 22.00,"1,176475","19,864457","9,048451","5,994871"
18/02/2007 23.00,"1,238976","19,593392","8,331984","6,822914"
19/02/2007 0.00,"0,983459","17,28997","7,79823","5,336851"
19/02/2007 1.00,,"14,99173","6,549702","4,95268"
19/02/2007 2.00,"1,379539",,,
19/02/2007 3.00,"1,425312","12,836158","5,533792","4,35436"
19/02/2007 4.00,"1,260203","11,823221","5,316397","3,674277"
19/02/2007 5.00,"1,497423","12,37184","5,005957","4,699595"
19/02/2007 6.00,"1,486342","11,824517","5,010188","4,145403"
19/02/2007 7.00,"1,4195","14,811449","5,470349","6,42836"
19/02/2007 8.00,"2,561639","19,42219","6,713803","9,134425"
19/02/2007 9.00,"1,665982","15,159039","4,683675","7,983212"
19/02/2007 10.00,"1,336674","14,640248","5,309631","6,508828"
19/02/2007 11.00,"1,589331","13,759602","5,617534","5,153849"
19/02/2007 12.00,"1,32087","15,566289","6,145368","6,148021"
19/02/2007 13.00,"1,482892","16,807495","6,355994","7,066912"
19/02/2007 14.00,"1,337945","17,593461","7,984324","5,355021"
19/02/2007 15.00,"1,67343","17,833402","8,49947","4,804722"
19/02/2007 16.00,"1,424586","19,859274","9,336053","5,548404"
19/02/2007 17.00,"1,54592","23,852658","10,321501","8,032532"
19/02/2007 18.00,"1,491246","21,764524","9,889262","6,606168"
19/02/2007 19.00,"1,298348","20,497386","9,565288","5,835232"
19/02/2007 20.00,"1,485979","21,182188","9,749692","6,237573"
19/02/2007 21.00,"1,5748","21,182188","9,689634","6,329722"
19/02/2007 22.00,"1,446746","19,908547","9,709934","5,024063"
19/02/2007 23.00,"1,558816","18,729611","9,488312","4,184339"
20/02/2007 0.00,"1,38626","19,153707","9,773376","4,171362"
20/02/2007 1.00,"1,389348","17,321096","9,235391","3,169404"
20/02/2007 2.00,"1,507958","16,859373","9,086516","2,929299"
20/02/2007 3.00,"1,318691","15,363962","8,181417","2,821573"
20/02/2007 4.00,"1,101271","14,872408","7,845599","2,844935"
20/02/2007 5.00,"1,30416","14,264128","7,426885","2,87868"
20/02/2007 6.00,"1,320144","14,667485","7,305923","3,467915"
20/02/2007 7.00,"1,136145","16,284814","7,369366","4,98902"
20/02/2007 8.00,"1,246944","19,686773","8,292228","6,97736"
20/02/2007 9.00,"1,384444","19,96172","8,062993","7,604234"
20/02/2007 10.00,"1,291809","20,126437","8,351441","7,326487"
20/02/2007 11.00,"1,367733","19,548001","8,287153","6,846275"
20/02/2007 12.00,"1,469269","19,144627","8,386968","6,28949"
20/02/2007 13.00,"1,511408","19,573927","9,007002","5,832638"
20/02/2007 14.00,"1,335401","19,655647","9,452785","5,165532"
20/02/2007 15.00,"1,162119","20,103092","9,878266","4,960468"
20/02/2007 16.00,"1,128334","22,329999","10,696233","5,933871"
20/02/2007 17.00,"1,86978","27,171603","13,13323","8,454338"
20/02/2007 18.00,"1,443658","29,925094","12,847317","10,233716"
20/02/2007 19.00,"1,333948","28,211789","12,151156","9,587381"
20/02/2007 20.00,"1,219698","29,580093","12,171461","10,925481"
20/02/2007 21.00,"1,226964","32,01841","12,243365","13,255169"
20/02/2007 22.00,"1,389348","33,019645","12,002287","14,627016"
20/02/2007 23.00,"1,20989","33,310194","11,795043","15,235718"
21/02/2007 0.00,"1,602045","27,223494","10,412857","11,265527"
21/02/2007 1.00,,"23,258639","9,178718","9,19153"
21/02/2007 2.00,"0,630499",,,
21/02/2007 3.00,"0,668552","20,933168","8,072297","8,562062"
21/02/2007 4.00,"0,743842","21,859207","7,87013","9,798935"
21/02/2007 5.00,"0,792043","20,368975","7,296619","9,187638"
21/02/2007 6.00,"0,667375","20,89296","7,02086","10,135083"
21/02/2007 7.00,"0,56735","22,695745","6,568312","12,633486"
21/02/2007 8.00,"0,781261","36,009191","8,570525","22,884058"
21/02/2007 9.00,"0,765405","29,211745","7,678114","17,451184"
21/02/2007 10.00,"0,687307","22,922718","8,60859","9,952084"
21/02/2007 11.00,"0,573692","23,628265","9,789447","8,624361"
21/02/2007 12.00,"0,732608","25,829245","10,445003","9,820999"
21/02/2007 13.00,"0,950324","23,324774","10,138799","7,784637"
21/02/2007 14.00,"1,008038","26,768247","11,03882","9,849551"
21/02/2007 15.00,"0,769936","26,738421","11,279054","9,451106"
21/02/2007 16.00,"0,931841","28,168979","11,207994","10,991669"
21/02/2007 17.00,"0,753446","35,319189","12,106327","16,768501"
21/02/2007 18.00,"0,95875","42,500527","12,267045","23,708226"
21/02/2007 19.00,"0,950053","65,99396","17,565679","39,088008"
21/02/2007 20.00,"0,93012","66,78769","17,038684","40,690876"
21/02/2007 21.00,"0,877481","54,8231","14,023949","33,343617"
21/02/2007 22.00,"0,794488","44,366908","10,852724","27,745891"
21/02/2007 23.00,"0,827468","35,551344","10,395946","19,625112"
22/02/2007 0.00,"0,618902","36,219301","9,362275","21,879513"
22/02/2007 1.00,"0,875849","24,603595","8,228786","11,994928"
22/02/2007 2.00,"0,772744","22,545309","7,97079","10,33106"
22/02/2007 3.00,"0,921965","20,536294","7,509782","9,027999"
22/02/2007 4.00,"1,00242","18,129112","7,389666","6,803444"
22/02/2007 5.00,"0,781261","15,015075","6,846607","4,520488"
22/02/2007 6.00,"0,794579","15,435295","6,809389","4,998106"
22/02/2007 7.00,"0,857911","18,252324","6,9202","7,650956"
22/02/2007 8.00,"0,644089","23,521921","7,745785","11,653592"
22/02/2007 9.00,"0,872769","20,579084","7,88451","8,495872"
22/02/2007 10.00,"1,107156","20,64394","9,270073","6,434851"
22/02/2007 11.00,"0,784342","21,044696","10,086353","5,583445"
22/02/2007 12.00,"0,562638","24,237849","10,739376","7,776849"
22/02/2007 13.00,"0,540803","20,647822","10,603182","4,393298"
22/02/2007 14.00,"0,509002","22,036889","11,164852","4,921532"
22/02/2007 15.00,"0,544609","21,586842","11,11918","4,541254"
22/02/2007 16.00,"0,622526","22,988874","11,454998","5,429"
22/02/2007 17.00,"0,689843","31,249307","12,525878","12,052034"
22/02/2007 18.00,"0,70579","32,411362","12,073337","13,909289"
22/02/2007 19.00,"0,834625","41,697716","12,700134","22,240327"
22/02/2007 20.00,"0,764228","55,785467","14,880837","32,991904"
22/02/2007 21.00,"1,030326","67,167699","18,636564","38,619454"
22/02/2007 22.00,"0,861263","56,463766","14,13053","34,821897"
22/02/2007 23.00,"0,815328","61,610184","14,468042","39,454003"
23/02/2007 0.00,"0,905385","61,131571","12,927673","41,338509"
23/02/2007 1.00,,"31,592968","8,938486","17,900252"
23/02/2007 2.00,"0,500137",,,
23/02/2007 3.00,"0,404504","32,668184","9,435867","18,213035"
23/02/2007 4.00,"0,385877","20,131639","7,926805","7,983212"
23/02/2007 5.00,"0,43169","28,825253","6,4575","18,93725"
23/02/2007 6.00,"0,371169","42,792377","7,289852","31,636906"
23/02/2007 7.00,"0,316738","24,132805","3,545957","18,708821"
23/02/2007 8.00,"0,33669","18,060372","3,199145","13,164314"
23/02/2007 9.00,"0,313392","15,880158","3,043502","11,221402"
23/02/2007 10.00,"0,280027","13,574136","3,397928","8,369979"
23/02/2007 11.00,"0,362248","13,851688","5,769794","5,062999"
23/02/2007 12.00,"0,502367","11,059302","6,800931","1,004553"
23/02/2007 13.00,"0,648875","28,947164","10,265676","13,216231"
23/02/2007 14.00,"0,715394","28,148234","10,714842","11,727571"
23/02/2007 15.00,"0,657496","30,136484","11,293425","12,829457"
23/02/2007 16.00,"0,764853","23,700903","11,232528","6,482871"
23/02/2007 17.00,"0,504025","29,2766","11,845797","11,121463"
23/02/2007 18.00,"0,60662","54,463834","17,247631","28,467519"
23/02/2007 19.00,"0,459599","35,876902","11,622484","18,068972"
23/02/2007 20.00,"0,59146","37,240003","10,568505","21,050183"
23/02/2007 21.00,"0,427199","28,05095","8,51808","15,000798"
23/02/2007 22.00,"0,391332","34,061131","6,546317","24,040474"
23/02/2007 23.00,"0,374454","26,447891","4,436676","19,658858"
24/02/2007 0.00,"0,404625","12,039816","2,882782","7,624999"
24/02/2007 1.00,"0,360741","9,975031","1,527671","7,637977"
24/02/2007 2.00,"0,300914","7,313641","1,125875","5,591233"
24/02/2007 3.00,"0,37334","6,001103","0,945701","4,554233"
24/02/2007 4.00,"0,331656","10,025614","1,694311","7,432913"
24/02/2007 5.00,"0,342928","3,613372","0,35781","3,087637"
24/02/2007 6.00,"0,388379","5,679452",0,"6,360872"
24/02/2007 7.00,"0,224269","9,694886",0,"10,695762"
24/02/2007 8.00,"0,258056","5,137316",0,"5,992277"
24/02/2007 9.00,"0,340426","4,383774","0,00423","5,070786"
24/02/2007 10.00,"0,358873","7,657338","0,995609","6,148021"
24/02/2007 11.00,"0,34971","10,195518","3,264277","5,19668"
24/02/2007 12.00,"0,444771","10,229238","4,817326","2,933191"
24/02/2007 13.00,"0,361223","6,138581","7,503861",0
24/02/2007 14.00,"0,758041",,,
24/02/2007 15.00,"0,915642",,,
24/02/2007 16.00,"0,701439",,,
24/02/2007 17.00,"0,7103",,,
24/02/2007 18.00,"0,58926",,,
24/02/2007 19.00,"0,515568","36,657685","11,701146","18,729591"
24/02/2007 20.00,"0,518432","41,854655","12,153696","23,289"
24/02/2007 21.00,"0,644023","53,611732","12,206992","34,919239"
24/02/2007 22.00,"0,562646","64,348093","15,359598","40,825846"
24/02/2007 23.00,"0,519577","79,345014","21,187764","46,890806"
25/02/2007 0.00,"0,529281","50,707807","11,733292","32,740111"
25/02/2007 1.00,,"63,035562","18,105343","35,714821"
25/02/2007 2.00,"0,643052",,,
25/02/2007 3.00,"0,845915","50,069696","12,651064","31,635626"
25/02/2007 4.00,"0,79603","29,978267","7,402355","18,64133"
25/02/2007 5.00,"0,685077","23,361102","5,952506","14,244148"
25/02/2007 6.00,"0,707146","17,666091","5,358692","9,480956"
25/02/2007 7.00,"0,896706","20,004528","5,406063","11,723676"
25/02/2007 8.00,"0,833519","25,984882","6,807697","15,557584"
25/02/2007 9.00,"0,869798","20,859232","5,740189","12,070209"
25/02/2007 10.00,"1,014312","13,478159","5,068553","5,710637"
25/02/2007 11.00,"0,846519","15,955381","7,047081","5,155148"
