NetC,Provincia di TARANTO,,,
Stat,S.VITO Colonia Marina,,,
Parm,SO2,NOX,NO,NO2
PtId,1,2,3,4
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver
,,,,,,,
,,,,,,,,,
10/10/2007 12.00,"1,375321","20,457175","6,243489","10,89174"
10/10/2007 13.00,"1,35009","17,205665","5,920362","8,133765"
10/10/2007 14.00,"1,177174","25,917426","7,772853","14,009227"
10/10/2007 15.00,"1,225543","31,633179","8,648346","18,385651"
10/10/2007 16.00,"1,41538","22,297571","6,627523","12,14419"
10/10/2007 17.00,"1,157948","25,779954","6,910048","15,195478"
10/10/2007 18.00,"1,282131","22,215871","5,39422","13,954716"
10/10/2007 19.00,"1,273397","21,318359","5,392528","13,059187"
10/10/2007 20.00,"1,417109","19,147227","4,751345","11,870332"
10/10/2007 21.00,"1,507327","21,603707","5,472888","13,221418"
10/10/2007 22.00,"1,267938","17,736127","5,212354","9,750915"
10/10/2007 23.00,"1,409285","20,577784","5,988878","11,403099"
11/10/2007 0.00,"1,364859","17,258842","5,094777","9,4537"
11/10/2007 1.00,,"18,209523","5,908519","9,156488"
11/10/2007 2.00,"0,726265",,,
11/10/2007 3.00,"0,773148","25,368818","7,990247","13,126677"
11/10/2007 4.00,"0,823959","16,602573","6,10984","7,239532"
11/10/2007 5.00,"0,75295","17,37946","6,732413","7,061723"
11/10/2007 6.00,"0,830082","28,7617","9,93071","13,544589"
11/10/2007 7.00,"1,222322","54,347127","18,559599","25,908116"
11/10/2007 8.00,"1,25184","47,050341","13,301562","26,673852"
11/10/2007 9.00,"1,144916","65,538695","18,907251","36,574015"
11/10/2007 10.00,"1,070251","46,888224","13,6027","26,049584"
11/10/2007 11.00,"0,577302","25,08867","7,422657","13,717204"
11/10/2007 12.00,"0,516072","20,733421","6,108148","11,375839"
11/10/2007 13.00,"0,651966","21,426005","6,591149","11,32782"
11/10/2007 14.00,"0,781464","20,499966","6,643594","10,320673"
11/10/2007 15.00,"0,652331","15,747866","6,500641","5,784616"
11/10/2007 16.00,"0,785577","17,64923","6,654592","7,451085"
11/10/2007 17.00,"0,632409","16,585712","6,44904","6,702212"
11/10/2007 18.00,"0,51534","17,341848","5,539713","8,854083"
11/10/2007 19.00,"0,570173","19,725683","5,115076","11,891104"
11/10/2007 20.00,"0,529688","14,677861","4,365621","7,989701"
11/10/2007 21.00,"0,609744","15,358773","4,177834","8,959213"
11/10/2007 22.00,"0,494412","14,270611","4,018808","8,114296"
11/10/2007 23.00,"0,70945","14,946337","3,888541","8,99036"
12/10/2007 0.00,"0,468915","23,995313","4,655762","16,868439"
12/10/2007 1.00,"0,670335","25,818863","5,531253","17,349953"
12/10/2007 2.00,"0,692542","24,721624","4,722586","17,492718"
12/10/2007 3.00,"0,541477","16,484548","4,577939","9,47187"
12/10/2007 4.00,"0,531242","13,428874","4,69721","6,231083"
12/10/2007 5.00,"0,675453","24,385705","5,119308","16,547865"
12/10/2007 6.00,"0,674722","17,117472","4,787719","9,783359"
12/10/2007 7.00,"0,665857","17,956614","6,408437","8,13636"
12/10/2007 8.00,"0,798462","17,919002","6,060779","8,632146"
12/10/2007 9.00,"0,648859","23,427238","7,82276","11,440736"
12/10/2007 10.00,"0,738511","19,16669","6,532785","9,156488"
12/10/2007 11.00,"0,651052","14,788105","5,454278","6,429658"
12/10/2007 12.00,"0,469006","13,148728","4,787719","5,81187"
12/10/2007 13.00,"0,491944","13,067019","5,135378","5,19668"
12/10/2007 14.00,"0,377983","12,017766","5,214892","4,024701"
12/10/2007 15.00,"0,36921","12,715539","5,57524","4,170064"
12/10/2007 16.00,"0,492859","13,308255","5,705507","4,563319"
12/10/2007 17.00,"0,432907","16,011152","5,652216","7,34985"
12/10/2007 18.00,"0,517351","18,208227","5,123536","10,359612"
12/10/2007 19.00,"0,482989","24,746269","5,146375","16,867137"
12/10/2007 20.00,"0,707348","16,655748","4,074636","10,415415"
12/10/2007 21.00,"0,671341","18,756846","4,505193","11,857353"
12/10/2007 22.00,"0,563136","23,074474","5,249573","15,035841"
12/10/2007 23.00,"0,692817","33,327057","6,680814","23,099521"
13/10/2007 0.00,"0,817562","29,908229","6,480338","19,985926"
13/10/2007 1.00,,"24,734586","7,192575","13,723693"
13/10/2007 2.00,"0,916959",,,
13/10/2007 3.00,"1,14551","17,197883","5,785866","8,332339"
13/10/2007 4.00,"1,159841","17,393726","5,625147","8,774913"
13/10/2007 5.00,"1,251518","20,904622","7,656966","9,209701"
13/10/2007 6.00,"1,331988","38,970193","14,618605","16,567334"
13/10/2007 7.00,"1,187766","27,715032","9,643955","12,937187"
13/10/2007 8.00,"1,206139","19,127782","7,026782","8,359594"
13/10/2007 9.00,"1,038033","34,757618","9,631266","20,004089"
13/10/2007 10.00,"0,717804","22,617927","7,132517","11,689925"
13/10/2007 11.00,"0,965094","13,69735","5,190361","5,743084"
13/10/2007 12.00,"0,962155","15,830872","5,148068","7,942977"
13/10/2007 13.00,"0,866435","15,009886","5,239423","6,981255"
13/10/2007 14.00,"1,243985","20,263931","6,761173","9,904062"
13/10/2007 15.00,"0,738381","17,306829","6,81954","6,855361"
13/10/2007 16.00,"0,877643","21,800834","7,413351","10,441372"
13/10/2007 17.00,"0,925778","20,323584","6,970106","9,643189"
13/10/2007 18.00,"0,922654","21,442868","6,026098","12,21167"
13/10/2007 19.00,"1,017639","31,819963","5,054173","24,087185"
13/10/2007 20.00,"0,854309","32,4944","4,128773","26,18197"
13/10/2007 21.00,"1,162413","24,089995","4,905298","16,580313"
13/10/2007 22.00,"0,922471","20,101792","4,983965","12,468651"
13/10/2007 23.00,"0,947456","19,309344","4,449364","12,495912"
14/10/2007 0.00,"1,013413","16,991665","4,235356","10,504967"
14/10/2007 1.00,"1,09223","31,434772","5,938125","22,345447"
14/10/2007 2.00,"1,0542","34,839296","6,95911","24,185843"
14/10/2007 3.00,"1,186296","29,48411","6,750177","19,147495"
14/10/2007 4.00,"1,201729","20,908522","5,483039","12,510183"
14/10/2007 5.00,"1,203567","38,6654","8,594209","25,505773"
14/10/2007 6.00,"1,177662","45,05559","9,152496","31,043804"
14/10/2007 7.00,"1,068346","14,371775","6,070084","5,079872"
14/10/2007 8.00,"1,264562","14,895753","7,257708","3,770318"
14/10/2007 9.00,"1,045381","22,531026","8,643271","9,284978"
14/10/2007 10.00,"1,027192","14,063096","6,871138","3,530211"
14/10/2007 11.00,"1,473822","17,725752","8,113746","5,288829"
14/10/2007 12.00,"1,557784","16,951458","8,044383","4,620424"
14/10/2007 13.00,"1,813341","17,502672","8,816678","3,987063"
14/10/2007 14.00,"2,124935","21,676325","9,424024","7,231744"
14/10/2007 15.00,"2,056222","16,302972","8,783688","2,837148"
14/10/2007 16.00,"1,838327","17,522128","9,221012","3,386148"
14/10/2007 17.00,"1,623739","18,131705","9,504383","3,561362"
14/10/2007 18.00,"1,568072","28,001679","9,454477","13,514735"
14/10/2007 19.00,"1,765022","33,120831","8,650883","19,870403"
14/10/2007 20.00,"1,707885","29,877101","7,995321","17,630292"
14/10/2007 21.00,"2,1558","39,734113","7,717024","27,921108"
14/10/2007 22.00,"2,523245","42,3008","9,086514","28,388342"
14/10/2007 23.00,"2,660669","34,072816","7,246711","22,977517"
15/10/2007 0.00,"2,53978","31,714897","7,044546","20,928177"
15/10/2007 1.00,,"37,590207","7,33553","26,361069"
15/10/2007 2.00,"1,202517",,,
15/10/2007 3.00,"1,081617","15,22778","7,036085","4,442616"
15/10/2007 4.00,"0,978606","15,729709","7,870977","3,663893"
15/10/2007 5.00,"0,873744","16,594791","8,197489","4,028595"
15/10/2007 6.00,"0,721757","17,302938","8,004626","5,033149"
15/10/2007 7.00,"0,601043","23,770939","8,554453","10,66201"
15/10/2007 8.00,"0,591667","21,202933","7,843063","9,183743"
15/10/2007 9.00,"0,896075","24,767014","9,146573","10,750272"
15/10/2007 10.00,"1,02271","14,428842","6,651207","4,233659"
15/10/2007 11.00,"0,845124","14,118865","6,755251","3,763829"
15/10/2007 12.00,"1,008214","13,715506","6,388137","3,923468"
15/10/2007 13.00,"0,96886","13,210983","6,289168","3,570446"
15/10/2007 14.00,"0,833096","13,405531","6,688427","3,15253"
15/10/2007 15.00,"0,694986","14,641547","7,369366","3,344618"
15/10/2007 16.00,"0,691285","15,09808","7,503015","3,596403"
15/10/2007 17.00,"0,758828","16,890501","7,717871","5,060404"
15/10/2007 18.00,"0,655818","22,043371","7,653583","10,315487"
15/10/2007 19.00,"0,880653","24,664551","7,342297","13,416098"
15/10/2007 20.00,"0,690607","32,406201","8,146736","19,928814"
15/10/2007 21.00,"0,69073","32,412682","9,060293","18,575142"
15/10/2007 22.00,"0,512773","41,278799","13,557858","20,712734"
15/10/2007 23.00,"0,847899","40,983069","12,312727","22,119621"
16/10/2007 0.00,"0,871092","34,662934","11,357716","17,260392"
16/10/2007 1.00,"0,930987","29,31291","9,11866","15,342145"
16/10/2007 2.00,"0,848146","29,130046","8,968936","15,388865"
16/10/2007 3.00,"0,898295","21,459733","8,064683","9,10068"
16/10/2007 4.00,"0,836735","18,487076","8,226248","5,878063"
16/10/2007 5.00,"0,956339","21,248323","8,825137","7,722338"
16/10/2007 6.00,"0,824707","35,120764","12,458212","16,030016"
16/10/2007 7.00,"1,131766","64,948576","22,883773","29,882189"
16/10/2007 8.00,"1,14108","71,882194","25,882433","32,219665"
16/10/2007 9.00,"1,22022","72,188304","24,228722","35,063308"
16/10/2007 10.00,"0,929877","55,039711","15,618451","31,113878"
16/10/2007 11.00,"1,785178","37,800316","9,369888","23,449934"
16/10/2007 12.00,"2,487628","24,463523","6,932042","13,844392"
16/10/2007 13.00,"3,03482","15,75435","5,678438","7,052637"
16/10/2007 14.00,"2,379373","14,341946","5,625147","5,721019"
16/10/2007 15.00,"1,744158","22,080979","6,738334","11,757415"
16/10/2007 16.00,"1,38732","18,372942","6,705345","8,097423"
16/10/2007 17.00,"1,045595","23,682738","7,00648","12,948863"
16/10/2007 18.00,"1,181421","74,345175","15,939889","49,939507"
16/10/2007 19.00,"1,080754","65,004366","12,77034","45,455351"
16/10/2007 20.00,"0,924325","43,745642","8,41911","30,858186"
16/10/2007 21.00,"0,86918","37,572042","7,920039","25,446061"
16/10/2007 22.00,"0,831985","28,497117","6,766248","18,13516"
16/10/2007 23.00,"0,719289","25,598372","7,348218","14,341479"
17/10/2007 0.00,"0,763394","19,222445","6,520095","9,231765"
17/10/2007 1.00,,"18,787974","7,209493","7,739212"
17/10/2007 2.00,"0,64122",,,
17/10/2007 3.00,"0,696479","15,255016","6,132678","5,855999"
17/10/2007 4.00,"0,672743","17,261435","7,089377","6,395913"
17/10/2007 5.00,"0,847327","30,961378","11,097187","13,956018"
17/10/2007 6.00,"0,82554","42,925968","15,619286","19,407067"
17/10/2007 7.00,"1,197607","70,425708","23,952961","33,722594"
17/10/2007 8.00,"1,082175","57,474126","18,544374","29,087887"
17/10/2007 9.00,"1,003553","34,358142","10,77321","17,85223"
17/10/2007 10.00,"0,77538","41,255452","11,210534","24,083303"
17/10/2007 11.00,"0,652532","33,860106","9,204094","19,76138"
17/10/2007 12.00,"0,68591","15,824388","5,962655","6,686637"
17/10/2007 13.00,"0,5142","14,976166","6,031173","5,732702"
17/10/2007 14.00,"0,609975","18,305501","6,832227","7,835256"
17/10/2007 15.00,"0,667644","20,074566","7,017476","9,321317"
17/10/2007 16.00,"0,531723","24,843532","6,473571","14,928121"
17/10/2007 17.00,"0,55926","27,883651","6,195274","18,397329"
17/10/2007 18.00,"0,819513","58,208219","9,472241","43,714913"
17/10/2007 19.00,"0,545446","43,459014","7,826145","31,481174"
17/10/2007 20.00,"0,661804","32,382854","6,415205","22,562192"
17/10/2007 21.00,"0,612757","28,05095","6,494719","18,105316"
17/10/2007 22.00,"0,673022","28,798008","6,805158","18,376567"
17/10/2007 23.00,"0,704731","32,627992","8,240629","20,006689"
18/10/2007 0.00,"0,578916","22,348162","6,245182","12,781435"
18/10/2007 1.00,"0,645207","20,053821","6,771324","9,678232"
18/10/2007 2.00,"0,684333","18,894327","6,448196","9,013722"
18/10/2007 3.00,"0,713076","14,845171","5,630224","6,216808"
18/10/2007 4.00,"0,632042","16,037091","6,933734","5,40953"
18/10/2007 5.00,"0,887288","20,710075","8,477477","7,71715"
18/10/2007 6.00,"0,729486","26,686549","8,558682","13,573141"
18/10/2007 7.00,"0,771764","41,903946","12,854936","22,209179"
18/10/2007 8.00,"1,007447","48,726018","15,087228","25,610895"
18/10/2007 9.00,"1,148281","55,301672","14,734502","32,73231"
18/10/2007 10.00,"0,751738","39,642012","9,604198","24,933416"
18/10/2007 11.00,"0,717989","21,589424","6,800084","11,170785"
18/10/2007 12.00,"0,557962","18,724424","6,575925","8,647722"
18/10/2007 13.00,"0,48036","16,566258","5,931358","7,477042"
18/10/2007 14.00,"0,431405","15,517004","5,656445","6,848872"
18/10/2007 15.00,"0,460982","16,262763","6,18597","6,78268"
18/10/2007 16.00,"0,413975","18,226384","6,552239","8,185679"
18/10/2007 17.00,"0,505207","22,341682","6,621601","12,197399"
18/10/2007 18.00,"0,426027","47,517233","7,820222","35,551307"
18/10/2007 19.00,"0,554254","52,984004","9,149957","38,981568"
18/10/2007 20.00,"0,549803","53,519631","11,060812","36,64669"
18/10/2007 21.00,"0,526624","55,481976","11,838185","37,356637"
18/10/2007 22.00,"0,507432","32,44771","6,820386","22,005398"
18/10/2007 23.00,"0,471551","27,397276","7,00056","16,675054"
19/10/2007 0.00,"0,563155","23,739811","6,531938","13,734079"
19/10/2007 1.00,,"21,352087","6,421973","11,513413"
19/10/2007 2.00,"0,839602",,,
19/10/2007 3.00,"1,034766","17,304236","6,30947","7,635383"
19/10/2007 4.00,"0,711159","14,392526","5,725808","5,61719"
19/10/2007 5.00,"0,935518","11,103401","5,076168","3,322553"
19/10/2007 6.00,"0,70906","10,183845","4,656607","3,046107"
19/10/2007 7.00,"0,612774","11,20197","5,023721","3,50166"
19/10/2007 8.00,"0,543955","12,487272","5,727499","3,708022"
19/10/2007 9.00,"0,656659","12,622157","5,639528","3,977977"
19/10/2007 10.00,"0,576853","12,069645","5,169213","4,146701"
19/10/2007 11.00,"0,630303","13,716804","5,704661","4,973447"
19/10/2007 12.00,"0,6782","13,711615","5,509261","5,268063"
19/10/2007 13.00,"0,628452","13,313445","5,616687","4,704785"
19/10/2007 14.00,"0,719985","12,096881","5,279178","4,005232"
19/10/2007 15.00,"0,606602","13,764792","5,748647","4,953978"
19/10/2007 16.00,"0,605985","14,921693","4,983119","7,286253"
19/10/2007 17.00,"0,670731","17,519533","5,532945","9,042276"
19/10/2007 18.00,"0,740477","23,039446","5,66575","14,362252"
19/10/2007 19.00,"0,680668","22,6724","5,556631","14,162375"
19/10/2007 20.00,"0,656782","25,685271","5,547324","17,191611"
19/10/2007 21.00,"0,779238","19,96822","4,894302","12,472548"
19/10/2007 22.00,"0,73449","13,474269","4,667603","6,321936"
19/10/2007 23.00,"1,00551","13,562464","4,636305","6,458212"
20/10/2007 0.00,"0,902928","14,245969","4,785181","6,913765"
20/10/2007 1.00,"1,287579","19,243208","5,632759","10,61399"
20/10/2007 2.00,"0,907805","37,706935","5,846769","28,762119"
20/10/2007 3.00,"1,05069","29,804465","6,485413","19,874303"
20/10/2007 4.00,"1,078095","26,005627","5,829852","17,078693"
20/10/2007 5.00,"1,099204","24,064067","6,624985","13,915779"
20/10/2007 6.00,"1,240856","24,58415","7,345681","13,330441"
20/10/2007 7.00,"1,37652","26,922584","8,117975","14,485544"
20/10/2007 8.00,"1,215303","22,402635","8,496086","9,382318"
20/10/2007 9.00,"1,298441","19,581709","7,958948","7,383595"
20/10/2007 10.00,"1,224313","16,139553","6,426201","6,290786"
20/10/2007 11.00,"1,340474","18,055183","6,327233","8,359594"
20/10/2007 12.00,"1,159876","12,923055","5,778252","4,066233"
20/10/2007 13.00,"1,439723","16,514378","8,024082","4,214191"
20/10/2007 14.00,"1,294924","20,837186","9,213398","6,715191"
20/10/2007 15.00,"1,323315","18,765929","9,553445","4,120742"
20/10/2007 16.00,"1,479163","23,65161","9,706552","8,774913"
20/10/2007 17.00,"1,257335","20,420847","9,710779","5,535425"
20/10/2007 18.00,"1,519221","21,419523","9,227779","7,275871"
20/10/2007 19.00,"1,210796","24,730706","8,158577","12,229848"
20/10/2007 20.00,"1,294429","32,382854","7,604523","20,737398"
20/10/2007 21.00,"1,387013","23,85914","7,116444","12,956656"
20/10/2007 22.00,"1,592732","16,245904","7,755089","4,358255"
20/10/2007 23.00,"1,408368","32,198692","7,517396","20,686768"
21/10/2007 0.00,"1,923807","32,578701","7,198496","21,556345"
21/10/2007 1.00,,"22,143235","6,649516","11,95599"
21/10/2007 2.00,"1,504299",,,
21/10/2007 3.00,"1,59738","14,268016","6,81108","3,827424"
21/10/2007 4.00,"1,286509","15,610387","7,796538","3,658702"
21/10/2007 5.00,"1,166411","16,459905","8,311682","3,718404"
21/10/2007 6.00,"1,209047","17,810056","8,950327","4,089596"
21/10/2007 7.00,"1,287918","18,81521","9,297987","4,56202"
21/10/2007 8.00,"1,537204","19,471463","9,44348","4,995509"
21/10/2007 9.00,"1,316853","20,365094","10,099043","4,883892"
21/10/2007 10.00,"1,501226","22,092662","10,478837","6,029915"
21/10/2007 11.00,"1,398797","22,318335","10,538057","6,164892"
21/10/2007 12.00,"1,344893","22,694445","10,496602","6,604872"
21/10/2007 13.00,"1,432726","21,15624","10,332498","5,317383"
21/10/2007 14.00,"1,302385","19,352154","9,652415","4,555531"
21/10/2007 15.00,"1,497001","21,398778","9,901951","6,220701"
21/10/2007 16.00,"1,380871","32,891276","10,37564","16,994336"
21/10/2007 17.00,"1,379079","32,19219","9,025613","18,366183"
21/10/2007 18.00,"1,415057","24,173013","8,415727","11,277203"
21/10/2007 19.00,"1,176014","18,625853","8,130665","6,163596"
21/10/2007 20.00,"1,29035","22,580317","8,574755","9,439425"
21/10/2007 21.00,"1,333242","16,871047","8,357361","4,059744"
21/10/2007 22.00,"1,177678","18,068153","8,10867","5,639254"
21/10/2007 23.00,"1,388426","21,625752","8,277848","8,939743"
22/10/2007 0.00,"1,06872","17,690733","8,203409","5,116212"
22/10/2007 1.00,"1,17755","13,833532","6,689273","3,579532"
22/10/2007 2.00,"1,25975","14,03586","6,756098","3,679468"
22/10/2007 3.00,"1,150662","13,995652","6,952343","3,338128"
22/10/2007 4.00,"1,162058","13,655846","7,166353","2,669722"
22/10/2007 5.00,"1,073713","13,120196","6,573386","3,04351"
22/10/2007 6.00,"1,100216","13,175964","6,529399","3,166807"
22/10/2007 7.00,"1,210967","13,571542","6,43889","3,701532"
22/10/2007 8.00,"0,894333","14,026782","6,664743","3,810553"
22/10/2007 9.00,"0,907905","14,270611","6,635982","4,09868"
22/10/2007 10.00,"1,179727","14,170746","6,603838","4,048063"
22/10/2007 11.00,"0,940683","12,991794","6,120837","3,609384"
22/10/2007 12.00,"1,039143","11,978857","5,647141","3,322553"
22/10/2007 13.00,"1,066798","12,185077","5,669132","3,495168"
22/10/2007 14.00,"1,209047","11,482116","5,185285","3,534106"
22/10/2007 15.00,"1,167947","12,340713","5,779098","3,482192"
22/10/2007 16.00,"1,114172","12,138385","5,727499","3,358892"
22/10/2007 17.00,"1,049385","12,39389","5,740189","3,595105"
22/10/2007 18.00,"1,107002","12,065756","5,49488","3,643127"
22/10/2007 19.00,"1,120062","13,611747","6,292552","3,966297"
22/10/2007 20.00,"1,183312","14,823122","7,028472","4,049362"
22/10/2007 21.00,"1,083699","15,074735","7,429423","3,685957"
22/10/2007 22.00,"1,214808","15,957976","7,824452","3,963702"
22/10/2007 23.00,"1,347966","17,577898","8,037616","5,257681"
23/10/2007 0.00,"1,293294","17,584382","8,072297","5,210955"
23/10/2007 1.00,,"17,430042","8,112054","4,995509"
23/10/2007 2.00,,,,
23/10/2007 3.00,,"23,39223","8,615356","10,228527"
23/10/2007 4.00,,"25,953754","9,117813","11,981949"
23/10/2007 5.00,,"22,641272","9,556828","7,993594"
23/10/2007 6.00,,"39,918276","14,076386","18,348016"
23/10/2007 7.00,,"56,824312","22,91421","21,705596"
23/10/2007 8.00,,"59,51815","23,151913","24,036574"
23/10/2007 9.00,,"47,008833","17,693408","19,893766"
23/10/2007 10.00,,"39,725029","15,135437","16,529698"
23/10/2007 11.00,,"34,778361","12,889602","15,025465"
23/10/2007 12.00,,"39,040227","13,666135","18,098825"
23/10/2007 13.00,,"27,561995","11,103101","10,545207"
23/10/2007 14.00,,"16,22645","7,381207","4,912446"
23/10/2007 15.00,,"15,064361","6,460037","5,162935"
23/10/2007 16.00,,"21,279451","6,778936","10,893035"
23/10/2007 17.00,,"33,315376","9,41895","18,886634"
23/10/2007 18.00,,"17,407993","6,36699","7,650956"
23/10/2007 19.00,,"18,082419","5,483039","9,682126"
23/10/2007 20.00,,"17,216041","5,123536","9,366742"
23/10/2007 21.00,,"23,358502","5,795171","14,482951"
23/10/2007 22.00,,"24,57895","6,359376","14,838567"
23/10/2007 23.00,,"19,874837","5,583698","11,321328"
24/10/2007 0.00,,"16,623324","6,866063","6,112977"
24/10/2007 1.00,,"16,529942","6,952343","5,874169"
24/10/2007 2.00,,"15,942413","5,935588","6,846275"
24/10/2007 3.00,,"14,754384","6,501487","4,789149"
24/10/2007 4.00,,"17,679061","6,382216","7,898848"
24/10/2007 5.00,,"25,235226","7,612981","13,57185"
24/10/2007 6.00,,"37,044178","11,662232","19,176041"
24/10/2007 7.00,,"55,197908","19,861405","24,762082"
24/10/2007 8.00,,"45,98681","16,743469","20,328555"
24/10/2007 9.00,,"40,281422","13,462275","19,653658"
24/10/2007 10.00,,"27,33244","9,879112","12,193503"
24/10/2007 11.00,,"28,825253","9,903642","13,649714"
24/10/2007 12.00,,"24,738489","8,38443","11,891104"
24/10/2007 13.00,,"17,496188","6,268867","7,889764"
24/10/2007 14.00,,"13,308255","5,209817","5,323872"
24/10/2007 15.00,,"11,316103","4,487429","4,438723"
24/10/2007 16.00,"1,944359","12,296616","4,234509","5,807979"
24/10/2007 17.00,"1,577791","14,56243","4,308947","7,961148"
24/10/2007 18.00,"1,0426","19,7153","3,969746","13,638037"
24/10/2007 19.00,"1,463839","38,228318","7,104603","27,353931"
24/10/2007 20.00,"1,453213","37,843127","8,145044","25,372087"
24/10/2007 21.00,"1,506092","36,026036","7,974174","23,815948"
24/10/2007 22.00,"1,582273","36,455358","8,023237","24,17026"
24/10/2007 23.00,"1,55833","30,948377","7,713643","19,134512"
25/10/2007 0.00,"1,253091","21,65558","5,28933","13,554975"
25/10/2007 1.00,"1,459485","14,59356","5,081242","6,807339"
25/10/2007 2.00,"1,378182",,,
25/10/2007 3.00,"1,570749","13,213578","5,556631","4,697"
25/10/2007 4.00,"1,431702","12,211017","4,850315","4,777467"
25/10/2007 5.00,"1,421459","14,791997","5,482192","6,390722"
25/10/2007 6.00,"1,395852","16,409323","4,570326","9,408275"
25/10/2007 7.00,"1,94103","39,315192","11,276514","22,040445"
25/10/2007 8.00,"1,692768","29,350518","7,220489","18,292201"
25/10/2007 9.00,"1,313653","20,948733","6,613988","10,815166"
25/10/2007 10.00,"1,357057","16,711521","5,76641","7,875488"
25/10/2007 11.00,"1,449755","18,291233","6,064163","8,999445"
25/10/2007 12.00,"1,389578","15,026748","4,945053","7,449787"
25/10/2007 13.00,"1,127616","18,557114","5,55071","10,053316"
25/10/2007 14.00,"1,14106","14,11238","4,358008","7,43551"
25/10/2007 15.00,"1,419282","14,05272","4,810558","6,681445"
25/10/2007 16.00,"1,528497","15,909987","6,198659","6,41019"
25/10/2007 17.00,"1,146949","15,162931","5,572702","6,623041"
25/10/2007 18.00,"1,156296","15,845139","4,585552","8,820339"
25/10/2007 19.00,"1,187537","15,568884","4,80802","8,202553"
25/10/2007 20.00,"1,054122","11,522323","3,913072","5,52634"
25/10/2007 21.00,"1,286509","11,03466","4,412145","4,272595"
25/10/2007 22.00,"1,081907","7,881715","3,384393","2,694383"
25/10/2007 23.00,"0,945036","8,010116","3,669456","2,385489"
26/10/2007 0.00,"1,097527","7,349955","3,598403","1,833893"
26/10/2007 1.00,"0,993817","6,765019","3,337023","1,649595"
26/10/2007 2.00,"1,052715","6,381114","2,989363","1,798852"
26/10/2007 3.00,"1,012255","6,640509","3,177997","1,769"
26/10/2007 4.00,"0,916484","6,504327","2,991055","1,919552"
26/10/2007 5.00,"0,830828","7,519859","3,408078","2,295935"
26/10/2007 6.00,"0,908418","7,125578","2,969063","2,574978"
26/10/2007 7.00,"0,963601","10,11251","3,617012","4,569808"
26/10/2007 8.00,"1,10841","11,178624","4,035726","4,994213"
26/10/2007 9.00,"0,893181","9,781782","4,215053","3,321255"
26/10/2007 10.00,"0,940171","9,679322","4,177834","3,275829"
26/10/2007 11.00,"0,819048","11,514542","4,675216","4,349169"
26/10/2007 12.00,"0,864885","13,244704","5,004267","5,575657"
26/10/2007 13.00,"0,757463","14,059205","5,302018","5,933871"
26/10/2007 14.00,"0,743251","12,492459","5,051637","4,750211"
26/10/2007 15.00,"0,689347","12,249926","5,176827","4,315424"
26/10/2007 16.00,"0,715851","14,244671","5,305401","6,114276"
26/10/2007 17.00,"0,782174","17,437824","5,03641","9,722361"
26/10/2007 18.00,"0,836461","13,227844","3,628008","7,670423"
26/10/2007 19.00,"0,640437","12,268082","3,412307","7,040957"
26/10/2007 20.00,"0,757719","12,322555","3,674532","6,693126"
26/10/2007 21.00,"0,561055","12,156544","3,920685","6,149319"
26/10/2007 22.00,"0,766425","12,003499","3,847939","6,107786"
26/10/2007 23.00,"0,683842","10,90626","3,832713","5,033149"
27/10/2007 0.00,"0,626994","7,383677","3,092562","2,643764"
27/10/2007 1.00,"0,643255","6,671637","2,901391","2,224553"
27/10/2007 2.00,"0,585894",,,
27/10/2007 3.00,"0,822121","7,111313","3,37678","1,935128"
27/10/2007 4.00,"0,658875","6,138581","2,8997","1,693724"
27/10/2007 5.00,"0,740562","6,338314","2,746595","2,128511"
27/10/2007 6.00,"0,77398","11,352419","3,051113","6,678851"
27/10/2007 7.00,"0,699334","16,694658","3,853014","10,794397"
27/10/2007 8.00,"0,663228","11,55734","3,676225","5,924787"
27/10/2007 9.00,"0,838766","11,859535","4,182065","5,451062"
27/10/2007 10.00,"0,694213","11,414674","3,721055","5,713232"
27/10/2007 11.00,"0,589095","11,587171","4,058565","5,382276"
27/10/2007 12.00,"1,031204","11,496383","4,061102","5,273254"
27/10/2007 13.00,"0,839278","13,77387","4,923907","6,228489"
27/10/2007 14.00,"0,875257","12,008687","4,539874","5,051318"
27/10/2007 15.00,"0,908801","16,18754","4,932365","8,63085"
27/10/2007 16.00,"0,800739","22,62831","5,15568","14,733441"
27/10/2007 17.00,"0,65593","17,322394","4,431601","10,534821"
27/10/2007 18.00,"0,64812","14,94893","3,596711","9,440721"
27/10/2007 19.00,"0,732112","12,441877","3,472365","7,122722"
27/10/2007 20.00,"0,700103","11,614407","3,101021","6,864445"
27/10/2007 21.00,"0,615598","11,303134","3,275274","6,285595"
27/10/2007 22.00,"0,690116","13,207092","4,119468","6,895595"
27/10/2007 23.00,"0,692164","15,3899","4,02473","9,225275"
28/10/2007 0.00,"0,723277","12,782981","3,068031","8,084444"
28/10/2007 1.00,"0,758743","18,89692","3,480825","13,569244"
28/10/2007 2.00,"0,841583","16,944974","2,883628","12,532246"
28/10/2007 3.00,"0,971539","10,148827","3,220292","5,21485"
28/10/2007 4.00,"0,844272","12,710352","2,982597","8,14285"
28/10/2007 5.00,"0,835437","13,644173","3,174614","8,782701"
28/10/2007 6.00,"0,773467","11,178624","3,237208","6,219403"
28/10/2007 7.00,"0,886651","23,060192","3,945216","17,022889"
