,Provincia di TARANTO,,,,,,,,,
,TA V. Machiavelli,,,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,CH4,NMHC,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug-C/m3,ug-C/m3,ug/m3,ug/m3 293K,ug/m3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,
,,,,,,,
09/01/2009 10.00,"2,629635","40,595295","33,805669","0,869116","46,58698","968,573724","43,491617","22,03146","3,761883","13,93922"
09/01/2009 11.00,"2,49418","31,651362","26,345486","0,852383","53,559305","965,420545","40,4349","22,03146","2,785055","13,93922"
09/01/2009 12.00,"2,591709","34,524161","28,466219","0,842557","49,891001","969,261171","40,238881","22,03146","2,747425","13,93922"
09/01/2009 13.00,"2,801213","41,626399","32,047049","0,880243","46,141476","971,570547","42,242351","22,03146","2,584197","13,93922"
09/01/2009 14.00,"2,701878","33,783588","28,649216","0,822235","50,851073","965,114773","33,650337","22,03146","2,617249","13,93922"
09/01/2009 15.00,"2,528496","31,734342","27,462954","0,797334","51,72177","968,583533","30,42751","22,03146","2,337066","13,93922"
09/01/2009 16.00,"2,584484","29,168954","26,629723","0,809527","52,665587","968,284581","27,869182","22,03146","2,364016","13,93922"
09/01/2009 17.00,"2,479732","34,460607","31,430563","0,860157","49,662174","971,367717","27,310994","22,03146","2,36605","13,93922"
09/01/2009 18.00,"2,456253","31,961337","29,934098","0,855304","55,71642","971,600455","30,175003","22,03146","2,603011","13,93922"
09/01/2009 19.00,"2,698266","35,416472","32,62719","0,868406","55,123306","970,301464","28,35093","22,03146","2,577078","13,93922"
09/01/2009 20.00,"2,505016","29,581393","28,415588","0,836796","59,094931","967,224728","27,071775","22,03146","2,669116","13,93922"
09/01/2009 21.00,"2,528496","25,625618","24,314329","0,813276","62,388137","963,513481","28,869252","22,03146","2,330456","13,93922"
09/01/2009 22.00,"2,573648","28,437462","26,649187","0,809804","57,16802","968,168481","26,845847","22,03146","2,215026","13,93922"
09/01/2009 23.00,"2,306349","18,468918","17,983314","0,747729","64,293385","961,636264","26,736203","22,03146","2,243502","13,93922"
10/01/2009 0.00,"2,420131","10,873834","10,938462","0,722316","69,791089","960,971845","24,92875","22,03146","1,943995","13,93922"
10/01/2009 1.00,,"7,423883","8,218126","0,697848","69,953577","953,489535","22,865479","16,34079","1,792971","8,741555"
10/01/2009 2.00,"2,362337",,,"0,692995","71,992884","953,452809","23,121317","16,34079","1,641438","8,741555"
10/01/2009 3.00,"2,203404","6,317563","5,5497",,"72,82973","954,071171","23,928681","16,34079","1,575841","8,741555"
10/01/2009 4.00,"2,389428","6,116532","5,207062","0,68534",,"953,805116","22,848877","16,34079","1,627708","8,741555"
10/01/2009 5.00,"2,380398","7,2021","6,381638","0,7029","62,473464","961,310933","25,04837","16,34079","1,554484","8,741555"
10/01/2009 6.00,"2,353307","12,279757","10,819054","0,711542","53,19506","964,649776","28,055226","16,34079","1,59669","8,741555"
10/01/2009 7.00,"2,382205","22,010943","18,743863","0,740429","48,266072","959,346985","30,09194","16,34079","1,573299","8,741555"
10/01/2009 8.00,"2,33344","22,88511","20,338937","0,733247","52,78341","954,692523","28,646654","16,34079","1,493464","8,741555"
10/01/2009 9.00,"2,420131","33,591639","25,860087","0,820577","42,884817","972,251655","37,773572","16,34079","1,370407","8,741555"
10/01/2009 10.00,"2,123936","42,251527","30,711536","0,888925","34,907732","978,431505","42,122733","16,34079","1,848397","8,741555"
10/01/2009 11.00,"2,272034","40,337197","28,830913","0,921442","36,561109","987,37891","54,834647","16,34079","2,25774","8,741555"
10/01/2009 12.00,"2,403877","43,674324","34,209292","1,004313","35,278762","976,341707","68,041618","16,34079","2,46114","8,741555"
10/01/2009 13.00,"2,49418","50,710408","39,653865","1,013783","35,109486","959,62925","73,138326","16,34079","3,324573","8,741555"
10/01/2009 14.00,"2,378592","45,139891","36,123662","0,93995","37,974787","968,40074","57,801634","16,34079","2,901501","8,741555"
10/01/2009 15.00,"2,167282","32,259645","26,743926","0,834389","41,820487","958,97165","41,63101","16,34079","2,712339","8,741555"
10/01/2009 16.00,,"37,198513","32,834852","0,847411",,"943,774292","41,670876","16,34079","1,20667","8,741555"
10/01/2009 17.00,"2,248555","39,880648","35,621381","0,881191","29,667305",,,"16,34079",,"8,741555"
10/01/2009 18.00,"2,147416","36,157027","31,448728","0,847293","37,949071",,,"16,34079",,"8,741555"
10/01/2009 19.00,"2,250362","57,632363","45,428105","1,004471","26,384913",,,"16,34079",,"8,741555"
10/01/2009 20.00,"2,467089","69,292143","52,84414","1,060389","19,503314",,,"16,34079",,"8,741555"
10/01/2009 21.00,"2,474314","56,09542","45,888859","0,968717","19,006364",,,"16,34079",,"8,741555"
10/01/2009 22.00,"2,559199","78,818431","49,962873","1,065676","16,138346",,,"16,34079",,"8,741555"
10/01/2009 23.00,"2,378592","32,576101","28,240391","0,822117","33,758075",,,"16,34079",,"8,741555"
11/01/2009 0.00,"2,335246","35,578571","30,252083","0,849384","30,378204",,,"16,34079",,"8,741555"
11/01/2009 1.00,"2,456253","43,451231","33,769321","0,907986","23,374717",,,"24,63233",,"13,45828"
11/01/2009 2.00,"2,293707","22,63091","21,805536","0,777642","32,888733",,,"24,63233",,"13,45828"
11/01/2009 3.00,"2,358725","12,118931","11,84178","0,730563","46,408229",,,"24,63233",,"13,45828"
11/01/2009 4.00,"2,239524","10,152718","9,974147","0,706531","49,769144",,,"24,63233",,"13,45828"
11/01/2009 5.00,"2,445417","11,615706","10,713928","0,732537","54,451668",,,"24,63233",,"13,45828"
11/01/2009 6.00,"2,28287","12,297913","11,229181","0,727604","54,503122",,,"24,63233",,"13,45828"
11/01/2009 7.00,"2,36595","15,070844","13,774307","0,741297","58,486935",,,"24,63233",,"13,45828"
11/01/2009 8.00,"2,591709","20,167947","17,517373","0,711859","56,696782",,,"24,63233",,"13,45828"
11/01/2009 9.00,"2,403877","21,435088","17,639373","0,767065","56,228279",,,"24,63233",,"13,45828"
11/01/2009 10.00,"2,591709","31,394561","23,109904","0,819433","53,648681",,,"24,63233",,"13,45828"
11/01/2009 11.00,"2,633248","32,0625","24,201408","0,837506","54,174086",,,"24,63233",,"13,45828"
11/01/2009 12.00,"2,660339","29,331073","22,433706","0,864577","53,135467",,,"24,63233",,"13,45828"
11/01/2009 13.00,"2,68743","56,549387","37,095763","0,960509","45,040578",,,"24,63233",,"13,45828"
11/01/2009 14.00,"2,669369","34,159695","25,120314","0,934978","55,482148",,,"24,63233",,"13,45828"
11/01/2009 15.00,"2,506823","19,091466","16,823012","0,77042","62,457205",,,"24,63233",,"13,45828"
11/01/2009 16.00,"2,653115","20,014911","17,569289","0,768802","59,092218",,,"24,63233",,"13,45828"
11/01/2009 17.00,"2,730775","21,020049","20,129975","0,786402","53,442859",,,"24,63233",,"13,45828"
11/01/2009 18.00,"2,730775","57,695899","45,943369","1,000406","33,452041",,,"24,63233",,"13,45828"
11/01/2009 19.00,"2,792181","60,974654","47,599447","1,078501","34,324116",,,"24,63233",,"13,45828"
11/01/2009 20.00,"2,602545","47,50817","38,74926","0,906565","37,427738",,,"24,63233",,"13,45828"
11/01/2009 21.00,"2,972788","81,951914","53,329561","1,274707","23,313789",,,"24,63233",,"13,45828"
11/01/2009 22.00,"2,88971","47,080169","42,000423","1,109085","36,202267",,,"24,63233",,"13,45828"
11/01/2009 23.00,"2,831915","69,984745","47,430733","0,993619","32,710001",,,"24,63233",,"13,45828"
12/01/2009 0.00,"3,016134","88,86867","57,323114","0,997289","21,496564",,,"24,63233",,"13,45828"
12/01/2009 1.00,,"96,845076","61,022034","1,136827","13,83905",,,"37,475361",,"18,66897"
12/01/2009 2.00,"2,74703",,,"0,793427","46,620815",,,"37,475361",,"18,66897"
12/01/2009 3.00,"2,627829","27,32724","27,841931",,"36,557037",,,"37,475361",,"18,66897"
12/01/2009 4.00,"2,611575","18,161536","17,779539","0,779773",,,,"37,475361",,"18,66897"
12/01/2009 5.00,"2,636859","10,198113","11,077336","0,713043","49,407593",,,"37,475361",,"18,66897"
12/01/2009 6.00,"2,647696","27,28833","24,381805","0,778234","36,976807",,,"37,475361",,"18,66897"
12/01/2009 7.00,"2,877066","69,613817","47,961543","1,079134","21,060536",,,"37,475361",,"18,66897"
12/01/2009 8.00,"6,453082","623,944666","104,293075","2,268011","11,737467",,,"37,475361",,"18,66897"
12/01/2009 9.00,"5,515733","441,486143","95,048367","2,214855","11,362373",,,"37,475361",,"18,66897"
12/01/2009 10.00,"3,256341","133,895749","64,618449","1,083199","13,447719",,,"37,475361",,"18,66897"
12/01/2009 11.00,"3,11908","133,243357","69,869644","1,203913","17,653601",,,"37,475361",,"18,66897"
12/01/2009 12.00,"2,913188","69,213043","44,363848","0,938096","37,934167",,,"37,475361",,"18,66897"
12/01/2009 13.00,"2,821079","45,552328","35,705737","0,85187","43,947797",,,"37,475361",,"18,66897"
12/01/2009 14.00,"2,777733","42,735304","34,753103","0,79536","51,410333",,,"37,475361",,"18,66897"
12/01/2009 15.00,"2,674787","18,800944","17,739313","0,715844","63,127488",,,"37,475361",,"18,66897"
12/01/2009 16.00,"2,616993","26,368773","24,745219","0,776379","56,818676",,,"37,475361",,"18,66897"
12/01/2009 17.00,"2,846363","50,083959","45,690277","0,897489","40,639708",,,"37,475361",,"18,66897"
12/01/2009 18.00,"3,140753","103,816322","79,377843","1,309","19,346243",,,"37,475361",,"18,66897"
12/01/2009 19.00,"3,05948","144,53615","88,987287","1,116188","10,075971",,,"37,475361",,"18,66897"
12/01/2009 20.00,"2,987237","101,468808","73,342751","1,109085","12,507959",,,"37,475361",,"18,66897"
12/01/2009 21.00,"2,884291","110,709752","71,28821","1,202808","12,489005",,,"37,475361",,"18,66897"
12/01/2009 22.00,"2,878873","72,923662","58,754649","1,027397","16,768003",,,"37,475361",,"18,66897"
12/01/2009 23.00,"2,873455","50,501596","45,990081","0,92815","21,890617",,,"37,475361",,"18,66897"
13/01/2009 0.00,"2,833721","32,991138","31,241066","1,301977","23,236603",,,"37,475361",,"18,66897"
13/01/2009 1.00,"2,537526","25,476462","24,595948","0,915602","32,051891",,,"17,497351",,"9,796771"
13/01/2009 2.00,"2,499599","14,458674","14,162375","1,719092","47,469849",,,"17,497351",,"9,796771"
13/01/2009 3.00,"2,537526","12,113743","12,299932","1,139195","55,919532",,,"17,497351",,"9,796771"
13/01/2009 4.00,"2,52669","10,287604","11,536779","1,359947","56,817302",,,"17,497351",,"9,796771"
13/01/2009 5.00,"2,488762","8,139814","9,584785","0,952735","61,302141",,,"17,497351",,"9,796771"
13/01/2009 6.00,"2,721745","16,666125","15,542012","0,505786","54,62228",,,"17,497351",,"9,796771"
13/01/2009 7.00,"2,682012","27,07692","23,810746","0,615334","52,405599",,,"17,497351",,"9,796771"
13/01/2009 8.00,"2,777733","43,416222","35,913399","0,701717","40,280866",,,"17,497351",,"9,796771"
13/01/2009 9.00,"2,439998","59,52335","47,594247","0,738377","28,35246",,,"17,497351",,"9,796771"
13/01/2009 10.00,"2,690749","51,047052","41,313098","0,712785","35,273834",,"170,110738","17,497351",,"9,796771"
13/01/2009 11.00,"2,461671","41,579708","34,706376","0,669989","43,342514","1011,600115","255,304719","17,497351",,"9,796771"
13/01/2009 12.00,"2,358725","47,733845","41,212623","0,663202","40,834677","991,27295","220,12271","17,497351",,"9,796771"
13/01/2009 13.00,"2,306349","34,468368","30,03534","0,586053","52,102279","965,553333","207,620053","17,497351",,"9,796771"
13/01/2009 14.00,"2,367756","24,533559","22,144287","0,532661","60,645385","953,632133","165,743266","17,497351",,"9,796771"
13/01/2009 15.00,"2,284676","18,245838","17,322695","0,46155","65,846553","939,704397","110,855429","17,497351",,"9,796771"
13/01/2009 16.00,"2,102263","21,842342","19,692606","0,792559","62,8025","942,551744","80,211946","17,497351",,"9,796771"
13/01/2009 17.00,"2,138385","21,213313","20,101429","0,715568","60,745594","946,854437","63,310355","17,497351","1,075477","9,796771"
13/01/2009 18.00,"2,084203","17,535096","16,327227","0,769749","62,783547","942,548335","54,598742","17,497351","2,293843","9,796771"
13/01/2009 19.00,"2,067948","18,033136","15,828848","1,136985","61,314329","938,415216","50,694814","17,497351","2,73217","9,796771"
13/01/2009 20.00,"2,0535","22,564754","19,301944","0,79244","56,895845","941,116556","59,818398","17,497351","2,732679","9,796771"
13/01/2009 21.00,"2,024603","12,335526","11,118869","0,724447","65,344173","927,986028","55,715097","17,497351","4,252077","9,796771"
13/01/2009 22.00,"1,923463","6,710546","7,38619","0,6956","69,994216","921,938966","57,040783","17,497351","2,070612","9,796771"
13/01/2009 23.00,"1,807874","5,797476","6,503637","0,678039","71,578525","920,26117","52,060366","17,497351","1,900264","9,796771"
14/01/2009 0.00,"1,854832","6,934923","6,026022","0,635697","82,98288","913,493284","51,568621","17,497351","1,718221","9,796771"
14/01/2009 1.00,,"6,578255","5,58085","0,630172","83,508266","911,27357","47,199526","63,051411","1,333185","9,107719"
14/01/2009 2.00,"2,022797",,,"0,639642","85,822466","909,260215","44,571421","63,051411","1,206162","9,107719"
14/01/2009 3.00,"1,85122","6,496545","5,296616",,"78,105349","912,044339","39,567736","63,051411","0,751766","9,107719"
14/01/2009 4.00,"1,984869","6,186568","4,648976","0,770026",,"913,443339","44,169404","63,051411","2,326184","9,107719"
14/01/2009 5.00,"2,037245","5,433026","4,406277","0,600615","74,072792","912,719106","46,392162","63,051411","1,065613","9,107719"
14/01/2009 6.00,"1,862057","5,604227","5,277147","0,674764","72,093097","911,47987","43,614528","63,051411","1,062206","9,107719"
14/01/2009 7.00,"2,028215","10,901071","9,922232","0,753096","66,965049","913,848522","47,292549","63,051411","1,530585","9,107719"
14/01/2009 8.00,"1,856638","18,308094","16,135142","0,711622","61,965658","915,792373","43,461706","63,051411","1,736019","9,107719"
14/01/2009 9.00,"2,116713","23,39223","21,471988","0,727604","54,153755","908,99117","81,41803","63,051411",,"9,107719"
14/01/2009 10.00,"2,134772","14,860734","14,61144","0,719198","63,082796","851,814055","115,583336","63,051411","4,658877","9,107719"
14/01/2009 11.00,"2,069755","12,045003","12,315503","0,732023","65,842481","881,188574","41,498102","63,051411",,"9,107719"
14/01/2009 12.00,"1,869281","13,732368","12,874886","0,695284","63,815381","900,900787","53,974107","63,051411","1,597198","9,107719"
14/01/2009 13.00,"2,141997","13,550791","12,40765","0,691141","65,715198","902,774534","49,199665","63,051411","2,016406","9,107719"
14/01/2009 14.00,"2,066142","11,460069","10,725616","0,671212","68,730803","901,040453","48,70463","63,051411","1,270843","9,107719"
14/01/2009 15.00,"1,941523","11,823221","11,182463","0,676816","68,732181","900,877758","46,14628","63,051411","1,358712","9,107719"
14/01/2009 16.00,"1,91082","11,291461","10,773636","0,766079","67,841172","904,791358","50,073495","63,051411","1,8306","9,107719"
14/01/2009 17.00,"2,008348","15,042312","15,831441","0,761029","60,797067","915,945258","46,123034","63,051411","0,45643","9,107719"
14/01/2009 18.00,"2,147416","21,078422","19,943095","0,814104","55,293941","791,896839","45,292406","63,051411","0,145533","9,107719"
14/01/2009 19.00,"1,957778","31,499587","29,173562","0,782298","47,349329","930,806937","45,515024","63,051411","1,268199","9,107719"
14/01/2009 20.00,"2,033633","50,617005","44,407975","0,915798","31,678167","926,643432","62,971469","63,051411","0,80465","9,107719"
14/01/2009 21.00,"2,418325","92,951574","56,391245","1,116267","23,883882","951,685352","106,100935","63,051411","1,227722","9,107719"
14/01/2009 22.00,"2,127549","73,193463","57,294552","0,904394","26,272535","931,554199","58,82497","63,051411","2,064154","9,107719"
14/01/2009 23.00,"1,974033","54,10587","39,023098","0,769512","45,028386","925,780071","43,558059","63,051411","1,22218","9,107719"
15/01/2009 0.00,"1,992093","24,502432","23,403223","0,736325","58,473411","924,484011","32,048884","63,051411","1,921113","9,107719"
15/01/2009 1.00,"2,037245","31,242805","30,054803","0,77184","47,483396","927,404392","41,90345","26,6999","0,549688","11,02998"
15/01/2009 2.00,"2,197985","27,231277","24,732236","0,884664","45,494199","935,727513","42,880253","26,6999","0,42475","11,02998"
15/01/2009 3.00,"2,118519","14,463861","13,51344","0,799859","58,427365","932,29853","39,198924","26,6999","1,343253","11,02998"
15/01/2009 4.00,"1,995706","15,147367","14,132521","0,780206","49,836857","936,378773","44,651172","26,6999","0,617319","11,02998"
15/01/2009 5.00,"2,109488","17,697219","17,500508","0,793269","37,422331","945,399152","40,335212","26,6999","0,750546","11,02998"
15/01/2009 6.00,"2,196179","17,603836","18,586819","0,775551","32,904993","947,761464","37,627374","26,6999","0,210773","11,02998"
15/01/2009 7.00,"3,088377","135,518276","53,500876","1,268512","16,971126","967,696605","75,07535","26,6999","0,469854","11,02998"
15/01/2009 8.00,"2,770509","119,394281","55,568377","0,977281","9,885041","955,83175","52,27965","26,6999",,"11,02998"
15/01/2009 9.00,"4,19911","280,678155","73,244111","1,777692","11,156553","999,143815","129,036152","26,6999","0,906859","11,02998"
15/01/2009 10.00,"3,146171","162,457721","66,980572","1,265197","11,974439","986,644926","109,46659","26,6999","0,351933","11,02998"
15/01/2009 11.00,"3,962514","300,245375","85,741306","1,52111","11,02114","992,78165","146,083944","26,6999","1,757376","11,02998"
15/01/2009 12.00,"3,157008","162,180181","74,105905","0,972151","33,854232","960,81555","112,586437","26,6999","1,153075","11,02998"
15/01/2009 13.00,"2,674787","76,85741","45,644848","0,928742","49,11646","943,236321","83,760408","26,6999","0,661203","11,02998"
15/01/2009 14.00,"2,548362","28,34148","22,141687","0,815012","62,524918","936,248916","38,883283","26,6999","0,278556","11,02998"
15/01/2009 15.00,"2,275646","25,704736","21,129339","0,741297","69,409225","929,839678","31,31794","26,6999","0,481702","11,02998"
15/01/2009 16.00,"2,360531","29,203964","24,972345","0,795952","65,502612","934,567711","52,681667","26,6999","0,299405","11,02998"
15/01/2009 17.00,"2,393041","43,412323","39,003631","0,803056","50,631702","939,288866","78,46431","26,6999","0,544603","11,02998"
15/01/2009 18.00,"2,467089","38,307436","35,161926","0,86209","46,90247","940,398723","64,021384","26,6999",0,"11,02998"
15/01/2009 19.00,"3,404439","184,926536","74,872925","1,528567","19,541236","957,622714","130,614327","26,6999","0,709866","11,02998"
15/01/2009 20.00,"3,343033","181,796896","88,705648","1,598889","12,83565","979,308624","161,048564","26,6999","0,563164","11,02998"
15/01/2009 21.00,"3,671737","177,465007","76,649707","1,694704","11,558721","998,070743","142,372712","26,6999","0,354069","11,02998"
15/01/2009 22.00,"3,890271","227,03259","78,217547","2,037671","11,680589","1054,163961","164,623524","26,6999","0,328898","11,02998"
