, Brindisi,,,
,Via Dei Mille,,,
Parm,SO2,NOX,NO2,PM10



02/02/2007 7.00,"2,04432865","13,01773537","8,3544037",
02/02/2007 8.00,"1,78196808","20,55834024","12,32718215","13,18680954"
02/02/2007 9.00,"2,14013514","23,91231328","13,65750586",
02/02/2007 10.00,"2,78022578","25,1898352","12,85541613","20,51280975"
02/02/2007 11.00,"2,88838475","26,42324728","13,58222278",
02/02/2007 12.00,"2,36709191","33,1960484","16,11697456","20,02441978"
02/02/2007 13.00,"3,510744","45,17231928","24,47266312",
02/02/2007 14.00,"2,6171","31,07158696","17,65884195","20,02441978"
02/02/2007 15.00,"2,89370366","18,8606047","10,24799687",
02/02/2007 16.00,"2,47702452","18,39628888","9,97155226","17,58241081"
02/02/2007 17.00,"1,08785744","17,45209166","10,23761089",
02/02/2007 18.00,"1,77570336","18,07204427","11,52250739","19,53602028"
02/02/2007 19.00,"2,24652147","16,47287424","10,80867749",
02/02/2007 20.00,"1,41405002","16,9540539","10,77363626","14,65200996"
02/02/2007 21.00,"1,08141576","18,9189685","11,36026654",
02/02/2007 22.00,"1,68622058","14,52092874","9,71846656","13,67521"
02/02/2007 23.00,"1,34265255","12,75834006","8,53221205",
03/02/2007 0.00,"2,53654241","18,4066653","12,03905522","13,18680954"
03/02/2007 1.00,,"15,07473571","9,34338187",
03/02/2007 2.00,"0,24652487",,,"15,62880993"
03/02/2007 3.00,"2,19233266","17,35092774","12,00660667",
03/02/2007 4.00,"0,29986652","11,74669895","9,290169","15,14041042"
03/02/2007 5.00,"0,2349331","9,4497579","7,54323387",
03/02/2007 6.00,"0,26141273","12,47689558","10,05072245","10,7448101"
03/02/2007 7.00,"0,19959744","30,6786136","22,71404376",
03/02/2007 8.00,"0,5613962","35,32957272","26,34808656","12,21000957"
03/02/2007 9.00,"1,49856781","44,98293568","30,11969776",
03/02/2007 10.00,"1,46031945","28,82135416","18,10401482","20,51280975"
03/02/2007 11.00,"2,09541765","16,10064226","9,42514855",
03/02/2007 12.00,"1,92235883","17,60253929","11,3070575","19,53602028"
03/02/2007 13.00,"2,34432535","17,69462503","11,12535822",
03/02/2007 14.00,"2,05222566","19,09924906","12,90473999","32,72283173"
03/02/2007 15.00,"1,64679454","11,7869064","8,18827575",
03/02/2007 16.00,"0,9138101","11,24866119","8,44135954","20,51280975"
03/02/2007 17.00,"1,60934046","14,23559333","9,31353173",
03/02/2007 18.00,"0,87932769","13,86984685","9,83916921","12,21000957"
03/02/2007 19.00,"1,27590379","14,24986067","11,31744348",
03/02/2007 20.00,"0,2241051","16,88531367","12,95535446","19,04759979"
03/02/2007 21.00,"1,76389294","15,23037251","11,76520711",
03/02/2007 22.00,"2,25491274","19,64526464","12,77754993","24,42000961"
03/02/2007 23.00,"2,6656109","26,59444776","15,1863946",
04/02/2007 0.00,"3,39291642","18,0824207","10,31808123","16,60560989"
04/02/2007 1.00,"3,42645708","26,70339352","14,02220648",
04/02/2007 2.00,"2,90216205","16,76209866","8,76063678","11,23320961"
04/02/2007 3.00,"2,44847835","11,62348585","5,6561262",
04/02/2007 4.00,"3,14224321","6,98161446","3,80795641","10,7448101"
04/02/2007 5.00,"2,29430827","4,00505875","2,60872324",
04/02/2007 6.00,"1,7632746","5,13602014","2,92929872","6,83760691"
04/02/2007 7.00,"2,41317218","10,63389583","6,79825558",
04/02/2007 8.00,"2,78565148","6,24752692","4,0376813","9,27960968"
04/02/2007 9.00,"2,80507008","10,66242861","4,95787145",
04/02/2007 10.00,"3,11752909","10,41600431","4,70868049","11,23320961"
04/02/2007 11.00,"3,38408987","13,2524869","6,29987174",
04/02/2007 12.00,"3,65065066","16,20050984","8,71650973","8,79120922"
04/02/2007 13.00,"4,01606893","21,14976008","10,85150246",
04/02/2007 14.00,"3,66653925","15,41324575","8,6645951","9,27960968"
04/02/2007 15.00,"3,717733","10,94516943","5,85989378",
04/02/2007 16.00,"3,58710036","11,82322102","5,50687166","12,69841003"
04/02/2007 17.00,"3,49706942","13,26675425","7,41474365",
04/02/2007 18.00,"3,84660012","18,13300266","9,48744725","8,30280876"
04/02/2007 19.00,"4,35853859","22,45320872","12,31291098",
04/02/2007 20.00,"4,4203244","31,66952672","18,0585857","12,21000957"
04/02/2007 21.00,"4,7310179","33,01578504","19,32531056",
04/02/2007 22.00,"3,98252827","28,29738968","16,02481807","15,14041042"
04/02/2007 23.00,"3,94016107","21,01486848","11,99103343",
05/02/2007 0.00,"3,63476309","24,51151496","14,33499056","11,72161007"
05/02/2007 1.00,,"21,18866928","13,14484513",
05/02/2007 2.00,"3,780428",,,"10,7448101"
05/02/2007 3.00,"3,78218029","9,60928562","7,38878634",
05/02/2007 4.00,"4,25692402","6,92843792","5,09804208","13,67521"
05/02/2007 5.00,"4,04845733","8,4835115","6,31674323",
05/02/2007 6.00,"3,85925973","9,2033317","6,64250979","5,86080599"
05/02/2007 7.00,"3,88728927","20,02787496","12,71265474",
05/02/2007 8.00,"5,71443859","40,32163264","23,04111048","12,21000957"
05/02/2007 9.00,"6,72874252","44,68596384","25,29293024",
05/02/2007 10.00,"6,44669893","46,82855104","26,16898952","14,16361046"
05/02/2007 11.00,"6,21721085","30,63972352","16,86195094",
05/02/2007 12.00,"5,73721227","31,51777128","16,00795423","12,69841003"
05/02/2007 13.00,"5,45867224","24,40905088","15,13448762",
05/02/2007 14.00,"6,09107945","25,03807976","13,44724322","9,27960968"
05/02/2007 15.00,"4,33925933","19,50779184","9,75091511",
05/02/2007 16.00,"3,44407864","19,68417384","11,35638136","6,83760691"
05/02/2007 17.00,"3,40378713","32,52422896","20,07546464",
05/02/2007 18.00,"2,92028397","30,3141864","19,8872856","7,32600689"
05/02/2007 19.00,"1,70875526","38,2996544","25,25788328",
05/02/2007 20.00,"0,62831989","66,59316272","44,37423136","11,23320961"
05/02/2007 21.00,"2,90101487","104,01086888","68,45625376",
05/02/2007 22.00,"2,02174718","90,92699552","62,18103152","19,53602028"
05/02/2007 23.00,"1,67707571","63,41295224","43,66690608",
06/02/2007 0.00,"1,46437627","54,99430152","38,93355888","26,37360954"
06/02/2007 1.00,"0,68817339","31,12605984","21,34868456",
06/02/2007 2.00,"1,17065345","23,5556488","16,31943624","21,48962021"
06/02/2007 3.00,"0,43853955","23,85005856","19,49272528",
06/02/2007 4.00,"0,34569254","20,77883208","18,2766321","19,53602028"
06/02/2007 5.00,"0,27167833","24,7410888","22,2753736",
06/02/2007 6.00,"0,61182313","42,41754792","30,86468944","13,18680954"
06/02/2007 7.00,"1,77722174","101,48825256","66,67166944",
06/02/2007 8.00,"3,51940681","135,81658736","68,67299808","19,53602028"
06/02/2007 9.00,"4,79122938","150,25838224","72,521204",
06/02/2007 10.00,"4,05896802","120,53303448","64,50812672","42,49084091"
06/02/2007 11.00,"3,35823977","55,05267488","35,47083128",
06/02/2007 12.00,"3,32145183","49,61186856","31,95359256","31,74603081"
06/02/2007 13.00,"4,64933144","47,18779672","30,95034704",
06/02/2007 14.00,"4,47940498","61,8553032","39,43972264","19,04759979"
06/02/2007 15.00,"3,58597658","46,76629632","31,29687792",
06/02/2007 16.00,"3,53342209","40,19192256","29,39939","16,11721039"
06/02/2007 17.00,"2,38247607","45,7287304","33,89520944",
06/02/2007 18.00,"2,35970239","57,71666448","43,02963648","15,14041042"
06/02/2007 19.00,"3,21984539","111,80179088","74,83399744",
06/02/2007 20.00,"4,62130292","146,32595272","87,49992672","29,30401993"
06/02/2007 21.00,"3,95385904","116,0662392","75,7996148",
06/02/2007 22.00,"2,11736654","57,8204096","47,17894416","40,53723145"
06/02/2007 23.00,"1,47401132","41,2087624","34,81281648",
07/02/2007 0.00,"2,07517731","51,2655","39,58639216","32,72283173"
07/02/2007 1.00,,"33,4774948","27,038548",
07/02/2007 2.00,"0,10148948",,,"26,86202049"
07/02/2007 3.00,"0,15344191","19,2756368","16,99822301",
07/02/2007 4.00,"0,14055449","13,51058587","11,74963387","17,09399986"
07/02/2007 5.00,"0,12766706","10,88032013","9,20970057",
07/02/2007 6.00,"0,22771749","37,62523464","29,87310712","11,23320961"
07/02/2007 7.00,"0,43570111","84,77284112","63,52174504",
07/02/2007 8.00,"1,54316427","143,5426352","75,21815648","22,95482063"
07/02/2007 9.00,"1,90896188","124,21514496","72,61724376",
07/02/2007 10.00,"1,93790164","105,02640856","64,37575896","31,25761986"
07/02/2007 11.00,"1,79780785","73,41003544","48,87395128",
07/02/2007 12.00,"1,72082705","53,67398904","36,31444392","30,76922989"
07/02/2007 13.00,"2,09191917","56,34576048","37,67850296",
07/02/2007 14.00,"2,37325798","46,70924224","29,2371568","21,0012207"
07/02/2007 15.00,"1,75189539","33,71743168","22,60112104",
07/02/2007 16.00,"0,97899064","37,74324328","29,10995144","22,46640968"
07/02/2007 17.00,"1,06137781","68,254576","49,56183152",
07/02/2007 18.00,"1,12673633","91,089114","64,89488608","23,44322014"
07/02/2007 19.00,"1,85862038","132,71293336","82,8042268",
07/02/2007 20.00,"0,77181249","86,25527208","61,67876824","36,14162064"
07/02/2007 21.00,"0,80264996","87,42126704","59,61904712",
07/02/2007 22.00,"0,31321261","71,22205736","52,57548768","37,6068306"
07/02/2007 23.00,"0,14958748","43,59778728","32,15217288",
08/02/2007 0.00,"0,17237031","33,83027792","27,07619528","36,14162064"
08/02/2007 1.00,"0,07128356","28,17936192","23,3006836",
08/02/2007 2.00,"0,03745408","16,00077658","12,7632692","28,81562042"
08/02/2007 3.00,"0,11800149","10,48993179","9,20321124",
08/02/2007 4.00,"0,14498454","20,22890264","15,98718226","19,04759979"
08/02/2007 5.00,"0,03463495","11,6442387","10,33365256",
08/02/2007 6.00,"0,08094913","25,44663592","20,14945904","9,76801014"
08/02/2007 7.00,"0,68608752","86,3512736","57,15308336",
08/02/2007 8.00,"3,27595938","170,9062232","72,64578992","14,16361046"
08/02/2007 9.00,"1,30831253","119,8469324","61,8695476",
08/02/2007 10.00,"0,75633578","79,03760592","48,46902792","24,42000961"
08/02/2007 11.00,"0,22967318","56,8178524","34,97765",
08/02/2007 12.00,"0,71686703","50,39393392","31,0554688","27,8388195"
08/02/2007 13.00,"1,37810009","48,06976408","29,2553208",
08/02/2007 14.00,"1,24456494","46,23455","29,586288","17,09399986"
08/02/2007 15.00,"0,67728437","42,67953016","27,46037344",
08/02/2007 16.00,"0,28815475","37,05870904","25,28210832","21,97801971"
08/02/2007 17.00,"0,19170145","54,87109224","38,92705808",
08/02/2007 18.00,"0,35360073","67,5334652","48,68447208","22,95482063"
08/02/2007 19.00,"0,40883298","77,212774","55,973322",
08/02/2007 20.00,"0,51780148","86,5302368","60,3172904","28,32722092"
08/02/2007 21.00,"0,80443378","89,81159208","62,56002816",
08/02/2007 22.00,"0,3217849","67,9523844","48,04462128","28,81562042"
08/02/2007 23.00,"0,19049325","46,05812976","35,4643496",
09/02/2007 0.00,"0,09987855","38,02597072","30,53114104","36,63003159"
09/02/2007 1.00,,"36,05846536","29,15798088",
09/02/2007 2.00,"0,22785885",,,"39,56044006"
09/02/2007 3.00,"0,15511284","24,06795008","20,35972168",
09/02/2007 4.00,"0,05951993","12,90619502","12,11303242","33,69963074"
09/02/2007 5.00,"0,08296686","13,31863254","11,17207794",
09/02/2007 6.00,"0,23868075","20,10051184","17,28634994","21,0012207"
09/02/2007 7.00,"0,26513495","39,89491248","31,4967584",
09/02/2007 8.00,"1,52510439","107,45434264","56,22899464","26,86202049"
09/02/2007 9.00,"1,47666366","102,26641744","55,2997244",
09/02/2007 10.00,"1,01828244","67,2247728","41,38393984","26,37360954"
09/02/2007 11.00,"0,90310719","43,44605096","28,00418448",
09/02/2007 12.00,"1,0485148","40,0116592","27,73941072","21,97801971"
09/02/2007 14.00,"0,91556035","44,02060696","28,7011276","21,97801971"
09/02/2007 15.00,"0,83250705","25,99006456","18,00017984",
09/02/2007 16.00,"0,97731361","29,65273","22,5686744",
09/02/2007 17.00,"0,30902257","36,75754992","28,67906312",
09/02/2007 18.00,"0,27836104","46,13724832","35,89653808","25,39682007"
09/02/2007 19.00,"0,32585697","42,14776472","31,50063976",
09/02/2007 20.00,"0,33642157","58,06814744","42,1626592","25,39682007"
09/02/2007 21.00,"0,38640813","60,80735512","43,84730328",
09/02/2007 22.00,"0,05531158","33,16492104","26,07813128","29,30401993"
09/02/2007 23.00,"0,1400826","18,59732038","13,5342029",
10/02/2007 0.00,"0,04629282","12,97623158","10,45306078","18,55920982"
10/02/2007 1.00,"0,00420835","12,2862405","9,04357262",
10/02/2007 2.00,"0,04929908","8,91410728","6,81123232","13,67521"
10/02/2007 3.00,"0,03787613","5,66777984","3,92216973",
10/02/2007 4.00,"0,00841669","4,51217469","2,97861685","10,7448101"
10/02/2007 5.00,"0,00781565","6,28384154","4,94359454",
10/02/2007 6.00,"0,03727508","16,94497381","14,27139744","6,83760691"
10/02/2007 7.00,"0,23928281","42,17112936","32,812788",
10/02/2007 8.00,"0,31391841","76,1622256","51,0167488","10,25640965"
10/02/2007 9.00,"0,28815271","69,4607612","49,77207504",
10/02/2007 10.00,"0,22605571","46,7222056","33,86796344","9,27960968"
10/02/2007 11.00,"0,36562269","65,9770972","43,13087688",
10/02/2007 12.00,"0,36802789","54,360072","33,37476304","12,69841003"
10/02/2007 13.00,"0,29450795","40,45522408","26,75951072",
10/02/2007 14.00,"0,3844321","33,91847848","21,14492272","9,27960968"
10/02/2007 15.00,"0,11723671","25,0938528","18,2947961",
10/02/2007 16.00,"0,17435143","28,70204536","21,610858","4,88400507"
10/02/2007 17.00,"0,28737979","32,34522752","23,44735312",
10/02/2007 18.00,"0,28798084","34,15841536","25,12159592","17,09399986"
10/02/2007 19.00,"0,20140566","40,03500472","27,9055444",
10/02/2007 20.00,"0,37378208","47,94785496","31,95231152","19,04759979"
10/02/2007 21.00,"0,45185412","45,04780984","29,12423408",
10/02/2007 22.00,"0,33573407","34,79780728","23,44215248","23,44322014"
10/02/2007 23.00,"0,48243022","51,89582904","36,57661736",
11/02/2007 0.00,"0,22425257","45,52250208","34,8699088","37,11843109"
11/02/2007 1.00,,"70,66824656","46,12246856",
11/02/2007 2.00,"0,4997538",,,"41,5140419"
11/02/2007 3.00,"0,16506927","45,41355632","29,809514",
11/02/2007 4.00,"0,08083014","25,96411872","18,64392538","28,81562042"
11/02/2007 5.00,"0,1129409","15,2394526","10,46863402",
11/02/2007 6.00,"0,15230694","27,6022056","20,03913664","19,04759979"
11/02/2007 7.00,"0,86054574","85,9167716","46,51182824",
11/02/2007 8.00,"1,86215141","111,18960672","62,1330212","23,44322014"
11/02/2007 9.00,"2,36875267","62,53230416","41,45791512",
11/02/2007 10.00,"12,98118123","73,62924624","45,8460316","20,02441978"
11/02/2007 11.00,"6,34635764","22,69444576","14,70748449",
11/02/2007 12.00,"2,73260476","21,91368056","12,7425087","25,88521957"
11/02/2007 13.00,"2,75008801","21,46233384","12,67371494",
11/02/2007 14.00,"3,00359255","21,47659736","12,91122932","17,58241081"
11/02/2007 15.00,"2,22384746","13,95674342","8,62695547",
11/02/2007 16.00,"1,52257104","14,11108389","10,4258014","16,60560989"
11/02/2007 17.00,"0,75022768","18,85023018","13,02154216",
11/02/2007 18.00,"0,36466772","21,60888864","14,79573476","28,32722092"
11/02/2007 19.00,"0,27127865","22,8643652","15,24220779",
11/02/2007 20.00,"0,12844202","38,3567276","25,33315872","20,02441978"
11/02/2007 21.00,"0,28013672","49,81029592","32,72322992",
11/02/2007 22.00,"0,21314795","48,3084008","31,71478376","25,88521957"
11/02/2007 23.00,"0,04761187","35,3957088","24,42853416",
12/02/2007 0.00,"0,24977418","48,14238184","32,2313488","12,69841003"
12/02/2007 1.00,"0,2159152","37,95335296","23,7692192",
12/02/2007 2.00,"0,25321266","30,52557712","19,33569272","21,0012207"
12/02/2007 3.00,"0,10810405","24,75015168","18,9969475",
12/02/2007 4.00,"0,07861512","18,46113818","14,44531487","18,55920982"
12/02/2007 5.00,"0,05979248","27,99647912","23,35129424",
12/02/2007 6.00,"0,05591669","29,6138208","24,11575008","25,88521957"
12/02/2007 7.00,"0,54156674","76,87557368","32,89066376",
12/02/2007 8.00,"3,22414222","155,21541432","42,69998856","32,23442078"
12/02/2007 9.00,"7,10861948","260,2792216","67,65546992",
12/02/2007 10.00,"4,28122727","171,71811576","65,60871216","48,35165024"
12/02/2007 11.00,"0,46376726","54,41586416","34,10805328",
12/02/2007 12.00,"0,53891542","37,43717032","24,94898056","36,63003159"
12/02/2007 13.00,"11,14673697","87,63397704","53,55278736",
12/02/2007 14.00,"15,42356775","87,93098712","60,48472424","33,21123123"
12/02/2007 15.00,"5,55437398","46,92321416","30,780332",
12/02/2007 16.00,"3,86201174","51,31869184","33,93285672","25,88521957"
12/02/2007 17.00,"1,64632265","63,9538188","44,91026056",
12/02/2007 18.00,"0,55077466","51,46522752","38,10420976","32,23442078"
12/02/2007 19.00,"0,31454895","50,29797064","36,15221072",
12/02/2007 20.00,"0,29120981","48,31488248","35,54610672","34,18803024"
12/02/2007 21.00,"0,56615983","58,77109424","41,50852576",
12/02/2007 22.00,"0,2646356","40,32941448","29,90165328","28,32722092"
12/02/2007 23.00,"0,26961789","17,57400651","13,19416708",
13/02/2007 0.00,"0,21204043","16,49881434","13,02284423","21,48962021"
13/02/2007 1.00,,"13,3303053","10,11561573",
13/02/2007 2.00,"0,29941497",,,"20,02441978"
13/02/2007 3.00,"0,37896878","11,38095247","9,36025336",
13/02/2007 4.00,"0,51348839","6,12301748","4,00263816","10,7448101"
13/02/2007 5.00,"0,7573599","5,04782531","3,74565962",
13/02/2007 6.00,"0,54097179","8,5678154","6,74763729","11,72161007"
13/02/2007 7.00,"0,70297379","18,18877378","14,80352616",
13/02/2007 8.00,"1,40247554","36,07664848","28,01326648","7,81440783"
13/02/2007 9.00,"1,94228999","64,72032048","40,26517128",
13/02/2007 10.00,"1,43024778","20,38453944","13,99755124","9,27960968"
13/02/2007 11.00,"1,8662072","21,250924","13,74705821",
13/02/2007 12.00,"1,70680873","24,78777984","16,24157004","14,16361046"
13/02/2007 13.00,"2,29030536","28,64497216","18,32595214",
13/02/2007 14.00,"0,83691473","21,93960728","13,50824367","13,67521"
13/02/2007 15.00,"0,8270783","29,08465568","18,75684237",
13/02/2007 16.00,"0,79033918","21,8851344","14,1052695","9,27960968"
13/02/2007 17.00,"0,74636715","22,67630088","14,44011614",
13/02/2007 18.00,"0,66015911","16,65315481","11,38752784","7,32600689"
13/02/2007 19.00,"0,4252555","20,75936792","12,35313946",
13/02/2007 20.00,"0,60461464","10,25258376","5,79629683","11,23320961"
13/02/2007 21.00,"0,54241797","7,53931427","4,43093572",
13/02/2007 22.00,"0,54964985","7,76109671","4,04417062","9,27960968"
13/02/2007 23.00,"0,61184754","7,07370021","3,91178566",
14/02/2007 0.00,"0,21841397","4,69764251","2,69438275","16,11721039"
14/02/2007 1.00,"0,30375349","5,73262723","3,5886175",
14/02/2007 2.00,"0,25602161","13,06572274","10,2259343","25,88521957"
14/02/2007 3.00,"0,07810865","8,98414384","7,9196149",
14/02/2007 4.00,"0,18369868","6,81041398","5,14865846","18,55920982"
14/02/2007 5.00,"0,10269768","2,75866419","1,58859476",
14/02/2007 6.00,"0,17935914","6,22158682","5,23172338","16,11721039"
14/02/2007 7.00,"0,35871929","20,38065808","14,88140192",
14/02/2007 8.00,"0,26469968","29,4996744","21,40319568","18,07081032"
14/02/2007 9.00,"0,43393458","20,97077776","13,88463234",
14/02/2007 10.00,"0,46286314","17,52601722","10,4621447","20,51280975"
14/02/2007 11.00,"0,39487974","27,1832864","15,74318047",
14/02/2007 12.00,"0,59593658","26,65800264","14,66464995","23,44322014"
14/02/2007 13.00,"0,8496435","25,45701808","15,26686494",
14/02/2007 14.00,"0,87220768","25,62561824","14,27269951","15,62880993"
14/02/2007 15.00,"0,80133193","18,19396104","11,73535314",
14/02/2007 16.00,"0,51551425","25,18335352","16,07803859","14,16361046"
14/02/2007 17.00,"0,49613125","33,39577592","22,90224192",
14/02/2007 18.00,"0,72611664","47,27861672","30,64794512","20,02441978"
14/02/2007 19.00,"0,84703998","63,70349976","45,34114888",
14/02/2007 20.00,"0,68474813","51,08393648","35,59543632","28,81562042"
14/02/2007 21.00,"0,14030532","52,48206736","42,26780008",
14/02/2007 22.00,"1,07297466","97,20305904","64,07853856","35,65322113"
14/02/2007 23.00,"0,81058968","80,16209136","52,66244544",
15/02/2007 0.00,"1,37412565","103,25731144","57,2556048","30,76922989"
15/02/2007 1.00,,"155,8989352","72,93779056",
15/02/2007 2.00,"3,40967149",,,"35,65322113"
15/02/2007 3.00,"0,24519667","45,66647568","36,79986248",
15/02/2007 4.00,"0,04137461","31,51388992","28,24169312","32,72283173"
15/02/2007 5.00,"0,08928141","36,0480832","27,85491464",
15/02/2007 6.00,"0,15286629","52,56504816","40,6441488","30,76922989"
15/02/2007 7.00,"0,28831238","84,51085888","60,80529016",
15/02/2007 8.00,"2,2507583","142,6243972","69,48546424","26,86202049"
15/02/2007 9.00,"4,23149495","196,0012232","81,35190984",
15/02/2007 10.00,"2,62007676","128,01654512","63,20764168","42,00244141"
15/02/2007 11.00,"1,59269014","86,18911688","51,2308928",
15/02/2007 12.00,"3,19844568","69,35051528","41,86673896","31,74603081"
15/02/2007 13.00,"5,01194279","48,57298336","31,70312056",
15/02/2007 14.00,"4,46144781","64,82668504","41,13474888","27,35042"
15/02/2007 15.00,"2,72982733","53,70641656","37,51756992",
15/02/2007 16.00,"0,78044885","41,36959984","27,98212","18,55920982"
15/02/2007 17.00,"0,25913363","51,14749136","34,57528872",
15/02/2007 18.00,"0,85884125","77,20889264","54,06803312","26,86202049"
15/02/2007 19.00,"0,39196604","49,93478624","34,85046376",
15/02/2007 20.00,"0,84621112","65,99912344","41,1036024","26,37360954"
15/02/2007 21.00,"0,47776321","48,84794808","32,44809312",
15/02/2007 22.00,"0,20774157","26,35451088","20,1689232","23,44322014"
15/02/2007 23.00,"0,18640186","24,0614684","20,15854104",
16/02/2007 0.00,"0,20338678","24,73978864","20,1689232","21,97801971"
16/02/2007 1.00,"0,01698492","26,40250208","19,837956",
16/02/2007 2.00,"0,10191154","31,561862","22,86459464","22,46640968"
16/02/2007 3.00,"0,02134073","9,14756248","7,20967974",
16/02/2007 4.00,"0,0853619","9,04120939","6,50104091","15,14041042"
16/02/2007 5.00,"0,05052049","5,57699043","3,5431903",
16/02/2007 6.00,"0,07752184","7,37070646","4,27908468","16,60560989"
16/02/2007 7.00,"0,20120938","15,45086053","11,89369925",
16/02/2007 8.00,"0,27960279","24,7047608","17,18771368","19,04759979"
16/02/2007 9.00,"0,69247327","30,85631488","22,06901144",
16/02/2007 10.00,"3,01378594","38,83790152","23,019046","16,60560989"
16/02/2007 11.00,"4,65481815","34,63050728","20,9800892",
16/02/2007 12.00,"5,34119552","52,37832224","29,3228144","16,60560989"
16/02/2007 13.00,"6,69478489","41,39034504","24,55702056",
16/02/2007 14.00,"3,87959567","52,2953032","29,65506264","16,11721039"
16/02/2007 15.00,"2,96631441","46,43557768","29,22287416",
16/02/2007 16.00,"0,24868091","26,4258476","17,63159404","16,11721039"
16/02/2007 17.00,"0,17159434","33,69668648","20,11831256",
16/02/2007 18.00,"0,09886257","36,37233928","19,61082952","12,69841003"
16/02/2007 19.00,"0,04006777","29,40371112","17,90933498",
16/02/2007 20.00,"0,14764094","27,59960528","16,38433143","8,79120922"
16/02/2007 21.00,"0,18509502","29,44002","17,47714459",
16/02/2007 22.00,"0,17246489","21,80343464","13,18507361","13,18680954"
16/02/2007 23.00,"0,44379236","29,80576648","16,48945702",
17/02/2007 0.00,"0,60145075","31,18313304","17,9729281","8,30280876"
17/02/2007 1.00,,"27,44138728","14,92812164",
17/02/2007 2.00,"2,03724423",,,"10,25640965"
17/02/2007 3.00,"1,98656102","15,78547774","11,35377722",
17/02/2007 4.00,"1,67808356","10,49511905","7,31999831","9,76801014"
17/02/2007 5.00,"1,95135146","7,13465668","5,52244681",
17/02/2007 6.00,"2,22642962","9,43419422","7,59385025","16,11721039"
17/02/2007 7.00,"2,15460908","19,81906544","12,59454858",
17/02/2007 8.00,"3,13732093","25,23004456","14,15459336","20,51280975"
17/02/2007 9.00,"3,00261419","17,98644403","10,76584486",
17/02/2007 10.00,"3,13218304","17,952724","9,55104037","17,58241081"
17/02/2007 11.00,"5,23062118","16,91125186","7,4731476",
17/02/2007 12.00,"5,1623042","18,98511605","9,8729141","13,18680954"
17/02/2007 13.00,"7,96329713","19,23152696","10,0948495",
17/02/2007 14.00,"6,87373011","19,52853704","11,25514096","8,30280876"
17/02/2007 15.00,"4,69284378","20,34563024","10,14027479",
17/02/2007 16.00,"3,69786997","18,1861792","10,45955202","5,86080599"
17/02/2007 17.00,"1,74739313","14,53778875","9,46408261",
17/02/2007 18.00,"0,80964184","10,39265879","8,31287123","13,67521"
17/02/2007 19.00,"0,62869008","11,28238314","8,51533865",
17/02/2007 20.00,"0,70932699","14,10589663","9,7963385","14,65200996"
17/02/2007 21.00,"1,15128468","28,23771616","19,11505366",
17/02/2007 22.00,"0,73058127","23,72684928","16,27012385","11,72161007"
17/02/2007 23.00,"0,43156395","21,08102368","14,90086034",
18/02/2007 0.00,"0,50034773","19,69843736","14,5569317","8,79120922"
18/02/2007 1.00,"0,58594862","41,04664392","29,41625384",
18/02/2007 2.00,"0,29066775","47,57042616","33,44745728","21,97801971"
18/02/2007 3.00,"0,0965194","29,19618264","21,32401976",
18/02/2007 4.00,"0,07211242","20,85923168","16,5271043","10,7448101"
18/02/2007 5.00,"0,02329744","17,38853869","14,39599101",
18/02/2007 6.00,"0,03439189","16,21088818","13,1591163","13,67521"
18/02/2007 7.00,"0,09540986","19,1498272","14,96446494",
18/02/2007 8.00,"0,47150256","35,54874528","24,66474264","17,09399986"
18/02/2007 9.00,"0,85185852","35,9560204","24,29356608",
18/02/2007 10.00,"1,25714726","22,51806376","15,1656341","20,02441978"
18/02/2007 11.00,"1,93155759","20,47662136","14,03388498",
18/02/2007 12.00,"6,58995152","36,22060296","24,80233016","12,21000957"
18/02/2007 13.00,"11,37388392","66,50106168","41,09840176",
18/02/2007 14.00,"6,05042386","38,32430008","26,84258712","14,16361046"
18/02/2007 15.00,"2,44189022","24,11334096","17,66792586",
18/02/2007 16.00,"1,03514633","28,3985536","19,1306116","10,7448101"
18/02/2007 17.00,"0,23186888","41,48890864","25,99637416",
18/02/2007 18.00,"0,64696658","63,71776328","42,71165176","13,67521"
18/02/2007 19.00,"1,11736061","81,77811376","52,8597256",
18/02/2007 20.00,"1,07672027","89,16049872","58,18229384","17,09399986"
18/02/2007 21.00,"1,63113782","119,68611408","69,38424296",
18/02/2007 22.00,"0,57608067","75,4916872","50,7195284","24,42000961"
18/02/2007 23.00,"0,04992351","48,61707408","35,64086544",
19/02/2007 0.00,"0,13091129","45,1840016","32,60642584","17,58241081"
19/02/2007 1.00,,"33,88865128","24,40386936",
19/02/2007 2.00,"0,20021984",,,"21,97801971"
19/02/2007 3.00,"0,26981519","18,58564762","16,24416462",
19/02/2007 4.00,"0,27698504","13,2719415","11,15391012","19,04759979"
19/02/2007 5.00,"0,21630675","12,88155317","11,06435778",
19/02/2007 6.00,"0,27698504","22,60496416","19,36423888","14,16361046"
19/02/2007 7.00,"0,96542488","59,61413328","46,42227016",
19/02/2007 8.00,"1,80354983","85,15026992","58,79617968","16,60560989"
19/02/2007 9.00,"2,15135468","95,65703496","63,41402296",
19/02/2007 10.00,"2,4335854","93,96449432","58,25886944","17,09399986"
19/02/2007 11.00,"1,95498215","55,66355888","37,58636368",
19/02/2007 12.00,"2,06164918","35,2556548","24,02229152","14,65200996"
19/02/2007 13.00,"2,15100483","37,22446032","25,80297536",
19/02/2007 14.00,"2,08438116","40,07909544","27,09305912","24,90842056"
