NetC,Provincia di TARANTO,,,,
11/04/2007 4.00,"16,445638","13,349909","0,280265","52,834863","1,084931"
11/04/2007 5.00,"144,664519","72,981917","0,484757","12,639313","1,293995"
11/04/2007 6.00,"201,850402","74,321332","0,850546","7,088794","2,036061"
11/04/2007 7.00,"67,888828","50,305501","0,817335","37,744601","3,706811"
11/04/2007 8.00,"53,243386","40,989378","0,73213","55,622996","1,728408"
11/04/2007 9.00,"47,656025","36,524706","0,699633","76,304382","1,432197"
11/04/2007 10.00,"55,808792","38,980288","0,646291","80,024139","2,500403"
11/04/2007 11.00,"42,85461","31,948409","0,574956","93,458327","2,474876"
11/04/2007 12.00,"54,426205","38,567544","0,654771","90,99654","1,763178"
11/04/2007 13.00,"49,214995","34,738822","0,584468","94,016209","2,339754"
11/04/2007 14.00,"24,460941","18,948927","0,417227","106,658147","1,845043"
11/04/2007 15.00,"40,522639","29,492829","0,486026","96,063637","2,48984"
11/04/2007 16.00,"65,665824","41,303463","0,591442","86,963984","2,400053"
11/04/2007 17.00,"46,639206","36,44425","0,62806","90,446778","2,284737"
11/04/2007 18.00,"72,72655","54,764994","0,859818","69,395694","1,826557"
11/04/2007 19.00,"60,257425","49,389216","0,799184","66,897355","2,26141"
11/04/2007 20.00,"51,993111","43,429376","0,731337","67,808676","3,21386"
11/04/2007 21.00,"42,883158","37,801808","0,651602","68,573734","2,235002"
11/04/2007 22.00,"22,219753","21,5265","0,46193","84,898961","1,613092"
11/04/2007 23.00,"24,510214","23,343512","0,489592","83,27673","1,318202"
12/04/2007 0.00,"12,829673","13,321357","0,35049","94,368286","0,947169"
12/04/2007 1.00,"4,388961","5,391362","0,284704","108,908748","1,07921"
12/04/2007 2.00,,,"0,252445","105,848455","1,021112"
12/04/2007 3.00,"20,283777","21,578679",,"90,622813","1,624976"
12/04/2007 4.00,"11,672772","12,60233","0,256836",,"0,934405"
12/04/2007 5.00,"12,629939","12,739904","0,3146","85,662687","0,717859"
12/04/2007 6.00,"94,266701","56,164101","0,796615","42,502958","0,837135"
12/04/2007 7.00,"160,370891","83,089761","1,481037","18,942711","1,717844"
12/04/2007 8.00,"137,235462","70,783325","1,382571","29,72959","2,878478"
12/04/2007 9.00,"89,934783","54,803943","0,909998","48,305333","2,793972"
12/04/2007 10.00,"71,58262","44,636403","0,67625","65,266981","1,880254"
12/04/2007 11.00,"62,158794","40,280733","0,667681","71,4851","2,382447"
12/04/2007 12.00,"74,690174","44,099094","0,72822","70,558863","2,673816"
12/04/2007 13.00,"89,063215","51,987546","0,865644","67,972526","2,62056"
12/04/2007 14.00,"48,929665","32,919208","0,53589","82,021453","2,431742"
12/04/2007 15.00,"54,218718","36,952992","0,61809","81,077636","2,776808"
12/04/2007 16.00,"68,558068","44,187334","0,695451","74,511535","2,716949"
12/04/2007 17.00,"67,97183","46,313247","0,691246","72,384229","2,255689"
12/04/2007 18.00,"79,105059","54,142025","0,920551","65,596036","2,414576"
12/04/2007 19.00,"105,003044","67,297257","1,362021","45,935632","2,104722"
12/04/2007 20.00,"114,564342","75,995594","1,13478","19,067298","2,551018"
12/04/2007 21.00,"111,591677","69,508824","1,215234","9,113196","1,981045"
12/04/2007 22.00,"68,218248","54,240646","0,891907","7,513986","1,514502"
12/04/2007 23.00,"39,913094","37,152873","0,617297","21,082203","1,385983"
13/04/2007 0.00,"35,936557","31,11258","0,536445","21,166171","1,80235"
13/04/2007 1.00,"15,164226","15,766545","0,382121","37,411478","1,346811"
13/04/2007 2.00,"9,665055","10,606208","0,326104","42,745351","0,861783"
13/04/2007 3.00,"7,810382","9,220082","0,318804","38,263222","0,671645"
13/04/2007 4.00,"20,427348","16,371352","0,278339","30,78716","0,598142"
13/04/2007 5.00,"175,247182","72,924822","0,527718","10,873538","1,761858"
13/04/2007 6.00,"269,87172","99,585713","0,811849","7,462529","1,936151"
13/04/2007 7.00,"215,875883","85,727039","1,238323","6,968278","2,012734"
13/04/2007 8.00,"149,115748","73,498486","1,205633","33,02551","2,668535"
13/04/2007 9.00,"42,916884","33,415011","0,604364","72,223088","2,275054"
13/04/2007 10.00,"24,512814","20,018372","0,413304","93,863196","1,514062"
13/04/2007 11.00,"22,917538","18,037826","0,395292","99,574856","1,986766"
13/04/2007 12.00,"38,185526","26,663469","0,425919","95,022332","1,913264"
13/04/2007 13.00,"58,156328","39,852446","0,481538","81,965951","2,06643"
13/04/2007 14.00,"36,579847","26,91006","0,36292","93,524666","2,429542"
13/04/2007 15.00,"38,465673","28,470099","0,356573","91,658699","1,096815"
13/04/2007 16.00,"24,497251","19,397984","0,398624","99,501744","1,131585"
13/04/2007 17.00,"33,92366","26,46879","0,472256","91,925449","2,410175"
13/04/2007 18.00,"34,914553","27,553812","0,602697","87,015437","2,312466"
13/04/2007 19.00,"55,3341","42,546834","0,850569","60,524887","1,494256"
13/04/2007 20.00,"79,626442","59,460694","0,995054","42,008714","2,993794"
13/04/2007 21.00,"53,310842","43,258061","0,74401","57,900605","2,943618"
13/04/2007 22.00,"27,801932","23,53561","0,467575","76,087724","2,599434"
13/04/2007 23.00,"13,911351","14,144207","0,367681","82,5455","1,974442"
14/04/2007 0.00,"14,30563","14,141615","0,360698","76,407304","1,782984"
14/04/2007 1.00,"7,213773","8,301191","0,339354","83,502863","1,453764"
14/04/2007 2.00,,,"0,307775","82,950384","0,869706"
14/04/2007 3.00,"20,565529","21,683398",,"81,523144","1,038717"
14/04/2007 4.00,"21,833262","18,702331","0,235214",,"1,519783"
14/04/2007 5.00,"102,844874","59,136226","0,288436","31,219116","0,966095"
14/04/2007 6.00,"171,462612","87,790646","0,519201","12,965651","2,232801"
14/04/2007 7.00,"154,122071","84,034616","0,862052","33,427681","2,39213"
14/04/2007 8.00,"55,129191","42,258697","0,672357","68,432913","2,168542"
14/04/2007 9.00,"51,181198","37,944575","0,582194","76,581984","1,83536"
14/04/2007 10.00,"36,164828","27,330568","0,479086","88,008005","2,371444"
14/04/2007 11.00,"30,945795","23,924969","0,44874","95,195657","2,493801"
14/04/2007 12.00,"41,516154","31,896499","0,534215","87,8279","2,703745"
14/04/2007 13.00,"77,722494","50,54433","0,534851","69,295489","2,411936"
14/04/2007 14.00,"18,679028","16,711397","0,255867","91,891613","1,644782"
14/04/2007 15.00,"28,04317","22,980118","0,278031","88,131217","2,276374"
14/04/2007 16.00,"23,877303","19,449895","0,280413","95,718341","1,927348"
14/04/2007 17.00,"27,389495","21,791255","0,370177","84,599693","2,535614"
14/04/2007 18.00,"39,140093","28,651798","0,38678","74,99632","2,736315"
14/04/2007 19.00,"26,831803","21,67185","0,432297","76,579274","3,091063"
14/04/2007 20.00,"22,722991","19,870403","0,363187","76,557608","2,576986"
14/04/2007 21.00,"19,976001","17,752292","0,319337","71,750495","1,686595"
14/04/2007 22.00,"16,964428","16,65948","0,347936","74,626626","1,580523"
14/04/2007 23.00,"39,84562","35,421519","0,56877","45,372323","0,466102"
15/04/2007 0.00,"57,736109","43,761644","0,657264","29,147309","2,404014"
15/04/2007 1.00,"50,825834","39,587692","0,573854","34,909068","2,594592"
15/04/2007 2.00,"22,528444","20,503771","0,451997","63,346855","2,694503"
15/04/2007 3.00,"21,44677","20,189686","0,433013","49,433328","1,86749"
15/04/2007 4.00,"29,897847","24,579085","0,359135","42,945746","2,341514"
15/04/2007 5.00,"16,142145","15,52774","0,319258","51,215341","2,112204"
15/04/2007 6.00,"22,38059","19,730234","0,330537","49,503731","1,953757"
15/04/2007 7.00,"51,741471","37,225569","0,742578","27,955696","2,26009"
15/04/2007 8.00,"22,476553","19,867821","0,513005","65,749057","2,376286"
15/04/2007 9.00,"26,722857","20,724417","0,487506","82,202921","2,694942"
15/04/2007 10.00,"28,294788","21,555045","0,420063","90,583536","1,969602"
15/04/2007 11.00,"24,056267","19,135812","0,451838","99,313518","2,179985"
15/04/2007 12.00,"31,057341","23,558955","0,48552","97,853775","2,186147"
15/04/2007 13.00,"27,508822","20,815254","0,33022","99,860586","2,269773"
15/04/2007 14.00,"9,706558","8,695745","0,195019","111,514035","1,461246"
15/04/2007 15.00,"9,968546","9,235658","0,291693","111,883668","1,425595"
15/04/2007 16.00,"10,077492","9,292765","0,251737","108,112503","1,794427"
15/04/2007 17.00,"14,510552","13,230503","0,300748","102,767835","2,193629"
15/04/2007 18.00,"21,065459","18,299996","0,352622","94,422456","2,223558"
15/04/2007 19.00,"26,940749","24,485645","0,375897","82,043119","2,209915"
15/04/2007 20.00,"42,102353","34,271606","0,49688","77,500062","2,662373"
15/04/2007 21.00,"37,236141","31,642106","0,401237","85,05874","2,670295"
15/04/2007 22.00,"27,524387","23,862657","0,319099","94,78941","1,619254"
15/04/2007 23.00,"16,302972","16,656887","0,297174","99,309446","1,538269"
16/04/2007 0.00,"8,643039","9,734041","0,253405","108,755727","2,307624"
16/04/2007 1.00,"10,308456",,"0,292846","104,181178","1,095934"
16/04/2007 2.00,,,"0,227428","106,597196","1,489855"
16/04/2007 3.00,"17,18715","18,627589",,"105,225581","1,824797"
16/04/2007 4.00,"6,648291","8,345318","0,238119",,"1,092854"
16/04/2007 5.00,"10,552186","11,444631","0,230685","94,590355","0,954652"
16/04/2007 6.00,"40,421475","33,692748","0,470148","69,338822","1,936151"
16/04/2007 7.00,"82,49016","55,315286","0,750892","50,540991","2,505684"
16/04/2007 8.00,"112,382847","62,430222","1,007041","47,477989","3,107349"
16/04/2007 9.00,"62,296266","42,70777","0,636855","61,028626","2,344596"
16/04/2007 10.00,"60,428626","40,27555","0,484225","67,268366","2,32611"
16/04/2007 11.00,"52,890623","37,521471","0,463742","74,575195","2,266692"
16/04/2007 12.00,"60,06548","39,665549","0,54757","73,965822","2,164581"
16/04/2007 13.00,"66,763045","41,944612","0,616926","72,558909","2,929974"
16/04/2007 14.00,"40,468188","29,189127","0,376988","82,278727","2,569504"
16/04/2007 15.00,"46,224147","32,228746","0,455201","82,22458","2,600313"
16/04/2007 16.00,"52,169472","37,059415","0,541718","77,088435","2,299262"
16/04/2007 17.00,"54,989119","39,034779","0,538318",,"2,775047"
16/04/2007 18.00,"59,699712","43,808375","0,789998","48,735914","2,079635"
16/04/2007 19.00,"72,031351","54,697498","1,683042","51,358861","3,047931"
16/04/2007 20.00,"84,912894","59,237466","1,756906","45,234211","2,065991"
16/04/2007 21.00,"62,960306","48,73508","1,552872","56,249942","3,026363"
16/04/2007 22.00,"29,944539","26,660869","1,306371","73,933325","1,557195"
16/04/2007 23.00,"19,3768","18,616674","1,235433","79,612489","2,433062"
17/04/2007 0.00,"13,94507","13,900205","1,129541","81,903668","1,732369"
17/04/2007 1.00,"12,603999","13,492672","1,127406","69,436311","2,061589"
17/04/2007 2.00,"9,91148","11,190243","1,110561","62,744266","1,972682"
17/04/2007 3.00,"5,561426","6,948808","1,05552","72,15267","1,170757"
17/04/2007 4.00,"2,996012","4,706084","1,059474","75,401204","1,224013"
17/04/2007 5.00,"12,832268","12,373911","1,079008","66,348933","1,456844"
17/04/2007 6.00,"55,679121","36,690839","1,377071","46,547699","1,806751"
17/04/2007 7.00,"124,748208","61,456841","2,057501","29,499387","2,979709"
17/04/2007 8.00,"116,447568","59,460694","1,942514","43,465744","3,366148"
17/04/2007 9.00,"65,639859","43,146439","1,55999","61,077362","2,959463"
17/04/2007 10.00,"61,507722","38,98807","1,493481","64,610233","2,887722"
17/04/2007 11.00,"62,506375","38,214529","1,36679","71,008451","2,148736"
17/04/2007 12.00,"21,161422","5,952042","0,848902","78,378902","1,877613"
17/04/2007 13.00,,,,,
17/04/2007 14.00,,,,,
17/04/2007 15.00,"57,762034","41,765515","0,617269","75,017964",
17/04/2007 16.00,"65,735858","44,179551","0,820102","65,72739",
17/04/2007 17.00,"52,724603","38,053597","0,83765","67,535138",
17/04/2007 18.00,"62,555666","45,028363","1,003251","58,551934",
17/04/2007 19.00,"73,193463","48,83112","1,097316","52,528829",
17/04/2007 20.00,"49,124192","38,967305","0,958116","48,446162",
17/04/2007 21.00,"46,128184","40,407938","0,948472","21,279907",
17/04/2007 22.00,"35,607137","31,893899","0,849982","14,059774",
17/04/2007 23.00,"27,384313","24,353257","0,826109","10,931768",
18/04/2007 0.00,"24,206723","20,786709","0,777179","9,15382",
18/04/2007 1.00,"17,503971","16,547865","0,690941","12,105781",
18/04/2007 2.00,,,"0,614345","9,11726",
18/04/2007 3.00,"30,445808","31,04151",,"16,402394",
18/04/2007 4.00,"85,641827","39,447522","0,250103",,
18/04/2007 5.00,"107,467286","54,126442","0,45443","5,304068",
18/04/2007 6.00,"138,968212","50,323685","0,749912","3,397475",
18/04/2007 7.00,"270,527919","90,892577","1,384118","5,473334",
18/04/2007 8.00,"138,96563","67,120735","1,181534","20,711192",
18/04/2007 9.00,"55,596082","38,416991","0,529271","56,882317",
18/04/2007 10.00,"35,578571","26,185852","0,407942","70,83782",
18/04/2007 11.00,"52,41593","33,378663","0,394557","70,07681",
18/04/2007 12.00,"58,602473","39,294373","0,497909","69,267042",
18/04/2007 13.00,"59,746424","39,252824","0,445718","68,701039",
18/04/2007 14.00,"30,906905","20,854203","0,292314","87,792709",
18/04/2007 15.00,"31,957435","24,285765","0,331121","87,253762",
18/04/2007 16.00,"26,696911","19,95866","0,369056","85,551645",
18/04/2007 17.00,"43,933706","34,217092","0,53521","73,501386",
18/04/2007 18.00,"37,760106","31,076232","0,700732","69,678707",
18/04/2007 19.00,"36,857412","31,613562","0,672696","60,600697",
18/04/2007 20.00,"27,394696","23,122886","0,518896","67,346912",
18/04/2007 21.00,"23,783902","22,06121","0,68901","64,549305",
18/04/2007 22.00,"49,658558","48,675389","1,752541","28,711281",
18/04/2007 23.00,"65,450514","58,339345","1,880601","17,983999",
19/04/2007 0.00,"99,771046","77,215582","2,669953","4,354835",
19/04/2007 1.00,"78,495495","72,112362","2,073049","3,975682",
19/04/2007 2.00,"37,308761","37,438392","0,854689","38,542182",
19/04/2007 3.00,"12,427609","13,900205","0,507095","39,296414",
19/04/2007 4.00,"41,15819","21,741944","0,273228","28,770872",
19/04/2007 5.00,"105,903152","56,50933","0,375788","12,640667",
19/04/2007 6.00,"380,179202","127,835209","0,887873","4,683885",
19/04/2007 7.00,"546,586506","160,736218","2,524708","6,826096",
19/04/2007 8.00,"215,45066","93,498689","1,655446","19,266352",
19/04/2007 9.00,"52,537819","37,840734","0,635473","65,91831",
19/04/2007 10.00,"25,350653","20,368803","0,416574","80,863695",
19/04/2007 11.00,"27,79157","21,77049","0,510026","84,953124",
19/04/2007 12.00,"56,314632","41,062052","0,886368","69,352361",
19/04/2007 13.00,"67,066536","42,50789","1,038109","73,837184",
19/04/2007 14.00,"47,25397","35,670691","0,907434","78,04713",
19/04/2007 15.00,"35,363279","28,971082","0,814377","85,187377",
19/04/2007 16.00,"27,249422","22,829547","0,549862","92,009421",
19/04/2007 17.00,"35,913228","28,257256","0,450945","83,502863",
19/04/2007 18.00,"25,135361","19,797726","0,443818","88,257167",
19/04/2007 19.00,"28,170279","23,499263","0,482386","78,089109",
19/04/2007 20.00,"35,576011","29,420153","0,481674","74,669974",
19/04/2007 21.00,"23,786504","22,349347","0,403586","67,754491",
19/04/2007 22.00,"18,951393","18,86327","0,566968","71,244066",
19/04/2007 23.00,"33,50084","32,706366","0,839641","35,053965",
20/04/2007 0.00,"32,439927","32,631088","0,833861","39,277461",
20/04/2007 1.00,"36,896302","36,952992","1,41556","37,892192",
20/04/2007 2.00,,,"1,180821","39,475165",
20/04/2007 3.00,"54,365577","50,104111",,"26,375457",
20/04/2007 4.00,"74,311449","46,770121","1,031797",,
20/04/2007 5.00,"304,145666","101,039333","0,919096","5,884985",
20/04/2007 6.00,"191,041735","83,627073","1,125676","5,519375",
20/04/2007 7.00,"153,883436","69,7684","1,447252","14,80995",
20/04/2007 8.00,"92,168187","56,306868","1,093171","24,356456",
20/04/2007 9.00,"80,46688","52,613134","0,939184","38,773722",
20/04/2007 10.00,"53,199296","38,562362","0,860016","64,316406",
20/04/2007 11.00,"43,342285","32,693384","0,765109","77,875167",
20/04/2007 12.00,"54,527391","38,061398","0,821974","82,796031",
20/04/2007 13.00,"58,130381","41,607165","0,645288","88,121765",
20/04/2007 14.00,"33,101386","26,520701","0,386509","77,139866",
20/04/2007 15.00,"34,188242","25,58623","0,480467","84,559076","1,682193"
20/04/2007 16.00,"33,959968","26,258527","0,545478","78,030897","2,363081"
20/04/2007 17.00,"40,712024","31,120362","0,575769","75,44316","2,45859"
20/04/2007 18.00,"67,030228","49,599457","0,847362","56,324416","2,825662"
20/04/2007 19.00,"64,7294","52,527458","1,323399","38,056042","2,659732"
20/04/2007 20.00,"65,214475","51,670882","1,529031","28,020692","3,138158"
20/04/2007 21.00,"51,795944","45,023163","1,22604","26,246799","3,269318"
20/04/2007 22.00,"43,754722","38,783008","0,996444","21,033464","2,560261"
20/04/2007 23.00,"42,283955","36,153508","0,752375","15,852623","2,797054"
21/04/2007 0.00,"29,482809","28,594705","0,541603","24,536566","2,333153"
21/04/2007 1.00,"39,547347","28,348114","1,069017","31,017342","1,580523"
21/04/2007 2.00,"22,751519","23,473298","0,678506","20,157341","2,979269"
21/04/2007 3.00,"13,745337","14,660765","0,629867","23,793147","1,940552"
21/04/2007 4.00,"27,49844","17,51608","0,619664","23,252862","2,25921"
21/04/2007 5.00,"72,254443","34,658365","0,608749","9,343395","2,45727"
21/04/2007 6.00,"148,124855","67,689214","1,1445","7,230975","1,877172"
21/04/2007 7.00,"257,724411","82,279898","1,79311","6,390071","2,821701"
21/04/2007 8.00,"196,997173","88,603128","1,815967","25,351741","3,304528"
21/04/2007 9.00,"69,857616","49,368451","0,979757","50,591105","3,510071"
21/04/2007 10.00,"68,513978","47,001127","0,905175","67,776172","3,17601"
21/04/2007 11.00,"59,209477","40,722023","0,90312","72,885247","2,844589"
21/04/2007 12.00,"62,508979","41,962795","0,901933","72,305683","2,874957"
21/04/2007 13.00,"63,294941","43,19577","0,856535","77,93745","2,778128"
21/04/2007 14.00,"37,259488","26,105396","0,538044","92,133987","2,184387"
21/04/2007 15.00,"29,596956","22,982698","0,643153","95,44074","2,154457"
21/04/2007 16.00,"33,412659","25,913298","0,652328","96,1977","2,400053"
21/04/2007 17.00,"34,048148","27,540829","0,641413","90,907165","2,018896"
21/04/2007 18.00,"44,634051","35,465628","0,846888","81,516379","2,527251"
21/04/2007 19.00,"52,916548","45,256791","0,924869","65,633966","3,660597"
21/04/2007 20.00,"88,741599","67,395897","1,174158","39,058089","3,416323"
21/04/2007 21.00,"96,544181","68,678181","1,16277","32,571885","3,202857"
21/04/2007 22.00,"56,781542","47,099767","0,891019","23,288073","3,198016"
21/04/2007 23.00,"43,596485","38,69215","0,72501","19,019893","3,574331"
22/04/2007 0.00,"45,038727","39,829081","0,740512","14,957552","2,840187"
22/04/2007 1.00,"37,705633","34,793331","0,733553","13,187728","2,245565"
22/04/2007 2.00,,,"0,661897","14,930468","2,450668"
22/04/2007 3.00,"58,591937","57,319387",,"14,778807","2,377606"
22/04/2007 4.00,"26,237782","26,689435","0,334922",,"1,878493"
22/04/2007 5.00,"21,23406","21,23578","0,310616","63,999543","1,47621"
22/04/2007 6.00,"62,926616","41,796663","0,537185","23,713249","1,385103"
22/04/2007 7.00,"46,857076","34,689509","0,507275","33,382993","2,740716"
22/04/2007 8.00,"15,013779","15,442074","0,422125","93,911956","2,761403"
22/04/2007 9.00,"21,270368","19,148795","0,51856","102,901822","2,301462"
22/04/2007 10.00,"29,220827","24,898368","0,520376","99,907968","2,386409"
22/04/2007 11.00,"26,367493","22,320784","0,558256","102,970909","1,783424"
22/04/2007 12.00,"33,651295","27,631688","0,635199","104,345386","2,827423"
22/04/2007 13.00,"26,087346","21,204634","0,494491","107,198533","2,730153"
22/04/2007 14.00,"11,81025","10,959231","0,311721","113,255413","1,657546"
22/04/2007 15.00,"14,183715","12,29863","0,365225","103,72516","1,646102"
22/04/2007 16.00,"9,566486","9,349871","0,334527","103,390717","2,071712"
22/04/2007 17.00,"17,88528","15,566669","0,358202","99,153716","1,595047"
22/04/2007 18.00,"19,052558","17,381099","0,361043","100,80304","2,016255"
22/04/2007 19.00,"23,093919","21,529081","0,443038","92,412951","1,723566"
22/04/2007 20.00,"32,587764","29,931518","0,552179","77,642246","2,346797"
22/04/2007 21.00,"37,072722","32,805006","0,472947","73,566363","1,832719"
22/04/2007 22.00,"28,118406","26,660869","0,421967","78,642942","1,540911"
22/04/2007 23.00,"29,420554","28,509048","0,488335","76,623962","2,52505"
23/04/2007 0.00,"19,662127","20,114412","0,428517","92,402113","1,80191"
23/04/2007 1.00,"15,273172","15,906712","0,395214","98,132731","1,566438"
23/04/2007 2.00,"8,183911","9,077317","0,354177","102,845065","1,921186"
23/04/2007 3.00,"3,001199","4,145403","0,2972","107,002164","0,863544"
23/04/2007 4.00,"3,390291","4,820297","0,314798","107,72118","0,62367"
23/04/2007 5.00,"13,867254","13,407014","0,338947","101,587078","1,829639"
23/04/2007 6.00,"33,755058","30,320878","0,562596","80,9639","2,770646"
23/04/2007 7.00,"73,987193","57,913638","0,808815","55,861298","2,610877"
23/04/2007 8.00,"82,305994","57,615117","0,952207","62,029299","2,91501"
23/04/2007 9.00,"56,05005","42,972542","0,677182","82,078332","3,098105"
23/04/2007 10.00,"48,670265","37,643473","0,619889","90,021582","2,658412"
23/04/2007 11.00,"52,965821","39,707094","0,665345","89,902405","2,412376"
23/04/2007 12.00,"64,874655","46,004362","0,755309","85,714141","2,52329"
23/04/2007 13.00,"71,694148","48,72988","0,788928","81,987595","2,760522"
23/04/2007 14.00,"60,407879","41,324228","0,531029","93,057514","2,308945"
23/04/2007 15.00,"43,676906","32,322185","0,596373","96,924859","2,911928"
23/04/2007 16.00,"47,554861","36,903683","0,604106","90,094702","2,559381"
23/04/2007 17.00,"46,99197","38,310569","0,724612","82,454769","2,48896"
23/04/2007 18.00,"60,099206","48,545601","0,815523","73,337536","2,613078"
23/04/2007 19.00,"90,684458","67,650287","1,141843","46,846948","2,799254"
23/04/2007 20.00,"59,349548","52,008311","0,942815","46,669575","3,412802"
23/04/2007 21.00,"41,459081","38,840099","0,758072","50,936381","3,01492"
23/04/2007 22.00,"26,683948","26,933426","0,544129","88,506322","2,034301"
23/04/2007 23.00,"20,398802","20,893131","0,436882","98,093454","2,453309"
24/04/2007 0.00,"12,544339","12,781435","0,381561","90,771739","2,418538"
24/04/2007 1.00,"13,483347","14,416762","0,35757","69,90484","1,576561"
24/04/2007 2.00,,,"0,323794","65,1167","1,945394"
24/04/2007 3.00,"31,234698","32,190793",,"50,6412","1,698919"
24/04/2007 4.00,"44,468072","31,491557","0,24444",,"2,101201"
24/04/2007 5.00,"105,817553","55,715046","0,38627","8,318332","2,376286"
24/04/2007 6.00,"140,96298","67,767088","0,798762","4,13276","2,011854"
24/04/2007 7.00,"369,751544","131,796228","1,981985","7,753665","3,145199"
24/04/2007 8.00,"242,274675","104,761593","1,94513","29,35044","4,082246"
24/04/2007 9.00,"48,120334","40,610401","0,638979","83,114234","2,774607"
24/04/2007 10.00,"54,179806","43,309974","0,787422","86,223279","2,52373"
24/04/2007 11.00,"58,773693","45,685077","0,814355","81,234706","1,952876"
24/04/2007 12.00,"69,476323","53,275048","0,952561","78,576588","2,52417"
24/04/2007 13.00,"76,876855","59,019425","0,98233","77,184554","2,735435"
24/04/2007 14.00,"58,636221","44,340483","0,57779","96,618825","2,690101"
24/04/2007 15.00,"38,297054","30,069086","0,573459","103,033192","2,525931"
24/04/2007 16.00,"72,132514","45,178916","0,588422","91,74672","2,108683"
24/04/2007 17.00,"56,864541","45,402158","0,603935","74,691625","2,209034"
24/04/2007 18.00,"64,402562","51,1699","0,744976","66,677965","2,91501"
24/04/2007 19.00,"50,755778","44,773973","0,809315","61,818067","3,125393"
24/04/2007 20.00,"62,81767","51,016747","0,871134","54,719776","3,228385"
24/04/2007 21.00,"71,722696","59,850053","0,760805","37,863764","3,029004"
24/04/2007 22.00,"38,712091","37,285261","0,528098","38,349884","3,046169"
24/04/2007 23.00,"29,127446","28,018448","0,435725","58,354249","2,709027"
25/04/2007 0.00,"32,95611","31,444826","0,375718","47,250497","2,701544"
25/04/2007 1.00,"20,803459","20,763345","0,25263","44,849635","2,323469"
25/04/2007 2.00,"13,281019","14,126041","0,212783","45,472532","2,054547"
25/04/2007 3.00,"11,623485","12,576371","0,198922","43,421056","1,767139"
25/04/2007 4.00,"8,502966","9,676934","0,184748","43,936963","2,088437"
25/04/2007 5.00,"13,792028","14,164967","0,199553","74,576535","2,147416"
25/04/2007 6.00,"22,354645","21,025517","0,302952","62,141696","1,751294"
25/04/2007 7.00,"19,016243","18,219525","0,381781","68,944768","2,333592"
25/04/2007 8.00,"18,240651","17,212381","0,361936","67,567634","2,473115"
25/04/2007 9.00,"28,248097","24,124831","0,449033","73,422825","2,599873"
25/04/2007 10.00,"30,027538","24,581685","0,517389","77,581318","2,690981"
25/04/2007 11.00,"32,185709","26,450627","0,4247","71,987458","2,404894"
25/04/2007 12.00,"30,535958","24,675143","0,485652","79,175109","2,944058"
25/04/2007 13.00,"20,852749","17,965137","0,286335","88,958588","2,506565"
25/04/2007 14.00,"13,41331","12,47514","0,245465","83,890129","2,041343"
25/04/2007 15.00,"10,248695","9,230467","0,192781","93,792793","2,171622"
25/04/2007 16.00,"9,327841","8,950125","0,20034","96,389983","2,352518"
25/04/2007 17.00,"10,118996","9,936509","0,229872","95,557208","2,346797"
25/04/2007 18.00,"24,912288","21,365548","0,322324","87,89968","1,972242"
25/04/2007 19.00,"31,412726","27,6862","0,417455","75,231913","2,496002"
25/04/2007 20.00,"44,255362","37,874501","0,545581","56,520762","2,440985"
25/04/2007 21.00,"41,466863","36,869935","0,488723","45,30192","2,841067"
25/04/2007 22.00,"36,63952","32,903646","0,432811","36,192792","2,514927"
25/04/2007 23.00,"36,618777","30,554486","0,393358","33,227263","2,969146"
26/04/2007 0.00,"16,920329","16,399905","0,265704","24,907574","2,224879"
26/04/2007 1.00,"14,033265","14,258417","0,213965","14,702977","2,507004"
26/04/2007 2.00,,,"0,197505","18,482315","2,175584"
26/04/2007 3.00,"29,069226","29,902972",,"53,590446","1,731048"
26/04/2007 4.00,"19,029211","17,869095","0,216658",,"1,105617"
26/04/2007 5.00,"20,761968","19,590064","0,235652","53,717729","1,739851"
26/04/2007 6.00,"89,177361","54,344487","0,610885","26,646278","1,366177"
26/04/2007 7.00,"117,194603","63,946152","1,206637","15,296078","2,792212"
26/04/2007 8.00,"107,184575","59,240066","1,30602","24,788414","3,282962"
26/04/2007 9.00,"85,089314","51,117987","0,947261","42,492125","3,304968"
26/04/2007 10.00,"49,323941","36,348188","0,535696","55,744848","3,086662"
26/04/2007 11.00,,,,,
26/04/2007 12.00,,,"0,595038","37,702626","1,088893"
26/04/2007 13.00,"90,456166","56,029131","0,896668","35,936853","2,65533"
26/04/2007 14.00,"44,37209","32,197602","0,64304","65,258861","2,114845"
26/04/2007 15.00,"33,355586","25,87695","0,657464","68,48031","2,267572"
26/04/2007 16.00,"32,95611","25,046319","0,684891","61,419945","1,271548"
26/04/2007 17.00,"56,39243","40,293715","0,805161","49,820598","2,381127"
26/04/2007 18.00,"65,510184","44,125038","1,155723","41,064901","2,794853"
26/04/2007 19.00,"82,878623",,"1,24659","40,338739","2,207273"
26/04/2007 20.00,,,,,
26/04/2007 21.00,,,,,
26/04/2007 22.00,,,,,
26/04/2007 23.00,,,,,
27/04/2007 0.00,,,,,
27/04/2007 1.00,,,,,
27/04/2007 2.00,,,,,
27/04/2007 3.00,,,,,
27/04/2007 4.00,,,,,
27/04/2007 5.00,,,,,
27/04/2007 6.00,,,,,
27/04/2007 7.00,,,,,
27/04/2007 8.00,,,,,
27/04/2007 9.00,,,,,
27/04/2007 10.00,,,,,
