NetC,Provincia di TARANTO,,,,
Stat,Talsano,,,,
Parm,SO2,NOX,NO,NO2,PM10
PtId,1,2,3,4,5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3
Field,Aver,Aver,Aver,Aver,Aver
17/07/2007 1.00,,"26,77993","1,187624","24,976245",
17/07/2007 2.00,"3,327962",,,,"40,04884"
17/07/2007 3.00,"1,678571","14,782916","1,106419","13,095523",
17/07/2007 4.00,"1,513803","14,847765","1,165632","13,069564","30,28083"
17/07/2007 5.00,"1,512087","18,598616","1,174937","16,808742",
17/07/2007 6.00,"1,822743","20,505166","2,431924","16,787972","36,141621"
17/07/2007 7.00,"3,887486","24,100377","2,687382","19,993706",
17/07/2007 8.00,"3,513327","29,582693","3,143315","24,780265","56,16605"
17/07/2007 9.00,"9,841432","36,241328","3,715135","30,566168",
17/07/2007 10.00,"21,340829","30,041821","2,263593","26,589495","67,399261"
17/07/2007 11.00,"7,653113","10,93998","1,11657","9,23436",
17/07/2007 12.00,"6,424221","10,55867","0,91102","9,168168","54,21244"
17/07/2007 13.00,"3,932111","11,827112","1,018447","10,272652",
17/07/2007 14.00,"3,152897","7,141142","0,500765","6,377743","43,956032"
17/07/2007 15.00,"2,833661","5,949222","0,722387","4,844956",
17/07/2007 16.00,"3,346843","7,565252","0,769757","6,389426","32,234421"
17/07/2007 17.00,"2,799334","7,995848","0,892411","6,632125",
17/07/2007 18.00,"2,761575","8,338251","0,775679","7,153872","29,79241"
17/07/2007 19.00,"4,05397","15,354882","1,023523","13,79508",
17/07/2007 20.00,"3,381169","23,506356","0,808668","22,281855","38,58363"
17/07/2007 21.00,"6,628464","32,923682","1,093731","31,268311",
17/07/2007 22.00,"10,040527","39,226993","1,193546","37,422831","39,56044"
17/07/2007 23.00,"8,185175","42,780692","1,023523","41,239869",
18/07/2007 0.00,"6,24229","33,054673","0,93555","31,642106","52,25885"
18/07/2007 1.00,"3,775925","27,663159","1,031981","26,098895",
18/07/2007 2.00,"3,252444","22,560872","1,185933","20,756843","45,909641"
18/07/2007 3.00,"2,179739","21,125114","0,937243","19,701687",
18/07/2007 4.00,"1,522385","27,621669","1,155481","25,867867","42,97924"
18/07/2007 5.00,"1,508654","25,960236","0,977","24,479163",
18/07/2007 6.00,"1,503505","21,957771","2,184926","18,620571","37,606831"
18/07/2007 7.00,"2,5436","34,061131","4,423988","27,29684",
18/07/2007 8.00,"1,833041","17,4054","1,684161","14,833382","45,421242"
18/07/2007 9.00,"1,863934","18,588241","1,602956","16,141631",
18/07/2007 10.00,"6,542647","21,475296","1,286594","19,516089","53,724041"
18/07/2007 11.00,"3,909798","17,161568","1,184241","15,356415",
18/07/2007 12.00,"20,206335","19,804801","1,349189","17,748397","54,700851"
18/07/2007 13.00,"16,248486","19,213381","1,619873","16,74125",
18/07/2007 14.00,"16,25707","11,842676","1,229073","9,965063","42,002441"
18/07/2007 15.00,"5,037426","7,058136","0,86788","5,731403",
18/07/2007 16.00,"3,631754","7,635289","0,671634","6,610063","27,83882"
18/07/2007 17.00,"3,51161","10,645569","0,952469","9,19153",
18/07/2007 18.00,"4,419548","16,839919","1,124184","15,126695","24,42001"
18/07/2007 19.00,"6,571826","24,445378","1,24007","22,559592",
18/07/2007 20.00,"3,12372","23,960304","0,831506","22,701061","27,83882"
18/07/2007 21.00,"2,241527","31,957435","1,066663","30,342941",
18/07/2007 22.00,"2,871419","29,548965","0,941472","28,124868","39,072041"
18/07/2007 23.00,"3,303935","35,182997","1,158019","33,430573",
19/07/2007 0.00,"2,488678","28,763","0,986303","27,269574","44,932831"
19/07/2007 1.00,,"29,882284","1,114879","28,192362",
19/07/2007 2.00,"4,95259",,,,"47,37484"
19/07/2007 3.00,"3,640969","29,162474","1,180012","27,372115",
19/07/2007 4.00,"2,530877","27,102868","1,072585","25,475907","45,421242"
19/07/2007 5.00,"1,588726","22,834519","1,19693","21,013836",
19/07/2007 6.00,"2,891951","23,416875","1,409247","21,270808","60,073261"
19/07/2007 7.00,"2,596374","34,530623","3,078181","29,831578",
19/07/2007 8.00,"2,540953","27,03283","2,109642","23,814648","77,65567"
19/07/2007 9.00,"2,445227","19,895582","1,317046","17,888564",
19/07/2007 10.00,"1,261241","14,441811","1,152944","12,684102","60,561661"
19/07/2007 11.00,"1,264599","13,852986","1,043825","12,260992",
19/07/2007 12.00,"1,808729","13,881519","1,197776","12,053336","57,631241"
19/07/2007 13.00,"2,43851","10,423785","0,637798","9,452404",
19/07/2007 14.00,"2,524159","7,960829","0,578587","7,078595","52,25885"
19/07/2007 15.00,"2,514083","7,391459","0,497382","6,633424",
19/07/2007 16.00,"2,55103","7,748128","0,754531","6,595786","42,97924"
19/07/2007 17.00,"2,500647","7,797411","0,480463","7,065616",
19/07/2007 18.00,"2,737444","11,103401","0,439015","10,437488","43,46764"
19/07/2007 19.00,"3,200963","18,738688","0,698703","17,679605",
19/07/2007 20.00,"2,577901","33,822496","0,937243","32,407846","45,421242"
19/07/2007 21.00,"2,57958","42,948013","1,011681","41,425468",
19/07/2007 22.00,"2,414998","26,232601","0,861959","24,928216","52,25885"
19/07/2007 23.00,"1,954838","27,390796","0,496535","26,647887",
20/07/2007 0.00,"1,257882","35,203781","1,113187","33,520132","51,282051"
20/07/2007 1.00,"1,271317","29,578793","1,110649","27,895162",
20/07/2007 2.00,"1,261241","23,201565","0,741843","22,079393","63,492062"
20/07/2007 3.00,"1,259561","23,135428","0,793441","21,934024",
20/07/2007 4.00,"1,358646","22,776164","0,724925","21,679633","62,026852"
20/07/2007 5.00,"1,261241","21,808616","1,074275","20,175403",
20/07/2007 6.00,"1,419105","23,030364","2,322804","19,482343","64,95726"
20/07/2007 7.00,"3,029662","32,82382","5,131994","24,972345",
20/07/2007 8.00,"5,263282","39,16992","4,333478","32,548031","84,493271"
20/07/2007 9.00,"9,406395","28,826553","2,211148","25,453844",
20/07/2007 10.00,"8,541497","23,969386","1,380486","21,86783","77,65567"
20/07/2007 11.00,"7,15934","14,059205","1,084427","12,405057",
20/07/2007 12.00,"3,813949","12,400373","0,906791","11,017629","65,934052"
20/07/2007 13.00,"3,605701","8,906325","0,479617","8,176595",
20/07/2007 14.00,"2,529198","8,19688","0,681785","7,156467","58,119652"
20/07/2007 15.00,"2,49225","7,479652","0,401796","6,86834",
20/07/2007 16.00,"1,590405","8,685839","0,502457","7,920913","36,141621"
20/07/2007 17.00,"1,251164","9,473103","0,623419","8,523126",
20/07/2007 18.00,"1,884303","12,452253","0,841658","11,169483","46,398041"
20/07/2007 19.00,"2,618206","18,149862","0,650488","17,164359",
20/07/2007 20.00,"2,016976","38,337264","0,949931","36,906265","58,119652"
20/07/2007 21.00,"1,259561","37,090869","1,119108","35,399456",
20/07/2007 22.00,"1,264599","30,450357","1,048054","28,863359","64,468849"
20/07/2007 23.00,"1,055568","29,105401","0,681785","28,079439",
21/07/2007 0.00,"1,341852","25,097753","0,526142","24,307828","53,724041"
21/07/2007 1.00,,"27,445269","0,649641","26,46749",
21/07/2007 2.00,"6,173307",,,,"65,934052"
21/07/2007 3.00,"4,822118","24,738489","0,906791","23,364275",
21/07/2007 4.00,"4,050247","23,812449","1,057359","22,206579","63,492062"
21/07/2007 5.00,"3,069225","23,82153","1,195237","22,004117",
21/07/2007 6.00,"3,17546","23,61272","1,781437","20,895731","70,818062"
21/07/2007 7.00,"3,534007","27,938124","3,842864","22,06121",
21/07/2007 8.00,"6,724406","39,941623","4,447672","33,145035","88,40049"
21/07/2007 9.00,"33,03274","55,356145","5,498264","46,958298",
21/07/2007 10.00,"30,853236","39,184183","2,693304","35,078869","106,959702"
21/07/2007 11.00,"19,087615","29,205264","1,40671","27,067112",
21/07/2007 12.00,"22,158486","21,278151","1,195237","19,458978","91,81929"
21/07/2007 13.00,"28,388242","21,624452","1,345806","19,574501",
21/07/2007 14.00,"12,610535","13,340681","0,880568","11,998825","77,167259"
21/07/2007 15.00,"7,048093","9,574267","0,880568","8,229806",
21/07/2007 16.00,"4,571468","9,618364","0,914403","8,22202","53,724041"
21/07/2007 17.00,"3,253478","10,082681","0,713082","8,995552",
21/07/2007 18.00,"2,725618","10,677992","0,665713","9,663955","57,142841"
21/07/2007 19.00,"2,757156","19,236728","1,174937","17,447289",
21/07/2007 20.00,"2,6808","18,772411","0,742688","17,645862","55,67765"
21/07/2007 21.00,"2,257515","43,125695","1,288286","41,178875",
21/07/2007 22.00,"2,911531","106,587958","11,909234","88,388963","83,516472"
21/07/2007 23.00,"1,563662","49,240938","2,24583","45,829146",
22/07/2007 0.00,"1,839211","28,057433","0,691935","27,015201","88,88887"
22/07/2007 1.00,"2,391971","29,093718","0,506686","28,336431",
22/07/2007 2.00,"1,907268","33,97423","0,955006","32,532448","73,748459"
22/07/2007 3.00,"1,488964","36,273774","1,541205","33,934155",
22/07/2007 4.00,"1,689817","32,971675","0,926247","31,573315","61,53846"
22/07/2007 5.00,"1,495604","33,013183","1,173245","31,235865",
22/07/2007 6.00,"1,550382","34,928797","5,27072","26,865932","69,84127"
22/07/2007 7.00,"2,738897","26,329865","3,955367","20,279246",
22/07/2007 8.00,"3,846075","29,482809","2,102029","26,27801","81,562881"
22/07/2007 9.00,"5,383177","23,315712","1,102191","21,640704",
22/07/2007 10.00,"3,779677","17,192695","1,11657","15,491396","82,05127"
22/07/2007 11.00,"6,238044","14,209655","0,900869","12,83725",
22/07/2007 12.00,"4,450292","10,879024","0,827277","9,617232","77,167259"
22/07/2007 13.00,"1,62342","8,155376","0,759606","6,995532",
22/07/2007 14.00,"1,387376","6,478387","0,827277","5,213552","67,88765"
22/07/2007 15.00,"1,395454","5,755973","0,448319","5,072085",
22/07/2007 16.00,"1,503904","6,955674","0,519374","6,163596","58,608051"
22/07/2007 17.00,"1,466057","7,401834","0,570127","6,532191",
22/07/2007 18.00,"1,39955","9,032131","0,53037","8,224615","56,16605"
22/07/2007 19.00,"1,397889","10,205894","0,398413","9,601659",
22/07/2007 20.00,"1,487304","33,471012","0,922862","32,078196","59,096451"
22/07/2007 21.00,"1,980306","27,862906","0,91694","26,475272",
22/07/2007 22.00,"3,588784","29,465965","0,700395","28,411708","73,260071"
22/07/2007 23.00,"5,427995","25,34029","0,851808","24,050857",
23/07/2007 0.00,"3,72158","30,277858","1,055667","28,679062","68,864471"
23/07/2007 1.00,,"43,587423","0,946547","42,165257",
23/07/2007 2.00,"6,579535",,,,"69,84127"
23/07/2007 3.00,"5,217308","27,625551","0,967694","26,159907",
23/07/2007 4.00,"2,417268","14,1046","0,48131","13,375868","66,42247"
23/07/2007 5.00,"1,762691","15,819199","0,463546","15,118904",
23/07/2007 6.00,"1,271491","18,45076","1,126722","16,73476","62,515251"
23/07/2007 7.00,"2,459083","33,845821","3,297266","28,81015",
23/07/2007 8.00,"3,916198","40,656231","3,85809","34,764787","84,004883"
23/07/2007 9.00,"2,690678","22,612745","1,506524","20,316874",
23/07/2007 10.00,"1,163843","16,55329","0,974462","15,069592","83,516472"
23/07/2007 11.00,"1,033678","15,70766","1,358494","13,634141",
23/07/2007 12.00,"0,550465","11,642942","1,132643","9,913146","76,678871"
23/07/2007 13.00,"1,19834","10,915338","0,74861","9,774276",
23/07/2007 14.00,"2,085958","8,148892","0,583662","7,258999","78,144081"
23/07/2007 15.00,"1,73535","7,167082","0,637798","6,193446",
23/07/2007 16.00,"1,767516","8,298044","0,493152","7,547127","71,794861"
23/07/2007 17.00,"1,612343","9,928341","0,428865","9,27719",
23/07/2007 18.00,"1,604301","13,391263","0,40095","12,785332","75,702072"
23/07/2007 19.00,"0,662055","13,366621","0,439861","12,700975",
23/07/2007 20.00,"0,540253","23,955121","0,7816","22,772455","74,725273"
23/07/2007 21.00,"0,598661","23,329975","0,521912","22,545327",
23/07/2007 22.00,"1,483063","38,6628","0,779907","37,492923","79,609283"
23/07/2007 23.00,"1,698413","26,638556","0,636953","25,67969",
24/07/2007 0.00,"1,715273","30,838151","0,832353","29,582387","84,004883"
24/07/2007 1.00,"2,808083","27,148258","0,532909","26,349386",
24/07/2007 2.00,"7,91442","23,947321","0,724079","22,85293","84,004883"
24/07/2007 3.00,"11,825787","26,81494","0,953314","25,370787",
24/07/2007 4.00,"10,285043","27,895314","1,035365","26,326021","82,05127"
24/07/2007 5.00,"9,212314","24,411651","1,186779","22,607621",
24/07/2007 6.00,"9,085259","22,284609","1,372875","20,193568","87,912071"
24/07/2007 7.00,"11,748587","24,079612","2,13248","20,824337",
24/07/2007 8.00,"10,627609","37,710834","4,939978","30,157344","87,423691"
24/07/2007 9.00,"6,003766","22,717791","1,503987","20,425895",
24/07/2007 10.00,"2,323986","19,795719","1,22146","17,935291","95,726479"
24/07/2007 11.00,"1,804507","10,789533","1,22569","8,916383",
24/07/2007 12.00,"1,590711","9,584641","0,918632","8,181787","77,167259"
24/07/2007 13.00,"0,814225","9,17869","0,878876","7,836552",
24/07/2007 14.00,"0,552851","7,812975","0,719849","6,713892","79,12088"
24/07/2007 15.00,"3,408084","10,67021","1,441391","8,467319",
24/07/2007 16.00,"6,869028","25,752727","2,982597","21,194233","81,074471"
24/07/2007 17.00,"7,82114","37,655062","2,765204","33,438373",
24/07/2007 18.00,"9,242871","51,772619","3,307417","46,733772","81,074471"
24/07/2007 19.00,"7,454448","56,013701","3,082412","51,323049",
24/07/2007 20.00,"4,194433","52,530058","3,18138","47,685108","85,958481"
24/07/2007 21.00,"2,044143","52,649365","2,994439","48,091349",
24/07/2007 22.00,"0,97527","57,247154","3,184763","52,400271","84,493271"
24/07/2007 23.00,0,"48,116454","2,815111","43,830438",
25/07/2007 0.00,0,"48,873894","3,294728","43,852502","76,19046"
25/07/2007 1.00,,"52,449638","2,569804","48,543001",
25/07/2007 2.00,,,,,"77,167259"
25/07/2007 3.00,,,,,
25/07/2007 4.00,,,,,"75,702072"
25/07/2007 5.00,,,,,
25/07/2007 6.00,,,,,"81,562881"
25/07/2007 7.00,,,,,
25/07/2007 8.00,,,,,"108,9133"
25/07/2007 9.00,,,,,
25/07/2007 10.00,,,,,"114,774101"
25/07/2007 11.00,,,,,
25/07/2007 12.00,,,,,"78,632462"
25/07/2007 13.00,,,,,
25/07/2007 14.00,,,,,"59,096451"
25/07/2007 15.00,,,,,
25/07/2007 16.00,,,,,"52,74725"
25/07/2007 17.00,,,,,
25/07/2007 18.00,,,,,"45,421242"
25/07/2007 19.00,,,,,
25/07/2007 20.00,,,,,"36,141621"
25/07/2007 21.00,,,,,
25/07/2007 22.00,,,,,"38,58363"
25/07/2007 23.00,,,,,
26/07/2007 0.00,,,,,"33,211231"
26/07/2007 1.00,,,,,
26/07/2007 2.00,,,,,"31,746031"
26/07/2007 3.00,,,,,
26/07/2007 4.00,,,,,"21,001221"
26/07/2007 5.00,,,,,
26/07/2007 6.00,,,,,"21,97802"
26/07/2007 7.00,,,,,
26/07/2007 8.00,,,,,"34,67643"
26/07/2007 9.00,,,,,
26/07/2007 10.00,,,,,"30,76923"
26/07/2007 11.00,,,,,
26/07/2007 12.00,,,,,"57,142841"
26/07/2007 13.00,,,,,
26/07/2007 14.00,,,,,"71,794861"
26/07/2007 15.00,,"2,15687","0,127729","4,380319",
26/07/2007 16.00,,"4,191823","0,362886","3,696339","52,74725"
26/07/2007 17.00,,"2,879285","0,030452","3,680766",
26/07/2007 18.00,,"2,671767","0,06175","3,358892","49,328442"
26/07/2007 19.00,,"3,268376","0,081205","3,872851",
26/07/2007 20.00,"0,326483","4,944067","0,022839","5,789807","30,28083"
26/07/2007 21.00,"1,679704","26,616511","0,275759","26,510318",
26/07/2007 22.00,"0,561777","12,814109","0,319744","12,472548","28,81562"
26/07/2007 23.00,"2,685906","17,839886","0,328204","17,514778",
27/07/2007 0.00,"2,711692","7,610647","0,156489","7,919614","32,722832"
27/07/2007 1.00,,"4,375992","0,166639","4,642489",
27/07/2007 2.00,"3,041447",,,,"23,44322"
27/07/2007 3.00,"7,157619",,,,
27/07/2007 4.00,"6,502562",,,,"17,582411"
27/07/2007 5.00,"4,619468",,,,
27/07/2007 6.00,"4,854855",,,,"19,53602"
27/07/2007 7.00,"7,019793",,,,
27/07/2007 8.00,"7,261376",,,,"21,001221"
27/07/2007 9.00,"3,197855",,,,
27/07/2007 10.00,"3,907112",,,,"24,908421"
27/07/2007 11.00,"4,260194",,,,
27/07/2007 12.00,"6,431327",,,,"31,746031"
27/07/2007 13.00,"4,591593",,,,
27/07/2007 14.00,"4,377887",,,,"35,653221"
27/07/2007 15.00,"4,50642",,,,
27/07/2007 16.00,"2,892781",,,,"23,93162"
27/07/2007 17.00,"1,317857",,,,
27/07/2007 18.00,"2,053441",,,,"28,81562"
27/07/2007 19.00,"2,578416",,,,
27/07/2007 20.00,"3,265994",,,,"30,76923"
27/07/2007 21.00,"4,709287",,,,
27/07/2007 22.00,"3,086356",,,,"37,118431"
27/07/2007 23.00,"2,497889",,,,
28/07/2007 0.00,"2,07667",,,,"25,88522"
28/07/2007 1.00,"2,281085",,,,
28/07/2007 2.00,"2,747213",,,,"37,118431"
28/07/2007 3.00,"3,348069",,,,
28/07/2007 4.00,"2,666686",,,,"30,28083"
28/07/2007 5.00,"1,827346",,,,
28/07/2007 6.00,"1,983754",,,,"36,630032"
28/07/2007 7.00,"2,406522",,,,
28/07/2007 8.00,"2,470014",,,,"42,002441"
28/07/2007 9.00,"5,18006",,,,
28/07/2007 10.00,"5,368989",,,,"36,141621"
28/07/2007 11.00,"28,777591",,,,
28/07/2007 12.00,"13,87853",,,,"40,537231"
28/07/2007 13.00,"2,482403",,,,
28/07/2007 14.00,"2,476209",,,,"34,67643"
28/07/2007 15.00,"5,51146",,,,
28/07/2007 16.00,"4,247804",,,,"21,97802"
28/07/2007 17.00,"2,487049",,,,
28/07/2007 18.00,"2,426653",,,,"31,25762"
28/07/2007 19.00,"2,386389",,,,
28/07/2007 20.00,"2,462271",,,,"29,79241"
28/07/2007 21.00,"2,106094",,,,
28/07/2007 22.00,"3,19166",,,,"31,746031"
28/07/2007 23.00,"2,826191",,,,
29/07/2007 0.00,"2,46382",,,,"39,56044"
29/07/2007 1.00,,,,,
29/07/2007 2.00,"1,678659",,,,"44,444431"
29/07/2007 3.00,"0,875541",,,,
29/07/2007 4.00,"0,427899",,,,"26,37361"
29/07/2007 5.00,"0,326275",,,,
29/07/2007 6.00,"0,579919",,,,"44,444431"
29/07/2007 7.00,"1,539939",,,,
29/07/2007 8.00,"4,987661",,,,"60,073261"
29/07/2007 9.00,"12,673335",,,,
29/07/2007 10.00,"5,790363",,,,"74,23687"
29/07/2007 11.00,"4,406287",,,,
29/07/2007 12.00,"7,244578",,,,"58,608051"
29/07/2007 13.00,"6,423172",,,,
29/07/2007 14.00,"3,104818",,,,"56,654442"
29/07/2007 15.00,"3,014417",,,,
29/07/2007 16.00,"3,165606",,,,"45,909641"
29/07/2007 17.00,"3,751656",,,,
29/07/2007 18.00,"3,151578",,,,"61,53846"
29/07/2007 19.00,"3,991687",,,,
29/07/2007 20.00,"5,662554",,,,"77,167259"
29/07/2007 21.00,"4,41408",,,,
29/07/2007 22.00,"3,000389",,,,"89,377281"
29/07/2007 23.00,"1,672424",,,,
30/07/2007 0.00,"1,201714",,,,"96,7033"
30/07/2007 1.00,"0,416572",,,,
30/07/2007 2.00,"0,477152",,,,"88,88887"
30/07/2007 3.00,"0,128016",,,,
30/07/2007 4.00,"1,040758",,,,"74,725273"
30/07/2007 5.00,"1,048759",,,,
30/07/2007 6.00,"1,201714",,,,"76,19046"
30/07/2007 7.00,"1,352902",,,,
30/07/2007 8.00,"2,783737",,,,"84,981682"
30/07/2007 9.00,"3,647226",,,,
30/07/2007 10.00,"4,808417",,,,"73,748459"
30/07/2007 11.00,"8,179765",,,,
30/07/2007 12.00,"5,237043",,,,"66,910851"
30/07/2007 13.00,"2,880374",,,,
30/07/2007 14.00,"2,457981",,,,"57,631241"
30/07/2007 15.00,"1,606962",,,,
30/07/2007 16.00,"1,22821",,,,"31,25762"
30/07/2007 17.00,"0,678737",,,,
30/07/2007 18.00,"0,75033",,,,"31,746031"
30/07/2007 19.00,"0,562669",,,,
30/07/2007 20.00,"0,573269",,,,"33,211231"
30/07/2007 21.00,"0,097986",,,,
30/07/2007 22.00,"0,748356",,,,"31,746031"
30/07/2007 23.00,"0,109623",,,,
31/07/2007 0.00,"0,172489",,,,"25,39682"
31/07/2007 1.00,,,,,
31/07/2007 2.00,"1,229001",,,,"35,164822"
31/07/2007 3.00,"0,044075",,,,
31/07/2007 4.00,"0,744889",,,,"25,88522"
31/07/2007 5.00,"3,671622",,,,
31/07/2007 6.00,"1,838141",,,,"33,699631"
31/07/2007 7.00,"1,050158",,,,
31/07/2007 8.00,"2,66471",,,,"41,514042"
31/07/2007 9.00,"2,490736",,,,
31/07/2007 10.00,"9,168958",,,,"38,58363"
31/07/2007 11.00,,,,,
31/07/2007 12.00,"0,549628",,,,"40,537231"
31/07/2007 13.00,"0,678645","4,50958","0,443245","3,832616",
31/07/2007 14.00,"0,039258","4,386369","0,437323","3,718404","50,305241"
31/07/2007 15.00,"0,038222","3,879251","0,440707","3,205743",
31/07/2007 16.00,"0,038947","3,859796","0,43394","3,196659","45,909641"
31/07/2007 17.00,"0,037756","3,706754","0,416176","3,070765",
31/07/2007 18.00,"0,044127","3,657469","0,420406","3,014956","41,025631"
31/07/2007 19.00,"0,030609","3,884438","0,450011","3,196659",
31/07/2007 20.00,"0,040657","4,879219","0,42971","4,223275","28,81562"
31/07/2007 21.00,"0,041019","5,453779","0,437323","4,786552",
31/07/2007 22.00,"0,036047","4,002464","0,436477","3,335532","26,37361"
31/07/2007 23.00,"0,156829","4,386369","0,442398","3,710616",
01/08/2007 0.00,"1,744602","8,155376","0,44409","7,479639","24,908421"
01/08/2007 1.00,"6,274233","15,884049","0,510916","15,111122",
01/08/2007 2.00,"8,471303","14,794589","0,458471","14,101374","25,39682"
01/08/2007 3.00,"8,811585","18,048699","0,463546","17,349953",
01/08/2007 4.00,"4,919321","20,436412","0,759606","19,285063","24,42001"
01/08/2007 5.00,"6,852246","16,567554","0,574357","15,697764",
01/08/2007 6.00,"6,062916","12,314775","0,752839","11,168183","27,83882"
01/08/2007 7.00,"6,901968","14,793293","1,429548","12,610122",
01/08/2007 8.00,"6,23228","13,788137","1,705307","11,181161","24,42001"
01/08/2007 9.00,"2,907153","7,593787","1,260372","5,665212",
01/08/2007 10.00,"1,993521","7,586005","1,206234","5,740487","30,28083"
01/08/2007 11.00,"1,085896","5,398008","0,548981","4,559424",
01/08/2007 12.00,"0,908763","4,938879","0,528679","4,131126","27,83882"
01/08/2007 13.00,"0,746961","5,775427","0,846733","4,480256",
01/08/2007 14.00,"1,52272","6,412242","1,001531","4,879999","38,58363"
01/08/2007 15.00,"1,300372","5,968677","0,938935","4,53217",
01/08/2007 16.00,"0,037135","3,981711","0,620036","3,033126","36,141621"
01/08/2007 17.00,"0,164909","4,303361","0,53883","3,479595",
01/08/2007 18.00,"0,038118","4,846794","0,559977","3,990958","42,97924"
01/08/2007 19.00,"0,036202","4,828637","0,427172","4,176552",
01/08/2007 20.00,"0,03786","5,447294","0,43817","4,778764","30,28083"
01/08/2007 21.00,"0,041951","5,697609","0,482155","4,961766",
01/08/2007 22.00,"0,031438","6,225477","0,425481","5,576956","28,81562"
01/08/2007 23.00,"0,530621","7,505592","0,441553","6,833297",
02/08/2007 0.00,"3,914015","15,478096","0,564206","14,623119","24,42001"
02/08/2007 1.00,,"9,048993","0,448319","8,36738",
02/08/2007 2.00,"2,363325",,,,"21,001221"
02/08/2007 3.00,"2,843448","9,867383","0,428019","9,217488",
02/08/2007 4.00,"1,166797","7,418695","0,437323","6,75283","14,16361"
02/08/2007 5.00,"0,093796","6,560099","0,448319","5,876765",
02/08/2007 6.00,"0,037808","8,137219","0,578587","7,255107","15,14041"
02/08/2007 7.00,"0,65192","10,505495","1,036211","8,922871",
02/08/2007 8.00,"6,238495","16,981289","1,8508","14,153291","21,001221"
02/08/2007 9.00,"4,628761","16,108425","1,713767","13,490077",
02/08/2007 10.00,"1,943799","9,285043","1,155481","7,518573","27,83882"
02/08/2007 11.00,"1,034672","7,601569","0,801901","6,376445",
02/08/2007 12.00,"0,474684","6,628837","0,439015","5,959828","28,327221"
02/08/2007 13.00,"2,580804","7,351251","1,136872","5,611999",
02/08/2007 14.00,"1,969955","7,392755","0,610731","6,460809","31,746031"
02/08/2007 15.00,"0,366125","6,202132","0,68686","5,152553",
02/08/2007 16.00,"0,655079","5,979053","0,45255","5,288829","20,02442"
02/08/2007 17.00,"0,792125","6,500437","0,44409","5,823552",
02/08/2007 18.00,"1,040939","6,434291","0,43394","5,772936","25,88522"
02/08/2007 19.00,"0,725207","6,819492","0,453395","6,128553",
02/08/2007 20.00,"0,037704","10,269445","0,428019","9,619828","28,81562"
02/08/2007 21.00,"0,034234","21,768406","0,459317","21,078728",
02/08/2007 22.00,"0,042676","12,057972","0,418714","11,423861","37,118431"
02/08/2007 23.00,"0,034544","16,247202","0,425481","15,605606",
03/08/2007 0.00,"0,030194","11,709088","0,455088","11,01893","30,28083"
03/08/2007 1.00,"0,026362","12,282349","0,419561","11,647102",
03/08/2007 2.00,"0,036306","11,591062","0,435632","10,930668","33,699631"
03/08/2007 3.00,"0,030505","10,727277","0,551518","9,888487",
03/08/2007 4.00,"0,022063","9,331731","0,418714","8,695745","29,79241"
03/08/2007 5.00,"0,020199","8,065884","0,440707","7,395275",
03/08/2007 6.00,"0,016417","16,688172","2,289815","13,186375","36,630032"
03/08/2007 7.00,"0,034338","19,611537","2,357486","16,007954",
03/08/2007 8.00,"0,119952","11,419862","0,977","9,928721","51,282051"
03/08/2007 9.00,"0,134195","6,330532","0,508378","5,554893",
03/08/2007 10.00,"0,045731","5,279984","0,627648","4,320617","34,18803"
03/08/2007 11.00,"0,533987","5,844167","0,466084","5,133085",
03/08/2007 12.00,"0,090481","6,566582","0,716466","5,471828","30,76923"
03/08/2007 13.00,"0,043919","5,269608","0,458471","4,569808",
03/08/2007 14.00,"0,041019","4,361725","0,428019","3,708022","33,699631"
03/08/2007 15.00,"0,039103","4,141239","0,43394","3,478297",
03/08/2007 16.00,"0,035218","4,491424","0,415331","3,857276","22,46641"
03/08/2007 17.00,"0,023409","5,251449","0,420406","4,610042",
03/08/2007 18.00,"0,016366","6,868778","0,43817","6,201234","31,746031"
03/08/2007 19.00,"0,006215","6,969941","0,462701","6,264828",
03/08/2007 20.00,"0,012741","7,102233","0,442398","6,42836","31,746031"
03/08/2007 21.00,"0,028226","9,169612","0,428019","8,519233",
03/08/2007 22.00,"0,010306","16,749131","0,469467","16,040402","31,746031"
03/08/2007 23.00,"0,002434","13,638984","0,44409","12,967031",
04/08/2007 0.00,"0,032318","7,736452","0,428865","7,083786","31,25762"
04/08/2007 1.00,,"3,333224","0,415331","2,698275",
04/08/2007 2.00,"1,947816",,,,"26,86202"
04/08/2007 3.00,"1,440198","2,89355","0,439015","2,221958",
04/08/2007 4.00,"1,126643","5,316299","0,431402","4,658062","17,582411"
04/08/2007 5.00,"1,58844","12,702568","0,499073","11,945615",
04/08/2007 6.00,"1,86516","10,291495","0,624264","9,340785","24,908421"
04/08/2007 7.00,"5,710477","15,580556","1,335655","13,541994",
04/08/2007 8.00,"3,902819","8,727343","1,203697","6,88651","30,28083"
04/08/2007 9.00,"4,102273","8,696216","1,144484","6,946212",
04/08/2007 10.00,"5,485868","10,898478","1,308587","8,89821","29,79241"
04/08/2007 11.00,"3,43024","6,298108","0,857729","4,986423",
04/08/2007 12.00,"2,429379","6,078921","0,671634","5,052617","28,327221"
04/08/2007 13.00,"1,635159","5,237184","0,728309","4,123339",
04/08/2007 14.00,"2,064613","6,094484","0,713929","5,003297","30,76923"
