NetC,Provincia di TARANTO,,,,
Stat,Talsano,,,,
Parm,SO2,NOX,NO,NO2,PM10
PtId,1,2,3,4,5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3
Field,Aver,Aver,Aver,Aver,Aver
28/02/2007 19.00,"0,234674","15,238156","1,934542","12,280462",
28/02/2007 20.00,"1,698681","18,19396","2,195077","14,838567","30,76923"
28/02/2007 21.00,"1,332228","15,65189","2,349028","12,058523",
28/02/2007 22.00,"1,427903","14,637655","2,73729","10,447864","29,79241"
28/02/2007 23.00,"0,294246","11,439316","4,281032","4,878701",
01/03/2007 0.00,"1,644526","14,479424","3,153466","9,650977","32,722832"
01/03/2007 1.00,,"14,794589","1,986988","11,756125",
01/03/2007 2.00,"2,382846",,,,"19,53602"
01/03/2007 3.00,"1,343059","12,767417","2,965679","8,225913",
01/03/2007 4.00,"0,43505","9,972438","3,614474","4,433532","12,69841"
01/03/2007 5.00,"0,274389","9,489963","3,789573","3,682064",
01/03/2007 6.00,"0,317713","9,631335","3,776884","3,843","14,16361"
01/03/2007 7.00,"0,303271","10,632598","4,251426","4,116852",
01/03/2007 8.00,,,,,
01/03/2007 9.00,,,,,
01/03/2007 10.00,,,,,
01/03/2007 11.00,,,,,
01/03/2007 12.00,,,,,
01/03/2007 13.00,,,,,
01/03/2007 14.00,,,,,
01/03/2007 15.00,,,,,
01/03/2007 16.00,,,,,
01/03/2007 17.00,,,,,
01/03/2007 18.00,,,,,
01/03/2007 19.00,,,,,
01/03/2007 20.00,,,,,
01/03/2007 21.00,,,,,
01/03/2007 22.00,,,,,
01/03/2007 23.00,,,,,
02/03/2007 0.00,,,,,
02/03/2007 1.00,,,,,
02/03/2007 2.00,,,,,
02/03/2007 3.00,,,,,
02/03/2007 4.00,,,,,
02/03/2007 5.00,,,,,
02/03/2007 6.00,,,,,
02/03/2007 7.00,,,,,
02/03/2007 8.00,,,,,
02/03/2007 9.00,,,,,
02/03/2007 10.00,,,,,
02/03/2007 11.00,"1,368332","21,557015","5,43736","13,22921",
02/03/2007 12.00,"0,241895","10,632598","1,851645","7,798914","40,04884"
02/03/2007 13.00,"0,34479","10,786938","1,832191","7,983212",
02/03/2007 14.00,"0,767204","13,875033","1,843187","11,056566","41,025631"
02/03/2007 15.00,"0,525309","9,771408","1,888019","6,881318",
02/03/2007 16.00,"0,698607","11,657208","1,838958","8,843702","42,002441"
02/03/2007 17.00,"0,474764","11,925681","1,834728","9,118849",
02/03/2007 18.00,"1,373747","14,868517","1,877023","11,998825","38,58363"
02/03/2007 19.00,"1,6012","14,865922","1,86095","12,020887",
02/03/2007 20.00,"0,559608","13,89838","1,832191","11,096806","34,67643"
02/03/2007 21.00,"1,902667","17,398914","1,889711","14,511502",
02/03/2007 22.00,"1,945992","16,811384","2,035204","13,700328","30,76923"
02/03/2007 23.00,"0,945918","12,332931","2,415853","8,634743",
03/03/2007 0.00,"1,021736","12,69349","2,361716","9,078615","31,25762"
03/03/2007 1.00,,"15,605201","2,291507","12,100056",
03/03/2007 2.00,"0,796087",,,,"22,46641"
03/03/2007 3.00,"0,265363","9,771408","3,5781","4,288168",
03/03/2007 4.00,"0,250921","8,469244","3,188146","3,583424","11,72161"
03/03/2007 5.00,"0,258142","8,515935","3,788728","2,70866",
03/03/2007 6.00,"0,249116","7,649556","3,207603","2,733319","20,51281"
03/03/2007 7.00,"0,232869","9,032131","4,46882","2,181724",
03/03/2007 8.00,"0,924256","15,326349","4,25904","8,802169","21,97802"
03/03/2007 9.00,"1,361111","23,071874","4,209132","16,629635",
03/03/2007 10.00,"1,122826","21,555714","3,284579","16,530989","32,234421"
03/03/2007 11.00,"1,772693","16,77896","2,431079","13,060479",
03/03/2007 12.00,"0,333959","11,923089","2,29066","8,4167","44,932831"
03/03/2007 13.00,"0,268973","11,233097","2,34649","7,640573",
03/03/2007 14.00,"0,281609","10,393955","2,085957","7,200594","64,95726"
03/03/2007 15.00,"0,254532","9,312277","2,068193","6,145424",
03/03/2007 16.00,"0,249116","7,172269","1,755215","4,484149","58,119652"
03/03/2007 17.00,"0,232869","8,119061","1,831345","5,314786",
03/03/2007 18.00,"0,23648","10,47307","1,836421","7,662638","41,514042"
03/03/2007 19.00,"0,225648","13,331602","1,906629","10,415415",
03/03/2007 20.00,"1,028957","15,328943","2,30758","11,798948","31,746031"
03/03/2007 21.00,"1,615642","15,929443","2,06481","12,772351",
03/03/2007 22.00,"2,198717","18,037027","2,38963","14,383012","35,164822"
03/03/2007 23.00,"2,386457","17,513049","2,21707","14,123437",
04/03/2007 0.00,"1,086722","11,500275","2,663698","7,421233","25,88522"
04/03/2007 1.00,"0,249116","8,731234","3,356479","3,587319",
04/03/2007 2.00,"0,241895","9,156641","3,961288","3,085041","28,81562"
04/03/2007 3.00,"0,23648","9,218897","4,835935","1,805339",
04/03/2007 4.00,"0,232869","8,58727","4,475586","1,726169","19,53602"
04/03/2007 5.00,"0,669724","12,247333","4,303872","5,652233",
04/03/2007 6.00,"1,538019","13,454814","2,327034","9,89368","20,51281"
04/03/2007 7.00,"0,306882","11,735026","2,768588","7,495212",
04/03/2007 8.00,"1,483863","19,773674","2,517359","15,924892","21,001221"
04/03/2007 9.00,"2,108459","17,174538","2,464915","13,40442",
04/03/2007 10.00,"2,554339","20,202955","2,690767","16,088424","44,932831"
04/03/2007 11.00,"2,426171","22,576437","3,003745","17,983314",
04/03/2007 12.00,"1,971264","16,375602","2,513976","12,529651","34,67643"
04/03/2007 13.00,"0,277999","11,121556","2,293198","7,610722",
04/03/2007 14.00,"0,796087","12,760934","2,154474","9,464082","34,67643"
04/03/2007 15.00,"0,250921","8,187801","1,830499","5,384871",
04/03/2007 16.00,"0,223843","7,653447","1,833036","4,846254","26,37361"
04/03/2007 17.00,"0,23648","7,831133","1,772133","5,11751",
04/03/2007 18.00,"0,243701","10,479555","1,829653","7,679509","26,37361"
04/03/2007 19.00,"0,265363","14,306928","2,359178","10,697053",
04/03/2007 20.00,"0,265363","8,560033","2,520742","4,698298","25,88522"
04/03/2007 21.00,"0,519893","13,244704","2,35072","9,647084",
04/03/2007 22.00,"1,339449","16,410619","2,38963","12,755487","28,327221"
04/03/2007 23.00,"1,532604","17,70111","2,218761","14,309033",
05/03/2007 0.00,"1,195034","15,633733","2,085957","12,443996","36,141621"
05/03/2007 1.00,,"13,303069","2,019978","10,212954",
05/03/2007 2.00,"0,364647",,,,"25,39682"
05/03/2007 3.00,"0,265363","7,981583","2,562191","4,055851",
05/03/2007 4.00,"0,167882","6,697577","2,974139","2,138893","15,62881"
05/03/2007 5.00,"0,153441","6,418727","2,879399","2,005212",
05/03/2007 6.00,"0,214817","7,269542","3,461369","1,963681","20,02442"
05/03/2007 7.00,"0,144415","8,665088","4,198136","2,229744",
05/03/2007 8.00,"0,628205","21,160122","5,971961","12,011803","28,327221"
05/03/2007 9.00,"1,265436","32,913321","7,748323","21,047582",
05/03/2007 10.00,"0,299661","20,864412","4,012886","14,721756","27,83882"
05/03/2007 11.00,"1,527188","22,101745","2,74321","17,908032",
05/03/2007 12.00,"2,232928","22,041593","2,497429","18,224967",
05/03/2007 13.00,"4,804473","11,329244",,,
05/03/2007 14.00,,"19,4585","12,620624","0,460744",
05/03/2007 15.00,,,,,
05/03/2007 16.00,,,,,
05/03/2007 17.00,,"20,93705","7,079226","10,089658",
05/03/2007 18.00,,"20,332667","7,412506","8,973488","21,97802"
05/03/2007 19.00,,"17,734831","8,589134","4,56851",
05/03/2007 20.00,,"18,092797","9,042531","4,231063","23,93162"
05/03/2007 21.00,,"21,189968","11,374638","3,752149",
05/03/2007 22.00,,"21,461033","11,667313","3,574341","35,653221"
05/03/2007 23.00,,"17,064295","9,243005","2,894255",
06/03/2007 0.00,,"17,668686","8,737164","4,275192","37,606831"
06/03/2007 1.00,,"17,011119","8,960478","3,274531",
06/03/2007 2.00,,"14,526116","8,07991","2,138893","38,09523"
06/03/2007 3.00,,"14,318601","7,963179","2,110339",
06/03/2007 4.00,,"13,881519","7,814302","1,901383","29,79241"
06/03/2007 5.00,,"13,768682","7,98517","1,526298",
06/03/2007 6.00,,"14,568916","8,469018","1,584702","20,02442"
06/03/2007 7.00,,"14,402902","7,956411","2,205085",
06/03/2007 8.00,,"19,350854","10,600651","3,099319","14,65201"
06/03/2007 9.00,,"25,616535","10,220003","9,95338",
06/03/2007 10.00,,"16,92552","7,659504","5,184998","27,83882"
06/03/2007 11.00,,"16,507894","7,426039","5,125297",
06/03/2007 12.00,,"21,131595","8,072298","8,760637","28,81562"
06/03/2007 13.00,,"17,190103","7,472564","5,736594",
06/03/2007 14.00,,"15,69469","7,307616","4,493234","24,42001"
06/03/2007 15.00,,"14,680456","7,116445","3,771617",
06/03/2007 16.00,,"14,330273","7,075843","3,483488","21,48962"
06/03/2007 17.00,,"14,074769","7,141822","3,126575",
06/03/2007 18.00,,"15,042312","7,089377","4,175255","21,001221"
06/03/2007 19.00,,"15,395088","7,131671","4,463382",
06/03/2007 20.00,,"15,572774","7,278009","4,416659","25,39682"
06/03/2007 21.00,,"14,423656","7,170583","3,431573",
06/03/2007 22.00,,"14,399011","7,270396","3,253765","26,86202"
06/03/2007 23.00,,"13,378292","7,052158","2,567191",
07/03/2007 0.00,,"13,40942","7,172274","2,414041","19,0476"
07/03/2007 1.00,,"13,02811","7,073304","2,184318",
07/03/2007 2.00,,,,,"23,93162"
07/03/2007 3.00,,"14,081253","7,062308","3,255063",
07/03/2007 4.00,,"13,683082","7,252633","2,564596","21,97802"
07/03/2007 5.00,,"13,122789","6,990409","2,406254",
07/03/2007 6.00,,"13,579324","7,097836","2,698275","18,07081"
07/03/2007 7.00,,"14,35751","6,996329","3,632744",
07/03/2007 8.00,,"16,308159","7,23656","5,216148","23,44322"
07/03/2007 9.00,,"20,22112","8,060456","7,867702",
07/03/2007 10.00,,"16,871045","7,453954","5,445871","31,746031"
07/03/2007 11.00,,"14,598746","7,377824","3,288808",
07/03/2007 12.00,,"14,483315","7,524163","2,948765","45,909641"
07/03/2007 13.00,,"15,408058","7,367674","4,114255",
07/03/2007 14.00,,"15,74657","7,510627","4,233659","45,421242"
07/03/2007 15.00,,"15,666157","7,372749","4,364744",
07/03/2007 16.00,,"14,015107","7,092761","3,142148","47,863232"
07/03/2007 17.00,,"14,279692","7,273781","3,12917",
07/03/2007 18.00,,"15,391199","7,149435","4,432234","42,490841"
07/03/2007 19.00,,"15,493659","7,317768","4,276488",
07/03/2007 20.00,,"16,169382","7,516549","4,64768","41,514042"
07/03/2007 21.00,,"15,391197","7,028472","4,61783",
07/03/2007 22.00,,"14,41717","7,01071","3,670382","38,09523"
07/03/2007 23.00,,"13,373105","6,999713","2,642468",
08/03/2007 0.00,,"13,776465","6,987024","3,065574","34,18803"
08/03/2007 1.00,,"13,475567","7,05808","2,655447",
08/03/2007 2.00,,"13,627311","6,976028","2,933191","34,18803"
08/03/2007 3.00,,"12,97234","7,177349","1,968872",
08/03/2007 4.00,,"13,025517","6,995483","2,301128","29,30402"
08/03/2007 5.00,,"13,183746","7,14013","2,237531",
08/03/2007 6.00,,"13,906163","7,025089","3,136957","32,234421"
08/03/2007 7.00,,"13,981387","7,087686","3,116191",
08/03/2007 8.00,,"14,384746","7,07838","3,534106","26,37361"
08/03/2007 9.00,,"15,904799","7,382053","4,589276",
08/03/2007 10.00,,"14,07866","7,014939","3,325148","25,88522"
08/03/2007 11.00,,"14,018997","6,986179","3,309574",
08/03/2007 12.00,,"14,153883","6,997175","3,42768","30,76923"
08/03/2007 13.00,,"14,645438","7,252633","3,527617",
08/03/2007 14.00,,"14,602638","7,244174","3,497765","29,30402"
08/03/2007 15.00,,"14,061798","7,011555","3,313467",
08/03/2007 16.00,,"14,395121","7,003096","3,66","34,18803"
08/03/2007 17.00,,"14,220029","7,245867","3,112298",
08/03/2007 18.00,,"14,397716","6,974336","3,706724","32,722832"
08/03/2007 19.00,,"14,985244","7,023397","4,219382",
08/03/2007 20.00,,"16,642778","7,304231","5,447169","37,606831"
08/03/2007 21.00,,"16,12399","7,143513","5,174616",
08/03/2007 22.00,,"14,708989","7,067384","3,875446","33,699631"
08/03/2007 23.00,,"14,129242","8,071452","1,754723",
09/03/2007 0.00,,"13,585809","7,907349","1,46919","31,746031"
09/03/2007 1.00,,"14,658407","8,256701","2,000021",
09/03/2007 2.00,,,,,"38,09523"
09/03/2007 3.00,,"15,260203","8,490166","2,244021",
09/03/2007 4.00,,"16,262763","8,155194","3,761233","38,58363"
09/03/2007 5.00,,"16,18365","8,12728","3,724893",
09/03/2007 6.00,,"14,260235","7,997859","1,998723","27,83882"
09/03/2007 7.00,,"14,721958","8,538381","1,631425",
09/03/2007 8.00,,"16,712816","8,701637","3,373169","31,25762"
09/03/2007 9.00,,"22,9305","8,733781","9,545849",
09/03/2007 10.00,,"24,859097","8,290536","12,155866","30,76923"
09/03/2007 11.00,,"21,218496","7,854059","9,182445",
09/03/2007 12.00,,"33,25312","8,949482","19,544635","25,39682"
09/03/2007 13.00,,"25,891501","8,551069","12,789227",
09/03/2007 14.00,,,,,"25,39682"
09/03/2007 15.00,,,,,
09/03/2007 16.00,"0,235982","8,84018","1,28744","6,870934","26,37361"
09/03/2007 17.00,"0,16286","9,029536","1,505678","6,725575",
09/03/2007 18.00,"0,209392","8,86093","1,2443","6,957892","17,582411"
09/03/2007 19.00,"0,181141","11,680553","1,175783","9,884594",
09/03/2007 20.00,"0,194436","17,415775","1,248529","15,512167","25,39682"
09/03/2007 21.00,"0,644202","20,361194","1,368645","18,275338",
09/03/2007 22.00,"1,53685","21,422123","1,286594","19,462878","29,30402"
09/03/2007 23.00,"1,692113","20,044739","1,736605","17,39408",
10/03/2007 0.00,"1,09017","15,243343","1,831345","12,443996","28,327221"
10/03/2007 1.00,"1,105126","14,244671","1,481148","11,981949",
10/03/2007 2.00,"2,106387","18,738688","1,696849","16,148121","18,55921"
10/03/2007 3.00,"0,749373","12,744072","1,948924","9,762593",
10/03/2007 4.00,"0,156213","8,43682","1,403326","6,28949","19,0476"
10/03/2007 5.00,"0,172832","5,13602","1,191008","3,312169",
10/03/2007 6.00,"0,149566","5,669076","1,180012","3,862467","10,25641"
10/03/2007 7.00,"0,214496","7,844102","1,427856","5,658723",
10/03/2007 8.00,"0,132947","7,49781","1,251912","5,582147","14,65201"
10/03/2007 9.00,"0,043208","11,811548","1,687544","9,230467",
10/03/2007 10.00,"0,177817","11,172139","1,832191","8,36868","15,14041"
10/03/2007 11.00,"0,166184","11,370575","1,831345","8,568553",
10/03/2007 12.00,"0,127962","8,828507","1,487915","6,551659","14,65201"
10/03/2007 13.00,"0,201083","7,796115","1,17409","6,000062",
10/03/2007 14.00,"0,191112","7,728671","1,184241","5,916999","25,88522"
10/03/2007 15.00,"0,230996","6,976427","1,175783","5,177212",
10/03/2007 16.00,"0,184464","6,912874","1,18255","5,103233","33,211231"
10/03/2007 17.00,"0,226011","7,63918","1,208772","5,789807",
10/03/2007 18.00,"0,192774","7,880419","1,203697","6,038998","32,722832"
10/03/2007 19.00,"0,161199","7,879121","1,235841","5,988382",
10/03/2007 20.00,"0,184464","8,395316","1,176628","6,595786","28,81562"
10/03/2007 21.00,"0,098049","8,877793","1,177475","7,077296",
10/03/2007 22.00,"0,184464","9,323952","1,309432","7,321296","37,118431"
10/03/2007 23.00,"0,179479","10,103432","1,294206","8,124681",
11/03/2007 0.00,"0,149566","7,953048","1,137718","6,212914","26,86202"
11/03/2007 1.00,,"6,622351","1,157174","4,851446",
11/03/2007 2.00,"0,161087",,,,"32,722832"
11/03/2007 3.00,"0,168113","8,515935","1,185088","6,70351",
11/03/2007 4.00,"0,069131","8,25654","1,177475","6,455617","41,514042"
11/03/2007 5.00,"0,175968","8,505558","1,19693","6,674956",
11/03/2007 6.00,"0,185395","8,024383","1,169016","6,236277","37,606831"
11/03/2007 7.00,"0,094269","7,567847","1,248529","5,657424",
11/03/2007 8.00,"0,04085","8,366784","1,184241","6,555552","40,537231"
11/03/2007 9.00,"0,043992","8,014006","1,171554","6,222",
11/03/2007 10.00,"0,062846","7,729969","1,180858","5,923489","41,514042"
11/03/2007 11.00,"0,086413","7,212477","1,200314","5,375787",
11/03/2007 12.00,"0,130405","6,017962","1,223998","4,144107","46,398041"
11/03/2007 13.00,"0,164971","6,36166","1,167324","4,574999",
11/03/2007 14.00,"0,034565","5,643136","1,17409","3,845596","43,46764"
11/03/2007 15.00,"0,053419","5,231995","1,180858","3,423786",
11/03/2007 16.00,"0,103695","5,7871","1,180858","3,979275","39,56044"
11/03/2007 17.00,"0,092698","5,955708","1,180858","4,148",
11/03/2007 18.00,"0,125692","7,519859","1,191008","5,697659","36,630032"
11/03/2007 19.00,"0,131976","7,701434","1,185088","5,888445",
11/03/2007 20.00,"0,153973","8,085339","1,192699","6,260936","40,04884"
11/03/2007 21.00,"0,043992","8,365488","1,227381","6,488064",
11/03/2007 22.00,"0,168113","7,646961","1,172399","5,853404","33,699631"
11/03/2007 23.00,"0,067559","7,815569","1,174937","6,018234",
12/03/2007 0.00,"0,09584","7,423883","1,235841","5,532829","34,18803"
12/03/2007 1.00,"0,006285","7,06462","1,36949","4,968253",
12/03/2007 2.00,"0,091126","6,810414","1,214694","4,951382","43,956032"
12/03/2007 3.00,"0,135119","7,340875","1,180012","5,535425",
12/03/2007 4.00,"0,153973","7,13336","1,170707","5,342042","45,909641"
12/03/2007 5.00,"0,058133","7,122984","1,223152","5,251189",
12/03/2007 6.00,"0,036136","6,504327","1,175783","4,704785","41,025631"
12/03/2007 7.00,"0,017283","7,807787","1,293361","5,828743",
12/03/2007 8.00,"0,155544","11,187702","1,473535","8,934552","45,909641"
12/03/2007 9.00,"0,201107","11,213642","1,383024","9,099382",
12/03/2007 10.00,"0,185395","9,705262","1,181703","7,898848","45,421242"
12/03/2007 11.00,"0,213676","8,541875","1,177475","6,741148",
12/03/2007 12.00,"0,124121","8,054211","1,173245","6,259637","46,398041"
12/03/2007 13.00,"0,147688","9,73639","1,456617","7,50819",
12/03/2007 14.00,"0,091334","10,886805","1,322967","8,864468","35,653221"
12/03/2007 15.00,"0,13669","11,958107","1,60803","9,499126",
12/03/2007 16.00,"0,05499","10,541809","1,351727","8,475105","32,722832"
12/03/2007 17.00,"0,141404","9,384908","1,169016","7,597743",
12/03/2007 18.00,"0,124121","9,790863","1,191854","7,968934","31,746031"
12/03/2007 19.00,"0,065988","8,392724","1,367799","6,299872",
12/03/2007 20.00,"0,007855","7,530234","1,971761","4,510106","37,118431"
12/03/2007 21.00,"0,078557","11,087837","1,475227","8,832019",
12/03/2007 22.00,0,"7,32661","1,689236","4,739829","38,58363"
12/03/2007 23.00,"0,003143","6,866183","1,621564","4,382914",
13/03/2007 0.00,"0,029852","5,794884","1,692619","3,20185","32,722832"
13/03/2007 1.00,,"6,040012","1,54628","3,671681",
13/03/2007 2.00,"0,997514",,,,"33,699631"
13/03/2007 3.00,"0,972533","11,818034","1,398251","9,680829",
13/03/2007 4.00,"1,233064","11,352419","1,455771","9,126635","36,630032"
13/03/2007 5.00,"1,520362","12,473004","1,218077","10,612697",
13/03/2007 6.00,"1,2634","14,676565","1,450696","12,460869","34,18803"
13/03/2007 7.00,"1,245555","16,715408","1,779746","13,996248",
13/03/2007 8.00,"1,705946","23,488193","2,524972","19,630292","37,118431"
13/03/2007 9.00,"2,551782","29,108001","3,077337","24,406468",
13/03/2007 10.00,"1,436492","15,983916","1,608877","13,526421","46,88644"
13/03/2007 11.00,"1,368683","9,379721","1,219768","7,51468",
13/03/2007 12.00,"0,983239","9,073635","1,218923","7,209679","43,956032"
13/03/2007 13.00,"0,421134","9,074931","1,332271","7,037062",
13/03/2007 14.00,"0,362246","8,83499","1,180858","7,029275","42,97924"
13/03/2007 15.00,"0,66382","8,230601","1,180012","6,425765",
13/03/2007 16.00,"0,417564","8,106092","1,16817","6,31934","41,025631"
13/03/2007 17.00,"0,326557","9,300605","1,170707","7,510787",
13/03/2007 18.00,"0,872602","11,719462","1,176628","9,922232","40,04884"
13/03/2007 19.00,"1,129565","12,242143","1,169016","10,456945",
13/03/2007 20.00,"1,104582","12,287538","1,165632","10,507572","42,490841"
13/03/2007 21.00,"0,874387","14,640248","1,189316","12,825571",
13/03/2007 22.00,"0,112421","10,845301","1,165632","9,064339","41,514042"
13/03/2007 23.00,"0,929705","11,471742","1,092886","9,802827",
14/03/2007 0.00,"1,789816","17,67517","1,179166","15,878161","39,56044"
14/03/2007 1.00,"1,941496","15,679127","1,246838","13,776902",
14/03/2007 2.00,"1,598879","11,52362","1,175783","9,727552","44,444431"
14/03/2007 3.00,"1,447199","9,869977","1,146176","8,118189",
14/03/2007 4.00,"0,492512","8,094419","1,309432","6,090915","34,67643"
14/03/2007 5.00,"0,265884","6,870074","1,16817","5,082467",
14/03/2007 6.00,"0,101714","8,362893","1,213847","6,506234","29,30402"
14/03/2007 7.00,"0,017844","7,978988","1,397406","5,840424",
14/03/2007 8.00,"1,798738","17,669982","2,316038","14,128634","34,18803"
14/03/2007 9.00,"1,770187","17,602539","2,003905","14,540054",
14/03/2007 10.00,"1,272322","10,161796","1,420243","7,989701","35,653221"
14/03/2007 11.00,"0,48359","8,429038","1,175783","6,630829",
14/03/2007 12.00,"0,549614","8,812943","1,240916","6,915063","32,722832"
14/03/2007 13.00,"0,067809","7,735157","1,175783","5,936467",
14/03/2007 14.00,"0,476451","8,396614","1,184241","6,585404","34,67643"
14/03/2007 15.00,"0,376522","8,445899","1,173245","6,651595",
14/03/2007 16.00,"0,572813","9,077526","1,163094","7,299232","27,83882"
14/03/2007 17.00,"0,317635","9,803832","1,181703","7,997488",
14/03/2007 18.00,"1,068893","11,567717","1,170707","9,779466","33,699631"
14/03/2007 19.00,"0,210567","14,056611","1,187624","12,244119",
14/03/2007 20.00,"0,685233","13,89838","1,184241","12,090971","37,606831"
14/03/2007 21.00,"1,026066","14,542976","1,422781","12,370017",
14/03/2007 22.00,"0,638838","9,338217","1,60803","6,877426","42,490841"
14/03/2007 23.00,"0,017844","7,937484","1,706154","5,32517",
15/03/2007 0.00,"0,01606","6,963456","1,644404","4,445213","30,28083"
15/03/2007 1.00,,"10,898478","1,517522","8,577637",
15/03/2007 2.00,"0,776174",,,,"30,76923"
15/03/2007 3.00,"0,053285","8,213739","1,618181","5,736594",
15/03/2007 4.00,"0,00888","8,63785","1,42109","6,463403","28,81562"
15/03/2007 5.00,"1,090552","11,546965","1,333118","9,509507",
15/03/2007 6.00,"1,48308","14,900942","1,327197","12,874886","26,37361"
15/03/2007 7.00,"2,374704","19,789238","1,665551","17,247424",
15/03/2007 8.00,"3,372898","32,655219","3,702447","26,997018","38,09523"
15/03/2007 9.00,"1,790353","35,653828","4,131311","29,339696",
15/03/2007 10.00,"1,543468","18,959175","2,059735","15,811972","42,002441"
15/03/2007 11.00,"1,525707","10,028208","1,289131","8,057191",
15/03/2007 12.00,"1,523931","11,886771","1,259525","9,962466","43,956032"
15/03/2007 13.00,"0,406737","9,978923","1,213002","8,124681",
15/03/2007 14.00,"0,561261","8,903731","1,180858","7,098063","36,630032"
15/03/2007 15.00,"1,362302","8,304529","1,183395","6,494552",
15/03/2007 16.00,"0,579023","8,493888","1,203697","6,652894","37,118431"
15/03/2007 17.00,"1,001745","9,156641","1,465075","6,915063",
15/03/2007 18.00,"0,607441","12,23955","1,265446","10,306393","30,28083"
15/03/2007 19.00,"0,950237","12,01258","1,531055","9,671743",
15/03/2007 20.00,"0,595008","13,362728","1,70277","10,759355","40,537231"
15/03/2007 21.00,"0,541723","13,213578","1,215539","11,357674",
15/03/2007 22.00,"0,01421","8,183911","1,633408","5,683382","44,444431"
15/03/2007 23.00,"0,115449","12,203234","1,870256","9,342083",
16/03/2007 0.00,"0,198928","8,86093","2,519896","5,000702","54,700851"
16/03/2007 1.00,"0,019538","9,805127","2,69838","5,671701",
16/03/2007 2.00,"0,019538","9,471807","2,157857","6,167488","55,67765"
16/03/2007 3.00,"0,028418","8,67287","1,522597","6,3427",
16/03/2007 4.00,"0,113673","8,946531","1,622411","6,463403","45,421242"
16/03/2007 5.00,"0,074598","9,720826","1,553047","7,344659",
16/03/2007 6.00,"0,056837","8,692325","1,416015","6,525702","37,606831"
16/03/2007 7.00,"0,02309","11,200673","1,871948","8,336232",
16/03/2007 8.00,"0,87031","22,140653","4,375773","15,442074","33,211231"
16/03/2007 9.00,"1,548797","19,876119","2,031821","16,772398",
16/03/2007 10.00,"1,481303","15,174603","1,355111","13,105907","33,211231"
16/03/2007 11.00,"1,513275","16,675204","1,332271","14,642587",
16/03/2007 12.00,"1,548797","17,505267","1,62664","15,02157","31,25762"
16/03/2007 13.00,"1,200673","11,936058","1,524288","9,605552",
16/03/2007 14.00,"0,383647","12,257707","1,653708","9,728848","28,81562"
16/03/2007 15.00,"0,827682","12,855613","1,569965","10,455655",
16/03/2007 16.00,"1,243301","15,378229","1,48284","13,113699","25,39682"
16/03/2007 17.00,"0,923595","9,657273","1,483686","7,387488",
16/03/2007 18.00,"0,509753","12,054082","1,460847","9,820999","27,83882"
16/03/2007 19.00,"0,999969","14,09552","1,401634","11,9547",
16/03/2007 20.00,"0,321482","9,077526","1,964148","6,070148","41,514042"
16/03/2007 21.00,"0,246884","10,002268","2,912388","5,540616",
16/03/2007 22.00,"0,126106","8,876494","3,456294","3,579532","38,58363"
16/03/2007 23.00,"0,021313","6,831165","2,086802","3,634041",
17/03/2007 0.00,"0,02309","7,276028","2,34649","3,680766","43,956032"
17/03/2007 1.00,,"7,492623","2,877707","3,082446",
17/03/2007 2.00,"0,333868",,,,"41,025631"
17/03/2007 3.00,"0,196766","8,019194","2,456455","4,255722",
17/03/2007 4.00,"0,01087","8,060697","2,497057","4,234958","34,18803"
17/03/2007 5.00,"0,007286","7,574332","2,383709","3,922169",
17/03/2007 6.00,"0,006375","6,850619","2,178159","3,51334","30,76923"
17/03/2007 7.00,"0,0495","7,387568","2,263593","3,919575",
17/03/2007 8.00,"0,08064","15,829576","3,48167","10,498487","35,653221"
17/03/2007 9.00,"0,789298","20,531093","3,071415","15,832734",
17/03/2007 10.00,"0,921846","26,812338","2,48014","23,025547","40,04884"
17/03/2007 11.00,"1,226779","22,282008","1,816118","19,510907",
17/03/2007 12.00,"0,775461","15,485876","1,455771","13,262949","38,58363"
17/03/2007 13.00,"0,055934","10,207191","1,26883","8,267446",
17/03/2007 14.00,"0,712683","12,159138","1,336501","10,116914","37,118431"
17/03/2007 15.00,"0,913474","12,233064","1,192699","10,411528",
17/03/2007 16.00,"0,559865","7,894684","1,188471","6,076636","33,699631"
17/03/2007 17.00,"0,192389","7,847993","1,192699","6,023425",
17/03/2007 18.00,"0,054229","6,749455","1,379641","4,637298","34,67643"
17/03/2007 19.00,"0,358603","6,551018","1,927776","3,597701",
17/03/2007 20.00,"0,07779","9,019162","1,980221","5,987084","44,444431"
17/03/2007 21.00,"0,084605","10,99186","1,682469","8,417999",
17/03/2007 22.00,"0,042626","8,988034","1,814427","6,210317","42,97924"
17/03/2007 23.00,"0,200174","6,676826","2,080036","3,489979",
18/03/2007 0.00,"0,038925","6,963456","2,755053","2,741104","39,56044"
18/03/2007 1.00,"0,015482","7,637883","2,864173","3,248574",
18/03/2007 2.00,"0,014571","5,859731","1,746756","3,183681","51,770451"
18/03/2007 3.00,"0,291801","6,700171","2,637475","2,658041",
18/03/2007 4.00,"0,139746","6,949191","2,185771","3,600298","53,724041"
18/03/2007 5.00,"0,029024","7,704029","2,68569","3,588617",
18/03/2007 6.00,"0,016392","7,954346","2,749978","3,740466","43,46764"
18/03/2007 7.00,"0,083019","9,903699","3,682145","4,260913",
18/03/2007 8.00,"0,588272","21,090105","7,468334","9,645785","59,58485"
