,Regione Puglia,,,,,,
02/01/2007 18.00,"0,31795285","3,86190158",,,,,
02/01/2007 19.00,"0,23671489","5,27199584",,,,,
02/01/2007 20.00,"0,16947288","6,17709075",,,,,
02/01/2007 21.00,"0,28843951","4,74503908",,,,,
02/01/2007 22.00,"0,2625772","4,254678",,,,,
02/01/2007 23.00,"0,29634973","3,02267506",,,,,
03/01/2007 0.00,,"3,34574953",,,,,
03/01/2007 1.00,"0,16034531",,,,,,
03/01/2007 2.00,"0,18499027",,,,,,
03/01/2007 3.00,"0,10253597",,,,,,
03/01/2007 4.00,"0,18316475",,,,,,
03/01/2007 5.00,"0,26622823",,,,,,
03/01/2007 6.00,"0,33985903",,,,,,
03/01/2007 7.00,"0,23488937",,,,,,
03/01/2007 8.00,"0,31034569",,,,,,
03/01/2007 9.00,"0,26866191",,,,,,
03/01/2007 10.00,"0,28022418",,,,,,
03/01/2007 11.00,"0,3492917",,,,,,
03/01/2007 12.00,"0,35415906",,,,,,
03/01/2007 13.00,"0,42992048",,,,,,
03/01/2007 14.00,"0,44726338",,,,,,
03/01/2007 15.00,"0,40131939",,,,,,
03/01/2007 16.00,"0,38732343",,,,,,
03/01/2007 17.00,"0,67606702",,,,,,
03/01/2007 18.00,"0,57322697",,,,,,
,,,,,,,
03/01/2007 20.00,"1,84218973","5,81375339",,,,,
03/01/2007 21.00,"2,05530615","5,23296236",,,,,
03/01/2007 22.00,"2,32260426","4,88897635",,,,,
03/01/2007 23.00,"1,98848111","4,82066824",,,,,
04/01/2007 0.00,"1,86386302","5,05243132",,,,,
04/01/2007 1.00,,"4,97924187",,,,,
04/01/2007 2.00,"2,05891853",,,,,,
04/01/2007 3.00,"2,03363286","5,7160043",,,,,
04/01/2007 4.00,"2,12032398","4,4913205",,,,,
04/01/2007 5.00,"2,18895521","3,81554896",,,,,
04/01/2007 6.00,"1,76091719","4,30103062",,,,,
04/01/2007 7.00,"1,75549862","3,77163606",,,,,
04/01/2007 8.00,"1,88553529","4,9621658",,,,,
04/01/2007 9.00,"2,36414363","6,28443426",,,,,
04/01/2007 10.00,"2,37317357","8,20196758",,,,,
04/01/2007 11.00,"2,31537949","13,70572459",,,,,
04/01/2007 12.00,"2,55378056","11,19048859",,,,,
04/01/2007 13.00,"3,21660828","12,6542527",,,,,
04/01/2007 14.00,"3,06851071","11,43200861",,,,,
04/01/2007 15.00,"3,66812475","11,35394165",,,,,
04/01/2007 16.00,"3,51460962","9,99995885",,,,,
04/01/2007 17.00,"3,06670451","13,1055803",,,,,
04/01/2007 18.00,"3,35025734","12,30782889",,,,,
04/01/2007 19.00,"3,09018298","11,10022116",,,,,
04/01/2007 20.00,"2,91138217","7,88725621",,,,,
04/01/2007 21.00,"2,56642289","8,06534754",,,,,
04/01/2007 22.00,"2,30454336","9,74379865",,,,,
04/01/2007 23.00,"2,58809618","11,6222985",,,,,
05/01/2007 0.00,"2,61879941","10,89529491",,,,,
05/01/2007 1.00,"2,27384013","9,72428286",,,,,
05/01/2007 2.00,"2,52307733","8,49227993",,,,,
05/01/2007 3.00,"2,54475062","7,67989025",,,,,
05/01/2007 4.00,"2,35691886","7,00655842",,,,,
05/01/2007 5.00,"3,00529805","6,33078687",,,,,
05/01/2007 6.00,"2,68201206","8,24343886",,,,,
05/01/2007 7.00,"2,75244846","6,21612423",,,,,
05/01/2007 8.00,"2,11490642","6,2307625",,,,,
05/01/2007 9.00,"2,43277384","7,8848165",,,,,
05/01/2007 10.00,"2,64227787","10,56350938",,,,,
05/01/2007 11.00,"2,29370722","9,95116652",,,,,
05/01/2007 12.00,"2,35872505","11,45396602",,,,,
05/01/2007 13.00,"2,61879941","17,1894861",,,,,
05/01/2007 14.00,"2,30454336","19,14604144",,,,,
05/01/2007 15.00,"2,80482396","23,44219072",,,,,
05/01/2007 16.00,"2,98723715","15,13777626",,,,,
05/01/2007 17.00,"2,7632846","7,65793475",,,,,
05/01/2007 18.00,"2,57003528","5,68428996",,,,,
05/01/2007 19.00,"2,75064227","5,05487103",,,,,
05/01/2007 20.00,"2,83010963","5,10366336",,,,,
05/01/2007 21.00,"2,39484686","5,0060787",,,,,
05/01/2007 22.00,"2,30093097","20,73910072",,,,,
05/01/2007 23.00,"2,56100533","8,2288025",,,,,
06/01/2007 0.00,"2,38581691","13,90821304",,,,,
06/01/2007 1.00,,"60,86092936",,,,,
06/01/2007 2.00,"2,25397303",,,,,,
06/01/2007 3.00,"2,11129403","17,35538078",,,,,
06/01/2007 4.00,"1,75369243","7,82870694",,,,,
06/01/2007 5.00,"1,89817762","4,73772186",,,,,
06/01/2007 6.00,"1,71757062","4,44008846",,,,,
06/01/2007 7.00,"1,93249323","11,37345934",,,,,
06/01/2007 8.00,"2,26300399","5,11098058",,,,,
06/01/2007 9.00,"1,8837291","7,37981714",,,,,
06/01/2007 10.00,"2,30273717","6,6820901",,,,,
06/01/2007 11.00,"2,78676306","23,69348488",,,,,
06/01/2007 12.00,"3,83970181","22,67371968",,,,,
06/01/2007 13.00,"2,90054604","24,32777176",,,,,
06/01/2007 14.00,"2,69645956","18,25803598",,,,,
06/01/2007 15.00,"3,48029401","15,10850163",,,,,
06/01/2007 16.00,"2,871649","10,31954774",,,,,
06/01/2007 17.00,"2,77412073","9,15341511",,,,,
06/01/2007 18.00,"2,59531993","9,14853569",,,,,
06/01/2007 19.00,"2,82649725","5,81358896",,,,,
06/01/2007 20.00,"2,76689698","5,90629419",,,,,
06/01/2007 21.00,"2,78495789","6,39909498",,,,,
06/01/2007 22.00,"3,39540908","4,94020839",,,,,
06/01/2007 23.00,"2,80482396","4,37665978",,,,,
07/01/2007 0.00,"2,75967221","4,50595878",,,,,
07/01/2007 1.00,"2,54655681","3,9765623",,,,,
07/01/2007 2.00,"2,5122412","4,254678",,,,,
07/01/2007 3.00,"1,83857735","5,97948173",,,,,
07/01/2007 4.00,"2,36775601","8,34346323",,,,,
07/01/2007 5.00,"2,2431369","7,04315218",,,,,
07/01/2007 6.00,"1,86205683","3,72528344",,,,,
07/01/2007 7.00,"2,01376679","3,85458244",,,,,
07/01/2007 8.00,"2,04085763","7,31394874",,,,,
07/01/2007 9.00,"2,3135733","5,60134358",,,,,
07/01/2007 10.00,"2,59531993","9,61205994",,,,,
07/01/2007 11.00,"3,04322504","18,9484458",,,,,
07/01/2007 12.00,"3,73856217","27,42364392",,,,,
07/01/2007 13.00,"3,29426843","29,62661208",,,,,
07/01/2007 14.00,"3,75300968","16,5429911",,,,,
07/01/2007 15.00,"3,94806519","20,78301936",,,,,
07/01/2007 16.00,"3,660901","11,6662114",,,,,
07/01/2007 17.00,"3,15339563","10,91481261",,,,,
07/01/2007 18.00,"3,21841346","13,12997742",,,,,
07/01/2007 19.00,"3,16242557","10,76843562",,,,,
07/01/2007 20.00,"2,97098244","8,7850339",,,,,
07/01/2007 21.00,"2,73438756","7,7774749",,,,,
07/01/2007 22.00,"2,63144174","9,16805147",,,,,
07/01/2007 23.00,"2,75244846","9,85846129",,,,,
08/01/2007 0.00,"2,5122412","13,3861357",,,,,
08/01/2007 1.00,,"10,26587598",,,,,
08/01/2007 2.00,"2,27745251",,,,,,
08/01/2007 3.00,"2,31537949","7,59450415",,,,,
08/01/2007 4.00,"2,30996092","6,8113891",,,,,
08/01/2007 5.00,"2,08781557","7,87505765",,,,,
08/01/2007 6.00,"2,21785224","7,15781291",,,,,
08/01/2007 7.00,"2,36956118","6,90165462",,,,,
08/01/2007 8.00,"2,16908811","5,72088373",,,,,
08/01/2007 9.00,"2,48334416","6,09414437",,,,,
08/01/2007 10.00,"2,21785224","6,19172902",,,,,
08/01/2007 11.00,"2,45264093","16,61373893",,,,,
08/01/2007 12.00,"2,44361099","27,53830656",,,,,
08/01/2007 13.00,"2,48334416","16,44784425",,,,,
08/01/2007 14.00,"2,82830344","10,68548924",,,,,
08/01/2007 15.00,"2,9059636","16,00139798",,,,,
08/01/2007 16.00,"2,93666683","35,2742968",,,,,
08/01/2007 17.00,"2,81566112","28,4287632",,,,,
08/01/2007 18.00,"3,22021965","60,63892704",,,,,
08/01/2007 19.00,"2,58990237","21,73691616",,,,,
08/01/2007 20.00,"2,833721","7,94580738",,,,,
08/01/2007 21.00,"2,42735628","8,04095233",,,,,
08/01/2007 22.00,"2,14199726","9,72428286",,,,,
08/01/2007 23.00,"2,48695655","10,75867678",,,,,
09/01/2007 0.00,"1,94694175","8,62401864",,,,,
09/01/2007 1.00,"1,92707465","7,63109792",,,,,
09/01/2007 2.00,"2,07878461","6,81870824",,,,,
09/01/2007 3.00,"2,31537949","6,69672838",,,,,
09/01/2007 4.00,"1,88192291","5,4354489",,,,,
09/01/2007 5.00,"1,87289296","4,68648982",,,,,
09/01/2007 6.00,"1,87469915","4,47180281",,,,,
09/01/2007 7.00,"1,6507466","4,64501662",,,,,
09/01/2007 8.00,"1,63991047","4,92313232",,,,,
09/01/2007 9.00,"1,94694175","4,91093376",,,,,
09/01/2007 10.00,"2,01918434","10,6147395",,,,,
09/01/2007 11.00,"2,09865171","41,207424",,,,,
09/01/2007 12.00,"2,96917625","41,88807688",,,,,
09/01/2007 13.00,"3,33761399","37,42847072",,,,,
09/01/2007 14.00,"3,04864361","15,20608438",,,,,
09/01/2007 15.00,"3,07934684","14,14485554",,,,,
09/01/2007 16.00,"2,78856925","14,81818738",,,,,
09/01/2007 17.00,"2,47010791","12,65121262",,,,,
09/01/2007 18.00,"2,45625332","11,33930338",,,,,
09/01/2007 19.00,"2,7813455","9,81454838",,,,,
09/01/2007 20.00,"2,46167087","11,46372486",,,,,
09/01/2007 21.00,"2,58628999","15,41101254",,,,,
09/01/2007 22.00,"2,25216684","9,75599721",,,,,
09/01/2007 23.00,"2,53571966","9,83650388",,,,,
10/01/2007 0.00,"2,5122412","8,56058804",,,,,
10/01/2007 1.00,,"6,90409434",,,,,
10/01/2007 2.00,"1,92346329",,,,,,
10/01/2007 3.00,"1,76814095","7,34566309",,,,,
10/01/2007 4.00,"2,55739295","15,43052832",,,,,
10/01/2007 5.00,"2,2611978","23,20311424",,,,,
10/01/2007 6.00,"2,09684552","6,10390322",,,,,
10/01/2007 7.00,"2,4038768","5,62085936",,,,,
10/01/2007 8.00,"2,07336604","5,37689963",,,,,
10/01/2007 9.00,"2,23410695","6,68696953",,,,,
10/01/2007 10.00,"1,99389969","32,41264464",,,,,
10/01/2007 11.00,"3,07754065","70,3168592",,,,,
10/01/2007 12.00,"2,75786602","45,36694176",,,,,
10/01/2007 13.00,"4,09977515","59,86313304",,,,,
10/01/2007 14.00,"4,30747299","48,06029968",,,,,
10/01/2007 15.00,"4,1810487","29,42655952",,,,,
10/01/2007 16.00,"3,37915437","18,05066811",,,,,
10/01/2007 17.00,"2,93124927","18,78255112",,,,,
10/01/2007 18.00,"3,19854738","14,3522215",,,,,
10/01/2007 19.00,"3,38999051","13,76915519",,,,,
10/01/2007 20.00,"2,96556386","10,09510379",,,,,
10/01/2007 21.00,"2,50501643","7,81162896",,,,,
10/01/2007 22.00,"2,35330749","18,3043886",,,,,
10/01/2007 23.00,"2,59351475","27,65539744",,,,,
11/01/2007 0.00,"2,05711234","8,61425979",,,,,
11/01/2007 1.00,"2,24855547","10,71720358",,,,,
11/01/2007 2.00,"2,43277384","10,96848245",,,,,
11/01/2007 3.00,"2,27203394","7,73600171",,,,,
11/01/2007 4.00,"2,59712612","6,88457664",,,,,
11/01/2007 5.00,"2,64769645","6,90897376",,,,,
11/01/2007 6.00,"2,04085763","7,75063807",,,,,
11/01/2007 7.00,"1,83496598","6,80406997",,,,,
11/01/2007 8.00,"1,92526846","13,81550781",,,,,
11/01/2007 9.00,"2,34427653","12,24196049",,,,,
11/01/2007 10.00,"2,22507599","33,29577832",,,,,
11/01/2007 11.00,"2,93124927","33,12744584",,,,,
11/01/2007 12.00,"2,70007195","28,15309104",,,,,
11/01/2007 13.00,"3,34122638","20,22679944",,,,,
11/01/2007 14.00,"3,29065707","35,90858368",,,,,
11/01/2007 15.00,"3,52544576","30,60001128",,,,,
11/01/2007 16.00,"2,90235223","18,66301097",,,,,
11/01/2007 17.00,"2,81204873","27,76763184",,,,,
11/01/2007 18.00,"3,38818432","19,65103888",,,,,
11/01/2007 19.00,"2,76870317","19,28754856",,,,,
11/01/2007 20.00,"2,34427653","19,22655576",,,,,
11/01/2007 21.00,"2,30273717","20,14383776",,,,,
11/01/2007 22.00,"2,2611978","15,78671098",,,,,
11/01/2007 23.00,"2,25577922","9,7120843",,,,,
12/01/2007 0.00,"2,1708943","11,86138071",,,,,
12/01/2007 1.00,,"9,77063548",,,,,
12/01/2007 2.00,"1,87289296",,,,,,
12/01/2007 3.00,"2,07336604","10,47568166",,,,,
12/01/2007 4.00,"2,54294443","8,8948152",,,,,
12/01/2007 5.00,"2,23771832","7,45300659",,,,,
12/01/2007 6.00,"2,52127114","6,53571312",,,,,
12/01/2007 7.00,"2,45264093","6,59182458",,,,,
12/01/2007 8.00,"2,36956118","6,53571312",,,,,
12/01/2007 9.00,"2,28648245","9,15585291",,,,,
12/01/2007 10.00,"2,50140506","7,77015577",,,,,
12/01/2007 11.00,"2,97278863","21,63688032",,,,,
12/01/2007 12.00,"3,58504602","22,61272688",,,,,
12/01/2007 13.00,"3,38096057","11,51251719",,,,,
12/01/2007 14.00,"3,22925061","8,88993578",,,,,
12/01/2007 15.00,"2,72535762","10,16585162",,,,,
12/01/2007 16.00,"2,85720048","9,0680271",,,,,
12/01/2007 17.00,"2,95653392","8,31174889",,,,,
12/01/2007 18.00,"2,62963554","8,68256982",,,,,
12/01/2007 19.00,"2,81385492","8,8094291",,,,,
12/01/2007 20.00,"2,9619525","8,28003454",,,,,
12/01/2007 21.00,"2,82288487","7,86530071",,,,,
12/01/2007 22.00,"2,51585358","7,42617167",,,,,
12/01/2007 23.00,"2,79398783","7,11877943",,,,,
13/01/2007 0.00,"2,60073851","7,09682394",,,,,
13/01/2007 1.00,"2,59712612","7,03827276",,,,,
13/01/2007 2.00,"3,2310568","7,32858702",,,,,
13/01/2007 3.00,"2,62421697","8,56058804",,,,,
13/01/2007 4.00,"2,84997571","7,65793475",,,,,
13/01/2007 5.00,"3,06851071","12,52007427",,,,,
13/01/2007 6.00,"2,42374389","15,74036027",,,,,
13/01/2007 7.00,"2,27022774","8,7655162",,,,,
13/01/2007 8.00,"2,36414363","7,32126788",,,,,
13/01/2007 9.00,"2,28828865","5,99412",,,,,
13/01/2007 10.00,"2,23410695","6,56254995",,,,,
13/01/2007 11.00,"2,9240245","19,55834512",,,,,
13/01/2007 12.00,"3,72230746","11,62961763",,,,,
13/01/2007 13.00,"3,81983471","10,66109212",,,,,
13/01/2007 14.00,"3,5904646","10,25367742",,,,,
13/01/2007 15.00,"3,984187","23,22995872",,,,,
13/01/2007 16.00,"3,96973848","21,71739464",,,,,
13/01/2007 17.00,"3,67896191","14,53519226",,,,,
13/01/2007 18.00,"3,72953121","24,13261392",,,,,
13/01/2007 19.00,"3,22202584","28,1750408",,,,,
13/01/2007 20.00,"2,66395116","8,47276414",,,,,
13/01/2007 21.00,"3,1046315","8,49715935",,,,,
13/01/2007 22.00,"2,4399986","11,01483698",,,,,
13/01/2007 23.00,"2,97640102","7,05047132",,,,,
14/01/2007 0.00,"2,691042","10,86845999",,,,,
14/01/2007 1.00,,"7,89213563",,,,,
14/01/2007 2.00,"2,46708945",,,,,,
14/01/2007 3.00,"2,55197437","10,40493383",,,,,
14/01/2007 4.00,"2,4399986","9,14365626",,,,,
14/01/2007 5.00,"2,1708943","13,47640122",,,,,
14/01/2007 6.00,"2,64047168","12,11021986",,,,,
14/01/2007 7.00,"2,61699322","32,83712776",,,,,
14/01/2007 8.00,"2,47250803","14,51079705",,,,,
14/01/2007 9.00,"2,68562343","12,5469111",,,,,
14/01/2007 10.00,"3,38457193","24,92548208",,,,,
14/01/2007 11.00,"4,33637003","25,11821168",,,,,
14/01/2007 12.00,"5,11659209","33,86421592",,,,,
14/01/2007 13.00,"3,99502313","27,17967272",,,,,
14/01/2007 14.00,"3,66270719","19,56809632",,,,,
14/01/2007 15.00,"4,2352304","16,25755627",,,,,
14/01/2007 16.00,"3,50738485","13,49591892",,,,,
14/01/2007 17.00,"3,50196628","14,23024164",,,,,
14/01/2007 18.00,"3,20577113","15,55982732",,,,,
14/01/2007 19.00,"3,39360289","13,31538788",,,,,
14/01/2007 20.00,"3,41346897","15,09386336",,,,,
14/01/2007 21.00,"3,08295923","13,69108823",,,,,
14/01/2007 22.00,"2,85539429","11,61253965",,,,,
14/01/2007 23.00,"2,62421697","16,46004281",,,,,
15/01/2007 0.00,"2,52488353","44,69363096",,,,,
15/01/2007 1.00,"2,7994064","32,90544352",,,,,
15/01/2007 2.00,"2,20159753","19,64128768",,,,,
15/01/2007 3.00,"2,70910291","17,84574186",,,,,
15/01/2007 4.00,"2,11490642","30,73662368",,,,,
15/01/2007 5.00,"2,26481018","13,18120946",,,,,
15/01/2007 6.00,"2,73258137","13,18608888",,,,,
15/01/2007 7.00,"2,33524659","15,76719519",,,,,
15/01/2007 8.00,"1,89276006","21,5271124",,,,,
15/01/2007 9.00,"2,62602316","13,61302127",,,,,
15/01/2007 10.00,"2,32260426","17,14801291",,,,,
15/01/2007 11.00,"2,58809618","18,98016014",,,,,
15/01/2007 12.00,"3,54711803","18,37513834",,,,,
15/01/2007 13.00,"3,77829535","28,1042968",,,,,
15/01/2007 14.00,"3,99502313","24,70347976",,,,,
15/01/2007 15.00,"3,71688889","22,59077712",,,,,
15/01/2007 16.00,"3,66812475","19,16068736",,,,,
15/01/2007 17.00,"3,98960557","20,1828808",,,,,
15/01/2007 18.00,"3,39540908","21,73204056",,,,,
15/01/2007 19.00,"3,10101911","9,84382302",,,,,
15/01/2007 20.00,"2,72896898","9,85114215",,,,,
15/01/2007 21.00,"3,22925061","23,39339648",,,,,
15/01/2007 22.00,"2,86261804","23,600772",,,,,
15/01/2007 23.00,"2,54836199","12,19072845",,,,,
16/01/2007 0.00,"2,3334404","9,3900557",,,,,
16/01/2007 1.00,,"9,00703622",,,,,
16/01/2007 2.00,"2,13116113",,,,,,
16/01/2007 3.00,"2,35691886","12,50055849",,,,,
16/01/2007 4.00,"2,28467626","8,78991141",,,,,
16/01/2007 5.00,"2,31537949","7,6067008",,,,,
16/01/2007 6.00,"2,17631288","22,7591096",,,,,
16/01/2007 7.00,"2,28106388","21,05869152",,,,,
16/01/2007 8.00,"2,12213017","9,01435726",,,,,
16/01/2007 9.00,"2,45986468","5,74039951",,,,,
16/01/2007 10.00,"2,03182667","7,25539757",,,,,
16/01/2007 11.00,"2,59531993","21,41244976",,,,,
16/01/2007 12.00,"3,38637812","26,59418008",,,,,
16/01/2007 13.00,"3,61394306","13,12021857",,,,,
16/01/2007 14.00,"3,70785894","14,79135246",,,,,
16/01/2007 15.00,"3,69702179","10,36102093",,,,,
16/01/2007 16.00,"3,4261113","14,23756078",,,,,
16/01/2007 17.00,"3,31413553","19,07530509",,,,,
16/01/2007 18.00,"2,98904334","23,01526024",,,,,
16/01/2007 19.00,"3,66993095","14,38637556",,,,,
16/01/2007 20.00,"3,35748109","14,00823741",,,,,
16/01/2007 21.00,"2,92041313","12,76403591",,,,,
16/01/2007 22.00,"2,82469106","11,7101243",,,,,
16/01/2007 23.00,"2,75064227","11,69548794",,,,,
17/01/2007 0.00,"3,04141884","12,51763647",,,,,
17/01/2007 1.00,"2,20701611","13,03483247",,,,,
17/01/2007 2.00,"2,39123447","15,16461118",,,,,
17/01/2007 3.00,"2,46167087","20,21702912",,,,,
17/01/2007 4.00,"2,24133071","16,77963361",,,,,
17/01/2007 5.00,"2,7813455","13,16657118",,,,,
17/01/2007 6.00,"2,41651913","12,97872101",,,,,
17/01/2007 7.00,"3,04503123","21,4758708",,,,,
17/01/2007 8.00,"2,29009484","27,69931608",,,,,
17/01/2007 9.00,"2,67478729","29,05817448",,,,,
17/01/2007 10.00,"3,00710425","17,10898134",,,,,
17/01/2007 11.00,"3,15158944","55,96706976",,,,,
17/01/2007 12.00,"3,81441614","65,6596096",,,,,
17/01/2007 13.00,"3,2834323","46,5818648",,,,,
17/01/2007 14.00,"3,61394306","35,09376576",,,,,
17/01/2007 15.00,"3,29426843","13,48616007",,,,,
17/01/2007 16.00,"2,871649","13,99115942",,,,,
17/01/2007 17.00,"3,26356622","15,02555334",,,,,
17/01/2007 18.00,"2,96556386","19,9999024",,,,,
17/01/2007 19.00,"3,03419509","33,92761784",,,,,
17/01/2007 20.00,"3,39360289","32,2467404",,,,,
17/01/2007 21.00,"3,35025734","26,57953416",,,,,
17/01/2007 22.00,"2,97640102","19,25338112",,,,,
17/01/2007 23.00,"3,18951642","16,76499534",,,,,
18/01/2007 0.00,"3,22021965","12,86162057",,,,,
18/01/2007 1.00,,"11,65401284",,,,,
18/01/2007 2.00,"2,50140506",,,,,,
18/01/2007 3.00,"2,91138217","12,48835993",,,,,
18/01/2007 4.00,"3,1028253","11,35638136",,,,,
18/01/2007 5.00,"2,78856925","10,3122286",,,,,
18/01/2007 6.00,"2,55919914","9,39981455",,,,,
18/01/2007 7.00,"2,34608272","8,49471964",,,,,
18/01/2007 8.00,"2,40568299","15,2768322",,,,,
18/01/2007 9.00,"2,61338083","25,74762296",,,,,
18/01/2007 10.00,"2,58809618","28,36532304",,,,,
18/01/2007 11.00,"3,54170047","33,32992664",,,,,
18/01/2007 12.00,"3,56879131","58,64088704",,,,,
18/01/2007 13.00,"3,63742152","42,70291392",,,,,
18/01/2007 14.00,"3,13352853","20,65860552",,,,,
18/01/2007 15.00,"3,54711803","25,89888128",,,,,
18/01/2007 16.00,"3,04322504","15,55250818",,,,,
18/01/2007 17.00,"3,07754065","16,40393326",,,,,
18/01/2007 18.00,"2,58628999","18,72644157",,,,,
18/01/2007 19.00,"3,28885088","16,49419878",,,,,
18/01/2007 20.00,"3,49293633","16,6064217",,,,,
18/01/2007 21.00,"2,63144174","22,307782",,,,,
18/01/2007 22.00,"2,52127114","13,95944508",,,,,
18/01/2007 23.00,"2,24855547","10,51227734",,,,,
19/01/2007 0.00,"2,66395116","9,67549054",,,,,
19/01/2007 1.00,"2,56100533","8,5069182",,,,,
19/01/2007 2.00,"2,77050937","7,86774042",,,,,
19/01/2007 3.00,"2,32621664","7,31882817",,,,,
19/01/2007 4.00,"2,7994064","7,04071247",,,,,
19/01/2007 5.00,"2,62602316","6,89433549",,,,,
19/01/2007 6.00,"2,31718568","6,68696953",,,,,
19/01/2007 7.00,"2,27203394","6,252718",,,,,
19/01/2007 8.00,"2,84455815","6,06486782",,,,,
19/01/2007 9.00,"2,25939161","6,29419119",,,,,
19/01/2007 10.00,"2,74161233","7,12609857",,,,,
19/01/2007 11.00,"2,85539429","7,99947914",,,,,
19/01/2007 12.00,"2,88429133","8,87041999",,,,,
19/01/2007 13.00,"3,30329939","9,70232546",,,,,
19/01/2007 14.00,"3,04322504","9,86822014",,,,,
19/01/2007 15.00,"3,2111897","10,51959456",,,,,
19/01/2007 16.00,"2,4219377","11,91749026",,,,,
19/01/2007 17.00,"3,31413553","14,34002294",,,,,
19/01/2007 18.00,"2,59531993","16,16973046",,,,,
19/01/2007 19.00,"2,86803662","14,38149614",,,,,
19/01/2007 20.00,"2,98904334","28,2970264",,,,,
19/01/2007 21.00,"3,00349186","24,964506",,,,,
19/01/2007 22.00,"2,86081286","13,22512236",,,,,
19/01/2007 23.00,"3,11727382","11,4076134",,,,,
20/01/2007 0.00,"2,83010963","34,5497444",,,,,
20/01/2007 1.00,,"36,15985872",,,,,
20/01/2007 2.00,"2,45083474",,,,,,
20/01/2007 3.00,"3,11185626","18,68008704",,,,,
20/01/2007 4.00,"2,44541718","33,88129008",,,,,
20/01/2007 5.00,"3,1046315","19,65103888",,,,,
20/01/2007 6.00,"2,84094577","28,79714824",,,,,
20/01/2007 7.00,"2,87345519","20,380486",,,,,
20/01/2007 8.00,"2,63505412","16,74791735",,,,,
20/01/2007 9.00,"3,07031588","15,0621471",,,,,
20/01/2007 10.00,"3,14978324","23,31290128",,,,,
20/01/2007 11.00,"3,87040504","17,80426867",,,,,
20/01/2007 12.00,"4,13770315","52,23691072",,,,,
20/01/2007 13.00,"4,65243227","48,39451728",,,,,
20/01/2007 14.00,"4,76802042","39,48995088",,,,,
20/01/2007 15.00,"5,20508939","38,59949424",,,,,
20/01/2007 16.00,"4,15215167","35,53778952",,,,,
20/01/2007 17.00,"3,55073041","23,49830792",,,,,
20/01/2007 18.00,"3,01252181","24,32534352",,,,,
20/01/2007 19.00,"3,07212207","32,01011128",,,,,
20/01/2007 20.00,"3,65006487","25,71835024",,,,,
20/01/2007 21.00,"3,00168567","17,49931806",,,,,
20/01/2007 22.00,"3,32677786","16,57470545",,,,,
20/01/2007 23.00,"3,01613419","14,71816301",,,,,
21/01/2007 0.00,"3,47126406","15,45736324",,,,,
21/01/2007 1.00,"3,02335896","12,30538918",,,,,
21/01/2007 2.00,"3,19854738","15,06702653",,,,,
21/01/2007 3.00,"2,73258137","11,91017304",,,,,
21/01/2007 4.00,"2,96375869","10,59522372",,,,,
21/01/2007 5.00,"2,74161233","8,80454968",,,,,
21/01/2007 6.00,"2,5303021","9,86334071",,,,,
21/01/2007 7.00,"2,15825198","13,13973626",,,,,
