NetC,Provincia di TARANTO,,,,
Stat,TA V.Archimede,,,,
Parm,SO2,NOX,NO2,CO,PM10
PtId,1,2,4,6,8
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3
Field,Aver,Aver,Aver,Aver,Aver
21/02/2007 9.00,"0,258014","43,727477","32,945173","0,379364","28,93203"
21/02/2007 10.00,"0,379579","47,106116","30,956826","0,423008","28,93203"
21/02/2007 11.00,"0,450905","38,247781","23,263055","0,420377","28,93203"
21/02/2007 12.00,"0,422995","41,7976","25,962607","0,446404","28,93203"
21/02/2007 13.00,"0,360352","42,285257","28,777702","0,380002","28,93203"
21/02/2007 14.00,"0,318177","34,210287","23,823729","0,30495","28,93203"
21/02/2007 15.00,"0,293367","30,043102","22,06641","0,237432","28,93203"
21/02/2007 16.00,"0,295848","27,613888","20,285726","0,302519","28,93203"
21/02/2007 17.00,"0,297708","35,87172","28,607688","0,301123","28,93203"
21/02/2007 18.00,"0,267938","27,07434","21,645905","0,321013","28,93203"
21/02/2007 19.00,"0,276001","38,413782","32,999686","0,393672","28,93203"
21/02/2007 20.00,"0,249951","41,019417","34,673948","0,38626","28,93203"
21/02/2007 21.00,"0,224522","83,099746","58,225122","0,517431","28,93203"
21/02/2007 22.00,"0,288406","51,565109","43,656502","0,427393","28,93203"
21/02/2007 23.00,"0,279722","31,883517","26,261129","0,478371","28,93203"
22/02/2007 0.00,"0,298329","25,293599","20,246798","0,456887","28,93203"
22/02/2007 1.00,"0,336784","25,157408","20,210451","0,352859","30,94409"
22/02/2007 2.00,"0,427336","23,156173","18,329838","0,380202","30,94409"
22/02/2007 3.00,"0,318797","18,856713","14,022206","0,333289","30,94409"
22/02/2007 4.00,"0,349808","13,965823","9,200614","0,327948","30,94409"
22/02/2007 5.00,"0,233826","12,091694","7,362829","0,267803","30,94409"
22/02/2007 6.00,"0,24685","12,207125","7,413445","0,259951","30,94409"
22/02/2007 7.00,"0,156917","18,016275","12,189608","0,185656","30,94409"
22/02/2007 8.00,"0,233205","22,331299","16,532291","0,121339","30,94409"
22/02/2007 9.00,"0,286545","24,856515","18,053398","0,181547","30,94409"
22/02/2007 10.00,"0,267317","27,847323","18,076752","0,335759","30,94409"
22/02/2007 11.00,"0,303291","34,282925","23,588821","0,415316","30,94409"
22/02/2007 12.00,"0,378959","20,841067","13,863862","0,239578","30,94409"
22/02/2007 13.00,"0,342985","18,930642","12,266182","0,101198","30,94409"
22/02/2007 14.00,"0,375858","17,685545","11,679551","0,183703","30,94409"
22/02/2007 15.00,"0,326239","16,688172","10,787907","0,162339","30,94409"
22/02/2007 16.00,"0,271039","17,880092","12,177931","0,159948","30,94409"
22/02/2007 17.00,"0,331201","20,398802","14,904756","0,143133","30,94409"
22/02/2007 18.00,"0,261116","22,921418","16,790565","0,180795","30,94409"
22/02/2007 19.00,"0,141412","30,919869","24,954162","0,219695","30,94409"
22/02/2007 20.00,"0,29957","39,671858","32,54023","0,265691","30,94409"
22/02/2007 21.00,"0,40935","41,556364","32,481819","0,23225","30,94409"
22/02/2007 22.00,"0,184828","34,797806","27,79002","0,316468","30,94409"
22/02/2007 23.00,"0,287165","28,327216","22,689378","0,335919","30,94409"
23/02/2007 0.00,"0,322518","25,636","19,102073","0,398096","30,94409"
23/02/2007 1.00,"0,235066","20,275593","14,943695","0,347438","26,84207"
23/02/2007 2.00,"0,292747","16,25239","11,111077","0,279561","26,84207"
23/02/2007 3.00,,"14,387338","9,602957","0,275495","26,84207"
23/02/2007 4.00,"0,237515","19,09017","14,254522","0,362066","26,84207"
23/02/2007 5.00,"0,119317","29,045745","23,991145","0,406147","26,84207"
23/02/2007 6.00,"0,225211","20,404003","15,165634","0,28251","26,84207"
23/02/2007 7.00,"0,242362","19,996748","15,043633","0,396662","26,84207"
23/02/2007 8.00,"0,314698","40,016839","33,046413","0,652906","26,84207"
23/02/2007 9.00,"0,233414","49,102147","35,742085","0,630187","26,84207"
23/02/2007 10.00,"0,276667","63,310506","42,054936","0,834816","26,84207"
23/02/2007 11.00,"0,263616","23,329975","15,239613","0,402322","26,84207"
23/02/2007 12.00,"0,195009","15,111051","9,227872","0,226631","26,84207"
23/02/2007 13.00,"0,256904","17,266623","11,429058","0,282032","26,84207"
23/02/2007 14.00,"0,354222","17,764664","11,544569","0,258914","26,84207"
23/02/2007 15.00,"0,418355","17,79579","11,950803","0,241816","26,84207"
23/02/2007 16.00,"0,246464","15,016372","9,578298","0,19574","26,84207"
23/02/2007 17.00,"0,211787","17,542879","12,027377","0,157318","26,84207"
23/02/2007 18.00,"0,30575","16,780259","11,531591","0,160386","26,84207"
23/02/2007 19.00,"0,228193","16,419698","11,229181","0,129924","26,84207"
23/02/2007 20.00,"0,290836","18,9488","13,692549","0,362464","26,84207"
23/02/2007 21.00,"0,197618","18,422226","13,368077","0,278964","26,84207"
23/02/2007 22.00,"0,233414","18,363863","13,108499","0,364059","26,84207"
23/02/2007 23.00,"0,183077","14,004732","9,108468","0,249189","26,84207"
24/02/2007 0.00,"0,210296","12,379624","7,569191","0,234442","26,84207"
24/02/2007 1.00,"0,202093","20,763248","15,33825","0,471315","40,12875"
24/02/2007 2.00,"0,236397","22,523244","17,074807","0,491483","40,12875"
24/02/2007 3.00,"0,439608","69,791499","44,688312","2,278536","40,12875"
24/02/2007 4.00,"0,479879","78,706903","47,101069","2,939294","40,12875"
24/02/2007 5.00,"0,352358","25,862955","20,502471","0,698702","40,12875"
24/02/2007 6.00,"0,237143","24,305305","19,012521","0,808071","40,12875"
24/02/2007 7.00,"0,297173","20,371575","14,937205","0,43915","40,12875"
24/02/2007 8.00,"0,396356","36,145383","28,075559","0,688219","40,12875"
24/02/2007 9.00,"0,226703","30,677332","22,181915","0,421573","40,12875"
24/02/2007 10.00,"0,268464","22,311854","15,779524","0,307661","40,12875"
24/02/2007 11.00,"0,429168","32,602026","21,656287","0,376853","40,12875"
24/02/2007 12.00,"0,313208","30,053485","19,090398","0,492758","40,12875"
24/02/2007 13.00,"0,524995","50,591079","32,529848","0,807354","40,12875"
24/02/2007 14.00,"0,329986","39,714628","29,268302","0,55685","40,12875"
24/02/2007 15.00,"0,209923","32,220737","22,290936","0,294746","40,12875"
24/02/2007 16.00,"0,223346","19,371599","12,93978","0,255925","40,12875"
24/02/2007 17.00,"0,221855","21,140677","15,370698","0,282749","40,12875"
24/02/2007 18.00,"0,17562","17,655716","12,767166","0,317824","40,12875"
24/02/2007 19.00,"0,352358","20,346929","15,316187","0,404873","40,12875"
24/02/2007 20.00,"0,240498","33,091003","27,913325","0,467649","40,12875"
24/02/2007 21.00,"0,218126","32,333563","27,095658","0,399332","40,12875"
24/02/2007 22.00,"0,15996","26,81364","21,880813","0,352062","40,12875"
24/02/2007 23.00,"0,259514","21,857907","16,986544","0,303236","40,12875"
25/02/2007 0.00,"0,214771","43,173666","35,049023","0,427313","40,12875"
25/02/2007 1.00,"0,174501","34,625325","28,363679","0,462985","26,17107"
25/02/2007 2.00,"0,170773","23,173038","18,14165","0,337872","26,17107"
25/02/2007 3.00,,"38,33338","30,558386","0,356326","26,17107"
25/02/2007 4.00,"0,27046","22,610145","17,551123","0,310012","26,17107"
25/02/2007 5.00,"0,246043","16,501408","11,571821","0,319857","26,17107"
25/02/2007 6.00,"0,287363","21,724316","16,681544","0,26314","26,17107"
25/02/2007 7.00,"0,221627","22,385772","17,137097","0,27171","26,17107"
25/02/2007 8.00,"0,195332","22,180843","15,70295","0,296021","26,17107"
25/02/2007 9.00,"0,206602","34,770579","20,881448","0,283787","26,17107"
25/02/2007 10.00,"0,193454","21,087504","13,865164","0,269795","26,17107"
25/02/2007 11.00,"0,381272","48,449772","33,94584","0,298653","26,17107"
25/02/2007 12.00,"0,232896","24,805924","17,301933","0,161915","26,17107"
25/02/2007 13.00,"0,351222","22,572537","15,157842","0,19681","26,17107"
25/02/2007 14.00,"0,398177","13,989169","8,576339","0,217663","26,17107"
25/02/2007 15.00,"0,41508","12,326448","7,151275","0,193907","26,17107"
25/02/2007 16.00,"0,388786","10,275931","5,515958","0,161081","26,17107"
25/02/2007 17.00,"0,189697","10,054146","5,399148","0,159869","26,17107"
25/02/2007 18.00,"0,351222","11,936058","7,113638","0,212184","26,17107"
25/02/2007 19.00,"0,336196","16,242013","11,199339","0,222763","26,17107"
25/02/2007 20.00,"0,197211","17,129144","11,893699","0,259951","26,17107"
25/02/2007 21.00,"0,259191","19,20688","14,00404","0,218459","26,17107"
25/02/2007 22.00,"0,247921","21,593324","16,595885","0,182799","26,17107"
25/02/2007 23.00,"0,313658","31,210377","25,97559","0,197414","26,17107"
26/02/2007 0.00,"0,298632","23,049829","18,053398","0,166977","26,17107"
26/02/2007 1.00,"0,184063","20,367674","15,499189","0,118202","21,999451"
26/02/2007 2.00,"0,185941","16,116207","11,265527","0,166525","21,999451"
26/02/2007 3.00,"0,197211","15,277065","10,516655","0,142361","21,999451"
26/02/2007 4.00,"0,223505","12,779091","8,100021","0,118644","21,999451"
26/02/2007 5.00,"0,199088","9,676727","4,974743","0,099529","21,999451"
26/02/2007 6.00,"0,180306","18,784084","13,904102","0,102952","21,999451"
26/02/2007 7.00,"0,204723","14,791997","9,384914","0,118239","21,999451"
26/02/2007 8.00,"0,152133","30,443877","22,685498","0,126362","21,999451"
26/02/2007 9.00,"0,225382","46,28382","32,285859","0,22125","21,999451"
26/02/2007 10.00,"0,27046","33,63185","23,789983","0,352141","21,999451"
26/02/2007 11.00,"0,246043","32,089746","23,545974","0,298493","21,999451"
26/02/2007 12.00,"0,33244","26,172946","19,543355","0,207578","21,999451"
26/02/2007 13.00,"0,234773","27,389495","20,843802","0,205069","21,999451"
26/02/2007 14.00,"0,339953","52,218785","38,971203","0,37773","21,999451"
26/02/2007 15.00,"0,323049","51,204545","38,55198","0,260668","21,999451"
26/02/2007 16.00,"0,234773","22,457108","16,7737","0,15668","21,999451"
26/02/2007 17.00,"0,277973","25,030297","18,576435","0,188686","21,999451"
26/02/2007 18.00,"0,368126","23,828012","17,931394","0,154999","21,999451"
26/02/2007 19.00,"0,422593","46,692377","36,000359","0,308298","21,999451"
26/02/2007 20.00,"0,294876","38,07658","32,134008","0,418385","21,999451"
26/02/2007 21.00,"0,279851","46,921932","36,170393","0,384187","21,999451"
26/02/2007 22.00,"0,283607","32,036553","24,974945","0,423836","21,999451"
26/02/2007 23.00,"0,422593","33,044313","25,089148","0,847969","21,999451"
27/02/2007 0.00,"0,349344","36,290619","29,268302","0,901458","21,999451"
27/02/2007 1.00,"0,758789","28,288307","22,659532","0,325915","48,45652"
27/02/2007 2.00,"0,497721","41,521336","30,871169","0,919235","48,45652"
27/02/2007 3.00,,"38,998719","30,477909","1,046619","48,45652"
27/02/2007 4.00,"0,550255","64,069248","47,098465","2,015954","48,45652"
27/02/2007 5.00,"0,506395","36,936531","28,926973","1,180262","48,45652"
27/02/2007 6.00,"0,525957","36,061064","28,788084","0,928163","48,45652"
27/02/2007 7.00,"0,493138","59,249687","46,42747","1,259856","48,45652"
27/02/2007 8.00,"0,438112","54,488461","41,29828","1,433317","48,45652"
27/02/2007 9.00,"0,505933","69,253253","44,215896","1,590156","48,45652"
27/02/2007 10.00,"0,482712","56,077277","34,973748","0,942233","48,45652"
27/02/2007 11.00,"0,457305","49,811594","31,177472","0,931312","48,45652"
27/02/2007 12.00,"0,519867","44,822115","26,410398","1,067744","48,45652"
27/02/2007 13.00,"0,341318","24,865598","15,407032","0,496226","48,45652"
27/02/2007 14.00,"0,323387","20,593349","12,253201","0,405192","48,45652"
27/02/2007 15.00,"0,253013","13,496318","7,85602","0,093368","48,45652"
27/02/2007 16.00,"0,244462","13,131868","7,683404","0,132522","48,45652"
27/02/2007 17.00,"0,227423","12,83486","7,378404","0,137588","48,45652"
27/02/2007 18.00,"0,277896","15,05139","9,894978","0,121599","48,45652"
27/02/2007 19.00,"0,321541","21,331342","15,72891","0,175395","48,45652"
27/02/2007 20.00,"0,269253","23,332557","17,451184","0,253374","48,45652"
27/02/2007 21.00,"0,313575","35,129844","27,965236","1,098793","48,45652"
27/02/2007 22.00,"0,390499","36,976741","28,950318","0,880214","48,45652"
27/02/2007 23.00,"0,406463","35,40609","28,699845","1,304258","48,45652"
28/02/2007 0.00,"0,42378","32,222035","25,183908","0,886511","48,45652"
28/02/2007 1.00,"0,326247","25,746226","20,342838","1,754927","34,266991"
28/02/2007 2.00,"0,316712","41,566725","33,564259","1,37094","34,266991"
28/02/2007 3.00,"0,446633","16,165493","11,323932","0,321849","34,266991"
28/02/2007 4.00,"0,300349","11,69482","6,859254","0,15098","34,266991"
28/02/2007 5.00,"0,339319","18,931939","13,089031","0,347488","34,266991"
28/02/2007 6.00,"0,339196","24,732006","18,935948","0,591605","34,266991"
28/02/2007 7.00,"0,421627","22,918838","17,383694","0,15482","34,266991"
28/02/2007 8.00,"0,513223","45,190462","35,024359","0,259912","34,266991"
28/02/2007 9.00,"0,631241","77,972814","44,588392","0,551469","34,266991"
28/02/2007 10.00,"0,651356","76,865193","44,692215","0,421608","34,266991"
28/02/2007 11.00,"0,462135","64,904486","40,448167","0,2462","34,266991"
28/02/2007 12.00,"0,407539","55,170703","33,860179","0,229616","34,266991"
28/02/2007 13.00,"0,479789","25,588008","17,334372","0,207857","34,266991"
28/02/2007 14.00,"0,410247","18,576568","12,101358","0,187044","34,266991"
28/02/2007 15.00,"0,364664","18,068153","11,499142","0,082314","34,266991"
28/02/2007 16.00,"0,283463","20,972078","15,160435","0,070103","34,266991"
28/02/2007 17.00,"0,183193","21,10825","15,73669","0,140889","34,266991"
28/02/2007 18.00,"0,201248","19,834629","14,075415","0,090731","34,266991"
28/02/2007 19.00,"0,21918","20,542776","14,566013","0,143993","34,266991"
28/02/2007 20.00,"0,289953","20,774931","15,47452","0,085373","34,266991"
28/02/2007 21.00,"0,222594","32,722657","27,0074","0,132112","34,266991"
28/02/2007 22.00,"0,352145","49,287611","42,283364","0,242693","34,266991"
28/02/2007 23.00,"0,406833","42,34233","36,005559","0,330498","34,266991"
01/03/2007 0.00,"0,301641","59,222419","46,570237","0,441064","34,266991"
01/03/2007 1.00,"0,27805","52,628622","37,853717","0,413483","30,15547"
01/03/2007 2.00,"0,312713","24,940816","19,979423","0,236236","30,15547"
01/03/2007 3.00,,"24,835752","19,76138","0,279162","30,15547"
01/03/2007 4.00,"0,554391","22,728173","17,748397","0,273382","30,15547"
01/03/2007 5.00,"0,491542","21,175705","15,308395","0,243729","30,15547"
01/03/2007 6.00,"0,543699","37,740661","23,835412","0,261736","30,15547"
01/03/2007 7.00,"0,73113","51,491173","28,336431","0,352779","30,15547"
01/03/2007 8.00,"0,888407","89,668934","34,999714","0,422132","30,15547"
01/03/2007 9.00,"1,145475","122,76772","45,711042","0,436839","30,15547"
01/03/2007 10.00,"0,900121","66,411561","36,889399","0,476497","30,15547"
01/03/2007 11.00,"0,601186","42,676947","26,601178","0,267162","30,15547"
01/03/2007 12.00,"0,602147","26,712474","17,645862","0,168506","30,15547"
01/03/2007 13.00,"0,609554","21,093987","13,804163","0,217542","30,15547"
01/03/2007 14.00,"0,543668","18,439089","12,445286","0,176808","30,15547"
01/03/2007 15.00,"0,578253","21,987598","15,869075","0,175095","30,15547"
01/03/2007 16.00,"0,495663","17,164163","11,785967","0,133561","30,15547"
01/03/2007 17.00,"0,442421","21,14846","15,60821","0,08468","30,15547"
01/03/2007 18.00,"0,473443","24,11204","18,350609","0,135235","30,15547"
01/03/2007 19.00,"0,457948","21,077122","15,843118","0,126303","30,15547"
01/03/2007 20.00,"0,39138","21,055077","15,730201","0,158303","30,15547"
01/03/2007 21.00,"0,4502","21,676325","16,434947","0,197295","30,15547"
01/03/2007 22.00,"0,608655","25,923928","20,675086","0,227029","30,15547"
01/03/2007 23.00,"0,449952","24,387005","19,277281","0,158314","30,15547"
02/03/2007 0.00,"0,506139","15,515708","10,673698","0,15269","30,15547"
02/03/2007 1.00,"0,612002","19,131662","14,172759","0,172618","33,59774"
02/03/2007 2.00,"0,659696","27,654078","22,646549","0,162141","33,59774"
02/03/2007 3.00,"0,644263","26,445311","21,638104","0,129838","33,59774"
02/03/2007 4.00,"0,492441","32,158482","22,436307","0,103514","33,59774"
02/03/2007 5.00,"0,518659","15,36915","10,353122","0,124051","33,59774"
02/03/2007 6.00,"0,428817","17,890467","12,87878","0,149346","33,59774"
02/03/2007 7.00,"0,536571","20,983741","15,239613","0,210846","33,59774"
02/03/2007 8.00,"0,619037","41,623798","28,555776","0,316908","33,59774"
02/03/2007 9.00,"0,622043","39,482473","25,016473","0,209411","33,59774"
02/03/2007 10.00,"0,585351","27,83826","19,247435","0,286774","33,59774"
02/03/2007 11.00,"0,60382","34,015743","23,252672","0,328825","33,59774"
02/03/2007 12.00,"0,5944","27,53865","18,977479","0,283587","33,59774"
02/03/2007 13.00,"0,350318","23,995313","16,579009","0,229819","33,59774"
02/03/2007 14.00,"0,523989","23,959003","17,146182","0,257359","33,59774"
02/03/2007 15.00,"0,545899","18,636228","12,420631","0,178779","33,59774"
02/03/2007 16.00,"0,530373","19,763291","13,569244","0,135794","33,59774"
02/03/2007 17.00,"0,56939","15,703768","10,319372","0,145757","33,59774"
02/03/2007 18.00,"0,475674","19,096654","13,722403","0,189603","33,59774"
02/03/2007 19.00,"0,483453","33,107866","25,508355","0,193867","33,59774"
02/03/2007 20.00,"0,672155","68,964021","49,294474","0,215509","33,59774"
02/03/2007 21.00,"0,735531","76,163524","51,681261","0,255607","33,59774"
02/03/2007 22.00,"0,692422","56,546787","47,25552","0,357442","33,59774"
02/03/2007 23.00,"0,726326","65,166483","51,141334","0,482396","33,59774"
03/03/2007 0.00,"0,617456","57,628443","45,766854","0,462228","33,59774"
03/03/2007 1.00,"0,576115","46,190439","33,064578","0,417229","30,34227"
03/03/2007 2.00,"0,457638","23,000536","18,015762","0,292634","30,34227"
03/03/2007 3.00,,"17,660904","12,729528","0,218898","30,34227"
03/03/2007 4.00,"0,385862","14,904831","9,913146","0,21842","30,34227"
03/03/2007 5.00,"0,319236","21,020049","15,773037","0,232649","30,34227"
03/03/2007 6.00,"0,33103","24,888943","18,643925","0,259273","30,34227"
03/03/2007 7.00,"0,431617","41,669191","27,016483","0,291199","30,34227"
03/03/2007 8.00,"0,845451","117,57203","34,188527","0,446005","30,34227"
03/03/2007 9.00,"0,673299","78,399496","32,021087","0,424124","30,34227"
03/03/2007 10.00,"0,581356","67,7773","32,622007","0,604639","30,34227"
03/03/2007 11.00,"0,559065","49,862187","30,368888","0,683915","30,34227"
03/03/2007 12.00,"0,372339","37,917045","24,193625","0,518068","30,34227"
03/03/2007 13.00,"0,430814","27,695587","18,524525","0,332253","30,34227"
03/03/2007 14.00,"0,357952","31,921127","21,815919","0,261386","30,34227"
03/03/2007 15.00,"0,375736","15,568884","8,748956","0,086635","30,34227"
03/03/2007 16.00,"0,304973","12,798545","6,829402","0,077137","30,34227"
03/03/2007 17.00,"0,260638","10,834925","6,176572","0,119731","30,34227"
03/03/2007 18.00,"0,307689","10,799909","6,379042","0,108764","30,34227"
03/03/2007 19.00,"0,341527","14,469048","9,81321","0,159009","30,34227"
03/03/2007 20.00,"0,351407","24,966761","19,462878","0,263936","30,34227"
03/03/2007 21.00,"0,363633","31,04954","25,154042","0,250544","30,34227"
03/03/2007 22.00,"0,248473","48,639139","38,999751","0,2442","30,34227"
03/03/2007 23.00,"0,347208","27,145676","21,87043","0,230133","30,34227"
04/03/2007 0.00,"0,35752","52,546921","41,232086","0,427592","30,34227"
04/03/2007 1.00,"0,321274","61,1744","38,986768","0,484947","54,44648"
04/03/2007 2.00,"0,291388","33,260903","26,758209","0,343053","54,44648"
04/03/2007 3.00,"0,236741","52,325109","34,737542","0,423247","54,44648"
04/03/2007 4.00,"0,179933","34,858781","28,579122","0,43648","54,44648"
04/03/2007 5.00,"0,258167","40,684796","34,096389","0,91198","54,44648"
04/03/2007 6.00,"0,366103","41,296942","33,877045","1,148494","54,44648"
04/03/2007 7.00,"0,434581","73,648692","49,568331","1,832649","54,44648"
04/03/2007 8.00,"0,576107","52,79854","40,391075","0,95128","54,44648"
04/03/2007 9.00,"0,554804","30,561903","21,639404","0,196926","54,44648"
04/03/2007 10.00,"0,422849","38,617408","25,910716","0,700377","54,44648"
04/03/2007 11.00,"0,343318","13,323819","7,72104","0,308772","54,44648"
04/03/2007 12.00,"0,385368","11,060598","5,780723","0,164093","54,44648"
04/03/2007 13.00,"0,323991","11,598843","6,463403","0,188287","54,44648"
04/03/2007 14.00,"0,324855","10,919229","5,981892","0,136842","54,44648"
04/03/2007 15.00,"0,286386","10,897182","5,457551","0,20144","54,44648"
04/03/2007 16.00,"0,247979","9,67154","4,924127","0,156162","54,44648"
04/03/2007 17.00,"0,226059","9,976328","5,360211","0,155763","54,44648"
04/03/2007 18.00,"0,372648","10,946466","6,041595","0,155414","54,44648"
04/03/2007 19.00,"0,254525","14,408092","9,561424","0,187888","54,44648"
04/03/2007 20.00,"0,331463","17,804869","12,418036","0,258357","54,44648"
04/03/2007 21.00,"0,247547","29,0224","23,713406","0,441979","54,44648"
04/03/2007 22.00,"0,256933","37,013049","31,469493","0,435643","54,44648"
04/03/2007 23.00,"0,341589","41,103717","35,585033","0,510495","54,44648"
05/03/2007 0.00,"0,313","45,710565","38,55458","0,513486","54,44648"
05/03/2007 1.00,"0,272432","54,916481","41,042607","0,437317","33,611992"
05/03/2007 2.00,"0,286695","27,111948","21,569328","0,456346","33,611992"
05/03/2007 3.00,,"12,354981","7,522467","0,205187","33,611992"
05/03/2007 4.00,"0,275258","11,419862","6,569829","0,153507","33,611992"
05/03/2007 5.00,"0,244886","10,893291","6,081829","0,17892","33,611992"
05/03/2007 6.00,"0,289147","14,45997","9,353766","0,235399","33,611992"
05/03/2007 7.00,"0,311988","21,202933","16,032609","0,293034","33,611992"
05/03/2007 8.00,"0,432981","76,897598","42,415748","0,415236","33,611992"
05/03/2007 9.00,"0,37804","83,018027","41,852474","0,371871","33,611992"
05/03/2007 10.00,"0,461006","96,798403","46,550774","0,575263","33,611992"
05/03/2007 11.00,"0,383164","62,331297","39,328099","0,379563","33,611992"
05/03/2007 12.00,"0,301432","39,691303","26,376632","0,32181","33,611992"
05/03/2007 13.00,"0,212416","33,42042","22,415523","0,188884","33,611992"
05/03/2007 14.00,"0,23112","30,661749","21,683533","0,161861","33,611992"
05/03/2007 15.00,"0,251615","26,196292","18,463526","0,105521","33,611992"
05/03/2007 16.00,"0,140808","19,987665","13,702933","0,073527","33,611992"
05/03/2007 17.00,"0,225132","24,765714","18,302587","0,146953","33,611992"
05/03/2007 18.00,"0,165748","26,31302","20,584228","0,191157","33,611992"
05/03/2007 19.00,"0,200441","34,18046","29,542138","0,381038","33,611992"
05/03/2007 20.00,"0,281307","55,847722","48,484589","0,432693","33,611992"
05/03/2007 21.00,"0,513416","47,68067","39,704494","0,332929","33,611992"
05/03/2007 22.00,"0,506379","48,408264","40,418321","0,37199","33,611992"
05/03/2007 23.00,"0,88948","99,103125","55,651452","0,667136","33,611992"
06/03/2007 0.00,"0,562924","65,04974","44,819402","0,499135","33,611992"
06/03/2007 1.00,"0,424338","42,228184","34,485749","0,383628","24,16848"
06/03/2007 2.00,"0,286431","23,215828","18,294796","0,36354","24,16848"
06/03/2007 3.00,"0,338039","20,98244","16,129954","0,286934","24,16848"
06/03/2007 4.00,"0,34415","16,360037","11,602975","0,209169","24,16848"
06/03/2007 5.00,"0,439771","17,747801","12,913821","0,178562","24,16848"
06/03/2007 6.00,"0,393102","28,279225","23,209826","0,154469","24,16848"
06/03/2007 7.00,"0,436499","41,283999","32,496104","0,156082","24,16848"
06/03/2007 8.00,"0,458414","45,024465","35,982194","0,182748","24,16848"
06/03/2007 9.00,"0,4164","33,593838","25,316409","0,164743","24,16848"
06/03/2007 10.00,"0,433104","27,121031","18,467412","0,223162","24,16848"
06/03/2007 11.00,"0,561627","27,102868","18,037826","0,238221","24,16848"
06/03/2007 12.00,"0,500452","27,136594","17,963846","0,241813","24,16848"
06/03/2007 13.00,"0,449031","28,357043","17,717249","0,255367","24,16848"
06/03/2007 14.00,"0,487119","18,507828","11,976762","0,182006","24,16848"
06/03/2007 15.00,"0,241245","19,16149","13,244783","0,083078","24,16848"
06/03/2007 16.00,"0,152044","18,252324","12,401161","0,093313","24,16848"
06/03/2007 17.00,"0,197477","15,053985","9,255126","0,10338","24,16848"
06/03/2007 18.00,"0,223775","14,546866","9,160382","0,12994","24,16848"
06/03/2007 19.00,"0,269949","15,40287","10,04553","0,106299","24,16848"
06/03/2007 20.00,"0,264269","16,238121","10,776231","0,135689","24,16848"
06/03/2007 21.00,"0,134573","15,624654","10,586739","0,133707","24,16848"
06/03/2007 22.00,"0,163401","14,789402","8,957913","0,196817","24,16848"
06/03/2007 23.00,"0,159389","12,064458","6,634722","0,186613","24,16848"
07/03/2007 0.00,"0,125869","9,940013","5,01238","0,136045","24,16848"
07/03/2007 1.00,"0,179699","9,763626","5,126596","0,110326","30,14543"
07/03/2007 2.00,"0,153216","8,780517","3,913084","0,080036","30,14543"
07/03/2007 3.00,,"8,528906","3,988361","0,122191","30,14543"
07/03/2007 4.00,"0,649387","8,431633","3,789786","0,107138","30,14543"
07/03/2007 5.00,"0,491276","8,191692","3,534106","0,13767","30,14543"
07/03/2007 6.00,"0,417867","8,40699","3,680766","0,12518","30,14543"
07/03/2007 7.00,"0,574096","13,334195","8,123382","0,12798","30,14543"
07/03/2007 8.00,"0,771736","13,194123","8,070169","0,178364","30,14543"
07/03/2007 9.00,"0,951494","17,493593","11,69253","0,211483","30,14543"
07/03/2007 10.00,"0,913849","16,939786","11,473183","0,171586","30,14543"
07/03/2007 11.00,"0,930789","18,44298","12,21816","0,218494","30,14543"
07/03/2007 12.00,"0,828204","14,201873","8,22202","0,166094","30,14543"
07/03/2007 13.00,"0,914789","15,562398","8,75934","0,241519","30,14543"
07/03/2007 14.00,"0,656917","14,056611","8,019551","0,200603","30,14543"
07/03/2007 15.00,"0,682328","14,231702","8,205147","0,15608","30,14543"
07/03/2007 16.00,"0,674799","12,415937","6,236277","0,071997","30,14543"
07/03/2007 17.00,"0,870556","12,423721","7,248615","0,22109","30,14543"
07/03/2007 18.00,"0,783971","12,314775","7,457572","0,183305","30,14543"
07/03/2007 19.00,"0,6428","13,427578","8,212934","0,225633","30,14543"
07/03/2007 20.00,"0,810322","12,28624","7,518573","0,240779","30,14543"
07/03/2007 21.00,"0,743501","12,566387","7,445892","0,23205","30,14543"
07/03/2007 22.00,"0,892202","12,383514","7,284957","0,268281","30,14543"
07/03/2007 23.00,"0,43669","11,249958","6,198637","0,235797","30,14543"
08/03/2007 0.00,"0,657858","9,597612","4,834574","0,193747","30,14543"
08/03/2007 1.00,"0,546803","9,401768","4,691809","0,194306","27,14109"
08/03/2007 2.00,"0,465865","8,81424","4,157084","0,194812","27,14109"
08/03/2007 3.00,"0,56092","8,683245","4,022106","0,18517","27,14109"
08/03/2007 4.00,"0,465865","8,032163","3,301787","0,179345","27,14109"
08/03/2007 5.00,"0,497864","8,008819","3,282319","0,18138","27,14109"
08/03/2007 6.00,"0,58539","8,285074","3,623659","0,212082","27,14109"
08/03/2007 7.00,"0,451748","10,711714","5,887149","0,217263","27,14109"
08/03/2007 8.00,"0,529863","13,993059","8,612678","0,264999","27,14109"
08/03/2007 9.00,"0,590096","17,623292","11,517308","0,256482","27,14109"
08/03/2007 10.00,"0,71715","19,4585","12,493307","0,278126","27,14109"
08/03/2007 11.00,"0,82444","22,511581","13,919675","0,300526","27,14109"
08/03/2007 12.00,"0,890319","24,231369","14,787952","0,303396","27,14109"
08/03/2007 13.00,"0,814087","20,147202","11,985844","0,281713","27,14109"
