, Brindisi,,
13/03/2007 1.00,,"4,05455278",
13/03/2007 2.00,"1,15156029",,"34,18803024"
13/03/2007 3.00,"1,08748013","16,02093289",
13/03/2007 4.00,"1,00266742","12,013096","37,11843109"
13/03/2007 5.00,"0,79723444","8,74376529",
13/03/2007 6.00,"0,75954035","8,09872341","36,14162064"
13/03/2007 7.00,"0,91597122","8,79697816",
13/03/2007 8.00,"0,81419698","12,11692907","31,25761986"
13/03/2007 9.00,"1,43615147","9,72755238",
13/03/2007 10.00,"1,82440139","9,74442387","27,8388195"
13/03/2007 11.00,"2,21642132","11,16948336",
13/03/2007 12.00,"2,01098834","10,99427533","30,28083038"
13/03/2007 13.00,"1,93560017","9,30574415",
13/03/2007 14.00,,,"50,30524063"
13/03/2007 16.00,"1,48138457","5,48740367","39,56044006"
13/03/2007 17.00,"1,07051759","5,70025516",
13/03/2007 18.00,"1,25521903","6,34918987","36,14162064"
13/03/2007 19.00,"1,07240209","6,64510629",
13/03/2007 20.00,"2,26542445","10,14936062","37,11843109"
13/03/2007 21.00,"1,68870308","5,8806581",
13/03/2007 22.00,"1,23637199","5,10323316","30,28083038"
13/03/2007 23.00,"1,79236182","6,34789354",
14/03/2007 0.00,"1,01774546","6,88910617","38,58362961"
14/03/2007 1.00,"0,99512942","10,10133882",
14/03/2007 2.00,"1,59069784","14,84635878","36,63003159"
14/03/2007 3.00,"2,05810595","11,07344169",
14/03/2007 4.00,"1,35133977","8,31027665","39,07204056"
14/03/2007 5.00,"1,56431177","8,31287123",
14/03/2007 6.00,"1,07805661","8,92287189","32,23442078"
14/03/2007 7.00,"1,06674757","8,99295625",
14/03/2007 8.00,"1,17229183","13,16560562","37,11843109"
14/03/2007 9.00,"2,04302893","12,96055127",
14/03/2007 10.00,"2,38604574","12,16884752","30,28083038"
14/03/2007 11.00,"2,4124318","9,17855218",
14/03/2007 12.00,"2,89680246","7,97802076","26,37360954"
14/03/2007 13.00,"2,35023615","5,2550842",
14/03/2007 14.00,"2,52928409","4,2738936","21,0012207"
14/03/2007 15.00,"2,16930371","6,42316898",
14/03/2007 16.00,"2,47651196","11,5809037","34,67642975"
14/03/2007 17.00,"2,61032678","7,08248967",
14/03/2007 18.00,"2,22207584","9,77687242","34,18803024"
14/03/2007 19.00,"1,98083327","8,10910557",
14/03/2007 20.00,"1,17983085","8,18438292","35,65322113"
14/03/2007 21.00,"1,44934399","9,88718909",
14/03/2007 22.00,"1,76597575","11,91965656","43,46763992"
14/03/2007 23.00,"1,82063238","12,0014175",
15/03/2007 0.00,"1,92052212","9,97933793","32,23442078"
15/03/2007 1.00,,"9,66785018",
15/03/2007 2.00,"1,56514266",,"28,81562042"
15/03/2007 3.00,"1,86352131","13,07994994",
15/03/2007 4.00,"1,44586585","11,59908108","30,28083038"
15/03/2007 5.00,"1,74637715","11,08642034",
15/03/2007 6.00,"1,68310144","9,72106306","22,95482063"
15/03/2007 7.00,"1,25252805","10,97869062",
15/03/2007 8.00,"1,5671492","14,13122872","27,8388195"
15/03/2007 9.00,"2,11273512","13,4485453",
15/03/2007 10.00,"2,56613508","12,35703612","26,37360954"
15/03/2007 11.00,"3,28292177","13,53809764",
15/03/2007 12.00,"3,08350129","13,83531039","29,30401993"
15/03/2007 13.00,"1,99421089","8,3232553",
15/03/2007 14.00,"3,18885537","12,2739731","35,16482162"
15/03/2007 15.00,"2,80882688","11,10718275",
15/03/2007 16.00,"2,04500699","8,82812655","29,7924099"
15/03/2007 17.00,"1,62891975","7,91053098",
15/03/2007 18.00,"0,7547279","7,95595628","31,74603081"
15/03/2007 19.00,"0,85424949","10,0779761",
15/03/2007 20.00,"0,52301056","24,00930904","38,58362961"
15/03/2007 21.00,"0,9288139","14,35964771",
15/03/2007 22.00,"1,04903042","14,5491403","34,18803024"
15/03/2007 23.00,"1,297931","11,8417808",
16/03/2007 0.00,"1,18737089","8,38814667","36,63003159"
16/03/2007 1.00,"0,69991771","9,68342342",
16/03/2007 2.00,"0,9808009","10,79569883","35,16482162"
16/03/2007 3.00,"0,11112352","11,96897086",
16/03/2007 4.00,"0,9644333","11,29667342","30,28083038"
16/03/2007 5.00,"0,50432216","10,2830381",
16/03/2007 6.00,"0,38128347","11,2707142","22,95482063"
16/03/2007 7.00,"0,29493","15,93526573",
16/03/2007 8.00,"0,82897704","20,2974096","26,86202049"
16/03/2007 9.00,"1,61386916","13,57573345",
16/03/2007 10.00,"1,98668611","15,67439818","22,46640968"
16/03/2007 11.00,"2,02055018","11,31873408",
16/03/2007 12.00,"2,18798804","11,51082125","23,44322014"
16/03/2007 13.00,"1,97727886","9,12923405",
16/03/2007 14.00,"1,75327546","6,05068078","26,37360954"
16/03/2007 15.00,"1,93294274","6,09610608",
16/03/2007 16.00,"2,14308749","7,59644483","24,90842056"
16/03/2007 17.00,"3,40897078","9,3927",
16/03/2007 18.00,"1,86251855","8,09482866","27,8388195"
16/03/2007 19.00,"0,34440908","10,09614774",
16/03/2007 20.00,"0,69082471","22,48821744","50,30524063"
16/03/2007 21.00,"0,66160121","33,08274328",
16/03/2007 22.00,"1,27353622","32,13530904","48,35165024"
16/03/2007 23.00,"1,89136575","20,35452104",
17/03/2007 0.00,"1,59643473","23,75883704","42,49084091"
17/03/2007 1.00,,"24,84255864",
17/03/2007 2.00,"0,50223426",,"45,90964127"
17/03/2007 3.00,"0,36857097","27,30332176",
17/03/2007 4.00,"0,38368664","18,81525014","36,63003159"
17/03/2007 5.00,"0,46600771","17,69908382",
17/03/2007 6.00,"0,22229179","22,49989976","39,07204056"
17/03/2007 7.00,"0,95137808","28,22090968",
17/03/2007 8.00,"2,10056367","41,3086644","36,14162064"
17/03/2007 9.00,"3,02427121","41,85247544",
17/03/2007 10.00,"2,59892519","20,13257608","29,30401993"
17/03/2007 11.00,"2,94932034","13,16431502",
17/03/2007 12.00,"3,88620718","12,25839986","23,93161964"
17/03/2007 13.00,"5,02171311","13,22531547",
17/03/2007 14.00,"5,16224624","10,15065695","23,44322014"
17/03/2007 15.00,"4,09232156","9,48744725",
17/03/2007 16.00,"5,95297899","13,59780749","30,28083038"
17/03/2007 17.00,"6,63877972","15,59652434",
17/03/2007 18.00,"5,36648831","16,80484524","29,7924099"
17/03/2007 19.00,"5,32151657","27,86139632",
17/03/2007 20.00,"6,57132414","72,7963408","42,97924042"
17/03/2007 21.00,"5,1154022","91,14825216",
17/03/2007 22.00,"4,95050989","90,84713128","60,56166077"
17/03/2007 23.00,"3,68383944","84,53299984",
18/03/2007 0.00,"2,50898375","50,554714","59,58485031"
18/03/2007 1.00,"1,8906386","53,4385836",
18/03/2007 2.00,"2,05740422","35,02436016","63,98046112"
18/03/2007 3.00,"2,48087692","51,93303656",
18/03/2007 4.00,"2,0502842","39,56820904","60,07326126"
18/03/2007 5.00,"2,79379765","22,03784584",
18/03/2007 6.00,"1,53093587","13,11369865","46,88644028"
18/03/2007 7.00,"1,3530524","20,53751856",
18/03/2007 8.00,"1,9038179","22,10923992","31,25761986"
18/03/2007 9.00,"3,45711251","17,78473759",
18/03/2007 10.00,"7,40515227","29,91463576","39,07204056"
18/03/2007 11.00,"7,81550872","25,31367544",
18/03/2007 12.00,"9,32202235","26,11577856","29,30401993"
18/03/2007 13.00,"34,79969583","39,92902256",
18/03/2007 14.00,"15,99265044","27,12422472","30,76922989"
18/03/2007 15.00,"14,95083564","32,57787968",
18/03/2007 16.00,"6,28463693","9,48744725","30,28083038"
18/03/2007 17.00,"5,36648831","12,61791322",
18/03/2007 18.00,"5,07605243","18,62835214","30,28083038"
18/03/2007 19.00,"4,58699849","54,96357568",
18/03/2007 20.00,"3,25474578","27,3176044","34,67642975"
18/03/2007 21.00,"3,03551414","28,56745968",
18/03/2007 22.00,"3,01865025","27,42662664","40,53723145"
18/03/2007 23.00,"2,68324466","12,83984289",
19/03/2007 0.00,"1,99931725","13,82103922","31,25761986"
19/03/2007 1.00,,"8,36219127",
19/03/2007 2.00,"1,0666835",,"34,18803024"
19/03/2007 3.00,"2,22745171","15,75227394",
19/03/2007 4.00,"3,92797944","27,0969596","27,8388195"
19/03/2007 5.00,"8,55054039","18,35450594",
19/03/2007 6.00,"8,37551265","13,13576122","24,42000961"
19/03/2007 7.00,"2,31220137","20,59981152",
19/03/2007 8.00,"2,13901644","32,9049464","23,93161964"
19/03/2007 9.00,"3,24076712","28,84649696",
19/03/2007 10.00,"1,76335291","14,65037878","27,35042"
19/03/2007 11.00,"1,41919401","10,41282083",
19/03/2007 12.00,"1,68250243","11,99752276","21,0012207"
19/03/2007 13.00,"1,86846189","11,92225114",
19/03/2007 14.00,"1,74026192","12,53224606","19,04759979"
19/03/2007 15.00,"1,82915688","8,89950916",
19/03/2007 16.00,"1,93137962","8,95791311","19,53602028"
19/03/2007 17.00,"2,19244657","10,5478023",
19/03/2007 18.00,"3,28866985","15,99626618","21,0012207"
19/03/2007 19.00,"1,85958755","19,96516136",
19/03/2007 20.00,"1,93917899","19,21498816","27,35042"
19/03/2007 21.00,"1,9094236","18,20783642",
19/03/2007 22.00,"1,88574886","15,8145669","27,8388195"
19/03/2007 23.00,"1,78847078","13,50954574",
20/03/2007 0.00,"2,04192243","9,09419091","26,37360954"
20/03/2007 1.00,"2,21823972","6,94621187",
20/03/2007 2.00,"2,24219109","6,74763729","24,90842056"
20/03/2007 3.00,"2,02847362","4,4387233",
20/03/2007 4.00,"2,44669657","4,1207424","22,95482063"
20/03/2007 5.00,"2,88150068","3,72489339",
20/03/2007 6.00,"3,06205479","4,06104211","20,51280975"
20/03/2007 7.00,"2,12796266","8,30768015",
20/03/2007 8.00,"2,45775034","22,30391976","27,8388195"
20/03/2007 9.00,"2,48170171","29,50451176",
20/03/2007 10.00,"2,32878254","13,2045435",
20/03/2007 11.00,"2,37484247","6,72038173",
20/03/2007 12.00,"2,66409862","9,7223613",
20/03/2007 13.00,"3,47106575","14,69320185",
20/03/2007 14.00,"2,55539759","16,95020313",
20/03/2007 15.00,"2,02663082","20,42979648",
20/03/2007 16.00,"1,35784247","16,74773954",
20/03/2007 17.00,"1,59919589","21,02421816",
20/03/2007 18.00,"1,76940203","26,78677584","0,97680098"
20/03/2007 19.00,"1,87923904","38,94264088",
20/03/2007 20.00,"1,87908649","36,6947216","7,81440783"
20/03/2007 21.00,"1,59262505","33,89002792",
20/03/2007 22.00,"0,94975291","21,51871872","9,27960968"
20/03/2007 23.00,"0,50324923","12,39986874",
21/03/2007 0.00,"1,11206814","8,8294248","7,32600689"
21/03/2007 1.00,,"5,06429719",
21/03/2007 2.00,"0,50080334",,"3,90720391"
21/03/2007 3.00,"0,33827657","4,03897763",
21/03/2007 4.00,"0,68152424","3,37706235","2,93040299"
21/03/2007 5.00,"0,22972301","3,29659583",
21/03/2007 6.00,"0,46223464","6,3582757","1,95360196"
21/03/2007 7.00,"0,97467958","14,81520466",
21/03/2007 8.00,"1,03107935","37,28396176","10,7448101"
21/03/2007 9.00,"1,01749426","31,61226232",
21/03/2007 10.00,"1,17893081","10,00270066","7,32600689"
21/03/2007 11.00,"1,2045226","7,82616781",
21/03/2007 12.00,"0,64477393","7,03316963","5,86080599"
21/03/2007 13.00,"0,99360086","7,95984911",
21/03/2007 14.00,"0,41262639","8,26874418","6,34920597"
21/03/2007 15.00,"0,45398575","6,32582906",
21/03/2007 16.00,"0,29825152","6,33102014","4,39560509"
21/03/2007 17.00,"0,43094155","9,5121044",
21/03/2007 18.00,"0,56193318","18,53231047","4,39560509"
21/03/2007 19.00,"0,48746234","25,808176",
21/03/2007 20.00,"0,92689177","29,04765848","14,16361046"
21/03/2007 21.00,"0,82622199","21,9353244",
21/03/2007 22.00,"0,43094053","21,1176576","16,60560989"
21/03/2007 23.00,"0,60753749","12,45826696",
22/03/2007 0.00,"0,12614156","6,89170075","12,21000957"
22/03/2007 1.00,"0,14991394","8,98257409",
22/03/2007 2.00,"0,06307129","7,66134002","11,23320961"
22/03/2007 3.00,"0,05991757","11,23177632",
22/03/2007 4.00,"0,0909676","6,49584983","5,37240601"
22/03/2007 5.00,"0,25094882","8,32584989",
22/03/2007 6.00,"0,43118359","17,8613151","8,79120922"
22/03/2007 7.00,"0,31608055","38,38714752",
22/03/2007 8.00,"0,73282884","38,00168832","14,65200996"
22/03/2007 9.00,"0,93332022","24,99180936",
22/03/2007 10.00,"0,41590113","12,395974","7,32600689"
22/03/2007 11.00,"0,43882533","9,68472167",
22/03/2007 12.00,"0,16677376","7,85082878","4,88400507"
22/03/2007 13.00,"0,75308545","6,74893554",
22/03/2007 14.00,"1,30434318","7,28755167","5,37240601"
22/03/2007 15.00,"1,4798489","5,90791366",
22/03/2007 16.00,"3,06376132","12,04295188","3,90720391"
22/03/2007 17.00,"4,13534981","14,11955214",
22/03/2007 18.00,"1,0746222","17,29803799","7,32600689"
22/03/2007 19.00,"2,56890234","20,86328512",
22/03/2007 20.00,"1,82576518","20,47262528","7,32600689"
22/03/2007 21.00,"1,14872896","41,72008856",
22/03/2007 22.00,"1,34315597","30,86338928","7,32600689"
22/03/2007 23.00,"1,04078255","14,46219018",
23/03/2007 0.00,"0,1952762","7,592552","8,30280876"
23/03/2007 1.00,,"6,08702026",
23/03/2007 2.00,"0,24987792",,"8,79120922"
23/03/2007 3.00,"0,35379091","7,11363806",
23/03/2007 4.00,"0,56146333","3,7339773","4,88400507"
23/03/2007 5.00,"0,21300658","3,12268031",
23/03/2007 6.00,"0,24195549","2,96953102","3,41880298"
23/03/2007 7.00,"0,65730134","4,46338236",
23/03/2007 8.00,"1,27224463","4,4218499","3,90720391"
23/03/2007 9.00,"0,97955203","5,29012734",
23/03/2007 10.00,"1,57057446","5,82874347","3,41880298"
23/03/2007 11.00,"1,44075949","5,596424",
23/03/2007 12.00,"1,30347873","4,34916904","13,67521"
23/03/2007 13.00,"1,12384094","2,98251159",
23/03/2007 14.00,"1,23400034","3,69374309","9,76801014"
23/03/2007 15.00,"1,2013943","4,1947215",
23/03/2007 16.00,"0,68213648","3,55097787","10,25640965"
23/03/2007 17.00,"0,83739577","2,80859607",
23/03/2007 18.00,"0,34784858","8,54259421","15,62880993"
23/03/2007 19.00,"0,05347996","4,97474294",
23/03/2007 20.00,"0,05287078","16,69841758","19,53602028"
23/03/2007 21.00,"0,04906211","22,94377056",
23/03/2007 22.00,"0,05409016","21,6627688","18,07081032"
23/03/2007 23.00,"0,04723355","17,88467783",
24/03/2007 0.00,"0,0473861","19,73283424","21,97801971"
24/03/2007 1.00,"0,13773841","14,84116197",
24/03/2007 2.00,"3,51047857","16,75422886","27,8388195"
24/03/2007 3.00,"6,57483381","13,7587367",
24/03/2007 4.00,"2,41528347","10,07278693","23,93161964"
24/03/2007 5.00,"1,23918094","12,98131177",
24/03/2007 6.00,"0,79473363","19,74581672","20,02441978"
24/03/2007 7.00,"0,91068282","24,18454384",
24/03/2007 8.00,"1,19514789","27,1644532","18,55920982"
24/03/2007 9.00,"0,77172706","39,71227824",
24/03/2007 10.00,"0,92835726","18,11699348","21,0012207"
24/03/2007 11.00,"0,05546108","9,36284986",
24/03/2007 12.00,"0,05180395","9,1681681","16,60560989"
24/03/2007 13.00,"0,07816357","9,92872155",
24/03/2007 14.00,"2,36393616","11,38622577","13,67521"
24/03/2007 15.00,"0,89757979","5,8547027",
24/03/2007 16.00,"0,05058558","5,23042514","8,79120922"
24/03/2007 17.00,"0,08882885","7,54193562",
24/03/2007 18.00,"0,05089068","12,2947336","11,23320961"
24/03/2007 19.00,"0,03733","14,29735475",
24/03/2007 20.00,"0,0399203","19,71076976","10,7448101"
24/03/2007 21.00,"0,0467759","25,1864892",
24/03/2007 22.00,"0,04631927","23,08133896","19,04759979"
24/03/2007 23.00,"0,04403407","21,90027744",
25/03/2007 0.00,"0,0028954","16,75422886","20,51280975"
25/03/2007 1.00,,"15,89114059",
25/03/2007 2.00,"0,13500268",,"18,07081032"
25/03/2007 3.00,"0,04128206","8,9176789",
25/03/2007 4.00,"0,2309546","6,33750946","13,18680954"
25/03/2007 5.00,"0,30570817","9,17465934",
25/03/2007 6.00,"0,19971439","13,27592994","21,48962021"
25/03/2007 7.00,"0,2666574","13,24737804",
25/03/2007 8.00,"0,36372598","11,28369286","22,46640968"
25/03/2007 9.00,"0,70327686","8,8722536",
25/03/2007 10.00,"1,73457689","7,83525554","19,53602028"
25/03/2007 11.00,"1,93391906","8,53610488",
25/03/2007 12.00,"1,62969877","8,62436089","25,88521957"
25/03/2007 13.00,"1,89784404","5,52893614",
25/03/2007 14.00,"0,91191746","3,74825421","26,37360954"
25/03/2007 15.00,"0,28897241","3,74825421",
25/03/2007 16.00,"0,37376682","5,8975315","33,69963074"
25/03/2007 17.00,"0,35033718","7,73661546",
25/03/2007 18.00,"0,29789761","19,13191176","25,88521957"
25/03/2007 19.00,"0,2465747","19,14879472",
25/03/2007 20.00,"0,03681845","13,68995442","21,0012207"
25/03/2007 21.00,"0,022314","14,1416147",
25/03/2007 22.00,"0,06359606","10,96960862","23,93161964"
25/03/2007 23.00,"0,05578652","7,12791306",
26/03/2007 0.00,"0,12942342","4,8540422","21,0012207"
26/03/2007 1.00,"0,03905077","3,1707021",
26/03/2007 2.00,"0,13611833","4,63340314","21,0012207"
26/03/2007 3.00,"0,08925802","3,01495632",
26/03/2007 4.00,"0,12607647","3,14604304","16,11721039"
26/03/2007 5.00,"0,08479543","9,66655194",
26/03/2007 6.00,"0,07475357","9,00463666","13,18680954"
26/03/2007 7.00,"0,17628475","23,72248992",
26/03/2007 8.00,"0,29566631","46,2314908","15,14041042"
26/03/2007 9.00,"0,32913781","25,60829552",
26/03/2007 10.00,"0,39868536","15,33565679","16,11721039"
26/03/2007 11.00,"0,30570817","16,68543893",
26/03/2007 12.00,"0,25773221","12,72303881","25,88521957"
26/03/2007 13.00,"0,25550091","11,51341392",
26/03/2007 14.00,"0,21198755","9,80282782","13,67521"
26/03/2007 15.00,"0,19971439","9,32780863",
26/03/2007 16.00,"0,12496082","12,013096","9,76801014"
26/03/2007 17.00,"0,10153118","12,74120663",
26/03/2007 18.00,"0,22091274","16,74643746","13,18680954"
26/03/2007 19.00,"0,11045637","20,19876952",
26/03/2007 20.00,"0,17182113","29,31501344","16,60560989"
26/03/2007 21.00,"0,01004186","22,44278832",
26/03/2007 22.00,"0,01896705","17,00211966","17,58241081"
26/03/2007 23.00,"0,0044626","9,35895702",
27/03/2007 0.00,"0,10376248","16,47647836","22,46640968"
27/03/2007 1.00,,"9,62631772",
27/03/2007 2.00,"0,01755342",,"21,97801971"
27/03/2007 3.00,"0,05975689","3,90919107",
27/03/2007 4.00,"0,47431863","5,23431797","18,55920982"
27/03/2007 5.00,"0,85003809","10,64124938",
27/03/2007 6.00,"0,8179192","17,59135409","21,48962021"
27/03/2007 7.00,"0,84966485","30,68297296",
27/03/2007 8.00,"0,92921561","31,68753776","20,02441978"
27/03/2007 9.00,"0,58225386","16,19224809",
27/03/2007 10.00,"0,56806162","25,01907448","18,07081032"
27/03/2007 11.00,"0,61026407","13,03323022",
27/03/2007 12.00,"0,36600915","14,06633353","18,55920982"
27/03/2007 13.00,"0,55386939","13,75744419",
27/03/2007 14.00,"0,19346188","11,04618039","19,04759979"
27/03/2007 15.00,"0,50942547","11,78078226",
27/03/2007 16.00,"0,39626083","22,70236144","8,30280876"
27/03/2007 17.00,"0,56768838","40,33266488",
27/03/2007 18.00,"0,5956986","26,26632944","12,21000957"
27/03/2007 19.00,"0,67935803","35,76285104",
27/03/2007 20.00,"1,2261308","12,69059217","17,09399986"
27/03/2007 21.00,"0,79438989","8,4686151",
27/03/2007 22.00,"2,55832859","12,63218439","17,58241081"
27/03/2007 23.00,"0,91128895","7,97931901",
28/03/2007 0.00,"0,62819175","6,02342522","15,62880993"
28/03/2007 1.00,"0,69728469","6,48416942",
28/03/2007 2.00,"0,55610984","11,13054548","16,60560989"
28/03/2007 3.00,"0,28608515","5,44197838",
28/03/2007 4.00,"0,79326915","7,03706246","9,76801014"
28/03/2007 5.00,"0,49373926","14,48035801",
28/03/2007 6.00,"0,79289591","37,66293928","8,30280876"
28/03/2007 7.00,"2,86644806","62,3225004",
28/03/2007 8.00,"1,88606718","56,03561496","20,51280975"
28/03/2007 9.00,"0,77422176","18,35840069",
28/03/2007 10.00,"1,6769191","8,36738044","9,27960968"
28/03/2007 11.00,"2,92807216","11,26163029",
28/03/2007 12.00,"8,06713588","18,84249806","6,83760691"
28/03/2007 13.00,"4,14374514","8,5477872",
28/03/2007 14.00,"4,21097088","9,47446668","12,21000957"
28/03/2007 15.00,"4,33982071","13,41480614",
28/03/2007 16.00,"3,21004863","11,74573913","16,60560989"
28/03/2007 17.00,"1,20820414","9,16946635",
28/03/2007 18.00,"0,87020622","14,12084274","26,37360954"
28/03/2007 19.00,"0,79737783","21,34478408",
28/03/2007 20.00,"0,72566916","15,85350478","31,25761986"
28/03/2007 21.00,"0,77384852","13,55367279",
28/03/2007 22.00,"0,70550205","15,73409847","30,76922989"
28/03/2007 23.00,"0,80372696","14,99042416",
29/03/2007 0.00,"0,71857355","15,39016791","32,23442078"
29/03/2007 1.00,,"8,4141059",
29/03/2007 2.00,"0,33493675",,"26,37360954"
29/03/2007 3.00,"0,37486518","10,64255146",
29/03/2007 4.00,"0,36950763","12,03776271","16,60560989"
29/03/2007 5.00,"0,49296838","17,76786419",
29/03/2007 6.00,"1,50917613","26,88929728","19,04759979"
29/03/2007 7.00,"1,25073304","37,7083684",
29/03/2007 8.00,"1,57258812","42,9738252","27,35042"
29/03/2007 9.00,"4,27562665","21,10469424",
29/03/2007 10.00,"5,99110937","17,99888924","20,02441978"
29/03/2007 11.00,"10,09481319","16,96058911",
29/03/2007 12.00,"9,49869254","15,08906042","23,44322014"
29/03/2007 13.00,"7,77573487","15,72501456",
29/03/2007 14.00,"6,57788684","11,34079856","26,86202049"
29/03/2007 15.00,"5,19129786","17,81718806",
29/03/2007 16.00,"4,47184155","20,3467392","20,02441978"
29/03/2007 17.00,"4,17097837","18,1066075",
29/03/2007 18.00,"2,34150317","16,03130931","27,35042"
29/03/2007 19.00,"1,47454322","23,80944768",
29/03/2007 20.00,"0,894182","21,76919072","32,23442078"
29/03/2007 21.00,"0,36645561","15,5887425",
29/03/2007 22.00,"0,56042904","17,51867514","43,46763992"
29/03/2007 23.00,"0,45914397","8,81125506",
30/03/2007 0.00,"1,06124459","14,06504102","38,0952301"
30/03/2007 1.00,"0,63125292","4,23755222",
30/03/2007 2.00,"0,80591555","9,13572338","37,6068306"
30/03/2007 3.00,"1,89350959","15,76654511",
30/03/2007 4.00,"1,765751","4,5386578","38,0952301"
30/03/2007 5.00,"1,88179883","5,19278742",
30/03/2007 6.00,"6,0079275","13,96510269","35,16482162"
30/03/2007 7.00,"3,99531908","10,47512335",
30/03/2007 8.00,"4,22517125","15,8418282","39,56044006"
30/03/2007 9.00,"4,10557307","12,57767327",
30/03/2007 10.00,"5,87151221","17,37590228","47,86323166"
30/03/2007 11.00,"1,85277162","19,19682416",
30/03/2007 12.00,"1,39020137","13,81195531","34,67642975"
30/03/2007 13.00,"1,68589514","18,38046517",
30/03/2007 14.00,"1,87999264","10,3479352","19,53602028"
30/03/2007 15.00,"1,98270964","5,99616966",
30/03/2007 16.00,"2,48726368","14,40118974","11,23320961"
30/03/2007 17.00,"4,21582807","24,07942208",
30/03/2007 18.00,"2,97686782","23,56285704","29,30401993"
30/03/2007 19.00,"1,89301126","24,1274324",
30/03/2007 20.00,"1,47529071","31,9678752","70,81806183"
30/03/2007 21.00,"0,96569133","35,32288072",
30/03/2007 22.00,"0,56964814","26,62194232","71,30647278"
30/03/2007 23.00,"0,45970434","17,54203022",
31/03/2007 0.00,"0,357984","13,71850631","55,67765045"
31/03/2007 1.00,,"10,33105989",
31/03/2007 2.00,"0,32020957",,"40,04883957"
31/03/2007 3.00,"0,33102842","6,31155215",
31/03/2007 4.00,"0,32397959","5,34334021","24,90842056"
31/03/2007 5.00,"0,36854148","9,65746611",
31/03/2007 6.00,"0,35447433","30,68947376","23,44322014"
31/03/2007 7.00,"1,6211519","61,42827712",
31/03/2007 8.00,"0,94401703","54,28867792","22,46640968"
31/03/2007 9.00,"0,4007519","19,409668",
31/03/2007 10.00,"0,3284849","9,40178582","16,11721039"
31/03/2007 11.00,"0,31447877","3,20314874",
31/03/2007 12.00,"0,32918968","5,51595748","14,16361046"
31/03/2007 13.00,"0,25462324","5,90791366",
31/03/2007 14.00,"0,30877747","6,03640388","14,65200996"
31/03/2007 15.00,"0,25462324","5,86767944",
31/03/2007 16.00,"0,27362487","7,62240406","11,23320961"
31/03/2007 17.00,"0,18811652","3,9156804",
31/03/2007 18.00,"0,23942112","2,99808483","13,67521"
31/03/2007 19.00,"0,11401079","3,46402011",
31/03/2007 20.00,"0,09025773","4,60614758","15,14041042"
31/03/2007 21.00,"0,08930786","3,68465918",
31/03/2007 22.00,"0,03420273","2,06361586","13,18680954"
31/03/2007 23.00,"0,01995151","4,96436078",
01/04/2007 0.00,"0,06365606","2,5191709","5,86080599"
01/04/2007 1.00,"0,05605501","5,00070216",
01/04/2007 2.00,"0,19761734","4,43483046","11,72161007"
01/04/2007 3.00,"0,01140057","3,58212818",
01/04/2007 4.00,"0,00380053","3,3329353","6,34920597"
01/04/2007 5.00,"0,02945232","3,43027522",
01/04/2007 6.00,0,"4,2570202","8,30280876"
01/04/2007 7.00,"0,03990403","7,63278622",
01/04/2007 8.00,"0,11021026","4,72295548","9,27960968"
01/04/2007 9.00,"0,29541511","5,18629618",
01/04/2007 10.00,"0,33062975","5,50687166","7,81440783"
01/04/2007 11.00,"0,38438634","3,34980679",
01/04/2007 12.00,"0,36198284","3,04870121","5,86080599"
01/04/2007 13.00,"0,56315561","3,68595742",
01/04/2007 14.00,"0,79555842","2,4114469","4,88400507"
01/04/2007 15.00,"1,28877494","4,35306378",
01/04/2007 16.00,"2,44925839","5,62238131","3,90720391"
01/04/2007 17.00,"1,26655553","4,03378655",
01/04/2007 18.00,"0,70199035","4,7800631","10,25640965"
01/04/2007 19.00,"0,27457475","4,30374374",
01/04/2007 20.00,"0,1586642","8,9319558","14,16361046"
01/04/2007 21.00,"0,04275366","13,1500343",
01/04/2007 22.00,"0,03325285","22,36363152","15,62880993"
01/04/2007 23.00,"0,03990403","14,8839965",
02/04/2007 0.00,"0,02565281","13,80546598","17,58241081"
02/04/2007 1.00,,"10,90472107",
02/04/2007 2.00,"0,17029563",,"18,07081032"
02/04/2007 3.00,"0,10951666","8,7242973",
02/04/2007 4.00,"0,18271524","6,46729602","16,11721039"
02/04/2007 5.00,"0,0703764","6,57891476",
02/04/2007 6.00,"0,16606186","15,7211179","20,02441978"
02/04/2007 7.00,"0,09540375","24,88798776",
02/04/2007 8.00,"0,28555123","13,68735027","12,21000957"
02/04/2007 9.00,"1,11190847","13,8690591",
02/04/2007 10.00,"1,46021572","10,09225491","13,67521"
02/04/2007 11.00,"1,40376408","6,74763729",
02/04/2007 12.00,"1,58440871","5,84821146","8,79120922"
02/04/2007 13.00,"1,84596687","5,16942469",
02/04/2007 14.00,"1,37930117","7,84433946","10,25640965"
02/04/2007 15.00,"1,38306508","5,08895626",
02/04/2007 16.00,"1,36801145","3,30567974","9,76801014"
02/04/2007 17.00,"1,40630455","3,4237859",
02/04/2007 18.00,"1,27731234","4,0779136","14,65200996"
02/04/2007 19.00,"1,36791687","5,24859487",
02/04/2007 20.00,"1,33197609","7,50819074","22,46640968"
02/04/2007 21.00,"0,95196285","21,52650056",
02/04/2007 22.00,"1,21530992","71,52832152","29,30401993"
02/04/2007 23.00,"1,14530981","63,95913416",
03/04/2007 0.00,"0,69642533","29,54864072","35,16482162"
03/04/2007 1.00,"1,10852186","31,40069952",
03/04/2007 2.00,"1,38701613","50,99598448","28,32722092"
