NetC,Provincia di TARANTO,,,,
Stat,MANDURIA,,,,
Parm,NOX,NO2,CO,O3,Benzene
PtId,1,3,5,6,7
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver
24/04/2007 21.00,"47,693481","39,477291","0,494765","69,372475","0,281537"
24/04/2007 22.00,"41,127061","36,895901","0,534223","61,040795","0,473144"
24/04/2007 23.00,"35,954718","33,949738","0,478622","66,183728","0,407565"
25/04/2007 0.00,"53,13704","44,566329","0,51218","51,035232","0,352547"
25/04/2007 1.00,"30,188377","27,309821","0,405829","64,113294","0,269363"
25/04/2007 2.00,"15,037124","15,247394","0,321603","86,383065",0
25/04/2007 3.00,"18,847634","18,248078","0,330816","66,556116","0,047535"
25/04/2007 4.00,"9,506823","10,899524","0,291171","85,517787","0,092428"
25/04/2007 5.00,"6,072435","7,231744","0,267646","94,968162",0
25/04/2007 6.00,"18,541549","18,115691","0,39744","90,487395",0
25/04/2007 7.00,"40,073912","33,017848","0,570826","75,51494","0,082305"
25/04/2007 8.00,"45,05427","36,989341","0,848836","73,770853","2,22884"
25/04/2007 9.00,"60,721753","45,944652","0,868576","84,085144","1,963879"
25/04/2007 10.00,"63,375361","46,128968","0,893498","80,491307","2,055427"
25/04/2007 11.00,"71,102709","49,705901","0,819637","73,631363","1,095054"
25/04/2007 12.00,"91,441895","58,614482","1,11237","65,976545","0,78696"
25/04/2007 13.00,"76,179089","49,846068","0,89794","77,791195","1,64038"
25/04/2007 14.00,"22,331299","17,316205","0,32366","107,197095","0,579217"
25/04/2007 15.00,"12,238253","10,777523","0,239516","112,690811","0,024208"
25/04/2007 16.00,"7,457605","7,883275","0,21262","104,563315",0
25/04/2007 17.00,"18,588241","15,634159","0,328841","102,371033",0
25/04/2007 18.00,"28,673499","22,523264","0,367418","101,324378",0
25/04/2007 19.00,"24,375341","21,072248","0,449916","95,626256","0,026848"
25/04/2007 20.00,"88,547032","59,304962","0,812151","60,501866","0,269802"
25/04/2007 21.00,"82,900015","62,217377","0,764693","55,283085","2,270653"
25/04/2007 22.00,"55,152538","46,271717","0,490548","63,525606","0,565133"
25/04/2007 23.00,"34,509898","32,63887","0,429435","67,17899","0,258359"
26/04/2007 0.00,"22,175663","21,204634","0,267894","74,9882","0,075263"
26/04/2007 1.00,"13,968416","14,081906","0,215417","65,476881","0,03257"
26/04/2007 2.00,,,"0,158334","61,399637","0,045774"
26/04/2007 3.00,"3,104958","5,095446",,"67,043588",0
26/04/2007 4.00,"4,386369","6,014339","0,261995",,0
26/04/2007 5.00,"7,019227","7,706765","0,295043","59,448365","0,118836"
26/04/2007 6.00,"23,150993","20,932077","0,406187","44,433917","0,036532"
26/04/2007 7.00,"75,989744","49,869415","0,857673","39,209752","0,418568"
26/04/2007 8.00,"127,015309","69,677564","1,274464","30,428318","1,000425"
26/04/2007 9.00,"126,545814","69,319348","1,979066","36,241529","2,775488"
26/04/2007 10.00,"64,350675","42,245736","0,777685","69,17361","2,036941"
26/04/2007 11.00,"90,106002","58,767631","1,181077","57,968318","0,813808"
26/04/2007 12.00,"50,576816","33,098326","0,638261","86,996487","2,265371"
26/04/2007 13.00,"94,411941","58,440564","1,163155","67,539187","1,071286"
26/04/2007 14.00,"56,555868","36,714186","0,588032","85,909132","0,95157"
26/04/2007 15.00,"29,135226","20,161122","0,417943","86,844821","0,074823"
26/04/2007 16.00,"28,842118","18,022252","0,427891","90,286977","0,079224"
26/04/2007 17.00,"62,278104","41,705805","0,756064","63,99006","0,217867"
26/04/2007 18.00,"96,886584","59,644991","1,157237","31,721498","1,369258"
26/04/2007 19.00,"86,809082","56,249777","1,052094","43,289706","2,463431"
26/04/2007 20.00,"126,535413","73,643849","1,354371","31,267874","1,799269"
26/04/2007 21.00,"82,145161","52,184826","0,979646","36,479853","1,236778"
26/04/2007 22.00,"30,605996","22,253308","0,510098","63,661009","0,830973"
26/04/2007 23.00,"10,630005","10,128594","0,297591","72,26235",0
27/04/2007 0.00,"4,02062","4,721657","0,256816","79,724871",0
27/04/2007 1.00,"1,714601","2,704765","0,231908","80,224557",0
27/04/2007 2.00,"0,858597","1,959786","0,231496","88,931518",0
27/04/2007 3.00,0,"0,041532","0,213493","108,907332",0
27/04/2007 4.00,0,"0,005191","0,221467","118,739669",0
27/04/2007 5.00,"0,181577","0,256979","0,223028","114,327905",0
27/04/2007 6.00,"12,290131","8,238892","0,289864","83,497452",0
27/04/2007 7.00,"38,784729","26,871132","0,509194","61,242571",0
27/04/2007 8.00,"70,065144","39,260625","0,782534","49,280311","0,306774"
27/04/2007 9.00,"87,919285","44,745426","1,235006","50,540991","2,114845"
27/04/2007 10.00,"63,053687","36,114582","0,828653","63,563513","0,771996"
27/04/2007 11.00,"66,892734","40,002996","0,815335","68,279892","0,376755"
27/04/2007 12.00,"50,914015","29,191727","0,636616","84,414176","0,78476"
27/04/2007 13.00,"41,830009","25,754964","0,550297","96,101544","0,191458"
27/04/2007 14.00,"30,948377","20,091046","0,450827","99,735997","0,206863"
27/04/2007 15.00,"13,641578","9,181148","0,32398","110,812614",0
27/04/2007 16.00,"13,872441","9,575701","0,393281","109,914802",0
27/04/2007 17.00,"20,18351","13,55238","0,4588","104,23165","0,277724"
27/04/2007 18.00,"45,350001","30,912699","0,722441","92,075775","0,190578"
27/04/2007 19.00,"103,451856","62,972735","1,12608","53,887005","0,834935"
27/04/2007 20.00,"105,405116","67,185635","1,187571","41,93965","2,03166"
27/04/2007 21.00,"104,494643","67,715179","0,9518","34,490656","2,100761"
27/04/2007 22.00,"66,884974","46,962178","0,704191","34,841378","1,314681"
27/04/2007 23.00,"49,059358","37,62789","0,548653","32,97675","0,525961"
28/04/2007 0.00,"23,778721","20,810074","0,390486","50,620891","0,251317"
28/04/2007 1.00,"10,642974","10,954033","0,310581","59,941252",0
28/04/2007 2.00,,,"0,236429","64,950141",0
28/04/2007 3.00,"2,819622","4,077914",,"66,879745",0
28/04/2007 4.00,"1,40592","2,800809","0,279557",,0
28/04/2007 5.00,"6,394085","6,17268","0,280788","61,530987",0
28/04/2007 6.00,"19,291199","15,543314","0,386126","57,971008","0,017605"
28/04/2007 7.00,"43,889616","30,756968","0,604927","46,660096","0,332741"
28/04/2007 8.00,"59,627096","38,378065","0,832596","49,626961","0,8521"
28/04/2007 9.00,"65,642477","42,193805","1,022006","57,77873","1,036516"
28/04/2007 10.00,"54,133115","34,152182","0,902547","68,026666","1,14567"
28/04/2007 11.00,"62,916216","36,345588","0,800495","78,495348","0,968735"
28/04/2007 12.00,"81,213938","47,226954","0,988344","76,381566","1,018031"
28/04/2007 13.00,"118,092115","62,619719","1,411168","70,458674","1,657546"
28/04/2007 14.00,"63,663288","37,542232","0,776931","88,681001","2,137733"
28/04/2007 15.00,"24,626942","16,166288","0,467079","103,570808","0,084506"
28/04/2007 16.00,"37,513688","24,740017","0,591627","98,858535","0,367953"
28/04/2007 17.00,"44,486215","28,311768","0,698852","93,595085","0,440134"
28/04/2007 18.00,"54,651898","35,338444","0,671594","85,930791","0,81953"
28/04/2007 19.00,"83,320235","53,33474","1,058213","65,570306","0,746027"
28/04/2007 20.00,"99,835901","64,987043","1,037277","51,352099","2,120567"
28/04/2007 21.00,"104,250786","68,719726","1,194173","39,360052","1,384663"
28/04/2007 22.00,"63,722943","44,356066","0,622087","47,375067","1,395225"
28/04/2007 23.00,"47,238405","35,03216","0,515025","54,450333","0,445856"
29/04/2007 0.00,"66,607426","52,257522","0,720774","30,835897","0,349907"
29/04/2007 1.00,"49,806394","39,605854","0,497046","33,171742","0,957732"
29/04/2007 2.00,"30,839431","28,514228","0,4101","38,313317","0,189698"
29/04/2007 3.00,"41,300844","36,208021","0,362974","15,979907","0,274644"
29/04/2007 4.00,"19,516873","20,314292","0,302054","31,938154","0,309854"
29/04/2007 5.00,"8,326578","9,34468","0,262563","48,642509","0,028169"
29/04/2007 6.00,"9,148858","9,892382","0,288507","58,572242",0
29/04/2007 7.00,"13,161699","12,394672","0,388506","61,956183","0,104752"
29/04/2007 8.00,"21,851425","17,71076","0,786291","57,302087","0,433532"
29/04/2007 9.00,"13,882818","11,330422","0,398195","83,416196","0,55545"
29/04/2007 10.00,"31,949652","22,782838","0,584238","87,933538","0,301052"
29/04/2007 11.00,"16,943676","13,14225","0,467898","101,486866","0,03257"
29/04/2007 12.00,"27,661859","19,117647","0,563877","105,383997","0,453778"
29/04/2007 13.00,"21,830661","15,686076","0,523319","112,675864","0,608706"
29/04/2007 14.00,"4,261859","4,236256","0,372579","122,839874","0,026848"
29/04/2007 15.00,"4,640575","4,672341","0,393433","121,795867",0
29/04/2007 16.00,"8,749391","7,678211","0,452628","124,769471",0
29/04/2007 17.00,"13,327712","10,956628","0,453696","119,140444",0
29/04/2007 18.00,"23,221029","18,276632","0,52258","112,383339","0,003961"
29/04/2007 19.00,"34,673317","28,026228","0,609607","99,897131","0,053697"
29/04/2007 20.00,"55,782867","40,239206","0,642694","80,908383","0,184417"
29/04/2007 21.00,"75,971561","56,304268","0,737194","55,965574","0,824372"
29/04/2007 22.00,"51,640307","41,321646","0,559361","57,494362","0,952011"
29/04/2007 23.00,"58,366438","43,00369","0,481364","39,239554","0,264961"
30/04/2007 0.00,"27,913479","24,451897","0,38941","72,825658","0,165931"
30/04/2007 1.00,"12,118931","10,725616","0,348112","79,210337","0,16549"
30/04/2007 2.00,,,"0,232924","69,648905","0,017165"
30/04/2007 3.00,"2,448689","3,636637",,"69,424127",0
30/04/2007 4.00,"1,247689","2,214169","0,29816",,0
30/04/2007 5.00,"10,941278","7,563998","0,292405","43,993839",0
30/04/2007 6.00,"31,353053","21,684833","0,543133","28,030188","0,184856"
30/04/2007 7.00,"28,798008","22,486916","0,534337","35,773003","0,444976"
30/04/2007 8.00,"60,356006","37,721351","0,691267","34,905019","0,439694"
30/04/2007 9.00,"48,859609","30,009393","0,699569","69,109972","0,597263"
30/04/2007 10.00,"30,909487","19,709469","0,583412","94,204435","0,527721"
30/04/2007 11.00,"32,572221","19,164376","0,593853","103,100939","0,544886"
30/04/2007 12.00,"27,641114","17,396673","0,553326","110,598627","0,338903"
30/04/2007 13.00,"25,931709","15,320082","0,483039","106,93581","0,291368"
30/04/2007 14.00,"14,411983","10,271352","0,372226","107,973013","0,141283"
30/04/2007 15.00,"5,880484","4,770979","0,348962","106,021742",0
30/04/2007 16.00,"9,084009","7,081191","0,37872","103,294576",0
30/04/2007 17.00,"20,354712","15,31229","0,425085","101,757611",0
30/04/2007 18.00,"13,480754","11,151317","0,444321","100,636481","0,062939"
30/04/2007 19.00,"26,888876","21,352565","0,507044","89,685746","0,443216"
30/04/2007 20.00,"41,676973","33,568143","0,702036","73,550108","0,486349"
30/04/2007 21.00,"52,615657","41,090618","0,676469","60,690096","0,504834"
30/04/2007 22.00,"33,083221","22,492098","0,460762","73,738334","0,22975"
30/04/2007 23.00,"14,32638","12,843737","0,374365","88,335691","0,093309"
01/05/2007 0.00,"14,827013","13,51344","0,333262","85,768303",0
01/05/2007 1.00,"11,732431","11,418674","0,288212","79,319987",0
01/05/2007 2.00,"4,012838","4,86183","0,252947","78,670035",0
01/05/2007 3.00,"10,277228","10,17531","0,247603","48,018272",0
01/05/2007 4.00,"8,562626","8,820339","0,257468","43,774468",0
01/05/2007 5.00,"15,784182","12,698372","0,303422","34,091198",0
01/05/2007 6.00,"21,013568","16,181861","0,450241","40,975525","0,022007"
01/05/2007 7.00,"48,135899","28,901007","0,668497","21,426161","0,440575"
01/05/2007 8.00,"32,432145","21,754927","0,632161","50,6087","1,127624"
01/05/2007 9.00,"10,860865","8,283021","0,403794","85,966004","0,300612"
01/05/2007 10.00,"13,389965","9,944297","0,455173","95,702086","0,03213"
01/05/2007 11.00,"28,691662","19,257816","0,578809","91,343191","0,029929"
01/05/2007 12.00,"38,341162","23,982063","0,54453","90,503635","0,219187"
01/05/2007 13.00,"26,095128","18,224712","0,526281","93,971544","0,007922"
01/05/2007 14.00,"4,910346","4,425744","0,344277","100,249207",0
01/05/2007 15.00,"4,238514","3,641828","0,336303","99,027788",0
01/05/2007 16.00,"18,053888","12,784039","0,503591","87,944368",0
01/05/2007 17.00,"24,315667","18,185775","0,574782","84,981556","0,378076"
01/05/2007 18.00,"20,271711","16,573823","0,512962","80,637562","0,110033"
01/05/2007 19.00,"22,147135","17,998888","0,483204","72,881183","0,053697"
01/05/2007 20.00,"25,498507","19,712069","0,414315","74,056552","0,025528"
01/05/2007 21.00,"33,939224","26,912661","0,508771","58,879631","0,054576"
01/05/2007 22.00,"21,65688","20,586828","0,437087","64,30286","0,06382"
01/05/2007 23.00,"48,034735","35,065886","0,608486","44,63569","0,047094"
02/05/2007 0.00,"36,753667","29,189127","0,528253","36,811599","0,729742"
02/05/2007 1.00,"14,279692","13,596505","0,315177","48,73053","0,088467"
02/05/2007 2.00,,,"0,24711","51,927614",0
02/05/2007 3.00,"2,687331","4,010424",,"54,713014",0
02/05/2007 4.00,"0,900101","2,014298","0,284664",,0
02/05/2007 5.00,"3,203527","3,579532","0,289529","55,988599",0
02/05/2007 6.00,"16,396353","13,889821","0,463311","44,681736","0,627631"
02/05/2007 7.00,"37,760106","25,97819","0,629758","34,409401","0,26276"
02/05/2007 8.00,"85,499133","42,378102","0,924479","35,932782","0,733264"
02/05/2007 9.00,"96,051346","48,122475","1,720187","46,201049","3,105587"
02/05/2007 10.00,"28,922516","19,226652","0,578149","81,73032","1,079649"
02/05/2007 11.00,"27,477695","19,558918","0,727036","86,357342","0,157128"
02/05/2007 12.00,"30,769415","20,981388","0,647893","88,973489",0
02/05/2007 13.00,"20,653022","15,127998","0,585239","99,107689","0,06514"
02/05/2007 14.00,"27,345403","16,397312","0,480376","102,066415","0,0669"
02/05/2007 15.00,"9,36675","7,244723","0,389115","108,100296","0,06382"
02/05/2007 16.00,"16,232934","11,400506","0,399667","104,250561",0
02/05/2007 17.00,"17,597352","12,638675","0,437755","103,703471",0
02/05/2007 18.00,"26,660601","18,956719","0,567021","100,700141","0,26232"
02/05/2007 19.00,"30,650104","20,794491","0,5305","95,326988","0,29533"
02/05/2007 20.00,"51,746693","35,893936","0,704695","76,525112","0,395681"
02/05/2007 21.00,"40,239932","27,094358","0,529263","73,440435","0,473144"
02/05/2007 22.00,"11,070975","9,933914","0,248061","79,631439","0,094629"
02/05/2007 23.00,"12,894522","9,523786","0,272052","74,889349",0
03/05/2007 0.00,"5,478421","4,765786","0,252184","75,28609",0
03/05/2007 1.00,"0,485069","1,256341","0,195135","77,154767",0
03/05/2007 2.00,"0,430596","1,009744","0,158037","75,831804",0
03/05/2007 3.00,0,"0,340043","0,147485","75,367331",0
03/05/2007 4.00,"0,124509","0,368595","0,169001","82,399267",0
03/05/2007 5.00,"0,064849","0,35302","0,162324","84,358659",0
03/05/2007 6.00,"13,426281","10,289528","0,227946","78,475043",0
03/05/2007 7.00,"56,950143","31,683655","0,347071","59,804494",0
03/05/2007 8.00,"65,061402","38,414391","0,653418","45,832732","0,156248"
03/05/2007 9.00,"51,349817","29,783549","0,846573","57,823421","0,970056"
03/05/2007 10.00,"40,452623","23,411006","0,612198","69,661089","0,985901"
03/05/2007 11.00,"32,924984","18,902208","0,439815","88,737881","0,176494"
03/05/2007 12.00,"33,97295","19,255216","0,535611","91,050703","0,446296"
03/05/2007 13.00,"35,215425","20,695851","0,460673","86,862416","0,648757"
03/05/2007 14.00,"22,678881","13,321357","0,369907","83,525884","0,074382"
03/05/2007 15.00,"14,188901","9,741827","0,271309","86,379009",0
03/05/2007 16.00,"18,230275","11,057868","0,391342","87,408129",0
03/05/2007 17.00,"15,527379","9,259021","0,331738","101,710305","0,022887"
03/05/2007 18.00,"17,695923","11,657477","0,38994","109,40303",0
03/05/2007 19.00,"28,427079","17,028077","0,467845","95,41367","0,267162"
03/05/2007 20.00,"48,888157","25,671887","0,756219","71,957678","0,449817"
03/05/2007 21.00,"42,050502","22,666033","0,508323","75,750571","0,855621"
03/05/2007 22.00,"9,200737","4,934511","0,233963","90,755506","0,16373"
03/05/2007 23.00,"5,911609","3,563956","0,237262","94,966807","0,000881"
04/05/2007 0.00,"2,181512","1,718383","0,186396","95,108991",0
04/05/2007 1.00,0,"0,111617","0,144764","94,957332",0
04/05/2007 2.00,,,"0,175926","91,253815",0
04/05/2007 3.00,0,"0,002596",,"95,444811",0
04/05/2007 4.00,"0,443565","0,298511","0,159715",,0
04/05/2007 5.00,0,0,"0,146097","91,436615",0
04/05/2007 6.00,"13,094255","8,490679","0,285341","78,420873","0,023327"
04/05/2007 7.00,"18,44298","12,277868","0,3139","81,764178","0,118836"
04/05/2007 8.00,"51,160455","28,22871","0,581084","70,608977","0,060298"
04/05/2007 9.00,"53,453496","27,470755","0,693089","70,418057","1,624535"
04/05/2007 10.00,"33,892512","18,88403","0,422109","72,330059","0,446296"
04/05/2007 11.00,"24,645106","11,683436","0,400816","77,130414","0,180895"
04/05/2007 12.00,"23,913613","11,740552","0,348898","78,672729","0,165931"
04/05/2007 13.00,"26,670984","12,005314","0,3451","77,268526","0,202902"
04/05/2007 14.00,"25,76569","11,984542","0,377869","86,867827","0,305893"
04/05/2007 15.00,"3,361759","2,28166","0,211963","100,667622",0
04/05/2007 16.00,"5,519925","3,003276","0,233588","98,360226",0
04/05/2007 17.00,"8,949125","4,347871","0,300364","96,173324",0
04/05/2007 18.00,"20,186111","10,761948","0,388186","93,55854",0
04/05/2007 19.00,"37,010449","18,850289","0,490206","88,83266","0,286968"
04/05/2007 20.00,"30,517813","14,346678","0,450669","89,702002","0,372794"
04/05/2007 21.00,"18,344409","10,190893","0,305233","90,572699","0,169011"
04/05/2007 22.00,"7,086669","4,127234","0,221455","96,850369",0
04/05/2007 23.00,"6,235854","3,691148","0,190915","93,65873",0
05/05/2007 0.00,"2,171135","1,643106","0,158478","93,632992",0
05/05/2007 1.00,"0,884537","0,693064","0,154102","92,667508",0
05/05/2007 2.00,"0,031127","0,129788","0,141143","94,155684",0
05/05/2007 3.00,0,0,"0,11779","92,670225",0
05/05/2007 4.00,0,"0,005191","0,142547","91,176631",0
05/05/2007 5.00,"7,320124","4,379021","0,160293","89,493487",0
05/05/2007 6.00,"7,740343","5,139572","0,271804","83,754726",0
05/05/2007 7.00,"17,721861","9,458892","0,293431","80,059352","0,028169"
05/05/2007 8.00,"41,842992","20,423314","0,450835","77,539324",0
05/05/2007 9.00,"29,726647","14,676338","0,475761","90,295097","0,854741"
05/05/2007 10.00,"20,336547","9,695105","0,325292","96,820582","0,09991"
05/05/2007 11.00,"19,916328","10,31029","0,336187","96,635088",0
05/05/2007 12.00,"16,65056","8,771019","0,306472","101,527505",0
05/05/2007 13.00,"18,816509","10,925481","0,337754","103,448913",0
05/05/2007 14.00,"15,716738","9,879403","0,267512","105,666949","0,102992"
05/05/2007 15.00,"5,128238","2,746297","0,19983","106,199177",0
05/05/2007 16.00,"3,63931","2,663234","0,213861","104,142213",0
05/05/2007 17.00,"9,512013","6,06885","0,267018","98,410317",0
05/05/2007 18.00,"18,183585","9,562722","0,308783","93,754863",0
05/05/2007 19.00,"31,365996","17,89246","0,39025","89,826591","0,061619"
05/05/2007 20.00,"41,975282","26,699818","0,532219","77,524446","0,499112"
05/05/2007 21.00,"36,413849","22,977517","0,445139","75,330778","0,686609"
05/05/2007 22.00,"20,964296","14,969652","0,250426","86,331612","0,086706"
05/05/2007 23.00,"11,831003","9,6977","0,196941","85,852253",0
06/05/2007 0.00,"17,493593","15,948244","0,254223","72,698376",0
06/05/2007 1.00,"12,865989","10,619186","0,177378","74,404564",0
06/05/2007 2.00,,,"0,159715","80,481832",0
06/05/2007 3.00,"7,522452","6,699615",,"72,010487",0
06/05/2007 4.00,"5,112675","5,466637","0,182874",,0
06/05/2007 5.00,"4,331896","5,139572","0,171711","63,885807",0
06/05/2007 6.00,"15,843842","14,891776","0,36186","42,5016","0,00308"
06/05/2007 7.00,"37,684868","24,633596","0,601117","25,53183","0,399202"
06/05/2007 8.00,"56,750394","30,68169","0,64113","30,073527","0,746027"
06/05/2007 9.00,"27,407659","18,598496","0,523404","56,170045","0,911958"
06/05/2007 10.00,"36,185593","22,832147","0,661468","66,653612","0,666803"
06/05/2007 11.00,"69,123542","39,224276","1,082605","54,745514","1,090213"
06/05/2007 12.00,"83,626329","46,32883","1,161971","53,576923","1,992928"
06/05/2007 13.00,"60,252242","34,920537","0,764892","63,300813","1,950675"
06/05/2007 14.00,"21,358569","15,198083","0,404189","76,888017","0,636874"
06/05/2007 15.00,"14,064392","10,712635","0,385009","79,548852",0
06/05/2007 16.00,"46,301985","28,734873","0,709336","67,787009","0,052816"
06/05/2007 17.00,"46,291603","28,80755","0,592269","68,757896","0,758351"
06/05/2007 18.00,"54,939828","33,902989","0,669074","62,534392","1,127624"
06/05/2007 19.00,"75,47354","45,653933","0,774399","57,246566","1,089332"
06/05/2007 20.00,"88,744181","51,974563","0,942143","52,140205","1,024633"
06/05/2007 21.00,"53,733643","35,852409","0,540103","63,092294","0,68881"
06/05/2007 22.00,"37,542214","26,07425","0,374592","65,266981","0,214785"
06/05/2007 23.00,"12,645503","11,748333","0,270176","63,384781",
07/05/2007 0.00,"12,173404","11,377141","0,214041","51,712295",
07/05/2007 1.00,"12,674036","12,758082","0,280345","43,334393",
07/05/2007 2.00,"7,34347","7,698977","0,231649","40,501592",
07/05/2007 3.00,"5,937549","6,510126","0,187833","30,425605",
07/05/2007 4.00,"2,119257","2,940977","0,177251","42,173922",
07/05/2007 5.00,"7,154111","6,533487","0,21338","48,849688",
07/05/2007 6.00,"18,118735","15,031945","0,334082","45,881469",
07/05/2007 7.00,"27,130113","18,954111","0,45156","51,308766",
07/05/2007 8.00,"48,195572","26,66867","0,626745","45,507745",
07/05/2007 9.00,"61,279429","35,932866","1,147999","58,436821",
07/05/2007 10.00,"48,078844","28,729691","0,648571","70,304298",
07/05/2007 11.00,"62,376686","36,952992","0,768281","71,657071",
07/05/2007 12.00,"73,398373","45,371014","0,772498","73,126289",
07/05/2007 13.00,"61,850103","41,051691","0,980173","72,179755",
07/05/2007 14.00,"27,960169","21,456405","0,467765","79,367407",
07/05/2007 15.00,"24,992689","17,51608","0,36649","82,194801",
07/05/2007 16.00,"43,661341","27,533048","0,537375","82,118972",
07/05/2007 17.00,"66,763045","41,88232","0,792504","69,004356",
07/05/2007 18.00,"80,023336","49,628022","0,883858","61,185691",
07/05/2007 19.00,"84,316313","54,367852","0,886668","54,30813",
07/05/2007 20.00,"44,833818","35,392954","0,589956","58,428704",
07/05/2007 21.00,"37,910561","30,518158","0,523652","56,126711",
07/05/2007 22.00,"24,507632","22,416842","0,388068","59,126076",
07/05/2007 23.00,"26,556837","23,958697","0,313082","47,614746",
08/05/2007 0.00,"18,3911","18,209138","0,280427","48,251171",
08/05/2007 1.00,"7,216368","8,088339","0,211478","64,860765",
08/05/2007 2.00,,,"0,18957","63,132914",
08/05/2007 3.00,"2,565416","3,763829",,"64,664411",
08/05/2007 4.00,"1,992153","3,226511","0,218361",,
08/05/2007 5.00,"6,596413","7,6237","0,248824","51,966876",
08/05/2007 6.00,"21,594625","19,338273","0,454637","43,120448",
08/05/2007 7.00,,,,,
08/05/2007 8.00,,,,,
08/05/2007 9.00,,,,,
08/05/2007 10.00,,,,,
08/05/2007 11.00,,,,,
08/05/2007 12.00,,,,,
08/05/2007 13.00,,,,,
08/05/2007 14.00,,,,,
08/05/2007 15.00,,,,,
08/05/2007 16.00,"30,366498","23,808739","0,47824","54,646063",
08/05/2007 17.00,"54,218718","33,311167","0,651698","85,517787",
08/05/2007 18.00,"69,839491","43,278827","0,858255","78,955734",
08/05/2007 19.00,"96,6998","59,855254","1,06349","65,105848",
08/05/2007 20.00,"185,049741","99,450743","1,69909","35,821739",
08/05/2007 21.00,"116,828875","69,734652","1,219025","47,958683",
08/05/2007 22.00,"44,896073","36,558451","0,463058","73,814163",
08/05/2007 23.00,"39,944223","33,765423","0,433256","74,703832",
09/05/2007 0.00,"35,111679","30,346823","0,342278","77,600275",
09/05/2007 1.00,"7,755907","8,607487","0,236028","84,102739",
09/05/2007 2.00,"3,068641","4,350467","0,208702","86,64712",
09/05/2007 3.00,"8,342139","9,438127","0,243375","71,402506",
09/05/2007 4.00,"18,471513","19,514789","0,31165","56,772634",
09/05/2007 5.00,"11,065788","12,132502","0,378933","68,801229",
09/05/2007 6.00,"40,10242","34,1496","0,57905","49,465805",
09/05/2007 7.00,"48,371956","41,176275","0,601422","50,13882",
09/05/2007 8.00,"76,168724","55,452874","0,706681","43,456246",
09/05/2007 9.00,"41,173733","31,748528","0,655248","80,269245",
09/05/2007 10.00,"28,51008","22,024882","0,534965","93,982359",
09/05/2007 11.00,"33,946985","26,46879","0,574756","95,52064",
09/05/2007 12.00,"18,588239","14,128634","0,373732","50,912021",
09/05/2007 13.00,"11,818034","10,206464","0,413194","88,133933",
09/05/2007 14.00,"10,975","9,477063","0,414019","95,186182",
09/05/2007 15.00,"13,457409","12,039055","0,478248","107,535709",
09/05/2007 16.00,"16,326317","12,81778","0,421532","101,030528",
09/05/2007 17.00,"31,602071","22,819164","0,581361","88,358727",
09/05/2007 18.00,"44,781927","32,374116","0,619998","78,293575",
09/05/2007 19.00,"23,584175","20,327255","0,494099","90,896328",
09/05/2007 20.00,"32,694128","28,163817","0,567491","82,246247",
09/05/2007 21.00,"73,123407","62,219974","0,838524","50,450257",
09/05/2007 22.00,"82,58096","65,36862","0,785522","32,169714",
09/05/2007 23.00,"59,637478","47,317812","0,54966","33,301757",
10/05/2007 0.00,"14,702503","14,180541","0,219104","76,206886",
10/05/2007 1.00,"9,335623","10,120807","0,171222","67,323891",
10/05/2007 2.00,,,"0,131924","56,619617",
10/05/2007 3.00,"9,374532","10,546509",,"55,096236",
10/05/2007 4.00,"6,077623","7,291446","0,317904",,
10/05/2007 5.00,"10,24091","11,179869","0,359272",,
10/05/2007 6.00,"49,866067","38,627254","0,658101",,
10/05/2007 7.00,"64,840928","47,688988","0,636715",,
10/05/2007 8.00,"130,80764","75,652943","1,509174",,
10/05/2007 9.00,"126,574317","69,758021","1,86275",,
10/05/2007 10.00,"71,961331","45,918705","1,108286",,
10/05/2007 11.00,"33,576078","26,17807","0,666771",,
10/05/2007 12.00,"39,734113","29,788749","0,64233",,
10/05/2007 13.00,"34,144152","24,887988","0,606081",,
10/05/2007 14.00,"15,226483","13,464118","0,440606",,
10/05/2007 15.00,"17,267921","15,262968","0,490727","85,504263",
10/05/2007 16.00,"23,970666","21,074828","0,709379","110,371139",
10/05/2007 17.00,"24,344195","20,963225","0,67536","112,271018",
10/05/2007 18.00,"37,90536","29,856242","0,814245","104,066399",
10/05/2007 19.00,"36,709558","31,468191","0,634072","92,075775",
10/05/2007 20.00,"55,922939","45,60202","0,829191","74,244785",
10/05/2007 21.00,"90,624803","68,735291","0,918949","53,958767",
10/05/2007 22.00,"66,602226","54,98564","0,673212","61,196525",
10/05/2007 23.00,"37,005248","34,167765","0,440441","69,361844",
11/05/2007 0.00,"27,052295","26,419481","0,396677","72,059238",
11/05/2007 1.00,"18,642712","19,353856","0,392467","60,648098",
11/05/2007 2.00,"16,277031","17,194205","0,370172","51,098892",
11/05/2007 3.00,"13,070909","14,017019","0,279755","37,44262",
11/05/2007 4.00,"7,314937","8,690552","0,283636","51,888333",
11/05/2007 5.00,"19,267854","17,466758","0,346804","36,210387",
11/05/2007 6.00,"45,490072","37,415048","0,548446","22,528398",
11/05/2007 7.00,"59,432529","47,567001","0,600631","33,587459",
11/05/2007 8.00,"72,972953","51,489163","0,746372","39,117659",
11/05/2007 9.00,"75,815943","53,173808","1,126617","52,199793",
11/05/2007 10.00,"63,082235","44,742826","0,956848","80,271954",
