NetC,Regione Puglia,,,,,,
Stat,c,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE
PtId,1,4,2,,,5,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,,,ug/m3,
Field,Aver,Aver,Aver,,,Aver,
02/05/2007 1.00,,"14,47285792","11,23931026",,"40,8716973",,"0,56999999"
02/05/2007 2.00,"2,15108895",,,,"30,54822228",,"0,60780001"
02/05/2007 3.00,"2,46093893","7,40560986","6,73043013",,"23,50744794",,"0,27680001"
02/05/2007 4.00,"2,28253198","7,27537318","6,84032011",,"26,75683386",,"0,50835001"
02/05/2007 5.00,"2,64316702","7,57798282","6,9380002",,"50,3175501",,"0,28929999"
02/05/2007 6.00,"2,3942101","7,32772329","6,84099913",,"50,78633076",,"0,75489998"
02/05/2007 7.00,"3,12417197","9,80987961","8,66910934",,"42,0063219",,"0,25889999"
02/05/2007 8.00,"3,07351804","12,36225929","10,81466961",,"46,18657872",,"0,64815003"
02/05/2007 9.00,"2,75285602","12,69040539","10,72445965",,"67,7217654",,"0,36265001"
02/05/2007 10.00,"3,90169692","8,09254354","7,67941999",,"90,87232554",,"0,76200002"
02/05/2007 11.00,"5,93496418","6,96127252","7,58648777",,"100,5378831",,"0,43634999"
02/05/2007 12.00,"6,96259212","5,34991387","7,22154379",,"106,92874494",,"0,36915001"
02/05/2007 13.00,"7,86754704","5,25670655","7,88291979",,"108,01942074",,"0,36905"
02/05/2007 14.00,"6,94636106","3,5891662","7,58377409",,"107,10985716",,"0,322"
02/05/2007 15.00,"7,8856101","3,85091675","8,4907074",,"101,87761518",,"0,30904999"
02/05/2007 16.00,"6,85065317","4,18289256","9,15818787",,"101,60454402",,"0,3039"
02/05/2007 17.00,"7,60924721","3,97732371","9,27418327",,"103,68343998",,"0,30395001"
02/05/2007 18.00,"6,97887516","4,0552084","9,64387512",,"101,81098566",,"0,29085001"
02/05/2007 19.00,"5,62422895","6,30242969","10,72173977",,"99,10632942",,"0,28909999"
02/05/2007 20.00,"3,82235003","5,2745817","9,57536316",,"90,25973028",,"0,41215"
02/05/2007 21.00,"2,80642009","6,30881381","9,31895256",,"75,81460338",,"0,16140001"
02/05/2007 22.00,"2,84654903","7,78099727","9,39085674",,"55,28619738",,"0,37059999"
02/05/2007 23.00,"3,28456807","12,25372371","11,38107967",,"50,87422836",,"0,52025002"
03/05/2007 0.00,"3,68860602","9,83669326","9,60656643",,"61,73968626",,"0,2967"
03/05/2007 1.00,"2,82073998","7,81547224","8,25532532",,"64,27927944",,"0,6182"
03/05/2007 2.00,"2,95241809","7,64182396","8,15832329",,"57,07469772",,"0,47025001"
03/05/2007 3.00,"2,80141807","7,72992436","8,002985",,"55,6710633",,"0,45680001"
03/05/2007 4.00,"2,48806","6,55907145","7,35721111",,"56,56196826",,"0,38789999"
03/05/2007 5.00,"2,76526594","5,38949575","6,71008015",,"59,36258592",,"0,35780001"
03/05/2007 6.00,"2,42785311","4,86854904","6,37023497",,"67,19306526",,"0,29139999"
03/05/2007 7.00,"2,1635251","5,91554938","6,98005676",,"64,69477218",,"0,25845"
03/05/2007 8.00,"2,38659406","10,46488707","9,49125004",,"71,0630514",,"0,43305001"
03/05/2007 9.00,"3,28477693","14,30942535","11,67208958",,"60,56246664",,"0,347"
03/05/2007 10.00,"4,09460592","14,29027113","11,77587032",,"69,73532676",,"0,28295001"
03/05/2007 11.00,"4,22649193","8,39898289","8,47442722",,"79,52078214",,"0,68089998"
03/05/2007 12.00,"4,1814909","8,42324215","8,99131775",,"87,85465182",,"0,26385"
03/05/2007 13.00,"5,61148119","5,80063532","7,60141087",,"100,11972204",,"0,50545001"
03/05/2007 14.00,"5,14550781","4,17523125","7,03771496",,"99,70160022",,"0,37654999"
03/05/2007 15.00,"5,22880602","3,78835281","6,74196196",,"100,82156868",,"0,16245"
03/05/2007 16.00,"4,9200592","3,90071435","6,79554987",,"99,60971976",,"0,09285"
03/05/2007 17.00,"4,68144512","4,14969479","7,03296709",,"99,42060258",,0
03/05/2007 18.00,"4,93244314","5,07922668","7,39519691",,"101,10523464",,0
03/05/2007 19.00,"5,17079592","6,00492697","7,80898094",,"103,78330578",,"0,08055"
03/05/2007 20.00,"4,45241022","6,75825807","8,24989891",,"97,8438609",,"0,18099999"
03/05/2007 21.00,"3,88505006","8,94929577","9,21448994",,"86,6707614",,"0,1902"
03/05/2007 22.00,"4,82419491","14,45242273","12,02686024",,"77,90009166",,"0,20105"
03/05/2007 23.00,"4,84762478","10,5785258","9,61877632",,"80,6061213",,"0,31325001"
04/05/2007 0.00,"3,67234898","6,56928716","7,3178668",,"86,83588332",,"0,26159999"
04/05/2007 1.00,,"4,81109201","6,2990098",,"93,56371866",,"0,29014999"
04/05/2007 2.00,"1,65981901",,,,"83,86616088",,"0,2194"
04/05/2007 3.00,"1,39067805","5,76105344","5,97205305",,"79,12257462",,"0,25650001"
04/05/2007 4.00,"1,69494796","5,91554938","6,12739086",,"77,02912062",,"0,19310001"
04/05/2007 5.00,"1,22566104","4,26461072","5,36697912",,"87,64024446",,"0,20325001"
04/05/2007 6.00,"1,75114906","3,60959574","5,08614922",,"96,39627768",,"0,20595001"
04/05/2007 7.00,"1,25258696","4,35526552","5,58540201",,"82,12959468",,"0,22045"
04/05/2007 8.00,"1,36367404","9,50726997","8,38488674",,"70,36122438",,"0,2401"
04/05/2007 9.00,"1,17577899","15,19170652","11,55677032",,"60,80616666",,"0,1337"
04/05/2007 10.00,"1,33584499","15,61688964","12,24120998",,"62,95555728",,"0,62910002"
04/05/2007 11.00,"1,36493802","4,45868854","5,90489817",,"78,12513306",,"0,21675"
04/05/2007 12.00,"2,60262489","4,42676797","6,18708515",,"84,78637812",,"0,41084999"
04/05/2007 13.00,"2,66986489","5,53122534","6,89933491",,"89,81892774",,"0,1487"
04/05/2007 14.00,"1,87678301","4,21864285","6,4977622",,"96,80511924",,"0,27990001"
04/05/2007 15.00,"1,94814897","3,75643224","6,5099721",,"99,63767826",,"0,25075001"
04/05/2007 16.00,"2,28249311","4,16118582","7,2120471",,"97,30317294",,"0,30884999"
04/05/2007 17.00,"2,85296392","4,52252968","7,56681585",,"96,93296316",,"0,24735001"
04/05/2007 18.00,"2,86733007","4,43953432","7,92904711",,"95,33224584",,"0,27645001"
04/05/2007 19.00,"2,66223097","5,11370165","8,65486431",,"95,40281898",,"0,12735"
04/05/2007 20.00,"1,98802495","10,89645431","11,93527985",,"89,26493742",,"0,28905001"
04/05/2007 21.00,"1,68736601","8,97355691","10,47278976",,"91,18793286",,"0,29705"
04/05/2007 22.00,"1,82463098","7,30601655","8,94247723",,"90,3968937",,"0,32795"
04/05/2007 23.00,"2,29090095","5,4188638","7,5451088",,"94,7502774",,"0,32444999"
05/05/2007 0.00,"2,99051404","4,96558795","6,98276997",,"94,06310652",,"0,27524999"
05/05/2007 1.00,"2,69460011","4,66681179","6,46316719",,"91,34242074",,"0,13384999"
05/05/2007 2.00,"2,67432809","8,91354549","8,60127544",,"82,13493132",,"0,2735"
05/05/2007 3.00,"3,02940798","5,23883141","6,50047493",,"77,59643292",,"0,26535001"
05/05/2007 4.00,"2,32641697","6,70973767","7,27784586",,"69,95505114",,"0,39410001"
05/05/2007 5.00,"2,58191395","10,41764387","9,09306812",,"72,99269802",,"0,26789999"
05/05/2007 6.00,"2,42925","13,89956109","10,87639999",,"72,80758332",,"0,22660001"
05/05/2007 7.00,"2,83818603","8,61859716","8,10744858",,"73,57864932",,"0,23475"
05/05/2007 8.00,"2,60554004","4,8493967","6,04124308",,"82,6809363",,"0,25960001"
05/05/2007 9.00,"3,12563896","7,01617703","7,25410414",,"89,4820131",,"0,1183"
05/05/2007 10.00,"2,78242302","4,87110344","6,03717279",,"97,99299252",,"0,46445"
05/05/2007 11.00,"3,207762","4,15480171","5,784832",,"104,4304911",,"0,40215001"
05/05/2007 12.00,"3,71883392","3,87645321","5,9591651",,"108,16861122",,"0,3319"
05/05/2007 13.00,"3,56387401","4,47400929","6,33428288",,"106,26023268",,"0,35315001"
05/05/2007 14.00,"2,91767693","3,36189061","5,94559813",,"105,75692082",,"0,34485"
05/05/2007 15.00,"2,13289905","3,17292159","5,87979889",,"105,6010203",,"0,26140001"
05/05/2007 16.00,"2,21741891","3,09886474","5,92796087",,"104,29601562",,"0,24165"
05/05/2007 17.00,"1,81441796","3,07460548","5,93881416",,"103,9297887",,"0,22480001"
05/05/2007 18.00,"2,49543405","3,27506741","6,00732613",,"102,51952272",,"0,23559999"
05/05/2007 19.00,"2,56177092","4,66425739","6,68565989",,"102,51681516",,"0,27204999"
05/05/2007 20.00,"2,43216491","6,81443789","7,73368597",,"101,92954932",,"0,30535001"
05/05/2007 21.00,"2,02194095","6,07259971","7,1415",,"99,21820266",,"0,34325001"
05/05/2007 22.00,"1,89775205","7,35198255","7,66178322",,"90,38490588",,"0,1736"
05/05/2007 23.00,"1,974509","8,56752425","8,16849804",,"79,53675282",,"0,31345001"
06/05/2007 0.00,"2,25675201","7,39539603","7,4711709",,"59,59696644",,"0,17305"
06/05/2007 1.00,,"6,87189492","7,197124",,"53,87457762",,"0,32519999"
06/05/2007 2.00,"1,15196097",,,,"76,3685937",,"0,1524"
06/05/2007 3.00,"0,99773401","7,29197113","6,58730221",,"68,76582408",,"0,30465001"
06/05/2007 4.00,"1,42943501","8,32748044","7,35788918",,"47,81527416",,"0,18625"
06/05/2007 5.00,"1,22626805","7,1898253","6,81183004",,"29,74788324",,"0,35394999"
06/05/2007 6.00,"0,58237302","6,76208778","6,88034201",,"22,38214284",,"0,1909"
06/05/2007 7.00,"1,02667999","9,07059394","10,57793999",,"14,44511905",,"0,46329999"
06/05/2007 8.00,"0,80975902","6,14027245","6,91765022",,"27,78625602",,"0,55935001"
06/05/2007 9.00,"0,51563102","7,01362263","7,18694878",,"56,02396824",,"0,59310001"
06/05/2007 10.00,"0,37964299","5,30139535","6,46927214",,"73,79040798",,"1,26090002"
06/05/2007 11.00,"0,73935503","5,86192395","7,21340418",,"88,08903234",,"0,60759997"
06/05/2007 12.00,"3,71258497","11,0547856","11,25695038",,"88,98262524",,"0,47055"
06/05/2007 13.00,"4,81397486","7,54733757","9,46004677",,"95,7344166",,"0,32155001"
06/05/2007 14.00,"4,74963284","6,55651894","9,41934681",,"103,0841667",,"0,36425"
06/05/2007 15.00,"2,74261189","5,85170824","9,42273808",,"100,8082467",,"0,35635"
06/05/2007 16.00,"1,02905905","5,98194491","9,65201473",,"104,58629352",,"0,43779999"
06/05/2007 17.00,"1,06918097","4,77534173","8,87464428",,"107,51610888",,"0,34404999"
06/05/2007 18.00,"2,71617007","10,64747386","12,50100994",,"107,09924274",,"0,38925001"
06/05/2007 19.00,"1,20377004","8,42068775","11,0541296",,"105,26681322",,"0,30680001"
06/05/2007 20.00,"1,29324901","6,78124013","9,81345844",,"94,79155788",,"0,38609999"
06/05/2007 21.00,"1,48388398","5,17115867","8,19495296",,"92,80199178",,"0,29714999"
06/05/2007 22.00,"1,423352","3,93901903","6,91290188",,"94,90343112",,"0,16655"
06/05/2007 23.00,"2,06677699","5,76871475","7,55731916",,"86,8398858",,"0,39394999"
07/05/2007 0.00,"1,66879106","5,44440026","7,22900581",,"78,75238446",,"0,30919999"
07/05/2007 1.00,"1,65508902","6,09430645","7,57020807",,"75,10612518",,"0,2766"
07/05/2007 2.00,"2,00468898","6,82209921","7,96092796",,"75,356496",,"0,29905"
07/05/2007 3.00,"1,30127394","6,45054152","7,5715642",,"69,8778072",,"0,29405001"
07/05/2007 4.00,"0,49806899","8,66456316","8,59449196",,"58,5169443",,"0,34689999"
07/05/2007 5.00,"0,354359","5,72274876","6,88780403",,"64,05953544",,"0,3777"
07/05/2007 6.00,"0,68942398","6,72889001","7,31176186",,"70,11752436",,"0,34114999"
07/05/2007 7.00,"1,34241903","9,27744187","8,7450819",,"57,00145626",,"0,29925001"
07/05/2007 8.00,"1,58847296","10,95774669","10,11938",,"62,54137908",,"0,76169997"
07/05/2007 9.00,"1,56032002","11,82854059","10,69122028",,"72,5891931",,"0,66159999"
07/05/2007 10.00,"2,57493401","12,40694997","11,05548",,"84,41883666",,"0,4271"
07/05/2007 11.00,"5,87506485","9,92479366","9,59910488",,"98,91189522",,"0,3193"
07/05/2007 12.00,"5,56276989","6,90509269","8,14000797",,"106,28695512",,"0,171"
07/05/2007 13.00,"5,05556202","9,63239973","10,2625103",,"112,55393628",,"0,34514999"
07/05/2007 14.00,"3,12446499","6,01769708","8,43576241",,"120,49095222",,"0,1811"
07/05/2007 15.00,"1,52172005","7,91634086","10,08953953",,"113,27977818",,"0,35870001"
07/05/2007 16.00,"13,17403984","17,50149364","16,18503952",,"101,84159286",,"0,38155001"
07/05/2007 17.00,"14,93704987","15,45473615","14,71306038",,"107,41485006",,"0,35510001"
07/05/2007 18.00,"13,69694996","15,29130547","14,55500984",,"105,86877444",,"0,28889999"
07/05/2007 19.00,"7,68375111","14,41539901","13,69351959",,"111,30216066",,"0,37075001"
07/05/2007 20.00,"0,71744198","9,46002866","10,90353966",,"105,03776934",,"0,46724999"
07/05/2007 21.00,"0,43386301","8,79863144","10,09020996",,"81,85526784",,"0,32190001"
07/05/2007 22.00,"0,14260399","9,41533986","9,83041668",,"75,54025692",,"0,35120001"
07/05/2007 23.00,"1,10513997","10,3525293","9,90028572",,"67,6964556",,"0,38389999"
08/05/2007 0.00,"1,21147096","9,20466221","8,93162441",,"69,36109488",,"0,46430001"
08/05/2007 1.00,,"8,26746901","8,2139473",,"68,9096583",,"0,52455002"
08/05/2007 2.00,"0,80944997",,,,"73,50140538",,"0,61444998"
08/05/2007 3.00,"1,67046702","5,09965622","5,43616915",,"80,99098722",,"0,26890001"
08/05/2007 4.00,"1,526613","5,06518125","5,52435303",,"81,12550194",,"0,49169999"
08/05/2007 5.00,"1,71585906","4,90557652","5,37579679",,"78,7696893",,"0,50169998"
08/05/2007 6.00,"1,75951195","4,82641464","5,41039181",,"73,91291526",,"0,55954999"
08/05/2007 7.00,"1,98891997","8,28151444","7,38773584",,"65,01039912",,"0,52219999"
08/05/2007 8.00,"1,90949297","9,36937386","8,28652859",,"77,8481379",,"0,69160002"
08/05/2007 9.00,"2,3352499","17,07503896","13,65281963",,"72,04318812",,"0,66460001"
08/05/2007 10.00,"11,39447975","19,15371513","15,37376022",,"82,30405572",,"0,56569999"
08/05/2007 11.00,"31,53675079","24,06056697","19,1771698",,"82,83807288",,"0,52130002"
08/05/2007 12.00,"17,43976974","9,63495413","9,43766117",,"104,57569872",,"0,48025"
08/05/2007 13.00,"16,00167084","11,67787437","11,17555046",,"106,98607458",,"0,46634999"
08/05/2007 14.00,"21,5030899","14,84568528","13,71522999",,"109,2632895",,"0,53035003"
08/05/2007 15.00,"28,27528954","18,68511101","16,30850029",,"102,13057584",,"0,47775"
08/05/2007 16.00,"18,06208992","13,04408041","12,04856014",,"113,51541438",,"0,47205001"
08/05/2007 17.00,"14,83549023","13,2981753","11,90476036",,"114,1013853",,"0,62129998"
08/05/2007 18.00,"12,8134203","11,07010634","10,53995037",,"121,41381816",,"0,82685"
08/05/2007 19.00,"7,98137188","14,20344229","12,11367989",,"114,34912704",,"0,72425002"
08/05/2007 20.00,"9,09351063","14,50478037","12,19237041",,"110,4937578",,"0,53985"
08/05/2007 21.00,"5,18812418","15,00146406","12,33481979",,"106,2616257",,"0,42699999"
08/05/2007 22.00,"2,77509093","12,1158276","10,48840046",,"91,68600618",,"0,48675001"
08/05/2007 23.00,"1,81828904","8,97100251","8,54361725",,"79,69655772",,"0,63795"
09/05/2007 0.00,"1,84018695","8,66584036","8,24040222",,"74,93301792",,"0,44804999"
09/05/2007 1.00,"0,75392503","7,7899339","7,56885099",,"62,52007176",,"0,45930001"
09/05/2007 2.00,"0,040517","9,21998296","8,26821327",,"57,07069524",,"0,39739999"
09/05/2007 3.00,"1,03313398","7,66608134","7,29683924",,"82,16157528",,"0,42745"
09/05/2007 4.00,"2,13917398","7,20897764","6,95224524",,"81,18008478",,"0,40294999"
09/05/2007 5.00,"1,97964394","6,14154776","6,37159204",,"84,40551468",,"0,40959999"
09/05/2007 6.00,"2,42248201","8,99143205","7,83747101",,"74,06606898",,"0,44145"
09/05/2007 7.00,"2,32702398","15,29002451","11,44417",,"75,77065458",,"0,61935002"
09/05/2007 8.00,"2,17627501","15,71393607","11,88576031",,"94,30015536",,"0,49994999"
09/05/2007 9.00,"2,97924495","12,48100118","9,90299892",,"111,10242906",,"0,71460003"
09/05/2007 10.00,"3,71396303","6,65228065","6,78605413",,"126,29464632",,"0,50725001"
09/05/2007 11.00,"3,10775399","5,26564319","6,49097776",,"141,32705868",,"0,54865003"
09/05/2007 12.00,"3,23214698","6,81188538","8,26617813",,"142,6440708",,"0,36625001"
09/05/2007 13.00,"2,53620005","5,52228683","8,36725044",,"149,56896942",,"0,36315"
09/05/2007 14.00,"3,82913804","6,79017676","9,97897243",,"144,61368336",,"0,35800001"
09/05/2007 15.00,"3,2527051","6,16963862","9,14055157",,"143,99710524",,"0,28715"
09/05/2007 16.00,"0,90484202","4,92217635","7,747931",,"149,68223568",,"0,2721"
09/05/2007 17.00,"1,50840604","4,90174869","7,50237417",,"141,6931875",,"0,26965001"
09/05/2007 18.00,"2,91202497","7,7950427","9,10256481",,"138,10023576",,"0,29185"
09/05/2007 19.00,"1,70329702","7,92527937","9,1269846",0,"135,90030402",,"0,273"
09/05/2007 20.00,"1,10545301","7,31878478","8,78239059",0,"120,82125492",,"0,33000001"
09/05/2007 21.00,"0,38123101","9,56217448","10,26928997",0,"102,0134052",,"0,16285001"
09/05/2007 22.00,"0,22733399","17,30869114","14,12290955",0,"70,20940482",,"0,2854"
09/05/2007 23.00,"0,224546","15,79565236","12,80626011",0,"64,36050624",,"0,80675"
10/05/2007 0.00,"1,04583502","23,95968894","16,90814972",0,"32,6536641",,"0,36090001"
10/05/2007 1.00,,"32,26035384","21,11651993",0,"22,7909844",,"0,76029998"
10/05/2007 2.00,"1,63971806",,,0,"24,7406238",,"0,89130002"
10/05/2007 3.00,"1,39928997","19,97981271","13,46560001",,"39,0285945",,"1,18599999"
10/05/2007 4.00,"1,28715503","13,3581886","9,99864388","0,6420795","33,30222282",,"1,00800002"
10/05/2007 5.00,"2,22530603","12,13753434","9,35761833","0,5126171","35,34639138",,"1,32200003"
10/05/2007 6.00,"1,54429603","10,04991966","8,28381538","0,4022562","35,0733987",,"1,38300002"
10/05/2007 7.00,"0,980694","15,17383138","11,68498039","0,41106865","35,5874427",,"1,12600005"
10/05/2007 8.00,"1,30734801","15,32961203","12,03363991","0,3109416","55,0757925",,"1,21249998"
10/05/2007 9.00,"2,48450398","18,39910307","13,20444965","0,0388769","110,3685822",,"0,91914999"
10/05/2007 10.00,"6,01226902","7,5128626","7,00176382","0,46856865","133,5830643",,"0,52689999"
10/05/2007 11.00,"4,89628983","6,6344055","7,25274801","1,21016915","114,6421125",,"0,28874999"
10/05/2007 12.00,"7,91906309","10,04480522","9,83584309","1,56451405","114,49423656",,"0,44444999"
10/05/2007 13.00,"7,83646297","7,9814592","9,0591507","1,82750985","118,56263976",,"0,6099"
10/05/2007 14.00,"4,53949499","5,44567746","7,99823713","1,9930305","116,46384912",,"0,2412"
10/05/2007 15.00,"3,6679039","5,6997667","8,39641857","2,1100568","119,53086714",,"0,42465001"
10/05/2007 16.00,"5,1010499","8,61349025","10,25640965","2,3027301","119,21384718",,"2,14580011"
10/05/2007 17.00,"3,71456099","6,13644085","8,7647543","2,16848025","127,27874628",,"0,47260001"
10/05/2007 18.00,"6,74972296","8,84388265","10,61373997","2,3161092","125,48424222",,"0,42745"
10/05/2007 19.00,"3,3616221","8,19213684","10,36900997","2,4549625","129,46670982",,"0,46585"
10/05/2007 20.00,"0,96108103","12,74275174","12,9602499","2,5345908","125,44892622",,"0,46535"
10/05/2007 21.00,"0,498575","16,4085273","15,15600967","2,5773133","95,87158002",,"0,57754999"
10/05/2007 22.00,"0,45818001","23,11952148","18,49002075","2,19840785","52,5867993",,"0,2782"
10/05/2007 23.00,"0,865556","16,34723492","14,33930016","1,96516025","42,3099414",,"0,69190001"
11/05/2007 0.00,"0,79149598","13,66590139","12,4840498","1,83471345","40,00741668",,"0,68245"
11/05/2007 1.00,"0,56328499","12,85000636","11,80504036","1,56366305","47,06284716",,"0,62255001"
11/05/2007 2.00,"0,262575","14,96187653","12,56748962","1,3071544","32,09035428",,"0,74054998"
11/05/2007 3.00,"0,339425","9,79072727","9,54144669","1,1879799","47,93246442",,"0,72035003"
11/05/2007 4.00,"0,420966","7,66863573","8,29195499","1,1133173","43,53780024",,
11/05/2007 5.00,"0,44074199","8,95951148","8,7701807","1,03324165","32,39265924",,"0,57325"
11/05/2007 6.00,"0,03543","9,22892147","8,90652561","0,88020425","17,76508792",,"0,81730002"
11/05/2007 7.00,"0,14167801","11,55785341","11,50115013","0,5651353","15,7502081",,"0,98220003"
11/05/2007 8.00,"0,107494","14,18812154","12,43113995","0,509082","50,83161372",,"1,13250005"
11/05/2007 9.00,"0,38729301","22,28321007","17,09943962","0,49092005","68,82707772",,"1,4605"
11/05/2007 10.00,"4,68939018","12,69934202","10,90760994","0,73915445","106,62245712",,"0,72500002"
11/05/2007 11.00,"2,0396831","8,09382074","8,62026882","1,21106385","116,91532494",,"0,52114999"
11/05/2007 12.00,"1,07534897","6,07004719","7,85646486","1,5060009","124,28640198",,"0,57505"
11/05/2007 13.00,"0,66708499","5,99726754","8,08777618","1,66243885","127,85669262",,"0,6293"
11/05/2007 14.00,"0,16504601","4,0564856","7,18355799","1,66534605","125,32375062",,"0,41615"
11/05/2007 15.00,"0,51852101","4,49188631","7,3226161","1,51821275","124,60728708",,"0,31729999"
11/05/2007 16.00,"0,57541698","5,56953002","7,97381592","1,5260868","120,15933498",,"0,27340001"
