,Regione Puglia,,,,,,
03/01/2007 0.00,"2,81927248",,,,,,
03/01/2007 1.00,"2,64047168",,,,,,
03/01/2007 2.00,"2,56822908",,,,,,
03/01/2007 3.00,"2,55558676",,,,,,
03/01/2007 4.00,"2,58990237",,,,,,
03/01/2007 5.00,"2,72355143",,,,,,
03/01/2007 6.00,"2,52127114",,,,,,
03/01/2007 7.00,"2,7452237",,,,,,
03/01/2007 8.00,"2,75425466",,,,,,
03/01/2007 9.00,"2,68742962",,,,,,
03/01/2007 10.00,"2,54113824",,,,,,
03/01/2007 11.00,"2,71452047",,,,,,
03/01/2007 12.00,"2,74161233",,,,,,
03/01/2007 13.00,"2,54655681",,,,,,
03/01/2007 14.00,"2,47070183",,,,,,
03/01/2007 15.00,"2,6928482",,,,,,
03/01/2007 16.00,"2,7813455",,,,,,
03/01/2007 17.00,"2,37678595",,,,,,
03/01/2007 18.00,"2,6025447",,,,,,
03/01/2007 19.00,"2,54113824","2,6048285",,,,,
03/01/2007 20.00,"2,49779268","2,5308513",,,,,
03/01/2007 21.00,"2,51043501","2,84623379",,,,,
03/01/2007 22.00,"3,13894711","7,54582846",,,,,
03/01/2007 23.00,"3,22383203","9,07861576",,,,,
04/01/2007 0.00,"3,15158944","5,18370159",,,,,
04/01/2007 1.00,,"2,17782918",,,,,
04/01/2007 2.00,"3,14978324",,,,,,
04/01/2007 3.00,"2,8517819","2,13110564",,,,,
04/01/2007 4.00,"2,71452047","2,2154669",,,,,
04/01/2007 5.00,"2,7434175","5,09674383",,,,,
04/01/2007 6.00,"2,77773312","12,81518574",,,,,
04/01/2007 7.00,"2,86623042","20,78540936",,,,,
04/01/2007 8.00,"3,25092288","40,72462488",,,,,
04/01/2007 9.00,"3,48751776","41,31904656",,,,,
04/01/2007 10.00,"3,11546763","29,34357872",,,,,
04/01/2007 11.00,"3,14797705","23,68226144",,,,,
04/01/2007 12.00,"3,41346897","17,33048654",,,,,
04/01/2007 13.00,"3,44056083","16,88401351",,,,,
04/01/2007 14.00,"3,45320316","19,09299109",,,,,
04/01/2007 15.00,"3,36831722","17,05793286",,,,,
04/01/2007 16.00,"3,67173714","21,23446168",,,,,
04/01/2007 17.00,"3,87762879","40,62728496",,,,,
04/01/2007 18.00,"3,984187","37,69798624",,,,,
04/01/2007 19.00,"3,76926439","34,07302544",,,,,
04/01/2007 20.00,"3,81260994","46,21072648",,,,,
04/01/2007 21.00,"3,69882798","51,70981056",,,,,
04/01/2007 22.00,"3,81983471","56,00966912",,,,,
04/01/2007 23.00,"3,58143364","47,82009512",,,,,
05/01/2007 0.00,"3,56517893","39,8239008",,,,,
05/01/2007 1.00,"3,29788082","28,82443248",,,,,
05/01/2007 2.00,"3,35567489","18,76073711",,,,,
05/01/2007 3.00,"3,16423176","16,26622719",,,,,
05/01/2007 4.00,"2,86803662","12,64386098",,,,,
05/01/2007 5.00,"2,89332127","10,84890788",,,,,
05/01/2007 6.00,"3,09921292","15,6471388",,,,,
05/01/2007 7.00,"3,33400262","38,03801632",,,,,
05/01/2007 8.00,"4,02030779","51,19194536",,,,,
05/01/2007 9.00,"3,98057461","49,60077896",,,,,
05/01/2007 10.00,"4,63437137","53,23350248",,,,,
05/01/2007 11.00,"4,21355813","49,770794",,,,,
05/01/2007 12.00,"3,8234471","43,59421184",,,,,
05/01/2007 13.00,"3,80899858","36,77259736",,,,,
05/01/2007 14.00,"3,74397973","30,22741984",,,,,
05/01/2007 15.00,"3,89207731","15,59262768",,,,,
05/01/2007 16.00,"3,82525329","14,80871342",,,,,
05/01/2007 17.00,"3,71508269","18,04950179",,,,,
05/01/2007 18.00,"3,40624522","11,96507612",,,,,
05/01/2007 19.00,"3,28704468","19,64199512",,,,,
05/01/2007 20.00,"3,56337274","43,11529408",,,,,
05/01/2007 21.00,"3,20396595","35,78621568",,,,,
05/01/2007 22.00,"3,33400262","40,73370688",,,,,
05/01/2007 23.00,"3,28704468","40,82456512",,,,,
06/01/2007 0.00,"3,12630478","27,67969896",,,,,
06/01/2007 1.00,,"23,95351688",,,,,
06/01/2007 2.00,"2,79037544",,,,,,
06/01/2007 3.00,"3,00891044","9,66914843",,,,,
06/01/2007 4.00,"2,93666683","5,93646746",,,,,
06/01/2007 5.00,"2,96737006","4,63729788",,,,,
06/01/2007 6.00,"3,01071561","6,0714451",,,,,
06/01/2007 7.00,"2,8517819","20,61799464",,,,,
06/01/2007 8.00,"3,03419509","27,90294408",,,,,
06/01/2007 9.00,"3,47668162","27,0178028",,,,,
06/01/2007 10.00,"3,31052315","26,44932696",,,,,
06/01/2007 11.00,"3,40805141","17,51088374",,,,,
06/01/2007 12.00,"3,49654872","13,94822738",,,,,
06/01/2007 13.00,"3,72772502","13,64581781",,,,,
06/01/2007 14.00,"3,50738485","13,85608045",,,,,
06/01/2007 15.00,"3,80177381","9,75221336",,,,,
06/01/2007 16.00,"3,77648915","18,32595214",,,,,
06/01/2007 17.00,"3,8740164","30,83352384",,,,,
06/01/2007 18.00,"3,70244037","33,02953232",,,,,
06/01/2007 19.00,"3,54170047","29,48244728",,,,,
06/01/2007 20.00,"3,56879131","34,9218196",,,,,
06/01/2007 21.00,"3,54531183","42,80769152",,,,,
06/01/2007 22.00,"3,30329939","46,981664",,,,,
06/01/2007 23.00,"3,25814765","35,89393776",,,,,
07/01/2007 0.00,"3,33039024","33,4617208",,,,,
07/01/2007 1.00,"3,4261113","31,71608392",,,,,
07/01/2007 2.00,"3,11727382","27,0632128",,,,,
07/01/2007 3.00,"3,11908001","25,64074216",,,,,
07/01/2007 4.00,"2,8012126","14,46348078",,,,,
07/01/2007 5.00,"2,85539429","11,69771734",,,,,
07/01/2007 6.00,"2,84275196","12,44658846",,,,,
07/01/2007 7.00,"2,99807329","31,36955304",,,,,
07/01/2007 8.00,"3,81802852","36,79336168",,,,,
07/01/2007 9.00,"4,10338753","32,35723488",,,,,
07/01/2007 10.00,"3,78010154","33,382564",,,,,
07/01/2007 11.00,"3,56337274","18,50765332",,,,,
07/01/2007 12.00,"3,5724037","13,56535894",,,,,
07/01/2007 13.00,"3,70605275","12,57248602",,,,,
07/01/2007 14.00,"3,91013821","8,76582977",,,,,
07/01/2007 15.00,"3,80177381","4,92672306",,,,,
07/01/2007 16.00,"3,56698512","4,23755222",,,,,
07/01/2007 17.00,"3,69702179","5,37967968",,,,,
07/01/2007 18.00,"4,6650746","50,1834992",,,,,
07/01/2007 19.00,"4,2857997","50,58326016",,,,,
07/01/2007 20.00,"4,59102581","59,52040704",,,,,
07/01/2007 21.00,"4,39055274","65,92281552",,,,,
07/01/2007 22.00,"4,31469776","61,2543616",,,,,
07/01/2007 23.00,"4,52600798","61,70991472",,,,,
08/01/2007 0.00,"4,08532663","44,71558072",,,,,
08/01/2007 1.00,,"13,66399519",,,,,
08/01/2007 2.00,"3,52002718",,,,,,
08/01/2007 3.00,"3,46042691","8,8865305",,,,,
08/01/2007 4.00,"3,23466817","8,1155949",,,,,
08/01/2007 5.00,"3,42430612","10,13508371",,,,,
08/01/2007 6.00,"3,34845114","20,86198496",,,,,
08/01/2007 7.00,"3,88846492","40,15614904",,,,,
08/01/2007 8.00,"4,00586028","50,2574936",,,,,
08/01/2007 9.00,"4,19910961","59,39062048",,,,,
08/01/2007 10.00,"6,03768695","61,337438",,,,,
08/01/2007 11.00,"5,1509077","47,8421596",,,,,
08/01/2007 12.00,"3,80719238","33,34491672",,,,,
08/01/2007 13.00,"3,81260994","21,89897728",,,,,
08/01/2007 14.00,"3,8216409","21,9353244",,,,,
08/01/2007 15.00,"3,78371291","19,26949928",,,,,
08/01/2007 16.00,"4,14131451","26,00285584",,,,,
08/01/2007 17.00,"4,32734009","43,14125904",,,,,
08/01/2007 18.00,"4,18646728","34,2456408",,,,,
08/01/2007 19.00,"3,8740164","34,17036536",,,,,
08/01/2007 20.00,"3,8758226","39,23726096",,,,,
08/01/2007 21.00,"3,59226977","39,84854648",,,,,
08/01/2007 22.00,"3,54350666","41,60068416",,,,,
08/01/2007 23.00,"3,88485356","42,67662392",,,,,
09/01/2007 0.00,"3,6049121","28,98406536",,,,,
09/01/2007 1.00,"3,24731049","24,810112",,,,,
09/01/2007 2.00,"3,3213603","15,95344311",,,,,
09/01/2007 3.00,"3,32858405","11,95080304",,,,,
09/01/2007 4.00,"3,1046315","9,97025402",,,,,
09/01/2007 5.00,"3,32316649","8,54259421",,,,,
09/01/2007 6.00,"3,18048647","13,47450452",,,,,
09/01/2007 7.00,"3,4821002","36,11198224",,,,,
09/01/2007 8.00,"3,6952156","44,49363576",,,,,
09/01/2007 9.00,"5,03170717","50,42102696",,,,,
09/01/2007 10.00,"4,50252851","40,34952872",,,,,
09/01/2007 11.00,"3,79455006","30,31049624",,,,,
09/01/2007 12.00,"3,93181048","15,11631024",,,,,
09/01/2007 13.00,"3,81802852","10,13768021",,,,,
09/01/2007 14.00,"3,71147031","6,09870258",,,,,
09/01/2007 15.00,"3,622973","7,66782935",,,,,
09/01/2007 16.00,"3,65006385","16,66597094",,,,,
09/01/2007 17.00,"3,81802852","11,69382259",,,,,
09/01/2007 18.00,"3,68618566","28,13525208",,,,,
09/01/2007 19.00,"4,40138887","35,76285104",,,,,
09/01/2007 20.00,"3,71869508","50,94665488",,,,,
09/01/2007 21.00,"3,86498646","47,3061304",,,,,
09/01/2007 22.00,"5,37305305","45,78241936",,,,,
09/01/2007 23.00,"5,28997432","28,60378768",,,,,
10/01/2007 0.00,"4,84929398","16,08842458",,,,,
10/01/2007 1.00,,"10,21295374",,,,,
10/01/2007 2.00,"3,81080477",,,,,,
10/01/2007 3.00,"3,39721426","8,49457242",,,,,
10/01/2007 4.00,"3,02155277","8,62306264",,,,,
10/01/2007 5.00,"2,833721","16,66078369",,,,,
10/01/2007 6.00,"3,33761399","21,58749336",,,,,
10/01/2007 7.00,"3,42430612","34,41435568",,,,,
10/01/2007 8.00,"4,32192151","48,58193152",,,,,
10/01/2007 9.00,"4,9341789","40,592238",,,,,
10/01/2007 10.00,"4,06907192","47,29186688",,,,,
10/01/2007 11.00,"3,88304736","31,39939936",,,,,
10/01/2007 12.00,"3,90471963","21,55114624",,,,,
10/01/2007 13.00,"3,64103391","15,32267622",,,,,
10/01/2007 14.00,"3,83608942","18,35060929",,,,,
10/01/2007 15.00,"3,81441614","10,6879691",,,,,
10/01/2007 16.00,"3,93361667","12,94757262",,,,,
10/01/2007 17.00,"3,81080477","22,49729944",,,,,
10/01/2007 18.00,"4,09435759","50,60922512",,,,,
10/01/2007 19.00,"4,24064897","45,10624056",,,,,
10/01/2007 20.00,"3,8938835","40,2496076",,,,,
10/01/2007 21.00,"3,58865841","42,24701664",,,,,
10/01/2007 22.00,"3,4441722","39,61753864",,,,,
10/01/2007 23.00,"3,65006385","35,82126264",,,,,
11/01/2007 0.00,"3,15339563","25,1189956",,,,,
11/01/2007 1.00,"3,22563822","22,85293144",,,,,
11/01/2007 2.00,"3,06670451","10,18179961",,,,,
11/01/2007 3.00,"2,93666683","6,36217044",,,,,
11/01/2007 4.00,"2,89332127","8,8294248",,,,,
11/01/2007 5.00,"2,93124927","10,72301033",,,,,
11/01/2007 6.00,"3,07392827","23,17997904",,,,,
11/01/2007 7.00,"3,4116638","37,01790696",,,,,
11/01/2007 8.00,"4,6452075","45,92778872",,,,,
11/01/2007 9.00,"4,80414223","41,0088628",,,,,
11/01/2007 10.00,"3,44778458","22,83604848",,,,,
11/01/2007 11.00,"3,60130073","16,62054182",,,,,
11/01/2007 12.00,"3,55976137","16,66078369",,,,,
11/01/2007 13.00,"3,57420887","15,45376103",,,,,
11/01/2007 14.00,"3,7132765","14,02220648",,,,,
11/01/2007 15.00,"3,88665975","14,80222409",,,,,
11/01/2007 16.00,"4,37068564","17,91582431",,,,,
11/01/2007 17.00,"4,05101102","30,96721088",,,,,
11/01/2007 18.00,"5,9744743","56,71181288",,,,,
11/01/2007 19.00,"5,20689559","53,67219176",,,,,
11/01/2007 20.00,"7,12674649","55,61250848",,,,,
11/01/2007 21.00,"4,43750966","59,71638704",,,,,
11/01/2007 22.00,"4,44834681","56,97526736",,,,,
11/01/2007 23.00,"4,38513416","50,76237632",,,,,
12/01/2007 0.00,"3,61213687","38,27424392",,,,,
12/01/2007 1.00,,"28,5661404",,,,,
12/01/2007 2.00,"3,21660828",,,,,,
12/01/2007 3.00,"2,94389159","9,95338253",,,,,
12/01/2007 4.00,"3,08657059","7,5471267",,,,,
12/01/2007 5.00,"2,89332127","7,19929566",,,,,
12/01/2007 6.00,"2,88790371","12,71135075",,,,,
12/01/2007 7.00,"3,04864361","20,42849632",,,,,
12/01/2007 8.00,"3,09018298","32,96463904",,,,,
12/01/2007 9.00,"3,38096057","40,51696256",,,,,
12/01/2007 10.00,"3,84150698","34,55064304",,,,,
12/01/2007 11.00,"3,56156654","22,5076816",,,,,
12/01/2007 12.00,"3,67896191","8,41799873",,,,,
12/01/2007 13.00,"3,67534952","6,74374446",,,,,
12/01/2007 14.00,"3,51099724","11,30835957",,,,,
12/01/2007 15.00,"3,6428401","8,05718903",,,,,
12/01/2007 16.00,"3,69882798","6,70480658",,,,,
12/01/2007 17.00,"3,60310591","7,70157233",,,,,
12/01/2007 18.00,"3,4098576","4,5412543",,,,,
12/01/2007 19.00,"3,36109347","22,15206872",,,,,
12/01/2007 20.00,"4,01127784","34,87380928",,,,,
12/01/2007 21.00,"3,81622233","34,04836064",,,,,
12/01/2007 22.00,"3,49474253","5,83004172",,,,,
12/01/2007 23.00,"3,57782126","3,3809571",,,,,
13/01/2007 0.00,"3,32858405","2,87738218",,,,,
13/01/2007 1.00,"3,38999051","3,38874467",,,,,
13/01/2007 2.00,"3,39721426","10,08057259",,,,,
13/01/2007 3.00,"3,11185626","7,95725453",,,,,
13/01/2007 4.00,"3,1750679","8,64512712",,,,,
13/01/2007 5.00,"3,10824388","9,6341053",,,,,
13/01/2007 6.00,"3,28704468","11,7106979",,,,,
13/01/2007 7.00,"3,29968701","18,98656343",,,,,
13/01/2007 8.00,"3,55976137","42,65584048",,,,,
13/01/2007 9.00,"4,67771693","56,18618496",,,,,
13/01/2007 10.00,"6,08645109","56,26664192",,,,,
13/01/2007 11.00,"4,20272097","33,2631596",,,,,
13/01/2007 12.00,"3,78190671","16,61925122",,,,,
13/01/2007 13.00,"3,82886465","17,17084984",,,,,
13/01/2007 14.00,"3,83970181","15,46543762",,,,,
13/01/2007 15.00,"3,77107058","10,25318413",,,,,
13/01/2007 16.00,"4,10880509","10,17661044",,,,,
13/01/2007 17.00,"3,64645248","31,00095768",,,,,
13/01/2007 18.00,"4,46821289","48,27824856",,,,,
13/01/2007 19.00,"4,71564492","51,66180024",,,,,
13/01/2007 20.00,"4,916118","59,91364808",,,,,
13/01/2007 21.00,"4,88722096","72,97545696",,,,,
13/01/2007 22.00,"4,20813955","63,0116808",,,,,
13/01/2007 23.00,"3,93000429","51,51383056",,,,,
14/01/2007 0.00,"3,50738485","43,89013208",,,,,
14/01/2007 1.00,,"37,04905344",,,,,
14/01/2007 2.00,"3,46584549",,,,,,
14/01/2007 3.00,"3,58685222","38,89721176",,,,,
14/01/2007 4.00,"3,14617086","12,10913767",,,,,
14/01/2007 5.00,"3,01613419","14,27529218",,,,,
14/01/2007 6.00,"2,93305546","18,22211906",,,,,
14/01/2007 7.00,"3,29426843","28,92047224",,,,,
14/01/2007 8.00,"3,55434279","40,00949864",,,,,
14/01/2007 9.00,"4,68674789","49,20231816",,,,,
14/01/2007 10.00,"4,12867219","44,47157128",,,,,
14/01/2007 11.00,"4,02753255","24,01450968",,,,,
14/01/2007 12.00,"3,57601506","8,2778281",,,,,
14/01/2007 13.00,"3,83789561","8,62436089",,,,,
14/01/2007 14.00,"4,12867219","7,52506222",,,,,
14/01/2007 15.00,"4,04378726","6,76710527",,,,,
14/01/2007 16.00,"3,89930207","6,2985735",,,,,
14/01/2007 17.00,"3,78913148","8,21163657",,,,,
14/01/2007 18.00,"3,96070752","48,17440784",,,,,
14/01/2007 19.00,"4,2857997","52,2471208",,,,,
14/01/2007 20.00,"3,81622233","41,43845096",,,,,
14/01/2007 21.00,"3,70605275","37,13081056",,,,,
14/01/2007 22.00,"3,622973","42,47414312",,,,,
14/01/2007 23.00,"3,78190671","36,38063736",,,,,
15/01/2007 0.00,"3,3538687","29,05674048",,,,,
15/01/2007 1.00,"3,18229267","22,030064",,,,,
15/01/2007 2.00,"3,14797705","14,31292799",,,,,
15/01/2007 3.00,"3,14255949","9,73793454",,,,,
15/01/2007 4.00,"3,23466817","9,85344611",,,,,
15/01/2007 5.00,"3,04322504","9,30184941",,,,,
15/01/2007 6.00,"3,22021965","21,013836",,,,,
15/01/2007 7.00,"3,81441614","43,51375488",,,,,
15/01/2007 8.00,"5,96725055","50,89994472",,,,,
15/01/2007 9.00,"5,03531853","46,75063704",,,,,
15/01/2007 10.00,"5,93112875","57,46586744",,,,,
15/01/2007 11.00,"4,3417886","39,37482936",,,,,
15/01/2007 12.00,"4,23703659","22,21826216",,,,,
15/01/2007 13.00,"4,33456384","19,54593624",,,,,
15/01/2007 14.00,"4,22981182","10,25577871",,,,,
15/01/2007 15.00,"4,06004198","8,76712802",,,,,
15/01/2007 16.00,"4,14853928","9,78984917",,,,,
15/01/2007 17.00,"4,05642959","21,17866952",,,,,
15/01/2007 18.00,"4,67771693","53,64104528",,,,,
15/01/2007 19.00,"5,50309073","61,16092216",,,,,
15/01/2007 20.00,"5,65841308","59,13104736",,,,,
15/01/2007 21.00,"4,47543766","52,0057308",,,,,
15/01/2007 22.00,"3,47848781","27,54473088",,,,,
15/01/2007 23.00,"3,45139697","23,96129872",,,,,
16/01/2007 0.00,"3,18951642","10,8670757",,,,,
16/01/2007 1.00,,"7,87808434",,,,,
16/01/2007 2.00,"3,14436569",,,,,,
16/01/2007 3.00,"3,14797705","6,98514784",,,,,
16/01/2007 4.00,"2,88429133","7,55621062",,,,,
16/01/2007 5.00,"2,81385492","8,43227563",,,,,
16/01/2007 6.00,"3,19493499","16,21561082",,,,,
16/01/2007 7.00,"3,51822099","27,5252476",,,,,
16/01/2007 8.00,"4,592832","33,47600344",,,,,
16/01/2007 9.00,"4,40319506","32,803706",,,,,
16/01/2007 10.00,"5,02990097","44,3366032",,,,,
16/01/2007 11.00,"4,29302447","48,64164328",,,,,
16/01/2007 12.00,"3,72411264","15,90282674",,,,,
16/01/2007 13.00,"3,77829535","9,72625414",,,,,
16/01/2007 14.00,"3,83247704","5,76125561",,,,,
16/01/2007 15.00,"4,06546055","6,28040376",,,,,
16/01/2007 16.00,"3,98960456","9,57051026",,,,,
16/01/2007 17.00,"4,12325361","31,26313112",,,,,
16/01/2007 18.00,"4,06004198","51,24777576",,,,,
16/01/2007 19.00,"4,00947165","48,36778752",,,,,
16/01/2007 20.00,"4,45015199","53,66829128",,,,,
16/01/2007 21.00,"4,35984951","61,85786528",,,,,
16/01/2007 22.00,"3,67173714","47,27108344",,,,,
16/01/2007 23.00,"3,15881319","33,98476752",,,,,
17/01/2007 0.00,"3,4622331","32,22614816",,,,,
17/01/2007 1.00,"3,57782126","30,10153376",,,,,
17/01/2007 2.00,"3,36109347","27,1307064",,,,,
17/01/2007 3.00,"3,18409886","25,68487112",,,,,
17/01/2007 4.00,"3,4441722","27,65375312",,,,,
17/01/2007 5.00,"3,54711803","27,39287984",,,,,
17/01/2007 6.00,"3,65728862","29,01003032",,,,,
17/01/2007 7.00,"3,42249993","29,93279976",,,,,
17/01/2007 8.00,"4,32192151","39,99909736",,,,,
17/01/2007 9.00,"5,34054464","44,40149648",,,,,
17/01/2007 10.00,"5,49225358","55,46973944",,,,,
17/01/2007 11.00,"5,3838902","62,92862352",,,,,
17/01/2007 12.00,"5,01545144","42,1198304",,,,,
17/01/2007 13.00,"4,50975327","40,18081384",,,,,
17/01/2007 14.00,"4,60005575","38,87384712",,,,,
17/01/2007 15.00,"4,19369103","23,86265864",,,,,
17/01/2007 16.00,"4,00405409","28,7192916",,,,,
17/01/2007 17.00,"4,31108537","37,09186312",,,,,
17/01/2007 18.00,"3,78190671","19,22146984",,,,,
17/01/2007 19.00,"3,98599319","31,92114592",,,,,
17/01/2007 20.00,"4,20272097","41,72396992",,,,,
17/01/2007 21.00,"5,87875325","63,87607688",,,,,
17/01/2007 22.00,"4,65965704","42,8180928",,,,,
17/01/2007 23.00,"3,61936164","40,53642672",,,,,
18/01/2007 0.00,"3,69160423","32,07949776",,,,,
18/01/2007 1.00,,"8,7242973",,,,,
18/01/2007 2.00,"3,45681453",,,,,,
18/01/2007 3.00,"3,33219643","7,31740373",,,,,
18/01/2007 4.00,"3,3538687","6,94491362",,,,,
18/01/2007 5.00,"3,55976137","9,88070167",,,,,
18/01/2007 6.00,"3,66993095","15,98458959",,,,,
18/01/2007 7.00,"3,49113014","27,41752552",,,,,
18/01/2007 8.00,"3,74036735","35,60969984",,,,,
18/01/2007 9.00,"4,93779128","45,8486128",,,,,
18/01/2007 10.00,"5,02628859","58,33934552",,,,,
18/01/2007 11.00,"4,1629878","31,61484352",,,,,
18/01/2007 12.00,"3,99682932","15,96252511",,,,,
18/01/2007 13.00,"3,98057461","14,00663324",,,,,
18/01/2007 14.00,"4,08532663","10,02995622",,,,,
18/01/2007 15.00,"4,02030779","6,78397676",,,,,
18/01/2007 16.00,"4,00044171","6,25963753",,,,,
18/01/2007 17.00,"3,90833202","11,46410153",,,,,
18/01/2007 18.00,"3,89568969","30,66870944",,,,,
18/01/2007 19.00,"3,84873175","43,91609704",,,,,
18/01/2007 20.00,"4,93056652","54,48335776",,,,,
18/01/2007 21.00,"4,30205543","54,70530272",,,,,
18/01/2007 22.00,"3,70244037","30,73360272",,,,,
18/01/2007 23.00,"3,76745921","17,31620582",,,,,
19/01/2007 0.00,"3,35567489","12,84243556",,,,,
19/01/2007 1.00,"3,31232934","7,43940271",,,,,
19/01/2007 2.00,"3,3538687","3,83521197",,,,,
19/01/2007 3.00,"3,26898378","3,22910606",,,,,
19/01/2007 4.00,"3,44778458","3,10970166",,,,,
19/01/2007 5.00,"3,13714092","2,87997868",,,,,
19/01/2007 6.00,"3,3538687","4,17265894",,,,,
19/01/2007 7.00,"3,56517893","6,84368087",,,,,
19/01/2007 8.00,"3,50196628","18,55956986",,,,,
19/01/2007 9.00,"3,90471963","30,7400844",,,,,
19/01/2007 10.00,"3,91555679","18,17409536",,,,,
19/01/2007 11.00,"3,75662206","13,64452721",,,,,
19/01/2007 12.00,"4,05101102","16,26752735",,,,,
19/01/2007 13.00,"3,79635625","12,2739731",,,,,
19/01/2007 14.00,"3,77468296","15,77822361",,,,,
19/01/2007 15.00,"3,94264763","13,01376032",,,,,
19/01/2007 16.00,"4,17021155","21,13064008",,,,,
19/01/2007 17.00,"4,20452717","28,57134104",,,,,
19/01/2007 18.00,"4,15576405","37,3774012",,,,,
19/01/2007 19.00,"4,39958268","39,07242744",,,,,
19/01/2007 20.00,"3,89207731","21,13842192",,,,,
19/01/2007 21.00,"3,72411264","12,44658846",,,,,
19/01/2007 22.00,"3,98599319","27,98730152",,,,,
19/01/2007 23.00,"3,83608942","40,04582664",,,,,
20/01/2007 0.00,"3,95348377","35,30081624",,,,,
20/01/2007 1.00,,"24,69588912",,,,,
20/01/2007 2.00,"3,53266951",,,,,,
20/01/2007 3.00,"3,57420887","16,62833322",,,,,
20/01/2007 4.00,"3,45320316","20,91649608",,,,,
20/01/2007 5.00,"3,47126406","13,80286184",,,,,
20/01/2007 6.00,"3,19493499","13,93784139",,,,,
20/01/2007 7.00,"3,64825868","24,30652944",,,,,
20/01/2007 8.00,"5,16896759","39,5448444",,,,,
20/01/2007 9.00,"6,39167618","47,23085496",,,,,
20/01/2007 10.00,"5,09853119","51,0258308",,,,,
20/01/2007 11.00,"4,17382394","31,40199968",,,,,
20/01/2007 12.00,"4,42306114","32,44937416",,,,,
20/01/2007 13.00,"4,11602986","21,16308672",,,,,
20/01/2007 14.00,"4,40680745","31,59927984",,,,,
20/01/2007 15.00,"3,84873175","13,07865742",,,,,
20/01/2007 16.00,"3,8740164","12,16754545",,,,,
20/01/2007 17.00,"3,81080477","8,58672126",,,,,
20/01/2007 18.00,"4,29302447","17,62769738",,,,,
20/01/2007 19.00,"4,49349856","54,38083632",,,,,
20/01/2007 20.00,"5,05699182","68,57825848",,,,,
20/01/2007 21.00,"4,21897568","45,43458832",,,,,
20/01/2007 22.00,"4,47001908","61,74236136",,,,,
20/01/2007 23.00,"3,91736196","39,71875992",,,,,
21/01/2007 0.00,"3,41708135","21,05146416",,,,,
21/01/2007 1.00,"3,46765168","15,8431188",,,,,
21/01/2007 2.00,"3,29788082","10,14806237",,,,,
21/01/2007 3.00,"3,36109347","14,59327499",,,,,
21/01/2007 4.00,"3,34664495","6,4750836",,,,,
21/01/2007 5.00,"3,15339563","8,76712802",,,,,
21/01/2007 6.00,"3,07754065","9,95597711",,,,,
21/01/2007 7.00,"3,42430612","20,51285376",,,,,
21/01/2007 8.00,"3,85595652","26,01713848",,,,,
21/01/2007 9.00,"3,55795518","26,13394256",,,,,
21/01/2007 10.00,"3,36651103","11,94301164",,,,,
21/01/2007 11.00,"3,43875464","7,91182923",,,,,
21/01/2007 12.00,"3,71508269","10,08187084",,,,,
