,Regione Puglia,,
09/03/2007 0.00,"1,60539401","48,08027862","30,69528961"
09/03/2007 1.00,,"31,2746346","20,39002991"
09/03/2007 2.00,"1,48996198",,
09/03/2007 3.00,"1,52015197","30,39618879","20,50671005"
09/03/2007 4.00,"1,49351394","21,16854828","15,32219982"
09/03/2007 5.00,"1,47930706","13,01599144","11,40956974"
09/03/2007 6.00,"1,55389404","23,73752403","19,64385986"
09/03/2007 7.00,"1,60184205","45,47042874","35,7292099"
09/03/2007 8.00,"1,67820501","44,08507224","36,47333145"
09/03/2007 9.00,"1,67820501","44,62644285","39,94776154"
09/03/2007 10.00,"1,63380802","43,75181547","41,59408188"
09/03/2007 11.00,"1,57697999","44,72092548","40,11870956"
09/03/2007 12.00,"1,63380802","40,90576842","35,9727211"
09/03/2007 13.00,"1,75811994","56,32475805","50,13227081"
09/03/2007 14.00,"1,54323804","39,83068287","30,85334015"
09/03/2007 15.00,"1,58408403","28,35071415","23,5415802"
09/03/2007 16.00,"1,62848103","31,34359206","25,36425972"
09/03/2007 17.00,"1,56987703","43,52453424","34,13309097"
09/03/2007 18.00,"1,64623904","49,99167558","38,70573044"
09/03/2007 19.00,"1,73325706","53,303778","44,74900055"
09/03/2007 20.00,"1,45089304","29,2266018","22,41959953"
09/03/2007 21.00,"1,54679","24,98498442","19,33794022"
09/03/2007 22.00,"1,50416899","24,27507621","18,37265968"
09/03/2007 23.00,"1,54501402","17,05970881","13,75592995"
10/03/2007 0.00,"1,46687603","14,78567386","12,21271992"
10/03/2007 1.00,"1,44201303","10,01033402","9,42545128"
10/03/2007 2.00,"1,41715097","7,86271355","7,87138796"
10/03/2007 3.00,"1,45622003","8,42196683","8,57007217"
10/03/2007 4.00,"1,46510005","9,42044677","8,99267387"
10/03/2007 5.00,"1,47220302","11,67532374","11,10229015"
10/03/2007 6.00,"1,42070305","14,03107309","12,75063992"
10/03/2007 7.00,"1,51127303","30,02845329","24,12561989"
10/03/2007 8.00,"1,62670505","40,35418398","32,86188126"
10/03/2007 9.00,"1,64268804","36,88503687","30,4361496"
10/03/2007 10.00,"1,68530905","37,91033235","32,17406082"
10/03/2007 11.00,"1,76699901","46,87495263","38,92076111"
10/03/2007 12.00,"1,65511894","36,44708364","31,24065971"
10/03/2007 13.00,"1,61960101","22,54497003","19,71644974"
10/03/2007 14.00,"1,55922103","18,77066077","16,57711983"
10/03/2007 15.00,"1,50061703","12,84745384","11,78536987"
10/03/2007 16.00,"1,55744505","12,47333611","11,20540047"
10/03/2007 17.00,"1,45622003","18,04798057","14,25247002"
10/03/2007 18.00,"1,56987703","19,31202009","15,51552963"
10/03/2007 19.00,"1,50949705","29,70285219","22,72961044"
10/03/2007 20.00,"1,63203204","33,62144544","25,41649055"
10/03/2007 21.00,"1,65156698","30,31064091","24,78495979"
10/03/2007 22.00,"1,57697999","24,07333896","19,26468086"
10/03/2007 23.00,"1,48108304","17,65088642","14,53534031"
11/03/2007 0.00,"1,47753096","11,32036775","10,40089035"
11/03/2007 1.00,,"8,32620324","8,4079504"
11/03/2007 2.00,"1,45089304",,
11/03/2007 3.00,"1,50594497","7,47583511","7,83408022"
11/03/2007 4.00,"1,488186","8,94546606","8,62569523"
11/03/2007 5.00,"1,51837599","7,15535033","7,37145615"
11/03/2007 6.00,"1,45799601","8,22788713","7,86392593"
11/03/2007 7.00,"1,45799601","16,54387089","12,52882957"
11/03/2007 8.00,"1,46865201","26,34479694","18,35300064"
11/03/2007 9.00,"1,52192795","24,76281951","17,34362984"
11/03/2007 10.00,"1,53613496","15,76500146","12,66516972"
11/03/2007 11.00,"1,55034196","14,47668199","12,30564976"
11/03/2007 12.00,"1,65689504","12,4873853","11,02359962"
11/03/2007 13.00,"1,62670505","12,53590945","10,63763046"
11/03/2007 14.00,"1,57875597","11,861744","10,54605961"
11/03/2007 15.00,"1,57165301","8,24448695","7,68823814"
11/03/2007 16.00,"1,49884105","9,2021097","7,97381592"
11/03/2007 17.00,"1,54501402","13,6084406","10,88928986"
11/03/2007 18.00,"1,62137699","20,09088576","14,95116043"
11/03/2007 19.00,"1,56632495","23,46682932","16,90883064"
11/03/2007 20.00,"1,62848103","23,06207574","17,56546021"
11/03/2007 21.00,"1,64623904","26,2388214","19,23143959"
11/03/2007 22.00,"1,62670505","30,72432924","21,97665977"
11/03/2007 23.00,"1,58230805","27,10195587","19,45800972"
12/03/2007 0.00,"1,56099701","20,27221416","14,97760963"
12/03/2007 1.00,"1,52015197","13,04663105","10,9340601"
12/03/2007 2.00,"1,50239301","9,29659421","8,87532234"
12/03/2007 3.00,"1,47575498","8,97227971","8,553792"
12/03/2007 4.00,"1,47220302","9,9477776","9,42273808"
12/03/2007 5.00,"1,50239301","12,32523369","12,31379032"
12/03/2007 6.00,"1,56099701","20,98979685","19,48175049"
12/03/2007 7.00,"1,56810105","32,86302624","28,17798996"
12/03/2007 8.00,"1,85756898","49,08640671","52,00107956"
12/03/2007 9.00,"1,811396","47,98961442","44,65879059"
12/03/2007 10.00,"1,79008603","36,71138295","36,41975021"
12/03/2007 11.00,"1,82027495","38,91008385","34,37388992"
12/03/2007 12.00,"1,67820501","31,42020519","26,39940071"
12/03/2007 13.00,"1,69241202","21,87080082","18,34486008"
12/03/2007 14.00,"2,10441589","24,49084572","19,69271088"
12/03/2007 15.00,"2,02627707","19,40780061","15,35136986"
12/03/2007 16.00,"1,649791","21,38431779","16,0771904"
12/03/2007 17.00,"1,79896498","34,58289978","24,49057007"
12/03/2007 18.00,"1,77232695","54,5627313","39,2375412"
12/03/2007 19.00,"1,79186106","77,96701737","57,08518982"
12/03/2007 20.00,"1,66399801","62,52760008","41,31867981"
12/03/2007 21.00,"1,62137699","71,52284304","44,93080139"
12/03/2007 22.00,"1,66399801","59,48363421","38,67113113"
12/03/2007 23.00,"1,65156698","48,83615847","31,74806023"
13/03/2007 0.00,"1,55389404","43,5270924","29,5129509"
13/03/2007 1.00,,"22,65860124","15,70818043"
13/03/2007 2.00,"1,50594497",,
13/03/2007 3.00,"1,50061703","11,73916864","9,4892149"
13/03/2007 4.00,"1,50239301","9,39107872","7,96974707"
13/03/2007 5.00,"1,47753096","17,47212182","12,76420975"
13/03/2007 6.00,"1,52015197","55,19092887","36,47333145"
13/03/2007 7.00,"2,329952","106,84377198","110,06839752"
13/03/2007 8.00,"2,560817","130,77791694","160,3506012"
13/03/2007 9.00,"2,05291605","111,2615262","93,92076111"
13/03/2007 10.00,"1,92327595","55,96469703","47,56885147"
13/03/2007 11.00,"1,96056998","41,59143054","31,91152954"
13/03/2007 12.00,"1,90906894","34,1360118","25,98900986"
13/03/2007 13.00,"1,80074096","31,66279776","24,36236"
13/03/2007 14.00,"1,80074096","25,02328158","18,91941071"
13/03/2007 15.00,"1,72615397","21,08044224","16,22369957"
13/03/2007 16.00,"1,77055097","23,92904745","18,46289063"
13/03/2007 17.00,"1,67998099","32,37400386","23,49341965"
13/03/2007 18.00,"1,75634396","43,16447322","31,0927906"
13/03/2007 19.00,"1,70129204","63,14558382","44,64590073"
13/03/2007 20.00,"1,88598299","101,76065163","73,42829132"
13/03/2007 21.00,"1,84336197","86,47325676","56,57170105"
13/03/2007 22.00,"1,59651506","46,54425402","31,83353043"
13/03/2007 23.00,"1,56099701","26,92448352","18,95807076"
14/03/2007 0.00,"1,56277299","20,93616954","15,44295025"
14/03/2007 1.00,"1,61782503","14,14343086","11,12059975"
14/03/2007 2.00,"1,55744505","13,90083265","11,07855034"
14/03/2007 3.00,"1,58053195","12,93044168","10,38121986"
14/03/2007 4.00,"1,52548003","20,31944607","15,20417023"
14/03/2007 5.00,"1,58408403","43,40196828","27,9941597"
14/03/2007 6.00,"1,60539401","46,51615188","30,18449974"
14/03/2007 7.00,"1,62137699","52,06525236","37,97924042"
14/03/2007 8.00,"1,89841402","76,14114948","65,06919098"
14/03/2007 9.00,"2,05646706","70,09918938","59,16564178"
14/03/2007 10.00,"1,93393195","47,45589948","38,30619049"
14/03/2007 11.00,"2,01384592","33,75298377","26,34242058"
14/03/2007 12.00,"1,99963903","31,29252291","24,68593025"
14/03/2007 13.00,"1,78653395","23,5345077","18,28652"
14/03/2007 14.00,"1,84158599","27,25901937","20,99850082"
14/03/2007 15.00,"1,77943003","23,77582119","17,5417099"
14/03/2007 16.00,"1,68530905","27,78633891","20,00947952"
14/03/2007 17.00,"1,85046506","36,40878648","27,13199997"
14/03/2007 18.00,"1,98187995","49,81931955","36,6198616"
14/03/2007 19.00,"1,86822402","79,80691752","63,7172699"
14/03/2007 20.00,"1,79186106","82,70661069","56,43059158"
14/03/2007 21.00,"1,72437799","62,38330857","41,37091064"
14/03/2007 22.00,"1,64268804","48,56674284","30,87977982"
14/03/2007 23.00,"1,58586001","31,97178963","21,20540047"
15/03/2007 0.00,"1,54679","26,62186824","18,35774994"
15/03/2007 1.00,,"16,73539243","12,84832001"
15/03/2007 2.00,"1,44556499",,
15/03/2007 3.00,"1,56099701","13,3786125","11,05276966"
15/03/2007 4.00,"1,649791","21,83122458","15,9483099"
15/03/2007 5.00,"1,58586001","34,62249483","23,07555962"
15/03/2007 6.00,"1,69951606","20,41137054","16,87491035"
15/03/2007 7.00,"1,71017098","46,07310114","32,55664063"
15/03/2007 8.00,"1,86289704","72,53666442","52,68619156"
15/03/2007 9.00,"2,02982903","56,64652191","51,22710037"
15/03/2007 10.00,"2,24470997","44,46300276","35,74005127"
15/03/2007 11.00,"2,535954","31,52362257","26,49776077"
15/03/2007 12.00,"2,57324791","29,95184016","23,82648087"
15/03/2007 13.00,"2,68867993","27,29603745","20,68103981"
15/03/2007 14.00,"2,63895512","28,41837372","21,48826027"
15/03/2007 15.00,"2,63185191","26,56186434","19,91654968"
15/03/2007 16.00,"2,64605904","29,43729261","20,52569962"
15/03/2007 17.00,"4,48586893","36,69861096","24,90365982"
15/03/2007 18.00,"2,33705592","63,23622921","42,84424973"
15/03/2007 19.00,"2,02627707","90,34585956","57,77845001"
15/03/2007 20.00,"1,86644804","89,43933042","53,51852036"
15/03/2007 21.00,"1,97655296","95,42636532","66,17417908"
15/03/2007 22.00,"1,91794896","79,25789124","54,10187149"
15/03/2007 23.00,"1,90551805","71,86121613","45,53858185"
16/03/2007 0.00,"1,70661902","48,59354709","30,6247406"
16/03/2007 1.00,"1,54679","14,46135936","11,35733986"
16/03/2007 2.00,"1,532583","9,72305453","8,83462238"
16/03/2007 3.00,"1,56987703","7,76184493","7,80084085"
16/03/2007 4.00,"1,55211794","9,11655994","8,65893364"
16/03/2007 5.00,"1,56987703","12,73381511","11,56083965"
16/03/2007 6.00,"1,56454897","24,97349151","17,94804001"
16/03/2007 7.00,"1,78831005","71,90846685","47,47320175"
16/03/2007 8.00,"1,78653395","90,67655817","59,28842163"
16/03/2007 9.00,"2,11507106","87,48959868","70,56369019"
16/03/2007 10.00,"2,2216239","50,87907495","37,6020813"
16/03/2007 11.00,"2,11329508","41,38073973","31,17757988"
16/03/2007 12.00,"2,17012405","33,99299937","25,47752953"
16/03/2007 13.00,"2,22315907","28,29624039","21,93939018"
16/03/2007 14.00,"2,52174711","28,76696064","21,5655899"
16/03/2007 15.00,"2,42940211","24,62748156","18,05113983"
16/03/2007 16.00,"2,17367506","23,43235059","16,81047058"
16/03/2007 17.00,"2,14703703","36,08062722","24,34947014"
16/03/2007 18.00,"1,78120601","44,60857335","28,41065979"
16/03/2007 19.00,"1,84691405","80,22188493","50,15261078"
16/03/2007 20.00,"1,78653395","88,17653988","53,90245056"
16/03/2007 21.00,"1,88598299","106,15039776","65,88658142"
16/03/2007 22.00,"1,92682803","93,91076838","59,45801163"
16/03/2007 23.00,"1,85934496","59,23848348","39,90299988"
17/03/2007 0.00,"1,77765405","32,73406488","21,96241951"
17/03/2007 1.00,,"25,77916143","17,41283035"
17/03/2007 2.00,"1,58230805",,
17/03/2007 3.00,"1,74568903","52,58619531","35,33916092"
17/03/2007 4.00,"1,65511894","36,93610602","23,70980072"
17/03/2007 5.00,"1,67642903","35,57245626","24,51634026"
17/03/2007 6.00,"1,76167095","49,74908301","35,98154068"
17/03/2007 7.00,"2,04225993","80,65474065","62,10012054"
17/03/2007 8.00,"1,90906894","73,92202092","52,0736618"
17/03/2007 9.00,"1,96767294","61,32481344","39,87585068"
17/03/2007 10.00,"2,20564103","42,90656931","29,68387985"
17/03/2007 11.00,"2,23405504","27,44160804","19,6296196"
17/03/2007 12.00,"2,15058899","23,63408784","16,9074707"
17/03/2007 13.00,"2,25359011","19,02985128","13,9519701"
17/03/2007 14.00,"2,28910708","18,86769027","14,1276598"
17/03/2007 15.00,"2,36191797","17,19761244","12,48202038"
17/03/2007 16.00,"1,93393195","12,69934202","9,73205853"
17/03/2007 17.00,"1,92150104","14,4498721","10,42463017"
17/03/2007 18.00,"1,82560301","18,67617437","12,70382977"
17/03/2007 19.00,"1,60361803","45,26613333","27,42097092"
17/03/2007 20.00,"1,78298199","93,211074","56,67277145"
17/03/2007 21.00,"1,77410305","72,61837506","45,29711151"
17/03/2007 22.00,"1,78298199","44,61241059","29,03066063"
17/03/2007 23.00,"1,80074096","65,261295","42,98398972"
18/03/2007 0.00,"1,90374196","87,54450507","64,36846161"
18/03/2007 1.00,"1,83803403","95,15185218","61,4299202"
18/03/2007 2.00,"2,05114007","72,6400818","54,26536179"
18/03/2007 3.00,"1,83448303","67,83792642","47,76963043"
18/03/2007 4.00,"1,73503304","49,88188161","31,79961967"
18/03/2007 5.00,"1,86467195","54,89598807","37,84017181"
18/03/2007 6.00,"1,797189","52,61811588","39,04219055"
18/03/2007 7.00,"1,811396","63,2004714","42,72214127"
18/03/2007 8.00,"1,99963903","63,28729836","46,31595993"
18/03/2007 9.00,"1,81494796","47,62189773","31,11380959"
18/03/2007 10.00,"1,96944904","18,20502902","13,47239017"
18/03/2007 11.00,"2,10263991","20,22624252","14,81210041"
18/03/2007 12.00,"2,04581189","24,73217802","17,59530067"
18/03/2007 13.00,"2,16657209","22,27683348","15,91845989"
18/03/2007 14.00,"2,12395096","18,97622397","13,64332962"
18/03/2007 15.00,"1,83981001","13,49608283","10,16958046"
18/03/2007 16.00,"2,00851893","12,72104688","9,67846966"
18/03/2007 17.00,"2,51997209","18,77577521","13,09930038"
18/03/2007 18.00,"1,89486206","21,88483308","14,67506981"
18/03/2007 19.00,"1,64446402","39,41059914","25,3418808"
18/03/2007 20.00,"1,59473896","10,63343219","9,62827301"
18/03/2007 21.00,"1,60184205","10,49297604","9,27011299"
18/03/2007 22.00,"1,55744505","7,49115774","7,65364313"
18/03/2007 23.00,"1,52725601","20,01301236","15,54673004"
19/03/2007 0.00,"1,52015197","14,7167258","11,54253006"
19/03/2007 1.00,,"9,42044677","8,91941547"
19/03/2007 2.00,"1,52548003",,
19/03/2007 3.00,"1,54679","13,80634814","11,12738991"
19/03/2007 4.00,"1,57697999","16,95501611","12,82322025"
19/03/2007 5.00,"1,68175697","23,84605773","17,17406082"
19/03/2007 6.00,"1,57165301","38,50660935","28,06335068"
19/03/2007 7.00,"1,60361803","48,43396305","36,77519989"
19/03/2007 8.00,"1,67642903","47,37928635","36,55337143"
19/03/2007 9.00,"1,811396","36,81991665","31,60017967"
19/03/2007 10.00,"1,87355196","30,85456968","27,60955048"
19/03/2007 11.00,"3,28182292","38,85007995","31,95495033"
19/03/2007 12.00,"2,02627707","20,41904502","18,99604988"
19/03/2007 13.00,"1,78831005","24,78324717","20,97949982"
19/03/2007 14.00,"1,90551805","19,69380666","17,23237991"
19/03/2007 15.00,"1,88775897","20,24794926","17,61701012"
19/03/2007 16.00,"1,83625805","22,79649735","17,12113953"
19/03/2007 17.00,"2,04581189","28,17706023","19,66217995"
19/03/2007 18.00,"1,83803403","32,68043757","22,04924011"
19/03/2007 19.00,"1,73148203","35,55968427","23,2851696"
19/03/2007 20.00,"1,75989604","27,77102757","18,54631996"
19/03/2007 21.00,"1,72437799","25,54424334","17,1842308"
19/03/2007 22.00,"1,79541302","15,73180934","12,08586979"
19/03/2007 23.00,"2,23050308","13,50630042","11,02495956"
20/03/2007 0.00,"2,03515697","8,37472363","8,06132126"
20/03/2007 1.00,"1,78831005","8,64924053","8,07488823"
20/03/2007 2.00,"2,11507106","6,81826761","7,13200378"
20/03/2007 3.00,"2,560817","8,66967196","8,30755711"
20/03/2007 4.00,"2,25181389","6,80549938","7,30837107"
20/03/2007 5.00,"2,00141501","11,20544806","10,09971046"
20/03/2007 6.00,"1,65689504","19,36820556","16,1036396"
20/03/2007 7.00,"1,694188","27,71102367","24,77547073"
20/03/2007 8.00,"1,61960101","29,28406635","24,73069954"
20/03/2007 9.00,"1,67642903","42,88612284","33,66706085"
20/03/2007 10.00,"1,70306802","42,12640575","32,06145096"
20/03/2007 11.00,"1,63203204","40,08604743","31,02766991"
20/03/2007 12.00,"1,63735998","28,73757942","26,31731987"
20/03/2007 13.00,"1,738585","31,38188922","27,42300987"
20/03/2007 14.00,"1,66044605","23,65453431","22,92904091"
20/03/2007 15.00,"1,62848103","26,80957323","22,19779968"
20/03/2007 16.00,"1,69241202","31,63599351","24,60791969"
20/03/2007 17.00,"1,61604905","30,3770214","24,40983963"
20/03/2007 18.00,"1,70129204","44,53707654","35,51350021"
20/03/2007 19.00,"1,71905005","51,24425229","37,16184998"
20/03/2007 20.00,"1,53968704","28,07108469","21,63478088"
20/03/2007 21.00,"1,72615397","12,02262405","10,98289967"
20/03/2007 22.00,"1,53613496","13,63014546","12,18354988"
20/03/2007 23.00,"1,56632495","16,01781727","12,56748962"
21/03/2007 0.00,"1,56099701","18,69787923","14,21990967"
21/03/2007 1.00,,"12,89213511","10,09224987"
21/03/2007 2.00,"1,51304901",,
21/03/2007 3.00,"1,53968704","7,18727279","6,92104197"
21/03/2007 4.00,"1,53613496","6,83614463","6,86473989"
21/03/2007 5.00,"1,532583","11,84258978","9,54212475"
21/03/2007 6.00,"1,60361803","33,95726037","22,88088036"
21/03/2007 7.00,"1,75811994","54,0928575","38,70845032"
21/03/2007 8.00,"1,64801502","44,92140246","33,59584045"
21/03/2007 9.00,"1,71372294","43,89354882","35,41717148"
21/03/2007 10.00,"1,72970605","28,1847159","22,86664009"
21/03/2007 11.00,"1,71549904","20,85060285","19,94911957"
21/03/2007 12.00,"2,05291605","21,97166004","21,48487091"
21/03/2007 13.00,"1,83981001","26,65378881","23,43371964"
21/03/2007 14.00,"1,90906894","20,80081278","19,93622971"
21/03/2007 15.00,"1,93215597","20,61950319","17,68280983"
21/03/2007 16.00,"1,86289704","22,39813917","17,97719955"
21/03/2007 17.00,"1,81317198","23,40682542","19,98846054"
21/03/2007 18.00,"1,88598299","28,58053473","23,51716042"
21/03/2007 19.00,"1,58230805","24,60959325","19,99592972"
21/03/2007 20.00,"1,68175697","22,32662355","17,24053001"
21/03/2007 21.00,"1,694188","19,7997822","15,56912041"
21/03/2007 22.00,"1,68175697","14,86100791","13,19427013"
21/03/2007 23.00,"1,74568903","12,53462849","11,16197968"
22/03/2007 0.00,"1,60184205","18,22673576","14,10799026"
22/03/2007 1.00,"1,60361803","12,9534275","10,19332027"
22/03/2007 2.00,"1,67642903","8,99398457","7,64753819"
22/03/2007 3.00,"1,63735998","10,97690091","8,61619854"
22/03/2007 4.00,"1,60184205","21,09065607","14,24839973"
22/03/2007 5.00,"1,62848103","42,03703944","26,99971962"
22/03/2007 6.00,"1,77232695","76,13093565","50,58267975"
22/03/2007 7.00,"1,92327595","111,02277087","73,07215881"
22/03/2007 8.00,"2,10441589","99,56586321","78,82919312"
22/03/2007 9.00,"2,2216239","100,65879945","87,99755096"
22/03/2007 10.00,"2,02095008","62,56461816","45,57860184"
22/03/2007 11.00,"2,05291605","44,17062012","31,8111496"
22/03/2007 12.00,"1,83633399","30,78871587","23,72229958"
22/03/2007 13.00,"1,82382703","33,44653125","24,47224998"
22/03/2007 14.00,"1,93925905","26,03708415","21,25152016"
22/03/2007 15.00,"1,94636297","28,06087086","23,3624897"
22/03/2007 16.00,"1,73503304","25,29013905","18,5178299"
22/03/2007 17.00,"1,738585","27,46841229","20,06376076"
22/03/2007 18.00,"1,77765405","28,82696454","20,5331707"
22/03/2007 19.00,"1,67287803","34,14494655","22,76622963"
22/03/2007 20.00,"1,71372294","46,34505612","30,51621056"
22/03/2007 21.00,"1,75811994","34,28030331","24,67711067"
22/03/2007 22.00,"1,86644804","43,10319024","28,76543045"
22/03/2007 23.00,"1,76699901","24,57385425","17,61226082"
23/03/2007 0.00,"1,66932595","18,41570478","14,28707027"
23/03/2007 1.00,,"10,86198122","9,52923679"
23/03/2007 2.00,"1,54501402",,
23/03/2007 3.00,"1,58408403","6,14921096","6,67277193"
23/03/2007 4.00,"1,56454897","5,76871475","6,41432714"
23/03/2007 5.00,"1,63380802","7,21153204","7,12793398"
23/03/2007 6.00,"1,64446402","8,53432648","8,47307014"
23/03/2007 7.00,"1,62315297","15,20447475","12,53629017"
23/03/2007 8.00,"1,75456798","27,41224563","23,03893089"
23/03/2007 9.00,"1,797189","27,71740026","25,90353966"
23/03/2007 10.00,"1,77765405","31,77514989","29,64385986"
23/03/2007 11.00,"1,79186106","26,02305189","24,70627975"
23/03/2007 12.00,"1,82205105","23,99542794","21,94614029"
23/03/2007 13.00,"1,91084504","21,84525684","19,45528984"
23/03/2007 14.00,"1,82027495","24,57895176","21,46722984"
23/03/2007 15.00,"1,85756898","31,47637185","26,76025963"
23/03/2007 16.00,"1,82560301","23,93286588","20,12820053"
23/03/2007 17.00,"1,811396","28,68011487","23,03622055"
23/03/2007 18.00,"1,72792995","34,93786329","26,86745071"
23/03/2007 19.00,"1,80962002","46,89154305","36,62799072"
23/03/2007 20.00,"1,76167095","54,57294513","36,88576126"
23/03/2007 21.00,"1,77943003","46,69874055","31,40480995"
23/03/2007 22.00,"1,65689504","33,84362916","23,85359955"
23/03/2007 23.00,"1,72260201","15,80458899","12,6136198"
24/03/2007 0.00,"1,73148203","16,63197317","12,39451981"
24/03/2007 1.00,"1,635584","19,00942362","13,31908035"
24/03/2007 2.00,"1,62670505","18,9928332","13,18206024"
24/03/2007 3.00,"1,61960101","22,28830758","14,62759018"
24/03/2007 4.00,"1,68175697","28,42986663","17,94396973"
24/03/2007 5.00,"1,64801502","31,80069387","20,28013992"
24/03/2007 6.00,"1,79008603","30,41661645","22,92362022"
24/03/2007 7.00,"1,76877499","38,38530366","30,35205078"
24/03/2007 8.00,"1,90729403","56,4358311","41,24880981"
24/03/2007 9.00,"1,87887895","42,91166682","29,89011002"
24/03/2007 10.00,"1,81317198","28,10556342","21,75078011"
24/03/2007 11.00,"1,92860401","25,58126142","19,79039001"
24/03/2007 12.00,"1,98898399","19,87511625","17,63191986"
24/03/2007 13.00,"2,00674295","22,40323668","17,44742966"
24/03/2007 14.00,"1,86112106","13,63652958","11,83691978"
24/03/2007 15.00,"1,81317198","12,19371229","10,31406021"
24/03/2007 16.00,"1,90019","10,06395944","8,95740128"
24/03/2007 17.00,"1,70306802","13,07089971","10,75158978"
24/03/2007 18.00,"1,75101602","29,1001986","19,58146095"
24/03/2007 19.00,"1,74036098","44,7860457","28,23158073"
24/03/2007 20.00,"1,73503304","34,64292249","22,63463974"
24/03/2007 21.00,"1,74746394","34,27646607","22,68890953"
24/03/2007 22.00,"1,64091206","24,50361771","17,18287086"
24/03/2007 23.00,"1,67287803","19,09751085","14,52991009"
25/03/2007 0.00,"1,64268804","12,00346983","10,72784996"
25/03/2007 1.00,,"10,4572314","9,21041965"
25/03/2007 2.00,"1,53968704",,
25/03/2007 3.00,"1,58053195","13,5241718","10,99510956"
25/03/2007 4.00,"1,66577399","13,25348462","10,90625"
25/03/2007 5.00,"1,68708503","17,10439761","13,90787983"
25/03/2007 6.00,"1,54501402","21,66012882","16,16197968"
25/03/2007 7.00,"1,72792995","15,78033349","12,41689968"
25/03/2007 8.00,"1,65511894","11,82343556","10,79364967"
25/03/2007 9.00,"1,72260201","13,7603859","11,9339304"
25/03/2007 10.00,"1,77232695","16,93586189","13,69758987"
25/03/2007 11.00,"1,79896498","13,84975786","11,6076498"
25/03/2007 12.00,"1,81317198","10,91560853","10,10513973"
25/03/2007 13.00,"1,85046506","9,7524207","9,7510519"
25/03/2007 14.00,"1,82737899","6,43649609","7,09469604"
25/03/2007 15.00,"1,90729403","6,39180729","7,36331606"
25/03/2007 16.00,"1,85401702","7,32900049","8,03825855"
25/03/2007 17.00,"1,77055097","9,06293451","8,92144871"
25/03/2007 18.00,"1,66932595","14,3349524","11,08668995"
25/03/2007 19.00,"1,60184205","14,27111879","11,48826027"
25/03/2007 20.00,"1,68530905","9,88521178","8,82648277"
25/03/2007 21.00,"1,75989604","18,09266184","13,21732998"
25/03/2007 22.00,"1,52015197","11,76725761","10,1132803"
25/03/2007 23.00,"1,63913596","9,26978055","8,56600189"
26/03/2007 0.00,"1,59829104","9,73965435","8,88142776"
26/03/2007 1.00,"1,60184205","11,93579333","10,04205036"
26/03/2007 2.00,"1,51127303","14,84696813","11,74195957"
26/03/2007 3.00,"1,67287803","15,63222167","12,07705021"
26/03/2007 4.00,"1,73503304","23,9201127","16,71754074"
26/03/2007 5.00,"1,78831005","53,10841734","39,71781158"
26/03/2007 6.00,"1,83625805","58,773726","46,27254105"
26/03/2007 7.00,"2,08665705","95,82220296","86,39465332"
26/03/2007 8.00,"2,15591598","91,43629407","75,85536957"
26/03/2007 9.00,"1,89663804","60,04799064","47,59259033"
26/03/2007 10.00,"1,98543203","41,99616531","34,46072006"
26/03/2007 11.00,"2,18255496","26,18647317","21,56084061"
26/03/2007 12.00,"2,061795","23,20253001","19,14595985"
26/03/2007 13.00,"2,14526105","19,82658645","16,69651031"
26/03/2007 14.00,"1,85401702","17,03417988","14,18395996"
26/03/2007 15.00,"1,78831005","20,25432585","15,67426014"
26/03/2007 16.00,"1,74568903","24,8713344","17,66720963"
26/03/2007 17.00,"1,70129204","23,96734461","17,38298035"
26/03/2007 18.00,"1,74746394","23,64048324","16,96038055"
26/03/2007 19.00,"1,74568903","25,36165467","17,01259995"
26/03/2007 20.00,"1,71017098","30,68091576","20,06307983"
26/03/2007 21.00,"1,76522303","46,4063391","28,92617989"
26/03/2007 22.00,"1,70306802","39,57659739","26,28001022"
26/03/2007 23.00,"1,72437799","34,30838664","22,30837059"
27/03/2007 0.00,"1,67465305","30,9975633","20,04137039"
27/03/2007 1.00,,"26,87979096","18,33127975"
27/03/2007 2.00,"1,71017098",,
27/03/2007 3.00,"1,67998099","17,13760102","12,93379021"
27/03/2007 4.00,"1,67287803","31,491702","21,41769981"
27/03/2007 5.00,"1,66932595","57,24405918","37,46913147"
27/03/2007 6.00,"1,75989604","66,15379188","42,10012054"
27/03/2007 7.00,"1,73148203","56,58268077","35,66341019"
27/03/2007 8.00,"1,85756898","89,59893327","65,18856049"
27/03/2007 9.00,"1,75456798","73,20443823","48,6901207"
27/03/2007 10.00,"1,69063604","45,90582381","30,04339981"
27/03/2007 11.00,"1,77232695","38,17972917","26,39397049"
27/03/2007 12.00,"1,64801502","35,10386154","23,7125206"
27/03/2007 13.00,"1,67642903","40,18562757","26,47130013"
27/03/2007 14.00,"1,77587903","45,80368551","33,64468002"
27/03/2007 15.00,"1,78475797","42,9486849","31,54047966"
27/03/2007 16.00,"1,84869003","47,74574277","35,26522064"
27/03/2007 17.00,"1,80962002","55,80763353","36,13959122"
27/03/2007 18.00,"1,84336197","61,67721879","43,25260162"
27/03/2007 19.00,"1,79186106","58,05358515","37,43521118"
27/03/2007 20.00,"1,87177598","52,57598148","32,85171127"
27/03/2007 21.00,"1,94991505","74,46211245","51,27865982"
27/03/2007 22.00,"1,83448303","66,53428056","41,13959122"
27/03/2007 23.00,"1,84158599","68,417613","44,24771118"
28/03/2007 0.00,"1,67287803","32,35355739","20,88726044"
