Stat,Arnesano,,,,,  ,
Parm,SO2,NO2,NOX,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,,,
11/03/2014 17.00,"1,1","4,0","9,7","23,6",,,
11/03/2014 18.00,"1,0","4,5","9,6","23,6",,,
11/03/2014 19.00,"0,9","5,1","9,7","23,6",,,
11/03/2014 20.00,"1,1","7,1","10,6","23,6",,,
11/03/2014 21.00,"0,9","9,0","11,8","23,6",,,
11/03/2014 22.00,"1,2","21,1","25,2","23,6",,,
11/03/2014 23.00,"1,0","6,7","9,3","23,6",,,
12/03/2014 0.00,"1,5","3,7","7,3","23,6",,,
12/03/2014 1.00,"1,1","3,2","7,9","27,9",,,
12/03/2014 2.00,"1,4","3,3","8,3","27,9",,,
12/03/2014 3.00,"1,0","3,2","8,5","27,9",,,
12/03/2014 4.00,"0,9","3,8","9,4","27,9",,,
12/03/2014 5.00,"1,2","4,1","10,0","27,9",,,
12/03/2014 6.00,"1,0","5,3","11,6","27,9",,,
12/03/2014 7.00,"1,1","4,9","11,6","27,9",,,
12/03/2014 8.00,"1,5","5,4","12,2","27,9",,,
12/03/2014 9.00,"0,9","6,3","12,8","27,9",,,
12/03/2014 10.00,"0,7","5,9","12,4","27,9",,,
12/03/2014 11.00,"1,4","9,4","19,0","27,9",,,
12/03/2014 12.00,"1,3","4,1","10,0","27,9",,,
12/03/2014 13.00,"1,1","3,9","9,0","27,9",,,
12/03/2014 14.00,"0,9","4,0","8,9","27,9",,,
12/03/2014 15.00,"1,4","5,5","10,7","27,9",,,
12/03/2014 16.00,"2,2","7,1","12,7","27,9",,,
12/03/2014 17.00,"1,8","5,7","11,2","27,9",,,
12/03/2014 18.00,"1,1","4,8","9,1","27,9",,,
12/03/2014 19.00,"1,1","7,4","10,7","27,9",,,
12/03/2014 20.00,"1,1","10,3","12,7","27,9",,,
12/03/2014 21.00,"0,9","11,0","12,7","27,9",,,
12/03/2014 22.00,"1,2","13,6","15,9","27,9",,,
12/03/2014 23.00,"1,4","8,3","10,7","27,9",,,
13/03/2014 0.00,"0,9","5,8","9,0","27,9",,,
13/03/2014 1.00,,"5,1","9,9","37,5",,,
13/03/2014 2.00,"0,4",,,"37,5",,,
13/03/2014 3.00,"0,3","5,3","11,6","37,5",,,
13/03/2014 4.00,"0,4","5,0","11,6","37,5",,,
13/03/2014 5.00,"0,3","5,1","12,1","37,5",,,
13/03/2014 6.00,"0,3","5,9","13,3","37,5",,,
13/03/2014 7.00,"0,4","8,0","16,8","37,5",,,
13/03/2014 8.00,"0,4","10,2","20,5","37,5",,,
13/03/2014 9.00,"0,3","10,7","19,1","37,5",,,
13/03/2014 10.00,"0,5","10,5","18,6","37,5",,,
13/03/2014 11.00,"0,4","17,6","32,5","37,5",,,
13/03/2014 12.00,"0,4","8,0","14,8","37,5",,,
13/03/2014 13.00,"0,4","7,0","13,1","37,5",,,
13/03/2014 14.00,"0,6","5,4","11,1","37,5",,,
13/03/2014 15.00,"0,2","4,6","11,0","37,5",,,
13/03/2014 16.00,"0,4","4,7","11,3","37,5",,,
13/03/2014 17.00,"0,4","4,7","10,6","37,5",,,
13/03/2014 18.00,"0,3","5,4","9,9","37,5",,,
13/03/2014 19.00,"0,1","8,4","11,7","37,5",,,
13/03/2014 20.00,"0,1","15,8","18,5","37,5",,,
13/03/2014 21.00,"0,4","19,0","22,5","37,5",,,
13/03/2014 22.00,"0,3","24,4","27,9","37,5",,,
13/03/2014 23.00,"0,4","26,7","34,7","37,5",,,
14/03/2014 0.00,"0,5","17,5","23,6","37,5",,,
14/03/2014 1.00,"0,2","15,6","22,6","44,2",,,
14/03/2014 2.00,"0,2","14,6","21,4","44,2",,,
14/03/2014 3.00,"0,5","9,6","16,2","44,2",,,
14/03/2014 4.00,"0,3","6,5","13,8","44,2",,,
14/03/2014 5.00,"0,3","5,3","12,8","44,2",,,
14/03/2014 6.00,"0,2","5,5","12,6","44,2",,,
14/03/2014 7.00,"0,3","5,8","13,2","44,2",,,
14/03/2014 8.00,"0,3","7,7","15,1","44,2",,,
14/03/2014 9.00,"0,3","12,1","20,5","44,2",,,
14/03/2014 10.00,"0,4","16,0","23,9","44,2",,,
14/03/2014 11.00,"0,4","13,2","19,9","44,2",,,
14/03/2014 12.00,"0,4","10,9","18,5","44,2",,,
14/03/2014 13.00,"0,3","6,3","12,8","44,2",,,
14/03/2014 14.00,"0,2","5,7","11,4","44,2",,,
14/03/2014 15.00,"0,5","5,3","10,7","44,2",,,
14/03/2014 16.00,"0,3","5,5","10,7","44,2",,,
14/03/2014 17.00,"0,4","6,3","10,8","44,2",,,
14/03/2014 18.00,"0,2","7,5","11,2","44,2",,,
14/03/2014 19.00,"0,2","12,0","14,9","44,2",,,
14/03/2014 20.00,"0,3","16,2","18,1","44,2",,,
14/03/2014 21.00,"0,4","21,6","25,6","44,2",,,
14/03/2014 22.00,"0,5","21,8","30,1","44,2",,,
14/03/2014 23.00,"0,7","17,6","31,1","44,2",,,
15/03/2014 0.00,"0,5","14,8","25,6","44,2",,,
15/03/2014 1.00,,"17,5","24,0","54,0",,,
15/03/2014 2.00,"0,9",,,"54,0",,,
15/03/2014 3.00,"1,5","11,0","17,2","54,0",,,
15/03/2014 4.00,"1,0","9,8","16,7","54,0",,,
15/03/2014 5.00,"1,2","8,2","15,4","54,0",,,
15/03/2014 6.00,"1,4","7,4","14,6","54,0",,,
15/03/2014 7.00,"1,6","6,9","15,3","54,0",,,
15/03/2014 8.00,"1,2","8,7","18,7","54,0",,,
15/03/2014 9.00,"1,6","10,9","22,1","54,0",,,
15/03/2014 10.00,"1,7","15,2","25,4","54,0",,,
15/03/2014 11.00,"1,8","15,6","23,8","54,0",,,
15/03/2014 12.00,"1,4","9,5","17,1","54,0",,,
15/03/2014 13.00,"1,5","7,3","13,7","54,0",,,
15/03/2014 14.00,"1,1","6,3","12,1","54,0",,,
15/03/2014 15.00,"1,5","5,2","11,4","54,0",,,
15/03/2014 16.00,"1,0","5,3","12,1","54,0",,,
15/03/2014 17.00,"1,3","6,4","12,8","54,0",,,
15/03/2014 18.00,"1,0","7,3","12,6","54,0",,,
15/03/2014 19.00,"0,9","12,1","16,5","54,0",,,
15/03/2014 20.00,"1,2","19,3","24,1","54,0",,,
15/03/2014 21.00,"1,3","20,1","24,7","54,0",,,
15/03/2014 22.00,"1,8","16,3","19,4","54,0",,,
15/03/2014 23.00,"1,3","14,2","18,3","54,0",,,
16/03/2014 0.00,"1,1","14,3","18,3","54,0",,,
16/03/2014 1.00,"1,1","13,4","18,3","36,8",,,
16/03/2014 2.00,"1,3","10,0","15,5","36,8",,,
16/03/2014 3.00,"1,3","10,2","17,0","36,8",,,
16/03/2014 4.00,"1,3","8,7","16,4","36,8",,,
16/03/2014 5.00,"1,3","6,9","14,4","36,8",,,
16/03/2014 6.00,"1,0","6,2","13,3","36,8",,,
16/03/2014 7.00,"1,5","6,6","15,2","36,8",,,
16/03/2014 8.00,"1,1","6,6","16,7","36,8",,,
16/03/2014 9.00,"1,2","7,7","17,2","36,8",,,
16/03/2014 10.00,"1,6","11,2","19,5","36,8",,,
16/03/2014 11.00,"0,9","7,9","15,5","36,8",,,
16/03/2014 12.00,"1,2","6,2","13,1","36,8",,,
16/03/2014 13.00,"1,6","4,5","10,9","36,8",,,
16/03/2014 14.00,"1,4","5,2","13,2","36,8",,,
16/03/2014 15.00,"1,4","5,9","14,3","36,8",,,
16/03/2014 16.00,"1,2","5,1","13,7","36,8",,,
16/03/2014 17.00,"1,2","4,3","12,4","36,8",,,
16/03/2014 18.00,"0,7","5,2","12,2","36,8",,,
16/03/2014 19.00,"0,9","7,4","12,6","36,8",,,
16/03/2014 20.00,"1,0","8,2","12,3","36,8",,,
16/03/2014 21.00,"0,8","7,4","11,0","36,8",,,
16/03/2014 22.00,"0,9","6,1","9,1","36,8",,,
16/03/2014 23.00,"0,8","6,8","10,0","36,8",,,
17/03/2014 0.00,"1,1","7,2","11,3","36,8",,,
17/03/2014 1.00,,"5,0","9,7","61,3",,,
17/03/2014 2.00,"0,3",,,"61,3",,,
17/03/2014 3.00,"0,7","5,4","11,3","61,3",,,
17/03/2014 4.00,"0,5","4,6","10,7","61,3",,,
17/03/2014 5.00,"0,7","4,5","10,0","61,3",,,
17/03/2014 6.00,"0,7","5,8","11,8","61,3",,,
17/03/2014 7.00,"0,5","9,7","17,8","61,3",,,
17/03/2014 8.00,"1,0","12,5","20,9","61,3",,,
17/03/2014 9.00,"0,9","13,1","21,0","61,3",,,
17/03/2014 10.00,"0,6","9,1","15,5","61,3",,,
17/03/2014 11.00,"1,2","7,5","14,5","61,3",,,
17/03/2014 12.00,"0,8","9,6","18,0","61,3",,,
17/03/2014 13.00,"0,9","7,1","14,5","61,3",,,
17/03/2014 14.00,"1,2","8,4","17,0","61,3",,,
17/03/2014 15.00,"0,8","8,8","17,9","61,3",,,
17/03/2014 16.00,"1,0","8,8","18,2","61,3",,,
17/03/2014 17.00,"0,9","9,8","19,2","61,3",,,
17/03/2014 18.00,"0,9","9,6","17,0","61,3",,,
17/03/2014 19.00,"0,6","12,5","17,0","61,3",,,
17/03/2014 20.00,"0,8","20,4","23,2","61,3",,,
17/03/2014 21.00,"0,8","24,6","26,7","61,3",,,
17/03/2014 22.00,"1,0","26,9","30,7","61,3",,,
17/03/2014 23.00,"1,0","31,6","34,9","61,3",,,
18/03/2014 0.00,"1,1","27,0","31,6","61,3",,,
18/03/2014 1.00,"1,5","24,0","30,4","85,0",,,
18/03/2014 2.00,"1,1","21,3","29,9","85,0",,,
18/03/2014 3.00,"1,5","19,3","27,3","85,0",,,
18/03/2014 4.00,"1,5","17,2","27,5","85,0",,,
18/03/2014 5.00,"1,4","14,3","23,3","85,0",,,
18/03/2014 6.00,"1,4","12,9","22,2","85,0",,,
18/03/2014 7.00,"1,4","10,4","25,9","85,0",,,
18/03/2014 8.00,"1,1","12,7","32,7","85,0",,,
18/03/2014 9.00,"0,8","20,2","32,0","85,0",,,
18/03/2014 10.00,"1,0","17,4","25,0","85,0",,,
18/03/2014 11.00,"1,1","13,8","20,7","85,0",,,
18/03/2014 12.00,"1,0","9,7","16,7","85,0",,,
18/03/2014 13.00,"0,9","8,6","16,7","85,0",,,
18/03/2014 14.00,"0,7","9,4","18,3","85,0",,,
18/03/2014 15.00,"0,8","9,4","18,4","85,0",,,
18/03/2014 16.00,"0,7","8,7","17,9","85,0",,,
18/03/2014 17.00,"0,8","10,2","19,4","85,0",,,
18/03/2014 18.00,"0,8","12,5","19,5","85,0",,,
18/03/2014 19.00,"0,6","17,7","22,3","85,0",,,
18/03/2014 20.00,"0,7","27,2","29,8","85,0",,,
18/03/2014 21.00,"1,2","32,4","37,5","85,0",,,
18/03/2014 22.00,"1,1","23,8","26,7","85,0",,,
18/03/2014 23.00,"1,2","20,8","23,9","85,0",,,
19/03/2014 0.00,"2,0","21,5","29,2","85,0",,,
19/03/2014 1.00,,"16,9","24,8","40,1",,,
19/03/2014 2.00,"0,8",,,"40,1",,,
19/03/2014 3.00,"1,3","12,9","19,8","40,1",,,
19/03/2014 4.00,"0,7","9,3","16,7","40,1",,,
19/03/2014 5.00,"1,1","8,3","16,1","40,1",,,
19/03/2014 6.00,"1,0","7,3","13,8","40,1",,,
19/03/2014 7.00,"1,0","9,1","17,6","40,1",,,
19/03/2014 8.00,"0,8","15,6","28,3","40,1",,,
19/03/2014 9.00,"0,8","18,4","28,3","40,1",,,
19/03/2014 10.00,"0,7","14,2","22,6","40,1",,,
19/03/2014 11.00,"0,9","9,7","17,4","40,1",,,
19/03/2014 12.00,"0,7","8,3","15,9","40,1",,,
19/03/2014 13.00,"0,7","6,4","14,3","40,1",,,
19/03/2014 14.00,"0,9","5,7","15,0","40,1",,,
19/03/2014 15.00,"1,0","5,4","15,1","40,1",,,
19/03/2014 16.00,"1,2","6,1","16,2","40,1",,,
19/03/2014 17.00,"1,2","9,3","19,7","40,1",,,
19/03/2014 18.00,"0,9","9,2","17,6","40,1",,,
19/03/2014 19.00,"0,5","9,6","14,7","40,1",,,
19/03/2014 20.00,"0,7","11,6","14,0","40,1",,,
19/03/2014 21.00,"0,5","16,0","17,9","40,1",,,
19/03/2014 22.00,"0,5","10,5","12,4","40,1",,,
19/03/2014 23.00,"0,8","7,7","10,0","40,1",,,
20/03/2014 0.00,"0,7","5,2","7,9","40,1",,,
20/03/2014 1.00,"0,7","5,0","9,0","21,0",,,
20/03/2014 2.00,"0,9","4,9","9,4","21,0",,,
20/03/2014 3.00,"0,6","4,7","9,5","21,0",,,
20/03/2014 4.00,"1,0","4,6","9,7","21,0",,,
20/03/2014 5.00,"0,5","5,0","10,4","21,0",,,
20/03/2014 6.00,"0,9","5,3","10,7","21,0",,,
20/03/2014 7.00,"0,9","5,4","11,6","21,0",,,
20/03/2014 8.00,"0,8","7,4","14,0","21,0",,,
20/03/2014 9.00,"0,7","7,2","13,4","21,0",,,
20/03/2014 10.00,"0,8","5,2","11,6","21,0",,,
20/03/2014 11.00,"0,9","4,5","11,2","21,0",,,
20/03/2014 12.00,"0,8","4,3","10,9","21,0",,,
20/03/2014 13.00,"0,7","4,2","10,1","21,0",,,
20/03/2014 14.00,"0,9","4,3","10,1","21,0",,,
20/03/2014 15.00,"1,0","4,0","11,1","21,0",,,
20/03/2014 16.00,"0,8","4,0","11,0","21,0",,,
20/03/2014 17.00,"0,8","4,4","10,4","21,0",,,
20/03/2014 18.00,"1,3","9,4","14,5","21,0",,,
20/03/2014 19.00,"0,7","6,4","10,2","21,0",,,
20/03/2014 20.00,"0,9","7,9","10,6","21,0",,,
20/03/2014 21.00,"0,8","11,0","13,6","21,0",,,
20/03/2014 22.00,"0,6","9,0","11,2","21,0",,,
20/03/2014 23.00,"0,8","7,8","10,5","21,0",,,
21/03/2014 0.00,"0,7","8,4","12,3","21,0",,,
21/03/2014 1.00,,"8,0","12,7","31,4",,,
21/03/2014 2.00,"0,4",,,"31,4",,,
21/03/2014 3.00,"0,7","6,7","12,5","31,4",,,
21/03/2014 4.00,"0,7","6,5","13,1","31,4",,,
21/03/2014 5.00,"0,6","6,0","13,1","31,4",,,
21/03/2014 6.00,"0,8","6,7","14,2","31,4",,,
21/03/2014 7.00,"0,7","8,2","23,5","31,4",,,
21/03/2014 8.00,"1,0","11,2","32,2","31,4",,,
21/03/2014 9.00,"0,7","19,6","41,5","31,4",,,
21/03/2014 10.00,"0,8","16,7","27,1","31,4",,,
21/03/2014 11.00,"0,8","9,6","17,1","31,4",,,
21/03/2014 12.00,"0,9","9,1","16,5","31,4",,,
21/03/2014 13.00,"0,6","6,9","14,1","31,4",,,
21/03/2014 14.00,"0,9","6,2","14,2","31,4",,,
21/03/2014 15.00,"0,7","6,3","14,8","31,4",,,
21/03/2014 16.00,"0,6","6,7","15,7","31,4",,,
21/03/2014 17.00,"0,9","7,1","16,0","31,4",,,
21/03/2014 18.00,"0,8","9,2","16,1","31,4",,,
21/03/2014 19.00,"0,6","11,6","15,7","31,4",,,
21/03/2014 20.00,"0,7","14,3","17,6","31,4",,,
21/03/2014 21.00,"0,7","14,1","16,6","31,4",,,
21/03/2014 22.00,"0,6","14,3","16,7","31,4",,,
21/03/2014 23.00,"0,5","13,7","16,3","31,4",,,
22/03/2014 0.00,"0,4","14,1","17,6","31,4",,,
22/03/2014 1.00,"0,4","10,0","14,2","26,8",,,
22/03/2014 2.00,"0,8","8,5","13,0","26,8",,,
22/03/2014 3.00,"0,4","7,5","12,5","26,8",,,
22/03/2014 4.00,"0,4","6,5","12,0","26,8",,,
22/03/2014 5.00,"0,4","6,0","12,1","26,8",,,
22/03/2014 6.00,"0,6","6,2","12,5","26,8",,,
22/03/2014 7.00,"0,6","8,5","16,3","26,8",,,
22/03/2014 8.00,"0,5","9,6","18,3","26,8",,,
22/03/2014 9.00,"0,6","8,9","16,5","26,8",,,
22/03/2014 10.00,"0,5","8,7","16,0","26,8",,,
22/03/2014 11.00,"0,6","7,8","14,8","26,8",,,
22/03/2014 12.00,"0,6","6,9","14,1","26,8",,,
22/03/2014 13.00,"0,5","6,2","13,9","26,8",,,
22/03/2014 14.00,"0,5","6,3","14,7","26,8",,,
22/03/2014 15.00,"0,4","5,8","15,3","26,8",,,
22/03/2014 16.00,"0,4","5,9","15,2","26,8",,,
22/03/2014 17.00,"0,5","6,6","13,8","26,8",,,
22/03/2014 18.00,"0,3","7,0","12,2","26,8",,,
22/03/2014 19.00,"0,2","11,1","15,1","26,8",,,
22/03/2014 20.00,"0,2","12,1","15,1","26,8",,,
22/03/2014 21.00,"0,4","11,9","14,2","26,8",,,
22/03/2014 22.00,"0,4","12,9","15,4","26,8",,,
22/03/2014 23.00,"0,3","9,9","13,0","26,8",,,
23/03/2014 0.00,"0,2","10,5","14,0","26,8",,,
23/03/2014 1.00,,"9,4","14,0","25,7",,,
23/03/2014 2.00,"0,3",,,"25,7",,,
23/03/2014 3.00,"0,5","7,9","13,3","25,7",,,
23/03/2014 4.00,"0,4","10,1","15,8","25,7",,,
23/03/2014 5.00,"0,5","7,6","13,6","25,7",,,
23/03/2014 6.00,"0,5","7,6","14,2","25,7",,,
23/03/2014 7.00,"0,3","6,1","13,4","25,7",,,
23/03/2014 8.00,"0,4","6,2","13,8","25,7",,,
23/03/2014 9.00,"0,4","5,9","12,9","25,7",,,
23/03/2014 10.00,"0,5","5,8","13,1","25,7",,,
23/03/2014 11.00,"0,3","5,9","13,1","25,7",,,
23/03/2014 12.00,"0,3","5,4","12,8","25,7",,,
23/03/2014 13.00,"0,4","6,4","13,5","25,7",,,
23/03/2014 14.00,"0,5","5,6","12,4","25,7",,,
23/03/2014 15.00,"0,5","4,7","12,5","25,7",,,
23/03/2014 16.00,"0,5","4,6","11,5","25,7",,,
23/03/2014 17.00,"0,4","4,8","10,4","25,7",,,
23/03/2014 18.00,"0,6","5,5","11,1","25,7",,,
23/03/2014 19.00,"0,5","6,2","11,0","25,7",,,
23/03/2014 20.00,"0,6","6,8","10,2","25,7",,,
23/03/2014 21.00,"0,5","6,7","9,3","25,7",,,
23/03/2014 22.00,"0,4","7,1","9,9","25,7",,,
23/03/2014 23.00,"0,4","5,2","8,1","25,7",,,
24/03/2014 0.00,"0,4","5,0","8,3","25,7",,,
24/03/2014 1.00,"0,6","4,5","8,6","18,5",,,
24/03/2014 2.00,"0,4","4,4","9,4","18,5",,,
24/03/2014 3.00,"0,6","4,1","9,2","18,5",,,
24/03/2014 4.00,"0,5","4,0","8,5","18,5",,,
24/03/2014 5.00,"0,5","3,9","8,5","18,5",,,
24/03/2014 6.00,"0,3","4,2","8,6","18,5",,,
24/03/2014 7.00,"0,4","4,6","9,8","18,5",,,
24/03/2014 8.00,"0,5","7,5","12,9","18,5",,,
24/03/2014 9.00,"0,4","6,1","11,1","18,5",,,
24/03/2014 10.00,"0,3","7,3","11,8","18,5",,,
24/03/2014 11.00,"0,4","5,4","10,1","18,5",,,
24/03/2014 12.00,"0,5","5,8","12,5","18,5",,,
24/03/2014 13.00,"0,4","5,3","12,8","18,5",,,
24/03/2014 14.00,"0,4","4,6","10,9","18,5",,,
24/03/2014 15.00,"0,4","4,0","9,5","18,5",,,
24/03/2014 16.00,"0,6","4,5","10,6","18,5",,,
24/03/2014 17.00,"0,3","4,7","10,6","18,5",,,
24/03/2014 18.00,"0,3","4,9","9,6","18,5",,,
24/03/2014 19.00,"0,6","6,9","11,3","18,5",,,
24/03/2014 20.00,"0,3","9,6","13,0","18,5",,,
24/03/2014 21.00,"0,5","11,8","14,8","18,5",,,
24/03/2014 22.00,"0,3","17,4","21,0","18,5",,,
24/03/2014 23.00,"0,6","7,1","10,4","18,5",,,
25/03/2014 0.00,"0,4","5,4","9,5","18,5",,,
25/03/2014 1.00,,"5,7","10,7","9,6",,,
25/03/2014 2.00,"0,7",,,"9,6",,,
25/03/2014 3.00,"0,8","4,6","10,5","9,6",,,
25/03/2014 4.00,"0,6","5,8","12,0","9,6",,,
25/03/2014 5.00,"0,5","5,9","12,3","9,6",,,
25/03/2014 6.00,"0,6","4,8","11,4","9,6",,,
25/03/2014 7.00,"0,5","5,6","13,6","9,6",,,
25/03/2014 8.00,"0,7","8,1","17,0","9,6",,,
25/03/2014 9.00,"1,0","7,2","15,5","9,6",,,
25/03/2014 10.00,"0,8","6,9","15,0","9,6",,,
25/03/2014 11.00,"0,6","6,2","13,9","9,6",,,
25/03/2014 12.00,"0,8","5,6","12,5","9,6",,,
25/03/2014 13.00,"0,7","4,8","10,5","9,6",,,
25/03/2014 14.00,"0,6","4,9","10,4","9,6",,,
25/03/2014 15.00,"0,6","5,1","10,6","9,6",,,
25/03/2014 16.00,"0,5","4,8","9,7","9,6",,,
25/03/2014 17.00,"0,9","5,3","10,4","9,6",,,
25/03/2014 18.00,"0,9","8,5","13,2","9,6",,,
25/03/2014 19.00,"0,6","12,8","17,7","9,6",,,
25/03/2014 20.00,"0,6","12,2","15,4","9,6",,,
25/03/2014 21.00,"0,5","11,6","14,1","9,6",,,
25/03/2014 22.00,"0,8","6,7","8,6","9,6",,,
25/03/2014 23.00,"0,5","8,0","10,2","9,6",,,
26/03/2014 0.00,"0,6","5,7","8,7","9,6",,,
26/03/2014 1.00,"1,0","5,9","10,5","11,5",,,
26/03/2014 2.00,"0,9","4,7","10,2","11,5",,,
26/03/2014 3.00,"0,6","3,9","9,2","11,5",,,
26/03/2014 4.00,"4,2","5,0","10,6","11,5",,,
26/03/2014 5.00,"0,7","3,9","9,6","11,5",,,
26/03/2014 6.00,"0,6","4,9","10,9","11,5",,,
26/03/2014 7.00,"0,5","7,1","13,9","11,5",,,
26/03/2014 8.00,"0,8","9,2","17,1","11,5",,,
26/03/2014 9.00,"0,5","6,2","13,6","11,5",,,
26/03/2014 10.00,"0,4","5,1","12,2","11,5",,,
26/03/2014 11.00,"0,5","4,8","11,5","11,5",,,
26/03/2014 12.00,"0,4","4,7","10,9","11,5",,,
26/03/2014 13.00,"0,5","4,4","10,3","11,5",,,
26/03/2014 14.00,"0,7","4,8","10,5","11,5",,,
26/03/2014 15.00,"0,4","4,4","11,0","11,5",,,
26/03/2014 16.00,"0,9","5,1","11,6","11,5",,,
26/03/2014 17.00,"0,6","6,3","12,6","11,5",,,
26/03/2014 18.00,"0,8","6,0","10,8","11,5",,,
26/03/2014 19.00,"0,8","7,7","11,4","11,5",,,
26/03/2014 20.00,"0,6","10,9","13,1","11,5",,,
26/03/2014 21.00,"0,5","8,8","10,3","11,5",,,
26/03/2014 22.00,"0,7","8,5","10,2","11,5",,,
26/03/2014 23.00,"0,5","7,7","9,9","11,5",,,
27/03/2014 0.00,"0,6","7,8","10,8","11,5",,,
27/03/2014 1.00,,"8,3","12,1","25,2",,,
27/03/2014 2.00,"0,9",,,"25,2",,,
27/03/2014 3.00,"1,2","4,2","9,7","25,2",,,
27/03/2014 4.00,"0,9","4,1","9,8","25,2",,,
27/03/2014 5.00,"0,6","4,0","9,9","25,2",,,
27/03/2014 6.00,"0,6","4,0","10,2","25,2",,,
27/03/2014 7.00,"0,5","4,1","10,9","25,2",,,
27/03/2014 8.00,"0,5","4,7","10,6","25,2",,,
27/03/2014 9.00,"0,8","5,4","10,6","25,2",,,
27/03/2014 10.00,"0,7","5,3","10,1","25,2",,,
27/03/2014 11.00,"0,6","5,3","8,7","25,2",,,
27/03/2014 12.00,"0,5","6,8","9,9","25,2",,,
27/03/2014 13.00,"1,1","8,5","12,9","25,2",,,
27/03/2014 14.00,"0,8","5,8","11,5","25,2",,,
27/03/2014 15.00,"0,6","4,4","10,3","25,2",,,
27/03/2014 16.00,"1,0","5,1","11,9","25,2",,,
27/03/2014 17.00,"0,7","6,2","13,6","25,2",,,
27/03/2014 18.00,"1,1","6,9","12,6","25,2",,,
27/03/2014 19.00,"0,6","14,7","19,0","25,2",,,
27/03/2014 20.00,"1,1","11,3","14,3","25,2",,,
27/03/2014 21.00,"0,6","10,2","12,7","25,2",,,
27/03/2014 22.00,"0,8","9,6","12,1","25,2",,,
27/03/2014 23.00,"0,8","7,4","9,9","25,2",,,
28/03/2014 0.00,"0,7","7,2","10,9","25,2",,,
28/03/2014 1.00,"0,6","8,1","12,7","10,9",,,
28/03/2014 2.00,"0,6","5,8","11,2","10,9",,,
28/03/2014 3.00,"1,1","3,9","9,9","10,9",,,
28/03/2014 4.00,"0,6","3,7","10,1","10,9",,,
28/03/2014 5.00,"0,9","3,5","10,2","10,9",,,
28/03/2014 6.00,"0,7","6,0","13,4","10,9",,,
28/03/2014 7.00,"0,9","6,0","14,2","10,9",,,
28/03/2014 8.00,"0,7","9,6","19,0","10,9",,,
28/03/2014 9.00,"0,5","7,1","14,6","10,9",,,
28/03/2014 10.00,"0,6","7,3","15,4","10,9",,,
28/03/2014 11.00,"1,0","7,5","15,0","10,9",,,
28/03/2014 12.00,"0,8","6,0","12,8","10,9",,,
28/03/2014 13.00,"0,7","5,6","10,6","10,9",,,
28/03/2014 14.00,"0,6","7,6","11,3","10,9",,,
28/03/2014 15.00,"0,9","6,8","10,9","10,9",,,
28/03/2014 16.00,"0,7","10,6","15,5","10,9",,,
28/03/2014 17.00,"0,6","6,3","10,7","10,9",,,
28/03/2014 18.00,"0,7","5,2","9,1","10,9",,,
28/03/2014 19.00,"1,1","4,9","8,0","10,9",,,
28/03/2014 20.00,"0,7","5,3","7,4","10,9",,,
28/03/2014 21.00,"0,5","5,2","6,9","10,9",,,
28/03/2014 22.00,"0,5","5,3","6,9","10,9",,,
28/03/2014 23.00,"0,8","4,1","6,2","10,9",,,
29/03/2014 0.00,"0,6","4,0","7,1","10,9",,,
29/03/2014 1.00,,"4,7","9,3","14,3",,,
29/03/2014 2.00,"1,1",,,"14,3",,,
29/03/2014 3.00,"1,1","4,1","9,8","14,3",,,
29/03/2014 4.00,"0,9","4,0","9,9","14,3",,,
29/03/2014 5.00,"0,9","4,2","10,5","14,3",,,
29/03/2014 6.00,"0,9","4,3","11,0","14,3",,,
29/03/2014 7.00,"1,3","4,8","12,6","14,3",,,
29/03/2014 8.00,"1,1","5,1","13,1","14,3",,,
29/03/2014 9.00,"1,0","5,6","13,7","14,3",,,
29/03/2014 10.00,"1,2","6,4","14,2","14,3",,,
29/03/2014 11.00,"1,3","4,5","12,7","14,3",,,
29/03/2014 12.00,"1,1","3,9","11,6","14,3",,,
29/03/2014 13.00,"1,1","3,8","10,8","14,3",,,
29/03/2014 14.00,"1,4","3,8","11,2","14,3",,,
29/03/2014 15.00,"1,8","4,8","12,8","14,3",,,
29/03/2014 16.00,"1,8","4,9","12,7","14,3",,,
29/03/2014 17.00,"1,8","8,1","15,6","14,3",,,
29/03/2014 18.00,"3,0","13,2","19,0","14,3",,,
29/03/2014 19.00,"1,1","6,3","10,4","14,3",,,
29/03/2014 20.00,"1,1","7,2","10,5","14,3",,,
29/03/2014 21.00,"1,0","5,8","8,6","14,3",,,
29/03/2014 22.00,"1,0","6,0","9,0","14,3",,,
29/03/2014 23.00,"1,2","7,5","11,1","14,3",,,
30/03/2014 0.00,"0,6","8,8","12,7","14,3",,,
30/03/2014 1.00,"0,8","9,0","13,7","28,0",,,
30/03/2014 2.00,"0,8","7,4","12,9","28,0",,,
30/03/2014 3.00,"1,1","6,2","11,7","28,0",,,
30/03/2014 4.00,"0,8","6,3","12,5","28,0",,,
30/03/2014 5.00,"1,0","5,2","12,0","28,0",,,
30/03/2014 6.00,"0,9","5,9","13,3","28,0",,,
30/03/2014 7.00,"1,1","7,6","16,1","28,0",,,
30/03/2014 8.00,"0,9","7,7","16,3","28,0",,,
30/03/2014 9.00,"1,1","6,6","14,5","28,0",,,
30/03/2014 10.00,"1,3","5,8","14,2","28,0",,,
