Stat,Arnesano,,,,,  ,
Parm,SO2,NO2,NOX,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,,,
02/07/2014 23.00,"1,3","12,7","17,2","17,1",,,
03/07/2014 0.00,"1,5","13,1","18,8","17,1",,,
03/07/2014 1.00,,"13,7","20,0","22,0",,,
03/07/2014 2.00,"0,9",,,"22,0",,,
03/07/2014 3.00,"0,9","12,8","20,0","22,0",,,
03/07/2014 4.00,"1,0","12,8","20,3","22,0",,,
03/07/2014 5.00,"0,7","11,5","19,5","22,0",,,
03/07/2014 6.00,"0,9","13,8","24,1","22,0",,,
03/07/2014 7.00,"0,9","16,6","27,5","22,0",,,
03/07/2014 8.00,"1,0","25,1","41,9","22,0",,,
03/07/2014 9.00,"1,1","17,5","25,8","22,0",,,
03/07/2014 10.00,"0,8","17,3","25,0","22,0",,,
03/07/2014 11.00,"0,9","11,0","17,2","22,0",,,
03/07/2014 12.00,"0,6","12,9","18,9","22,0",,,
03/07/2014 13.00,"1,2","13,9","19,3","22,0",,,
03/07/2014 14.00,"1,2","13,8","18,4","22,0",,,
03/07/2014 15.00,"1,6","13,2","17,3","22,0",,,
03/07/2014 16.00,"1,3","9,0","11,8","22,0",,,
03/07/2014 17.00,"1,1","8,1","10,1","22,0",,,
03/07/2014 18.00,"0,7","7,7","9,5","22,0",,,
03/07/2014 19.00,"0,7","7,6","9,4","22,0",,,
03/07/2014 20.00,"1,4","7,7","10,2","22,0",,,
03/07/2014 21.00,"1,3","7,5","10,7","22,0",,,
03/07/2014 22.00,"1,0","6,7","10,4","22,0",,,
03/07/2014 23.00,"0,9","7,0","11,7","22,0",,,
04/07/2014 0.00,"0,9","6,9","12,1","22,0",,,
04/07/2014 1.00,"0,8","7,8","13,9","16,7",,,
04/07/2014 2.00,"0,9","8,8","15,7","16,7",,,
04/07/2014 3.00,"1,0","8,2","15,4","16,7",,,
04/07/2014 4.00,"0,6","8,2","15,7","16,7",,,
04/07/2014 5.00,"0,5","9,7","17,4","16,7",,,
04/07/2014 6.00,"0,3","9,7","18,5","16,7",,,
04/07/2014 7.00,"0,5","9,9","18,3","16,7",,,
04/07/2014 8.00,"0,4","8,4","15,7","16,7",,,
04/07/2014 9.00,"0,4","7,8","14,5","16,7",,,
04/07/2014 10.00,"0,4","7,2","13,2","16,7",,,
04/07/2014 11.00,"0,5","9,6","17,0","16,7",,,
04/07/2014 12.00,"0,3","8,2","14,8","16,7",,,
04/07/2014 13.00,"0,7","7,9","13,5","16,7",,,
04/07/2014 14.00,"0,5","8,0","13,6","16,7",,,
04/07/2014 15.00,"1,6","10,2","16,2","16,7",,,
04/07/2014 16.00,"3,1","14,1","19,8","16,7",,,
04/07/2014 17.00,"5,4","21,6","27,7","16,7",,,
04/07/2014 18.00,"2,4","13,2","17,8","16,7",,,
04/07/2014 19.00,"1,2","10,7","14,5","16,7",,,
04/07/2014 20.00,"0,9","14,1","18,2","16,7",,,
04/07/2014 21.00,"0,5","13,7","18,2","16,7",,,
04/07/2014 22.00,"0,4","14,2","18,6","16,7",,,
04/07/2014 23.00,"0,7","14,1","18,8","16,7",,,
05/07/2014 0.00,"0,3","12,9","17,8","16,7",,,
05/07/2014 1.00,,"12,2","17,7","18,9",,,
05/07/2014 2.00,"2,1",,,"18,9",,,
05/07/2014 3.00,"2,3","19,3","25,6","18,9",,,
05/07/2014 4.00,"2,0","16,7","22,8","18,9",,,
05/07/2014 5.00,"2,3","11,7","17,9","18,9",,,
05/07/2014 6.00,"2,5","12,0","19,7","18,9",,,
05/07/2014 7.00,"2,6","13,0","21,4","18,9",,,
05/07/2014 8.00,"2,3","14,0","21,7","18,9",,,
05/07/2014 9.00,"2,7","14,8","22,4","18,9",,,
05/07/2014 10.00,"2,6","14,3","22,3","18,9",,,
05/07/2014 11.00,"2,6","11,8","19,6","18,9",,,
05/07/2014 12.00,"3,3","11,2","18,4","18,9",,,
05/07/2014 13.00,"2,3","11,2","17,7","18,9",,,
05/07/2014 14.00,"2,5","10,7","17,0","18,9",,,
05/07/2014 15.00,"2,3","9,6","15,5","18,9",,,
05/07/2014 16.00,"1,7","8,7","13,7","18,9",,,
05/07/2014 17.00,"2,6","9,5","13,6","18,9",,,
05/07/2014 18.00,"2,4","10,3","13,5","18,9",,,
05/07/2014 19.00,"2,2","11,1","14,3","18,9",,,
05/07/2014 20.00,"2,7","12,2","16,1","18,9",,,
05/07/2014 21.00,"2,8","12,6","17,1","18,9",,,
05/07/2014 22.00,"2,5","12,4","17,6","18,9",,,
05/07/2014 23.00,"2,2","12,0","17,4","18,9",,,
06/07/2014 0.00,"2,2","12,5","18,3","18,9",,,
06/07/2014 1.00,"2,2","12,0","18,6","23,8",,,
06/07/2014 2.00,"1,8","14,0","21,7","23,8",,,
06/07/2014 3.00,"2,1","13,8","21,5","23,8",,,
06/07/2014 4.00,"2,1","12,4","20,0","23,8",,,
06/07/2014 5.00,"2,2","10,6","18,4","23,8",,,
06/07/2014 6.00,"2,3","9,5","18,9","23,8",,,
06/07/2014 7.00,"1,8","9,1","19,0","23,8",,,
06/07/2014 8.00,"2,5","7,9","17,0","23,8",,,
06/07/2014 9.00,"2,1","10,2","18,8","23,8",,,
06/07/2014 10.00,"2,4","11,7","19,8","23,8",,,
06/07/2014 11.00,"2,1","10,2","17,9","23,8",,,
06/07/2014 12.00,"2,1","8,8","16,3","23,8",,,
06/07/2014 13.00,"2,0","8,8","14,8","23,8",,,
06/07/2014 14.00,"1,8","8,6","13,3","23,8",,,
06/07/2014 15.00,"2,5","9,1","12,7","23,8",,,
06/07/2014 16.00,"2,7","9,5","12,3","23,8",,,
06/07/2014 17.00,"2,4","7,7","10,1","23,8",,,
06/07/2014 18.00,"2,2","7,6","9,5","23,8",,,
06/07/2014 19.00,"2,4","8,1","10,4","23,8",,,
06/07/2014 20.00,"2,8","9,2","12,7","23,8",,,
06/07/2014 21.00,"2,5","14,2","18,5","23,8",,,
06/07/2014 22.00,"2,2","8,1","12,8","23,8",,,
06/07/2014 23.00,"2,4","8,3","13,6","23,8",,,
07/07/2014 0.00,"2,0","9,5","15,1","23,8",,,
07/07/2014 1.00,,"9,7","16,0","29,6",,,
07/07/2014 2.00,"0,9",,,"29,6",,,
07/07/2014 3.00,"0,9","10,0","17,3","29,6",,,
07/07/2014 4.00,"0,6","9,2","16,8","29,6",,,
07/07/2014 5.00,"0,7","9,2","17,0","29,6",,,
07/07/2014 6.00,"0,8","10,0","20,5","29,6",,,
07/07/2014 7.00,"0,7","13,4","24,3","29,6",,,
07/07/2014 8.00,"0,7","13,4","21,5","29,6",,,
07/07/2014 9.00,"0,6","11,6","18,6","29,6",,,
07/07/2014 10.00,"0,6","11,3","17,9","29,6",,,
07/07/2014 11.00,"0,7","10,1","16,1","29,6",,,
07/07/2014 12.00,"0,6","10,7","16,0","29,6",,,
07/07/2014 13.00,"0,3","10,4","13,4","29,6",,,
07/07/2014 14.00,"0,6","9,5","11,3","29,6",,,
07/07/2014 15.00,"0,8","9,0","10,4","29,6",,,
07/07/2014 16.00,"0,4","10,6","11,9","29,6",,,
07/07/2014 17.00,"0,3","9,6","10,4","29,6",,,
07/07/2014 18.00,"0,4","9,5","9,6","29,6",,,
07/07/2014 19.00,"0,9","11,1","12,1","29,6",,,
07/07/2014 20.00,"0,9","12,3","14,6","29,6",,,
07/07/2014 21.00,"0,7","12,8","16,1","29,6",,,
07/07/2014 22.00,"0,6","16,6","20,5","29,6",,,
07/07/2014 23.00,"0,9","16,3","20,9","29,6",,,
08/07/2014 0.00,"0,8","26,3","32,0","29,6",,,
08/07/2014 1.00,"0,6","25,9","32,5","29,4",,,
08/07/2014 2.00,"0,8","22,6","30,1","29,4",,,
08/07/2014 3.00,"0,7","20,5","28,7","29,4",,,
08/07/2014 4.00,"0,8","16,1","24,1","29,4",,,
08/07/2014 5.00,"0,6","15,4","23,0","29,4",,,
08/07/2014 6.00,"0,9","18,8","27,8","29,4",,,
08/07/2014 7.00,"0,6","21,6","31,2","29,4",,,
08/07/2014 8.00,"0,6","20,1","30,0","29,4",,,
08/07/2014 9.00,"0,6","14,1","21,1","29,4",,,
08/07/2014 10.00,"0,7","12,5","18,9","29,4",,,
08/07/2014 11.00,"0,7","12,3","18,4","29,4",,,
08/07/2014 12.00,"0,7","11,3","16,5","29,4",,,
08/07/2014 13.00,"0,7","10,8","16,1","29,4",,,
08/07/2014 14.00,"0,6","10,5","15,4","29,4",,,
08/07/2014 15.00,"0,8","10,0","13,7","29,4",,,
08/07/2014 16.00,"0,5","9,2","11,4","29,4",,,
08/07/2014 17.00,"0,8","8,7","9,9","29,4",,,
08/07/2014 18.00,"0,7","8,3","9,5","29,4",,,
08/07/2014 19.00,"0,6","9,2","11,3","29,4",,,
08/07/2014 20.00,"0,8","9,3","12,3","29,4",,,
08/07/2014 21.00,"0,4","10,4","14,1","29,4",,,
08/07/2014 22.00,"0,6","8,5","12,3","29,4",,,
08/07/2014 23.00,"0,3","8,3","12,5","29,4",,,
09/07/2014 0.00,"0,7","8,3","13,3","29,4",,,
09/07/2014 1.00,,"7,8","13,3","13,9",,,
09/07/2014 2.00,"1,5",,,"13,9",,,
09/07/2014 3.00,"1,4","8,2","15,7","13,9",,,
09/07/2014 4.00,"1,5","7,8","15,1","13,9",,,
09/07/2014 5.00,"1,0","8,0","15,3","13,9",,,
09/07/2014 6.00,"1,5","12,8","21,2","13,9",,,
09/07/2014 7.00,"1,9","17,6","27,3","13,9",,,
09/07/2014 8.00,"1,3","20,2","38,3","13,9",,,
09/07/2014 9.00,"0,9","10,1","17,6","13,9",,,
09/07/2014 10.00,"0,9","9,2","16,8","13,9",,,
09/07/2014 11.00,"1,2","9,2","17,3","13,9",,,
09/07/2014 12.00,"1,2","8,8","16,1","13,9",,,
09/07/2014 13.00,"1,6","9,0","15,2","13,9",,,
09/07/2014 14.00,"1,6","9,3","15,0","13,9",,,
09/07/2014 15.00,"1,9","9,1","14,7","13,9",,,
09/07/2014 16.00,"2,0","9,4","14,6","13,9",,,
09/07/2014 17.00,"1,9","9,8","14,8","13,9",,,
09/07/2014 18.00,"1,7","9,7","13,1","13,9",,,
09/07/2014 19.00,"1,4","9,7","13,2","13,9",,,
09/07/2014 20.00,"1,2","10,3","14,9","13,9",,,
09/07/2014 21.00,"1,5","9,7","14,5","13,9",,,
09/07/2014 22.00,"1,5","8,4","13,2","13,9",,,
09/07/2014 23.00,"1,5","8,6","13,8","13,9",,,
10/07/2014 0.00,"1,4","9,3","15,4","13,9",,,
10/07/2014 1.00,"1,7","9,4","16,8","12,8",,,
10/07/2014 2.00,"1,5","8,3","20,1","12,8",,,
10/07/2014 3.00,"1,8","8,7","21,0","12,8",,,
10/07/2014 4.00,"1,6","7,9","19,5","12,8",,,
10/07/2014 5.00,"1,5","8,9","19,7","12,8",,,
10/07/2014 6.00,"1,6","16,4","28,7","12,8",,,
10/07/2014 7.00,"1,6","14,5","26,3","12,8",,,
10/07/2014 8.00,"1,8","11,1","22,2","12,8",,,
10/07/2014 9.00,"1,4","9,5","19,1","12,8",,,
10/07/2014 10.00,"1,8","9,9","19,9","12,8",,,
10/07/2014 11.00,"1,2","10,2","20,6","12,8",,,
10/07/2014 12.00,"1,5","10,6","20,1","12,8",,,
10/07/2014 13.00,"1,5","9,5","18,3","12,8",,,
10/07/2014 14.00,"1,6","9,0","16,7","12,8",,,
10/07/2014 15.00,"1,7","8,8","17,2","12,8",,,
10/07/2014 16.00,"1,4","8,4","16,8","12,8",,,
10/07/2014 17.00,"1,5","8,4","16,2","12,8",,,
10/07/2014 18.00,"1,4","8,8","15,5","12,8",,,
10/07/2014 19.00,"1,6","9,1","15,4","12,8",,,
10/07/2014 20.00,"0,9","9,3","16,7","12,8",,,
10/07/2014 21.00,"1,4","8,8","16,2","12,8",,,
10/07/2014 22.00,"1,7","9,4","16,3","12,8",,,
10/07/2014 23.00,"1,2","12,9","20,2","12,8",,,
11/07/2014 0.00,"1,4","10,5","18,1","12,8",,,
11/07/2014 1.00,,"9,7","18,0","14,9",,,
11/07/2014 2.00,"1,4",,,"14,9",,,
11/07/2014 3.00,"1,4","10,3","19,9","14,9",,,
11/07/2014 4.00,"1,5","10,2","18,8","14,9",,,
11/07/2014 5.00,"1,8","9,7","18,2","14,9",,,
11/07/2014 6.00,"1,5","11,2","20,8","14,9",,,
11/07/2014 7.00,"1,7","12,3","22,1","14,9",,,
11/07/2014 8.00,"1,6","9,7","18,4","14,9",,,
11/07/2014 9.00,"1,4","8,3","17,0","14,9",,,
11/07/2014 10.00,"1,5","7,5","16,0","14,9",,,
11/07/2014 11.00,"1,4","7,8","16,1","14,9",,,
11/07/2014 12.00,"1,8","10,7","19,0","14,9",,,
11/07/2014 13.00,"1,8","11,0","18,5","14,9",,,
11/07/2014 14.00,"1,4","10,3","17,7","14,9",,,
11/07/2014 15.00,"1,4","9,0","17,1","14,9",,,
11/07/2014 16.00,"1,8","9,6","17,8","14,9",,,
11/07/2014 17.00,"1,8","11,3","19,1","14,9",,,
11/07/2014 18.00,"1,2","13,4","20,8","14,9",,,
11/07/2014 19.00,"1,5","16,6","24,1","14,9",,,
11/07/2014 20.00,"1,6","14,9","22,2","14,9",,,
11/07/2014 21.00,"1,3","19,2","26,0","14,9",,,
11/07/2014 22.00,"1,3","29,6","37,0","14,9",,,
11/07/2014 23.00,"1,6","22,1","29,2","14,9",,,
12/07/2014 0.00,"1,3","23,8","32,5","14,9",,,
12/07/2014 1.00,"1,4","29,5","38,9","20,2",,,
12/07/2014 2.00,"1,2","28,8","39,2","20,2",,,
12/07/2014 3.00,"1,4","24,1","34,8","20,2",,,
12/07/2014 4.00,"1,4","19,6","30,6","20,2",,,
12/07/2014 5.00,"1,5","17,2","28,0","20,2",,,
12/07/2014 6.00,"1,4","17,5","29,8","20,2",,,
12/07/2014 7.00,"1,2","17,7","29,1","20,2",,,
12/07/2014 8.00,"1,3","15,2","25,6","20,2",,,
12/07/2014 9.00,"1,4","10,5","19,5","20,2",,,
12/07/2014 10.00,"1,5","9,9","19,1","20,2",,,
12/07/2014 11.00,"1,4","9,9","19,5","20,2",,,
12/07/2014 12.00,"1,8","11,0","19,8","20,2",,,
12/07/2014 13.00,"1,5","11,7","20,0","20,2",,,
12/07/2014 14.00,"1,4","10,4","18,9","20,2",,,
12/07/2014 15.00,"1,4","11,7","22,5","20,2",,,
12/07/2014 16.00,"1,6","10,9","20,2","20,2",,,
12/07/2014 17.00,"1,3","10,9","17,3","20,2",,,
12/07/2014 18.00,"1,8","11,4","17,6","20,2",,,
12/07/2014 19.00,"1,7","11,7","16,9","20,2",,,
12/07/2014 20.00,"1,7","12,7","18,6","20,2",,,
12/07/2014 21.00,"1,3","14,8","21,3","20,2",,,
12/07/2014 22.00,"1,7","19,2","26,4","20,2",,,
12/07/2014 23.00,"1,7","18,1","26,1","20,2",,,
13/07/2014 0.00,"1,5","18,1","26,5","20,2",,,
13/07/2014 1.00,,"18,8","28,1","13,3",,,
13/07/2014 2.00,"1,4",,,"13,3",,,
13/07/2014 3.00,"1,3","18,1","28,2","13,3",,,
13/07/2014 4.00,"1,2","16,6","27,1","13,3",,,
13/07/2014 5.00,"1,4","14,8","25,6","13,3",,,
13/07/2014 6.00,"1,7","14,3","26,9","13,3",,,
13/07/2014 7.00,"1,4","12,7","25,7","13,3",,,
13/07/2014 8.00,"1,2","9,9","21,9","13,3",,,
13/07/2014 9.00,"0,9","10,6","22,4","13,3",,,
13/07/2014 10.00,"1,2","10,0","21,4","13,3",,,
13/07/2014 11.00,"1,0","9,3","20,1","13,3",,,
13/07/2014 12.00,"1,3","8,9","18,8","13,3",,,
13/07/2014 13.00,"1,4","8,7","17,8","13,3",,,
13/07/2014 14.00,"1,3","8,2","16,5","13,3",,,
13/07/2014 15.00,"1,4","8,4","16,4","13,3",,,
13/07/2014 16.00,"1,5","8,7","15,4","13,3",,,
13/07/2014 17.00,"1,5","9,0","16,6","13,3",,,
13/07/2014 18.00,"1,5","9,3","16,7","13,3",,,
13/07/2014 19.00,"1,4","9,7","17,3","13,3",,,
13/07/2014 20.00,"1,5","10,7","18,6","13,3",,,
13/07/2014 21.00,"1,5","12,2","19,7","13,3",,,
13/07/2014 22.00,"1,9","20,7","28,7","13,3",,,
13/07/2014 23.00,"1,3","18,4","26,4","13,3",,,
14/07/2014 0.00,"1,4","14,8","23,5","13,3",,,
14/07/2014 1.00,"1,3","14,4","23,7","14,9",,,
14/07/2014 2.00,"1,4","13,7","23,4","14,9",,,
14/07/2014 3.00,"1,6","12,2","22,5","14,9",,,
14/07/2014 4.00,"1,8","10,7","21,4","14,9",,,
14/07/2014 5.00,"1,7","12,5","23,1","14,9",,,
14/07/2014 6.00,"1,8","15,4","27,7","14,9",,,
14/07/2014 7.00,"1,3","15,9","29,2","14,9",,,
14/07/2014 8.00,"1,8","12,4","25,7","14,9",,,
14/07/2014 9.00,"1,3","22,2","43,5","14,9",,,
14/07/2014 10.00,"0,6","15,2","32,1","14,9",,,
14/07/2014 11.00,"0,5","9,3","22,2","14,9",,,
14/07/2014 12.00,"0,2","7,4","17,6","14,9",,,
14/07/2014 13.00,"0,2","7,1","17,1","14,9",,,
14/07/2014 14.00,"0,6","6,7","16,0","14,9",,,
14/07/2014 15.00,"0,4","6,7","14,9","14,9",,,
14/07/2014 16.00,"0,5","7,5","16,5","14,9",,,
14/07/2014 17.00,"0,4","9,0","17,3","14,9",,,
14/07/2014 18.00,"0,3","8,4","16,2","14,9",,,
14/07/2014 19.00,"0,4","8,4","16,5","14,9",,,
14/07/2014 20.00,"0,2","9,9","19,3","14,9",,,
14/07/2014 21.00,"0,2","8,0","16,4","14,9",,,
14/07/2014 22.00,"0,2","8,2","16,6","14,9",,,
14/07/2014 23.00,"0,6","7,8","16,6","14,9",,,
15/07/2014 0.00,"0,5","9,0","18,8","14,9",,,
15/07/2014 1.00,,"9,3","20,1","10,7",,,
15/07/2014 2.00,"1,3",,,"10,7",,,
15/07/2014 3.00,"1,1","9,8","21,0","10,7",,,
15/07/2014 4.00,"1,7","9,3","20,6","10,7",,,
15/07/2014 5.00,"1,2","9,3","20,8","10,7",,,
15/07/2014 6.00,"1,4","9,6","22,0","10,7",,,
15/07/2014 7.00,"1,3","10,5","22,6","10,7",,,
15/07/2014 8.00,"1,2","10,6","21,9","10,7",,,
15/07/2014 9.00,"1,3","12,1","22,4","10,7",,,
15/07/2014 10.00,"1,2","8,2","19,4","10,7",,,
15/07/2014 11.00,"1,2","6,1","17,7","10,7",,,
15/07/2014 12.00,"1,3","5,7","16,4","10,7",,,
15/07/2014 13.00,"1,4","5,6","16,0","10,7",,,
15/07/2014 14.00,"1,2","5,3","15,3","10,7",,,
15/07/2014 15.00,"1,4","5,3","14,7","10,7",,,
15/07/2014 16.00,"1,3","5,1","14,4","10,7",,,
15/07/2014 17.00,"1,6","4,9","13,7","10,7",,,
15/07/2014 18.00,"1,4","5,1","12,8","10,7",,,
15/07/2014 19.00,"1,4","5,6","12,6","10,7",,,
15/07/2014 20.00,"1,2","5,8","13,1","10,7",,,
15/07/2014 21.00,"1,5","5,8","13,4","10,7",,,
15/07/2014 22.00,"1,4","5,5","13,7","10,7",,,
15/07/2014 23.00,"1,3","5,2","13,7","10,7",,,
16/07/2014 0.00,"1,3","6,0","15,4","10,7",,,
16/07/2014 1.00,"1,4","6,0","16,1",,,,
16/07/2014 2.00,"1,0","6,0","16,4",,,,
16/07/2014 3.00,"1,3","6,5","17,3",,,,
16/07/2014 4.00,"0,9","7,0","17,9",,,,
16/07/2014 5.00,"1,6","6,8","18,0",,,,
16/07/2014 6.00,"1,1","7,1","19,4",,,,
16/07/2014 7.00,"1,5","8,2","20,3",,,,
16/07/2014 8.00,"1,2","10,8","23,4",,,,
16/07/2014 9.00,"1,0","13,8","28,2",,,,
16/07/2014 10.00,"1,5","10,0","21,0",,,,
16/07/2014 11.00,"1,0","6,7","16,9",,,,
16/07/2014 12.00,"1,3","8,9","18,7",,,,
16/07/2014 13.00,"1,6","4,9","13,1",,,,
16/07/2014 14.00,"1,3","5,0","12,5",,,,
16/07/2014 15.00,"1,8","7,7","15,5",,,,
16/07/2014 16.00,"1,6","5,9","12,6",,,,
16/07/2014 17.00,"1,6","4,9","10,5",,,,
16/07/2014 18.00,"1,5","4,4","8,8",,,,
16/07/2014 19.00,"1,3","4,8","9,1",,,,
16/07/2014 20.00,"1,4","5,7","11,2",,,,
16/07/2014 21.00,"1,2","5,4","11,4",,,,
16/07/2014 22.00,"1,3","5,5","12,2",,,,
16/07/2014 23.00,,,,,,,
17/07/2014 0.00,,,,,,,
17/07/2014 1.00,,,,,,,
17/07/2014 2.00,,,,,,,
17/07/2014 3.00,,,,,,,
17/07/2014 4.00,,,,,,,
17/07/2014 5.00,,,,,,,
17/07/2014 6.00,,,,,,,
17/07/2014 7.00,,,,,,,
17/07/2014 8.00,,,,,,,
17/07/2014 9.00,,,,,,,
17/07/2014 10.00,,,,,,,
17/07/2014 11.00,,,,,,,
17/07/2014 12.00,,,,,,,
17/07/2014 13.00,,,,,,,
17/07/2014 14.00,,,,,,,
17/07/2014 15.00,,,,,,,
17/07/2014 16.00,,,,,,,
17/07/2014 17.00,,,,,,,
17/07/2014 18.00,,,,,,,
17/07/2014 19.00,,,,,,,
17/07/2014 20.00,,,,,,,
17/07/2014 21.00,,,,,,,
17/07/2014 22.00,,,,,,,
17/07/2014 23.00,,,,,,,
18/07/2014 0.00,,,,,,,
18/07/2014 1.00,,,,,,,
18/07/2014 2.00,,,,,,,
18/07/2014 3.00,,,,,,,
18/07/2014 4.00,,,,,,,
18/07/2014 5.00,,,,,,,
18/07/2014 6.00,,,,,,,
18/07/2014 7.00,,,,,,,
18/07/2014 8.00,,,,,,,
18/07/2014 9.00,,,,,,,
18/07/2014 10.00,,,,,,,
18/07/2014 11.00,,,,,,,
18/07/2014 12.00,,,,,,,
18/07/2014 13.00,,,,,,,
18/07/2014 14.00,,,,,,,
18/07/2014 15.00,,,,,,,
18/07/2014 16.00,,,,,,,
18/07/2014 17.00,,,,,,,
18/07/2014 18.00,,,,,,,
18/07/2014 19.00,,,,,,,
18/07/2014 20.00,,,,,,,
18/07/2014 21.00,,,,,,,
18/07/2014 22.00,,,,,,,
18/07/2014 23.00,,,,,,,
19/07/2014 0.00,,,,,,,
19/07/2014 1.00,,,,,,,
19/07/2014 2.00,,,,,,,
19/07/2014 3.00,,,,,,,
19/07/2014 4.00,,,,,,,
19/07/2014 5.00,,,,,,,
19/07/2014 6.00,,,,,,,
19/07/2014 7.00,,,,,,,
19/07/2014 8.00,,,,,,,
19/07/2014 9.00,,,,,,,
19/07/2014 10.00,,,,,,,
19/07/2014 11.00,,,,,,,
19/07/2014 12.00,,,,,,,
19/07/2014 13.00,,,,,,,
19/07/2014 14.00,,,,,,,
19/07/2014 15.00,,,,,,,
19/07/2014 16.00,,,,,,,
19/07/2014 17.00,,,,,,,
19/07/2014 18.00,,,,,,,
19/07/2014 19.00,,,,,,,
19/07/2014 20.00,,,,,,,
19/07/2014 21.00,,,,,,,
19/07/2014 22.00,,,,,,,
19/07/2014 23.00,,,,,,,
20/07/2014 0.00,,,,,,,
20/07/2014 1.00,,,,,,,
20/07/2014 2.00,,,,,,,
20/07/2014 3.00,,,,,,,
20/07/2014 4.00,,,,,,,
20/07/2014 5.00,,,,,,,
20/07/2014 6.00,,,,,,,
20/07/2014 7.00,,,,,,,
20/07/2014 8.00,,,,,,,
20/07/2014 9.00,,,,,,,
20/07/2014 10.00,,,,,,,
20/07/2014 11.00,,,,,,,
20/07/2014 12.00,,,,,,,
20/07/2014 13.00,,,,,,,
20/07/2014 14.00,,,,,,,
20/07/2014 15.00,,,,,,,
20/07/2014 16.00,,,,,,,
20/07/2014 17.00,,,,,,,
20/07/2014 18.00,,,,,,,
20/07/2014 19.00,,,,,,,
20/07/2014 20.00,,,,,,,
20/07/2014 21.00,,,,,,,
20/07/2014 22.00,,,,,,,
20/07/2014 23.00,,,,,,,
21/07/2014 0.00,,,,,,,
21/07/2014 1.00,,,,"32,5",,,
21/07/2014 2.00,,,,"32,5",,,
21/07/2014 3.00,,,,"32,5",,,
21/07/2014 4.00,,,,"32,5",,,
21/07/2014 5.00,,,,"32,5",,,
21/07/2014 6.00,,,,"32,5",,,
21/07/2014 7.00,,,,"32,5",,,
21/07/2014 8.00,,,,"32,5",,,
21/07/2014 9.00,,,,"32,5",,,
21/07/2014 10.00,,,,"32,5",,,
21/07/2014 11.00,,,,"32,5",,,
21/07/2014 12.00,,,,"32,5",,,
21/07/2014 13.00,,,,"32,5",,,
21/07/2014 14.00,,,,"32,5",,,
21/07/2014 15.00,,,,"32,5",,,
21/07/2014 16.00,,,,"32,5",,,
21/07/2014 17.00,,,,"32,5",,,
21/07/2014 18.00,,,,"32,5",,,
21/07/2014 19.00,,,,"32,5",,,
21/07/2014 20.00,,,,"32,5",,,
21/07/2014 21.00,,,,"32,5",,,
21/07/2014 22.00,,,,"32,5",,,
21/07/2014 23.00,,,,"32,5",,,
22/07/2014 0.00,,,,"32,5",,,
22/07/2014 1.00,,,,"14,7",,,
22/07/2014 2.00,,,,"14,7",,,
22/07/2014 3.00,,,,"14,7",,,
22/07/2014 4.00,,,,"14,7",,,
22/07/2014 5.00,,,,"14,7",,,
22/07/2014 6.00,,,,"14,7",,,
22/07/2014 7.00,,,,"14,7",,,
22/07/2014 8.00,,,,"14,7",,,
22/07/2014 9.00,,,,"14,7",,,
22/07/2014 10.00,,,,"14,7",,,
22/07/2014 11.00,,,,"14,7",,,
22/07/2014 12.00,,,,"14,7",,,
22/07/2014 13.00,,,,"14,7",,,
22/07/2014 14.00,,,,"14,7",,,
22/07/2014 15.00,,,,"14,7",,,
22/07/2014 16.00,"5,4",,,"14,7",,,
22/07/2014 17.00,"2,8","5,0","11,8","14,7",,,
22/07/2014 18.00,"1,3","5,3","11,6","14,7",,,
22/07/2014 19.00,"1,7","6,0","13,1","14,7",,,
22/07/2014 20.00,"1,4","8,9","17,7","14,7",,,
22/07/2014 21.00,"1,8","12,8","22,5","14,7",,,
22/07/2014 22.00,"1,2","13,5","24,5","14,7",,,
22/07/2014 23.00,"2,0","13,8","25,2","14,7",,,
23/07/2014 0.00,"2,1","13,6","26,5","14,7",,,
23/07/2014 1.00,,"13,1","28,4","9,1",,,
23/07/2014 2.00,"0,7",,,"9,1",,,
23/07/2014 3.00,"0,3","9,0","28,0","9,1",,,
23/07/2014 4.00,"0,4","8,3","28,4","9,1",,,
23/07/2014 5.00,"0,5","7,2","27,6","9,1",,,
23/07/2014 6.00,"0,5","8,2","29,5","9,1",,,
23/07/2014 7.00,"0,5","10,2","31,4","9,1",,,
23/07/2014 8.00,"0,3","8,5","28,4","9,1",,,
23/07/2014 9.00,"0,4","8,0","25,9","9,1",,,
23/07/2014 10.00,"0,5","8,3","26,7","9,1",,,
23/07/2014 11.00,"0,3","8,2","26,9","9,1",,,
23/07/2014 12.00,"0,5","5,7","23,1","9,1",,,
23/07/2014 13.00,"0,5","5,5","20,1","9,1",,,
23/07/2014 14.00,"0,3","12,6","26,6","9,1",,,
23/07/2014 15.00,"0,4","10,1","27,1","9,1",,,
23/07/2014 16.00,"0,6","9,9","27,8","9,1",,,
23/07/2014 17.00,"0,3","11,7","28,3","9,1",,,
23/07/2014 18.00,"0,6","8,4","24,6","9,1",,,
23/07/2014 19.00,"0,6","8,8","23,0","9,1",,,
23/07/2014 20.00,"0,3","7,3","21,5","9,1",,,
23/07/2014 21.00,"0,5","11,9","26,3","9,1",,,
23/07/2014 22.00,"0,6","15,9","30,0","9,1",,,
23/07/2014 23.00,"0,6","16,8","32,4","9,1",,,
