,TARANTO,,,
,TA V.Archimede,,,
Parm,SO2,NO2,CO,PM10



07/08/2010 13.00,"1,06558","12,455672","0,180023",
07/08/2010 14.00,"0,960828","11,139629","0,04195","31,25762"
07/08/2010 15.00,"0,877749","8,902105","0,009282",
07/08/2010 16.00,"1,054744","4,639892","0,009627","33,699631"
07/08/2010 17.00,"0,901228","4,746318","0,00637",
07/08/2010 18.00,"0,940962","4,228468","0,00632","30,76923"
07/08/2010 19.00,"0,857882","7,290148","0,012785",
07/08/2010 20.00,"0,935543","10,395956","0,024571","21,97802"
07/08/2010 21.00,"0,821761","18,076752","0,03718",
07/08/2010 22.00,"0,859688","19,660158","0,058659","22,954821"
07/08/2010 23.00,"0,709785","14,111761","0,03362",
08/08/2010 0.00,"0,892198","22,242907","0,141987","12,69841"
08/08/2010 1.00,"0,991531","15,706846","0,181058",
08/08/2010 2.00,"0,711591",,"0,030915","24,42001"
08/08/2010 3.00,,"6,813829",,
08/08/2010 4.00,"0,838016","5,072085","0,245783","23,44322"
08/08/2010 5.00,"0,825373","5,997468","0,233121",
08/08/2010 6.00,"1,05655","11,353777","0,54081","20,51281"
08/08/2010 7.00,"0,989725","7,763871","0,397889",
08/08/2010 8.00,"1,110732","9,467977","0,352085","13,18681"
08/08/2010 9.00,"0,89581","2,908532","0,123067",
08/08/2010 10.00,"1,159496","4,04417","0,218778","17,094"
08/08/2010 11.00,"1,022234","3,049999","0,190405",
08/08/2010 12.00,"1,249799","4,124637","0,269427","20,51281"
08/08/2010 13.00,"1,21729","2,826766","0,241836",
08/08/2010 14.00,"0,980695","7,068211","0,451975","12,21001"
08/08/2010 15.00,"1,21729","1,286191","0,157929",
08/08/2010 16.00,"1,069192","1,19534","0,146634","9,76801"
08/08/2010 17.00,"1,103508","1,471787","0,143156",
08/08/2010 18.00,"1,190199","1,743042","0,139678","17,582411"
08/08/2010 19.00,"1,37803","2,982511","0,134207",
08/08/2010 20.00,"1,101702","4,597063","0,119572","35,164822"
08/08/2010 21.00,"1,040295","8,023446","0,161954",
08/08/2010 22.00,"0,973471","9,479658","0,131741","21,48962"
08/08/2010 23.00,"1,10712","12,961844","0,338172",
09/08/2010 0.00,"1,782589","24,082003","0,516383","30,28083"
09/08/2010 1.00,"2,004736","20,872366","0,494224",
09/08/2010 2.00,"1,583922","22,512881","0,515837","46,398041"
09/08/2010 3.00,"1,755499","19,217569","0,275133",
09/08/2010 4.00,"1,4882","28,632351","0,835444","69,352852"
09/08/2010 5.00,"1,912626","11,455017","0,139909",
09/08/2010 6.00,"1,43763","8,889127","0,040168","67,88765"
09/08/2010 7.00,"1,246187","11,866438","0,066887",
09/08/2010 8.00,"1,132405","8,490679","0,081867","45,909641"
09/08/2010 9.00,"1,177557","7,906638","0,087592",
09/08/2010 10.00,"1,257023","6,25185","0,123615","54,700851"
09/08/2010 11.00,"1,334684","16,146819","0,610686",
09/08/2010 12.00,"1,916238","8,371275","0,300575","42,97924"
09/08/2010 13.00,"1,526127","4,560722","0,13783",
09/08/2010 14.00,"1,423182","4,43483","0,128474","38,58363"
09/08/2010 15.00,"1,527934","3,34851","0,078905",
09/08/2010 16.00,"1,762722","3,001978","0,047651","32,234421"
09/08/2010 17.00,"1,340103","2,822871","0,033506",
09/08/2010 18.00,"1,358164","3,179786","0,039765","46,398041"
09/08/2010 19.00,"1,490007","3,541892","0,028775",
09/08/2010 20.00,"1,278696","3,874148","0,03459","53,724041"
09/08/2010 21.00,"1,045714","3,676872","0,020685",
09/08/2010 22.00,"1,31843","11,490059","0,205123","40,537231"
09/08/2010 23.00,"1,392478","12,681506","0,119884",
10/08/2010 0.00,"1,30037","22,405159","0,435094","37,118431"
10/08/2010 1.00,"1,61282","7,841745","0,080944",
10/08/2010 2.00,"1,340103",,"0,015738","60,561661"
10/08/2010 3.00,,"14,749017",,
10/08/2010 4.00,"1,273278","25,379888","0,444709","37,118431"
10/08/2010 5.00,"1,9939","39,643482","0,766063",
10/08/2010 6.00,"2,300931","19,775663","0,466848","68,37606"
10/08/2010 7.00,"1,695898","31,882218","0,57594",
10/08/2010 8.00,"1,722989","19,840555","0,370963","73,260071"
10/08/2010 9.00,"1,410539","11,403099","0,379818",
10/08/2010 10.00,"1,313012","5,797595","0,216849","64,468849"
10/08/2010 11.00,"1,168526","5,850808","0,224882",
10/08/2010 12.00,"1,293145","6,255743","0,174961","51,770451"
10/08/2010 13.00,"1,358164","6,063659","0,130977",
10/08/2010 14.00,"1,154077","5,034447","0,201253","37,606831"
10/08/2010 15.00,"1,20826","4,994213","0,211049",
10/08/2010 16.00,"1,396091","3,136957","0,163519","21,48962"
10/08/2010 17.00,"1,228126","3,035722","0,161872",
10/08/2010 18.00,"1,341909","3,762531","0,142672","30,76923"
10/08/2010 19.00,"1,31843","5,913105","0,187735",
10/08/2010 20.00,"1,405122","5,406935","0,179387","22,46641"
10/08/2010 21.00,"1,37803","14,61663","0,29032",
10/08/2010 22.00,"1,343715","28,400025","0,559285","30,28083"
10/08/2010 23.00,"1,506261","18,538799","0,474332",
11/08/2010 0.00,"1,443049","20,710134","0,465868","30,28083"
11/08/2010 1.00,"1,423182","27,917226","0,541613",
11/08/2010 2.00,"1,555025","18,798375","0,452742","47,37484"
11/08/2010 3.00,"0,953604","17,057932","0,375038",
11/08/2010 4.00,"1,235351","17,705572","0,300509","79,12088"
11/08/2010 5.00,"1,531546","27,442189","0,424646",
11/08/2010 6.00,"1,909015","38,324854","0,743218","58,119652"
11/08/2010 7.00,"2,427356","45,901824","0,845021",
11/08/2010 8.00,"1,9939","52,809094","1,001172","83,028084"
11/08/2010 9.00,"1,880118","39,592871","0,506386",
11/08/2010 10.00,"1,59837","28,117088","0,406269","77,65567"
11/08/2010 11.00,"1,356358","23,961297","0,362969",
11/08/2010 12.00,"1,269666","18,384349","0,343808","62,515251"
11/08/2010 13.00,"1,349133","19,51869","0,348392",
11/08/2010 14.00,"1,68145","12,533548","0,290908","41,514042"
11/08/2010 15.00,"1,141435","12,340161","0,299176",
11/08/2010 16.00,"1,329267","13,941738","0,338518","29,30402"
11/08/2010 17.00,"1,303981","13,545891","0,305524",
11/08/2010 18.00,"1,269666","13,713309","0,295885","31,746031"
11/08/2010 19.00,"1,202841","14,946289","0,331779",
11/08/2010 20.00,"0,84524","18,246776","0,317632","28,327221"
11/08/2010 21.00,"1,110732","30,467528","0,459128",
11/08/2010 22.00,"0,471384","10,982587","0,388832","34,67643"
11/08/2010 23.00,"0,711591","12,437506","0,377232",
12/08/2010 0.00,"0,789252","14,942402","0,442122","39,56044"
12/08/2010 1.00,"0,563493","11,857353","0,319161",
12/08/2010 2.00,"0,650184",,"0,307915","38,09523"
12/08/2010 3.00,,"7,746997",,
12/08/2010 4.00,"0,922901","6,119467","0,214831","35,653221"
12/08/2010 5.00,"1,054744","11,169483","0,159091",
12/08/2010 6.00,"0,931931","32,184619","0,323432","33,211231"
12/08/2010 7.00,"1,007786","36,631129","0,363855",
12/08/2010 8.00,"0,832598","31,108678","0,278666","29,79241"
12/08/2010 9.00,"0,924707","32,069116","0,262914",
12/08/2010 10.00,"1,175751","29,927618","0,261059","32,234421"
12/08/2010 11.00,"1,025847","24,963262","0,315971",
12/08/2010 12.00,"1,173944","19,85742","0,299944","34,67643"
12/08/2010 13.00,"1,141435","14,773672","0,185856",
12/08/2010 14.00,"1,013204","7,700274","0,133481","36,141621"
12/08/2010 15.00,"0,657409","6,360872","0,170539",
12/08/2010 16.00,"0,823568","9,393998","0,185975","33,699631"
12/08/2010 17.00,"0,628512","15,229227","0,163867",
12/08/2010 18.00,"0,807313","14,959266","0,201962","35,653221"
12/08/2010 19.00,"0,894004","14,233761","0,2187",
12/08/2010 20.00,"0,892198","12,527058","0,201647","21,97802"
12/08/2010 21.00,"1,040295","29,718655","0,186606",
12/08/2010 22.00,"1,291339","50,535228","0,211753","26,86202"
12/08/2010 23.00,"1,045714","40,879075","0,210607",
13/08/2010 0.00,"0,856076","46,507945","0,243294","27,83882"
13/08/2010 1.00,"0,736875","30,416917","0,255019",
13/08/2010 2.00,"1,139629","19,649776","0,216963","24,908421"
13/08/2010 3.00,"1,246187","22,606321","0,183882",
13/08/2010 4.00,"1,108926","32,956858","0,250676","32,234421"
13/08/2010 5.00,"1,085447","36,592199","0,207134",
13/08/2010 6.00,"1,132405","45,020581","0,256598","29,79241"
13/08/2010 7.00,"1,152272","45,224345","0,517262",
13/08/2010 8.00,"1,164914","40,253487","0,517144","31,746031"
13/08/2010 9.00,"1,405122","46,030328","0,527486",
13/08/2010 10.00,"1,119763","52,554722","0,3575","40,537231"
13/08/2010 11.00,"0,969859","27,356532","0,381501",
13/08/2010 12.00,"1,166721","15,673097","0,225766","50,305241"
13/08/2010 13.00,"1,154077","8,961808","0,224346",
13/08/2010 14.00,"1,240769","7,802807","0,138522","41,025631"
13/08/2010 15.00,"0,93735","8,148041","0,150563",
13/08/2010 16.00,"1,092672","8,559465","0,174841","26,37361"
13/08/2010 17.00,"1,000562","12,381691","0,146182",
13/08/2010 18.00,"1,12518","11,774293","0,187987","22,46641"
13/08/2010 19.00,"1,249799","12,443996","0,207844",
13/08/2010 20.00,"1,231738","13,924862","0,224147","36,630032"
13/08/2010 21.00,"1,033072","27,874379","0,24132",
13/08/2010 22.00,"1,235351","21,078728","0,16746","35,164822"
13/08/2010 23.00,"1,343715","23,660197","0,220358",
14/08/2010 0.00,"1,367194","35,257987","0,318537","40,537231"
14/08/2010 1.00,"0,890392","29,457801","0,265164",
14/08/2010 2.00,"1,130599",,"0,277955","42,002441"
14/08/2010 3.00,,"17,7445",,
14/08/2010 4.00,"1,271473","20,506371","0,322699","41,514042"
14/08/2010 5.00,"1,098089","30,605095","0,267783",
14/08/2010 6.00,"1,244381","33,038613","0,262283","22,46641"
14/08/2010 7.00,"1,163108","40,295017","0,356597",
14/08/2010 8.00,"1,394285","51,034912","0,484735","33,211231"
14/08/2010 9.00,"1,201035","55,273777","0,598495",
14/08/2010 10.00,"1,338297","37,213866","0,413675","44,444431"
14/08/2010 11.00,"1,614625","45,829146","0,474168",
14/08/2010 12.00,"1,542382","26,424661","0,306201","75,213661"
14/08/2010 13.00,"1,361775","11,945615","0,156996",
14/08/2010 14.00,"1,415958","10,963117","0,11547","81,074471"
14/08/2010 15.00,"1,502649","9,497829","0,150685",
14/08/2010 16.00,"1,370806","10,755458","0,171149","55,189251"
14/08/2010 17.00,"1,154077","11,016338","0,156656",
14/08/2010 18.00,"1,415958","14,883996","0,185016","63,492062"
14/08/2010 19.00,"1,143241","12,782737","0,150841",
14/08/2010 20.00,"1,190199","20,638739","0,121894","94,74968"
14/08/2010 21.00,"1,477364","14,824286","0,07103",
14/08/2010 22.00,"1,325654","21,13324","0,075023","63,492062"
14/08/2010 23.00,"1,311206","34,34428","0,177316",
15/08/2010 0.00,"1,367194","25,283848","0,121004","53,235641"
15/08/2010 1.00,"1,508068","14,717868","0,20014",
15/08/2010 2.00,"1,345521","18,558266","0,186954","34,18803"
15/08/2010 3.00,"1,175751","15,039736","0,185999",
15/08/2010 4.00,"1,302175","14,512805","0,202576","37,118431"
15/08/2010 5.00,"1,186587","11,447226","0,164355",
15/08/2010 6.00,"1,356358","16,006652","0,236594","37,606831"
15/08/2010 7.00,"1,372612","17,042358","0,191301",
15/08/2010 8.00,"1,376224","9,443316","0,194383","37,606831"
15/08/2010 9.00,"1,457497","27,244909","0,29092",
15/08/2010 10.00,"1,780783","33,110007","0,514942","36,630032"
15/08/2010 11.00,"1,84219","26,978855","0,32584",
15/08/2010 12.00,"1,52974","16,4025","0,200533","48,35165"
15/08/2010 13.00,"1,247993","3,195361","0,085778",
15/08/2010 14.00,"1,334684","3,37836","0,140746","52,25885"
15/08/2010 15.00,"1,376224","3,356298","0,154887",
15/08/2010 16.00,"1,435824","1,441935","0,189063","47,37484"
15/08/2010 17.00,"1,246187","1,271914","0,162587",
15/08/2010 18.00,"1,163108","3,304381","0,185881","37,118431"
15/08/2010 19.00,"1,211872","6,711296","0,20493",
15/08/2010 20.00,"1,392478","15,898931","0,264129","38,58363"
15/08/2010 21.00,"1,293145","15,778223","0,222255",
15/08/2010 22.00,"1,508068","17,113734","0,171857","35,653221"
15/08/2010 23.00,"1,412345","24,180643","0,066125",
16/08/2010 0.00,"1,220902","22,46227","0,115018","51,282051"
16/08/2010 1.00,"1,284115","19,545935","0,164394",
16/08/2010 2.00,"1,238963",,"0,191026","38,58363"
16/08/2010 3.00,,"22,858112",,
16/08/2010 4.00,"1,087253","17,264287","0,355798","34,67643"
16/08/2010 5.00,"1,161302","35,424101","0,290647",
16/08/2010 6.00,"1,41957","35,186593","0,339068","41,514042"
16/08/2010 7.00,"1,504455","34,77777","0,409796",
16/08/2010 8.00,"1,396091","42,254817","0,488574","36,141621"
16/08/2010 9.00,"1,69048","56,340616","0,412466",
16/08/2010 10.00,"1,31843","27,348749","0,243404","44,932831"
16/08/2010 11.00,"1,287726","16,73476","0,221136",
16/08/2010 12.00,"1,285921","18,053398","0,186657","52,74725"
16/08/2010 13.00,"1,170332","13,496567","0,20912",
16/08/2010 14.00,"1,327461","9,705487","0,158067","52,74725"
16/08/2010 15.00,"1,379836","10,50627","0,177821",
16/08/2010 16.00,"1,350939","8,697042","0,164704","46,398041"
16/08/2010 17.00,"1,193812","5,858596","0,117376",
16/08/2010 18.00,"1,094477","6,97736","0,139761","54,21244"
16/08/2010 19.00,"1,038489","12,113032","0,147974",
16/08/2010 20.00,"1,235351","10,32457","0,152452","44,932831"
16/08/2010 21.00,"1,166721","7,541935","0,172653",
16/08/2010 22.00,"1,30037","14,895673","0,18815","49,328442"
16/08/2010 23.00,"1,441242","20,396049","0,249334",
17/08/2010 0.00,"1,233545","10,972211","0,188423","31,25762"
17/08/2010 1.00,"1,316623","14,995611","0,262725",
17/08/2010 2.00,"1,434019","24,605049","0,529495","34,18803"
17/08/2010 3.00,"1,834966","25,651142","0,813231",
17/08/2010 4.00,"1,793426","26,202736","0,849281","51,282051"
17/08/2010 5.00,"2,788569","45,398259","1,67288",
17/08/2010 6.00,"6,189397","40,043242","2,248833","65,934052"
17/08/2010 7.00,"6,28873","31,366969","0,957906",
17/08/2010 8.00,"5,094919","26,255947","0,745684","103,052399"
17/08/2010 9.00,"3,606718","13,417398","0,216463",
17/08/2010 10.00,"2,506823","17,033273","0,1369","82,05127"
17/08/2010 11.00,"3,520027","14,316824","0,328544",
17/08/2010 12.00,"3,935423","13,251272","0,32069","58,119652"
17/08/2010 13.00,"2,411102","8,454338","0,205114",
17/08/2010 14.00,"1,647134","6,667169","0,130371","64,95726"
17/08/2010 15.00,"1,623656","5,513361","0,077312",
17/08/2010 16.00,"1,423182","5,997468","0,038814","44,932831"
17/08/2010 17.00,"1,313012","6,127254","0,037047",
17/08/2010 18.00,"1,045714","4,465979","0,007523","37,118431"
17/08/2010 19.00,"1,033072","9,431638","0,01453",
17/08/2010 20.00,"1,374418","11,309652","0,039546","26,37361"
17/08/2010 21.00,"1,434019","7,985807","0,053491",
17/08/2010 22.00,"1,421375","10,781417","0,047292","35,164822"
17/08/2010 23.00,"1,231738","13,488785","0,088315",
18/08/2010 0.00,"1,432213","31,629127","0,212245","27,83882"
18/08/2010 1.00,"1,3094","11,383633","0,084126",
18/08/2010 2.00,"1,240769",,"0,089274","41,025631"
18/08/2010 3.00,,"23,217626",,
18/08/2010 4.00,"1,235351","9,460189","0,318144","38,58363"
18/08/2010 5.00,"1,33649","8,503658","0,230436",
18/08/2010 6.00,"1,524321","25,29681","0,216033","63,980461"
18/08/2010 7.00,"1,175751","13,530318","0,142375",
18/08/2010 8.00,"1,076417","15,547209","0,263635","44,932831"
18/08/2010 9.00,"1,219096","24,810111","0,282002",
18/08/2010 10.00,"1,287726","26,037902","0,225609","34,18803"
18/08/2010 11.00,"1,450272","13,968999","0,181931",
18/08/2010 12.00,"1,199229","14,429743","0,189898","34,67643"
18/08/2010 13.00,"1,130599","11,117567","0,149359",
18/08/2010 14.00,"0,942768","8,183085","0,168903","31,25762"
18/08/2010 15.00,"0,975277","6,734658","0,114276",
18/08/2010 16.00,"1,177557","7,862509","0,131268","25,88522"
18/08/2010 17.00,"1,083641","9,098083","0,220312",
18/08/2010 18.00,"0,946379","13,246076","0,171806","20,51281"
18/08/2010 19.00,"0,942768","16,938525","0,147947",
18/08/2010 20.00,"0,942768","14,865819","0,15352","24,42001"
18/08/2010 21.00,"1,249799","11,291484","0,114826",
18/08/2010 22.00,"1,206454","13,879444","0,105447","33,211231"
18/08/2010 23.00,"1,486394","20,865865","0,139077",
19/08/2010 0.00,"1,255218","24,669942","0,152537","38,58363"
19/08/2010 1.00,"1,410539","19,083908","0,16074",
19/08/2010 2.00,"1,347327","13,569244","0,128679","20,51281"
19/08/2010 3.00,"1,365388","9,824892","0,166823",
19/08/2010 4.00,"1,146854","12,294734","0,39773","22,46641"
19/08/2010 5.00,"1,201035","21,758808","0,499841",
19/08/2010 6.00,"1,464721","11,465392","0,333096","31,746031"
19/08/2010 7.00,"1,439436","23,777","0,254334",
19/08/2010 8.00,"1,41957","11,569227","0,155992","46,88644"
19/08/2010 9.00,"1,329267","31,853671","0,344555",
19/08/2010 10.00,"1,383448","16,568635","0,244838","38,58363"
19/08/2010 11.00,"1,531546","17,699083","0,274624",
19/08/2010 12.00,"1,670614","14,815204","0,291459","32,234421"
19/08/2010 13.00,"1,426794","9,387508","0,232478",
19/08/2010 14.00,"1,376861","15,755071","0,182708",
19/08/2010 15.00,"1,513485","10,288225","0,166587",
19/08/2010 16.00,"1,59837","5,983191","0,238285",
19/08/2010 17.00,"1,453885","8,590616","0,198531",
19/08/2010 18.00,"1,195618","13,604287","0,189034","12,21001"
19/08/2010 19.00,"1,3094","28,537593","0,324463",
19/08/2010 20.00,"1,547801","19,891166","0,222745","21,001221"
19/08/2010 21.00,"1,181169","19,817192","0,241739",
19/08/2010 22.00,"1,293145","18,81005","0,452199","32,234421"
19/08/2010 23.00,"1,47014","23,327929","0,284317",
20/08/2010 0.00,"1,509873","43,264542","0,897218","42,490841"
20/08/2010 1.00,"2,008348","35,426702","0,776073",
20/08/2010 2.00,"2,226882",,"0,38941","68,864471"
20/08/2010 3.00,,"11,693822",,
20/08/2010 4.00,"1,58934","31,051586","1,037189","80,097672"
20/08/2010 5.00,"1,975839","23,327929","0,513661",
20/08/2010 6.00,"1,338297","12,12991","0,189299","66,42247"
20/08/2010 7.00,"1,161302","26,450627","0,293801",
20/08/2010 8.00,"1,439436","32,044448","0,527144","56,16605"
20/08/2010 9.00,"1,423182","14,872308","0,286366",
20/08/2010 10.00,"1,434019","5,439382","0,154802","57,142841"
20/08/2010 11.00,"1,468333","4,876104","0,193404",
20/08/2010 12.00,"1,403316","4,894276","0,16987","53,724041"
20/08/2010 13.00,"1,298564","4,504915","0,096959",
20/08/2010 14.00,"1,260636","3,74566","0,083501","54,700851"
20/08/2010 15.00,"1,484588","3,330339","0,030738",
20/08/2010 16.00,"1,257023","2,785233","0,024876","66,42247"
20/08/2010 17.00,"1,394285","2,877382","0,010716",
20/08/2010 18.00,"1,473752","3,091532","0,032273","49,328442"
20/08/2010 19.00,"1,495424","4,591873","0,055447",
20/08/2010 20.00,"1,408733","5,336851","0,012251","47,863232"
20/08/2010 21.00,"1,556831","7,38619","0,03269",
20/08/2010 22.00,"1,220902","8,521828","0,053151","44,444431"
20/08/2010 23.00,"1,677837","10,877459","0,043145",
21/08/2010 0.00,"1,383448","9,118849","0,049061","41,025631"
21/08/2010 1.00,"1,370806","7,301828","0,02103",
21/08/2010 2.00,"1,471946","7,138295","0,042082","32,234421"
21/08/2010 3.00,"1,388867","4,022106","0,063265",
21/08/2010 4.00,"1,647134","18,675084","0,218346","30,28083"
21/08/2010 5.00,"1,260636","20,399949","0,144909",
21/08/2010 6.00,"1,484588","19,96256","0,123917","42,002441"
21/08/2010 7.00,"1,522516","22,172833","0,162722",
21/08/2010 8.00,"1,475558","18,63355","0,080698","39,56044"
21/08/2010 9.00,"1,455691","18,075461","0,124772",
21/08/2010 10.00,"1,46111","15,22274","0,212502","50,305241"
21/08/2010 11.00,"1,685062","29,783549","0,230631",
21/08/2010 12.00,"1,755499","22,231244","0,156844","45,421242"
21/08/2010 13.00,"1,616431","15,985891","0,173735",
21/08/2010 14.00,"1,627268","11,724969","0,136415","44,444431"
21/08/2010 15.00,"1,280503","4,115553","0,076895",
21/08/2010 16.00,"1,365388","4,506213","0,024744","45,909641"
21/08/2010 17.00,"1,410539","4,5127","0,027253",
21/08/2010 18.00,"1,3094","3,939043","0,01902","45,421242"
21/08/2010 19.00,"1,457497","3,894914","0,025033",
21/08/2010 20.00,"1,545994","6,148021","0,021117","29,79241"
21/08/2010 21.00,"1,406927","6,478978","0,040064",
21/08/2010 22.00,"1,37803","11,654885","0,069706","30,28083"
21/08/2010 23.00,"1,426794","7,981915","0,054869",
22/08/2010 0.00,"1,455691","10,880054","0,324739","35,164822"
22/08/2010 1.00,"1,441242","3,12268","0,034343",
22/08/2010 2.00,"1,410539",,"0,031517","33,699631"
22/08/2010 3.00,,"21,385031",,
22/08/2010 4.00,"1,571279","34,78037","1,648792","38,58363"
22/08/2010 5.00,"1,632686","23,209826","1,026476",
22/08/2010 6.00,"1,979451","5,174616","0,40169","40,04884"
22/08/2010 7.00,"1,643522","3,526319","0,285437",
22/08/2010 8.00,"1,621849","3,255063","0,265558","56,654442"
22/08/2010 9.00,"1,139629","3,478297","0,286142",
22/08/2010 10.00,"1,408733","3,608085","0,332802","34,18803"
22/08/2010 11.00,"1,444855","3,148638","0,365109",
22/08/2010 12.00,"1,518904","2,918915","0,395612","37,118431"
22/08/2010 13.00,"1,547801","2,118127","0,383419",
22/08/2010 14.00,"1,417764","1,691128","0,319352","32,234421"
22/08/2010 15.00,"1,4286","2,293341","0,299865",
22/08/2010 16.00,"1,555025","1,987042","0,2972","30,28083"
22/08/2010 17.00,"1,506261","2,327086","0,32739",
22/08/2010 18.00,"1,040295","5,375787","0,380009","24,908421"
22/08/2010 19.00,"1,257023","7,567893","0,40169",
22/08/2010 20.00,"1,64894","5,513361","0,39726","29,30402"
22/08/2010 21.00,"1,369","6,49585","0,394359",
22/08/2010 22.00,"1,471946","9,499126","0,418471","34,18803"
22/08/2010 23.00,"1,251606","11,491351","0,501751",
23/08/2010 0.00,"1,331072","17,780843","0,601064","28,81562"
23/08/2010 1.00,"1,484588","9,85085","0,433567",
23/08/2010 2.00,"1,141435","6,564638","0,359541","39,56044"
23/08/2010 3.00,"1,042102","13,173397","1,317833",
23/08/2010 4.00,"1,220902","19,636795","1,178291","41,025631"
23/08/2010 5.00,"1,352745","37,631792","0,642507",
23/08/2010 6.00,"1,746469","41,997823","0,558367","55,67765"
23/08/2010 7.00,"2,167282","55,533331","0,799342",
23/08/2010 8.00,"1,912626","42,463777","0,765466","58,119652"
23/08/2010 9.00,"1,524321","42,314508","0,625296",
23/08/2010 10.00,"1,350939","33,583726","0,667915","83,516472"
23/08/2010 11.00,"1,620043","25,440879","0,555505",
23/08/2010 12.00,"1,601982","20,987871","0,57209","80,586082"
23/08/2010 13.00,"1,352745","17,366818","0,641958",
23/08/2010 14.00,"1,818711","14,157188","0,563347","58,119652"
23/08/2010 15.00,"1,564055","9,863828","0,579069",
23/08/2010 16.00,"1,703122","9,008531","0,572913","53,724041"
23/08/2010 17.00,"1,603789","6,720381","0,518845",
23/08/2010 18.00,"1,49723","11,583509","0,4825","41,514042"
23/08/2010 19.00,"1,477364","9,897573","0,483831",
23/08/2010 20.00,"1,562249","9,863828","0,4567","44,444431"
23/08/2010 21.00,"1,486394","15,016372","0,406239",
23/08/2010 22.00,"1,504455","15,996266","0,395534","41,025631"
23/08/2010 23.00,"1,466527","16,765908","0,445015",
24/08/2010 0.00,"1,630879","14,120842","0,480146","42,002441"
24/08/2010 1.00,"1,471946","18,401225","0,657211",
24/08/2010 2.00,"1,325654",,"0,522021","32,722832"
24/08/2010 3.00,,"16,51801",,
24/08/2010 4.00,"1,452079","14,2065","0,306911","37,606831"
24/08/2010 5.00,"1,246187","33,71611","0,267271",
24/08/2010 6.00,"1,282309","46,646813","0,223455","25,88522"
24/08/2010 7.00,"1,379836","58,963613","0,377954",
24/08/2010 8.00,"1,482782","47,713652","0,405694","32,722832"
24/08/2010 9.00,"0,919289","30,114515","0,328937",
24/08/2010 10.00,"0,978889","22,172833","0,213524","49,816841"
24/08/2010 11.00,"0,903034","23,230609","0,18346",
24/08/2010 12.00,"1,06558","16,357082","0,160488","43,956032"
24/08/2010 13.00,"1,35997","10,597124","0,21321",
24/08/2010 14.00,"1,491813","11,710698","0,176167","43,46764"
24/08/2010 15.00,"1,298564","4,882594","0,140836",
24/08/2010 16.00,"1,513485","4,01302","0,094636","44,444431"
24/08/2010 17.00,"1,679644","4,650275","0,110127",
24/08/2010 18.00,"1,515291","9,548446","0,140501","36,630032"
24/08/2010 19.00,"1,831353","15,721117","0,24419",
24/08/2010 20.00,"1,793426","15,320082","0,329646","33,699631"
24/08/2010 21.00,"1,616431","17,356434","0,294696",
24/08/2010 22.00,"1,500843","17,347351","0,295484","39,56044"
24/08/2010 23.00,"1,314818","15,565376","0,303601",
25/08/2010 0.00,"1,347327","15,348635","0,353091","51,770451"
25/08/2010 1.00,"1,331072","22,009299","0,515471",
25/08/2010 2.00,"1,43763","16,970972","0,645619","39,56044"
25/08/2010 3.00,"1,406927","22,628386","0,616028",
25/08/2010 4.00,"1,361775","18,741269","0,463105","48,84005"
25/08/2010 5.00,"1,374418","30,993174","0,543487",
25/08/2010 6.00,"1,459303","42,088684","0,62907","51,770451"
25/08/2010 7.00,"1,538771","48,507954","0,650624",
25/08/2010 8.00,"1,37803","33,670681","0,581669","52,74725"
25/08/2010 9.00,"1,589121","44,04984",,
25/08/2010 10.00,"1,677837","40,886857","0,521223","47,37484"
25/08/2010 11.00,"1,285921","31,183956","0,63108",
25/08/2010 12.00,"1,363581","18,57384","0,481467",
25/08/2010 13.00,"1,298564","12,08319","0,435325",
25/08/2010 14.00,"1,43763","13,107209","0,342767","54,700851"
25/08/2010 15.00,"1,41957","10,673698","0,290046",
25/08/2010 16.00,"1,246187","10,565968","0,283978","65,934052"
25/08/2010 17.00,"1,302175","13,662693","0,2904",
25/08/2010 18.00,"1,426794","20,335037","0,269044","48,84005"
25/08/2010 19.00,"1,345521","26,27671","0,333232",
25/08/2010 20.00,"1,486394","45,722727","0,533558","49,816841"
25/08/2010 21.00,"1,695898","50,014782","0,452229",
25/08/2010 22.00,"1,804263","35,405936","0,362154","51,770451"
25/08/2010 23.00,"1,739244","31,914664","0,431778",
26/08/2010 0.00,"1,641717","20,860685","0,408256","56,16605"
26/08/2010 1.00,"1,625462","17,943075","0,44553",
26/08/2010 2.00,"1,636298",,"0,405576","60,073261"
26/08/2010 3.00,,"13,083845",,
26/08/2010 4.00,"1,565862","11,815823","0,343348","48,84005"
26/08/2010 5.00,"1,471946","8,521828","0,287682",
26/08/2010 6.00,"1,417764","16,926847","0,38923","56,654442"
26/08/2010 7.00,"1,780783","25,013873","0,411317",
26/08/2010 8.00,"1,654359","34,792051","0,362173","45,909641"
26/08/2010 9.00,"1,676031","31,874436","0,359378",
26/08/2010 10.00,"1,737438","29,137216","0,351305","39,072041"
26/08/2010 11.00,"1,645328","17,361632","0,294746",
26/08/2010 12.00,"1,806069","12,75678","0,277938","45,909641"
26/08/2010 13.00,"1,659777","12,768456","0,268778",
26/08/2010 14.00,"1,567668","5,021466","0,196381","47,863232"
26/08/2010 15.00,"1,630879","4,206404","0,169791",
26/08/2010 16.00,"1,721183","4,489339","0,175807","50,305241"
26/08/2010 17.00,"1,484588","5,00849","0,157912",
