,TARANTO,,,
,TA V.Archimede,,,
Parm,SO2,NO2,CO,PM10



26/02/2010 9.00,"0,838016","34,667446","1,266954",
26/02/2010 10.00,"0,709785","24,555719","1,096534","32,722832"
26/02/2010 11.00,"0,689919","21,751025","1,022409",
26/02/2010 12.00,"0,641154","15,251289","0,932053","22,46641"
26/02/2010 13.00,"0,520148","10,220735","0,855715",
26/02/2010 14.00,"0,511118","10,650333","0,873382","22,954821"
26/02/2010 15.00,"0,520148","9,488743","0,848066",
26/02/2010 16.00,"0,505699","12,046846","0,840183","26,37361"
26/02/2010 17.00,"0,572523","9,717168","0,837931",
26/02/2010 18.00,"0,462354","11,714593","0,844378","24,42001"
26/02/2010 19.00,"16,016214","13,059187","0,839057",
26/02/2010 20.00,"0,503893","17,373308","0,815178","25,88522"
26/02/2010 21.00,"0,525566","23,025547","0,80116",
26/02/2010 22.00,"0,545432","26,455809","0,839174","34,67643"
26/02/2010 23.00,"0,491251","28,185882","0,881498",
27/02/2010 0.00,"0,648378","24,554419","0,899205","34,67643"
27/02/2010 1.00,"0,572523","25,58623","0,970106",
27/02/2010 2.00,"0,485832",,"1,060889","27,35042"
27/02/2010 3.00,,"18,140357",,
27/02/2010 4.00,"1,033072","26,90358","1,419543","30,28083"
27/02/2010 5.00,"1,623656","25,902915","0,599151",
27/02/2010 6.00,"3,404439","23,464217","0,674695","49,816841"
27/02/2010 7.00,"2,965564","22,194896","0,702032",
27/02/2010 8.00,"2,783152","27,482437","0,74531","55,189251"
27/02/2010 9.00,"1,860251","29,269602","1,254094",
27/02/2010 10.00,"1,676031","25,935361","1,180899","58,119652"
27/02/2010 11.00,"2,795794","25,77963","0,836178",
27/02/2010 12.00,"5,107561","30,156044","0,999317","60,561661"
27/02/2010 13.00,"5,839019","33,966601","0,802526",
27/02/2010 14.00,"4,376104","19,679623","0,431507","104,029198"
27/02/2010 15.00,"2,317186","7,662638","0,375562",
27/02/2010 16.00,"2,129355","12,841145","0,406827","158,241592"
27/02/2010 17.00,"1,388867","4,602255","0,252428",
27/02/2010 18.00,"1,101702","7,265487","0,247846","103,052399"
27/02/2010 19.00,"0,894004","9,072126","0,195905",
27/02/2010 20.00,"0,872331","10,397247","0,150471","53,724041"
27/02/2010 21.00,"0,915676","9,443316","0,32443",
27/02/2010 22.00,"1,074611","18,14165","0,237721","30,28083"
27/02/2010 23.00,"0,930125","36,78558","1,114134",
28/02/2010 0.00,"0,959022","21,684833","0,295089","30,28083"
28/02/2010 1.00,"0,959022","25,909416","0,426309",
28/02/2010 2.00,"0,794671","12,127315","0,259398","31,25762"
28/02/2010 3.00,"0,740488","12,55561","0,199717",
28/02/2010 4.00,"0,850658","16,354478","0,248924","30,28083"
28/02/2010 5.00,"0,906646","14,876205","0,17469",
28/02/2010 6.00,"0,838016","10,049423","0,137817","17,582411"
28/02/2010 7.00,"0,857882","13,362889","0,154899",
28/02/2010 8.00,"0,99695","18,838614","0,315381","18,55921"
28/02/2010 9.00,"0,827179","20,065101","0,397547",
28/02/2010 10.00,"0,866913","17,465456","0,344606","16,60561"
28/02/2010 11.00,"0,771191","13,670484","0,322197",
28/02/2010 12.00,"0,729652","8,629551","0,232869","18,07081"
28/02/2010 13.00,"0,666439","6,794361","0,142193",
28/02/2010 14.00,"0,760355","5,336851","0,125676","14,65201"
28/02/2010 15.00,"0,789252","4,11036","0,123827",
28/02/2010 16.00,"0,704367","3,253765","0,111198","24,908421"
28/02/2010 17.00,"0,659215","3,344618","0,146506",
28/02/2010 18.00,"0,706172","4,445213","0,141334","29,30402"
28/02/2010 19.00,"0,550851","5,645744","0,075981",
28/02/2010 20.00,"0,538209","5,875467","0,110659","34,18803"
28/02/2010 21.00,"0,543626","5,435489","0,07738",
28/02/2010 22.00,"0,605033","5,679489","0,060411","31,25762"
28/02/2010 23.00,"0,529178","4,931914","0,053981",
01/03/2010 0.00,"0,547239","4,831978","0,06244","32,234421"
01/03/2010 1.00,"0,650184","3,698936","0,020586",
01/03/2010 2.00,"0,429844",,"0,032253","36,141621"
01/03/2010 3.00,,"3,24987",,
01/03/2010 4.00,"0,606839","3,018851","0,213033","36,630032"
01/03/2010 5.00,"0,411783","2,603532","0,171368",
01/03/2010 6.00,"0,453323","3,778106","0,190159","35,653221"
01/03/2010 7.00,"0,52376","4,90985","0,20319",
01/03/2010 8.00,"0,549045","10,580251","0,248668","35,164822"
01/03/2010 9.00,"0,53279","15,896339","0,399846",
01/03/2010 10.00,"0,579748","19,039781","0,376115","30,28083"
01/03/2010 11.00,"0,69353","17,150078","0,399691",
01/03/2010 12.00,"0,433457","20,800991","0,445674","42,002441"
01/03/2010 13.00,"0,43165","15,41872","0,341918",
01/03/2010 14.00,"0,577942","10,752866","0,282514","44,444431"
01/03/2010 15.00,"0,469577","10,807375","0,238009",
01/03/2010 16.00,"0,487638","8,089637","0,255126","44,932831"
01/03/2010 17.00,"0,426232","10,669803","0,307178",
01/03/2010 18.00,"0,471384","14,690607","0,287609","35,653221"
01/03/2010 19.00,"0,596003","13,678266","0,277067",
01/03/2010 20.00,"0,379274","32,220967","0,308034","42,97924"
01/03/2010 21.00,"0,467772","25,801693","0,320872",
01/03/2010 22.00,"0,605033","19,007334","0,276835","29,30402"
01/03/2010 23.00,"0,484026","19,596566","0,273761",
02/03/2010 0.00,"0,612257","16,401207","0,344097","42,490841"
02/03/2010 1.00,"0,484026","18,471309","0,32663",
02/03/2010 2.00,"0,509312","23,948335","0,782651","47,863232"
02/03/2010 3.00,"1,450272","28,841296","0,925309",
02/03/2010 4.00,"1,764529","29,464282","1,721732","50,793652"
02/03/2010 5.00,"1,46111","27,669316","1,255635",
02/03/2010 6.00,"2,123936","34,141818","1,171449","49,816841"
02/03/2010 7.00,"2,893321","35,725204","1,193507",
02/03/2010 8.00,"4,06546","29,243638","0,981329","66,42247"
02/03/2010 9.00,"5,154519","38,716814","1,372811",
02/03/2010 10.00,,,"0,497142","58,119652"
02/03/2010 11.00,,,"0,954175",
02/03/2010 12.00,,,"0,824666","59,58485"
02/03/2010 13.00,"5,97628","33,761521","1,787439",
02/03/2010 14.00,"7,780543","32,868597","0,985648","74,23687"
02/03/2010 15.00,"4,751766","16,457009","0,567868",
02/03/2010 16.00,"2,828303","9,957275","0,40074","82,05127"
02/03/2010 17.00,"1,916238","18,590716","0,48158",
02/03/2010 18.00,"1,511679","24,765982","0,37417","51,282051"
02/03/2010 19.00,"1,385255","34,079508","0,363316",
02/03/2010 20.00,"1,222709","32,851733","0,394672","26,86202"
02/03/2010 21.00,"0,828985","23,510946","0,320795",
02/03/2010 22.00,"1,155883","21,183851","0,404086","22,954821"
02/03/2010 23.00,"1,172138","43,408633","0,532272",
03/03/2010 0.00,"1,103508","34,082108","0,492006","17,094"
03/03/2010 1.00,"1,370806","53,049202","0,832175",
03/03/2010 2.00,"1,630879","25,817258","0,39685","41,514042"
03/03/2010 3.00,"1,072805","28,929553",,
03/03/2010 4.00,"1,094477","15,421313","0,256794","47,37484"
03/03/2010 5.00,"1,018622","18,196159","0,33365",
03/03/2010 6.00,"1,21729","30,196272","0,334461","38,09523"
03/03/2010 7.00,"1,302175","48,964806","0,342572",
03/03/2010 8.00,"1,139629","52,746802","0,541626","26,86202"
03/03/2010 9.00,"1,376224","54,039486","0,515904",
03/03/2010 10.00,"1,085447","47,769463","0,490724","23,93162"
03/03/2010 11.00,"1,26786","49,901861","0,721371",
03/03/2010 12.00,"1,363581","53,114098","0,750297","34,67643"
03/03/2010 13.00,"1,238963","35,95493","0,505438",
03/03/2010 14.00,"1,011398","24,224771","0,376056","45,421242"
03/03/2010 15.00,"0,7441","17,760072","0,256523",
03/03/2010 16.00,"0,883168","18,946335","0,291283","42,002441"
03/03/2010 17.00,"0,680888","17,030671","0,29387",
03/03/2010 18.00,"0,931931","22,84773","0,200328","30,76923"
03/03/2010 19.00,"0,642961","15,408333","0,16248",
03/03/2010 20.00,"0,682694","15,274655","0,193802","18,07081"
03/03/2010 21.00,"0,796476","13,417398","0,206741",
03/03/2010 22.00,"0,662827","11,403099","0,187469","17,094"
03/03/2010 23.00,"0,783833","9,480956","0,27371",
04/03/2010 0.00,"0,628512","9,19802","0,26838","22,46641"
04/03/2010 1.00,"0,635736","8,751552","0,257141",
04/03/2010 2.00,"0,794671","7,872891","0,208671","18,07081"
04/03/2010 3.00,"0,857882","7,841745","0,191678",
04/03/2010 4.00,"0,568912","7,375808","0,188666","20,51281"
04/03/2010 5.00,"0,637542","7,384891","0,167539",
04/03/2010 6.00,"0,570718","8,234999","0,190752","22,954821"
04/03/2010 7.00,"0,763967","13,220117","0,233428",
04/03/2010 8.00,"0,619481","17,401861","0,309744","17,094"
04/03/2010 9.00,"0,545432","26,057367","0,401508",
04/03/2010 10.00,"0,608645","18,427182","0,307735","26,37361"
04/03/2010 11.00,"0,520148",,,
04/03/2010 12.00,"0,395529","12,808696",,"27,35042"
04/03/2010 13.00,"0,449711",,,
04/03/2010 14.00,"0,419008","25,87825","0,304375","27,83882"
04/03/2010 15.00,"0,726039","28,097623","0,288078",
04/03/2010 16.00,"0,612257","21,143622","0,323377","30,28083"
04/03/2010 17.00,"0,646572","34,304052","0,366826",
04/03/2010 18.00,"0,588778","26,185852","0,401778","24,908421"
04/03/2010 19.00,"0,605033","34,448102","0,336007",
04/03/2010 20.00,"0,782027","49,695518","0,646446","14,16361"
04/03/2010 21.00,"0,940962","38,69475","0,763314",
04/03/2010 22.00,"1,036683","35,280051","0,944795","22,46641"
04/03/2010 23.00,"0,998756","25,893833","0,574107",
05/03/2010 0.00,"0,95541","36,093816","0,828468","38,09523"
05/03/2010 1.00,"1,641717","37,141192","1,698724",
05/03/2010 2.00,"1,320236","22,524544","0,626053","27,83882"
05/03/2010 3.00,"0,998756","31,291676",,
05/03/2010 4.00,"1,233545","23,268237","0,610427","27,83882"
05/03/2010 5.00,"1,294951","38,340437","0,85",
05/03/2010 6.00,"1,760917","45,805784","0,788358","25,39682"
05/03/2010 7.00,"1,883729","48,679269","1,089534",
05/03/2010 8.00,"1,77356","37,781043","0,726214","37,118431"
05/03/2010 9.00,"1,889148","43,337238","0,984298",
05/03/2010 10.00,"2,411102","34,479268","0,9397","43,956032"
05/03/2010 11.00,"2,810242","31,860151","0,565443",
05/03/2010 12.00,"2,927637","31,239767","0,945999","36,630032"
05/03/2010 13.00,"2,293707","19,508307","0,340054",
05/03/2010 14.00,"2,533914","31,896499","0,863952","32,722832"
05/03/2010 15.00,"2,284676","19,995006","0,372325",
05/03/2010 16.00,,,"0,285562","31,25762"
05/03/2010 17.00,"1,08906",,"0,267398",
05/03/2010 18.00,"0,901228",,"0,291049","27,35042"
05/03/2010 19.00,"0,993337",,"0,26535",
05/03/2010 20.00,"0,816343",,"0,235011","24,908421"
05/03/2010 21.00,"0,763967",,"0,275398",
05/03/2010 22.00,"0,760355",,"0,269176","22,954821"
05/03/2010 23.00,"0,783833",,"0,265311",
06/03/2010 0.00,"0,767579",,"0,357176","21,001221"
06/03/2010 1.00,"0,881362",,"0,375339",
06/03/2010 2.00,"0,58336",,"0,888878","12,69841"
06/03/2010 3.00,"1,08906",,"1,091659",
06/03/2010 4.00,"1,482782",,"1,315309","21,48962"
06/03/2010 5.00,"1,098089",,"0,859354",
06/03/2010 6.00,"1,031265",,"0,604709","30,28083"
06/03/2010 7.00,"0,791058",,"0,476246",
06/03/2010 8.00,"0,789252",,"0,75261","32,234421"
06/03/2010 9.00,"0,857882",,"0,347126",
06/03/2010 10.00,"0,847046",,"0,453212","27,83882"
06/03/2010 11.00,"0,978889",,"0,328885",
06/03/2010 12.00,"1,485877",,"0,495763","28,81562"
06/03/2010 13.00,"0,991531",,"0,389755",
06/03/2010 14.00,"1,103508",,"0,394855","38,09523"
06/03/2010 15.00,"0,780221",,"0,379049",
06/03/2010 16.00,"1,069192",,"0,34732","21,001221"
06/03/2010 17.00,"0,827179",,"0,356711",
06/03/2010 18.00,"0,856076",,"0,365485","21,97802"
06/03/2010 19.00,"0,957217",,"0,392768",
06/03/2010 20.00,"0,774803",,"0,379745","16,60561"
06/03/2010 21.00,"0,651991",,"0,347049",
06/03/2010 22.00,"0,807313",,"0,344653","16,11721"
06/03/2010 23.00,"0,657409",,"0,368112",
07/03/2010 0.00,"0,561687",,"0,357638","15,62881"
07/03/2010 1.00,"0,644767",,"0,41217",
07/03/2010 2.00,"0,704367",,"0,396208","18,07081"
07/03/2010 3.00,,,,
07/03/2010 4.00,"0,662827",,"0,392534","13,67521"
07/03/2010 5.00,"0,783833",,"0,298892",
07/03/2010 6.00,"0,610451",,"0,263651","19,53602"
07/03/2010 7.00,"0,563493",,"0,251686",
07/03/2010 8.00,"0,655603",,"0,27908","12,21001"
07/03/2010 9.00,"0,567106",,"0,315359",
07/03/2010 10.00,"0,673664",,"0,344252","17,094"
07/03/2010 11.00,"0,769385",,"0,400229",
07/03/2010 12.00,"0,894004",,"0,400459","10,25641"
07/03/2010 13.00,"0,713397",,"0,425275",
07/03/2010 14.00,"0,828985",,"0,416233","9,27961"
07/03/2010 15.00,"0,883168",,"0,407961",
07/03/2010 16.00,"0,691724",,"0,4075","6,837607"
07/03/2010 17.00,"0,807313",,"0,421043",
07/03/2010 18.00,"0,745906",,"0,454399","10,25641"
07/03/2010 19.00,"0,605033",,"0,435854",
07/03/2010 20.00,"0,688112",,"0,429006","8,302809"
07/03/2010 21.00,"0,549045",,"0,455667",
07/03/2010 22.00,"0,711591",,"0,411117","12,69841"
07/03/2010 23.00,"0,474996",,"0,409578",
08/03/2010 0.00,"0,720622",,"0,436624","13,67521"
08/03/2010 1.00,"0,588778",,"0,386572",
08/03/2010 2.00,"0,677275",,"0,425467","17,094"
08/03/2010 3.00,"0,538209",,"0,447088",
08/03/2010 4.00,"0,691724",,"0,438047","11,72161"
08/03/2010 5.00,"0,697142",,"0,437585",
08/03/2010 6.00,"0,8037",,"0,489061","20,51281"
08/03/2010 7.00,"0,816343",,"0,464554",
08/03/2010 8.00,"0,783833",,"0,47879","28,327221"
08/03/2010 9.00,"0,930125",,"0,534152",
08/03/2010 10.00,"0,883168",,"0,53569","21,001221"
08/03/2010 11.00,"1,101702",,"0,525419",
08/03/2010 12.00,"0,800088",,"0,526687","30,76923"
08/03/2010 13.00,"0,953604",,"0,532882",
08/03/2010 14.00,"1,009592",,"0,544616","37,118431"
08/03/2010 15.00,"1,349133",,"0,565968",
08/03/2010 16.00,"1,558637",,"0,585859","37,118431"
08/03/2010 17.00,"1,726601",,"0,560159",
08/03/2010 18.00,"1,490007",,"0,581088","52,25885"
08/03/2010 19.00,"1,522516",,"0,712267",
08/03/2010 20.00,"1,21729",,"3,929152","42,97924"
08/03/2010 21.00,"2,613381","42,960843","1,050067",
08/03/2010 22.00,"3,85415","32,790722","1,4915","47,863232"
08/03/2010 23.00,"4,60728","31,767995","1,059608",
09/03/2010 0.00,"4,423061","30,596014","1,184067","70,818062"
09/03/2010 1.00,"5,716207","32,002922","1,229925",
09/03/2010 2.00,"4,650626",,"1,228271","67,88765"
09/03/2010 3.00,,,,
09/03/2010 4.00,"3,483906",,,"64,95726"
09/03/2010 5.00,"2,136579",,,
09/03/2010 6.00,"1,692286",,,"64,468849"
09/03/2010 7.00,"1,659777",,,
09/03/2010 8.00,"2,505016",,,"70,818062"
09/03/2010 9.00,"3,077475",,,
09/03/2010 10.00,"1,61282",,,"52,25885"
09/03/2010 11.00,"1,61282",,,
09/03/2010 12.00,"1,907208",,"0,566649","55,189251"
09/03/2010 13.00,"1,807874",,"0,52811",
09/03/2010 14.00,"1,721183",,"0,42769","55,189251"
09/03/2010 15.00,"1,388867",,"0,34881",
09/03/2010 16.00,"0,91387",,"0,36334","43,956032"
09/03/2010 17.00,"1,061969",,"0,374112",
09/03/2010 18.00,,,,
09/03/2010 19.00,,,,
09/03/2010 20.00,,,,
09/03/2010 21.00,,,,
09/03/2010 22.00,,,,
09/03/2010 23.00,,,,
10/03/2010 0.00,,,,
10/03/2010 1.00,,,,
10/03/2010 2.00,,,,
10/03/2010 3.00,,,,
10/03/2010 4.00,,,,
10/03/2010 5.00,,,,
10/03/2010 6.00,,,,
10/03/2010 7.00,,,,
10/03/2010 8.00,,,,
10/03/2010 9.00,,,,
10/03/2010 10.00,,,,
10/03/2010 11.00,,,,
10/03/2010 12.00,,,,
10/03/2010 13.00,,,,
10/03/2010 14.00,,,,
10/03/2010 15.00,,,,
10/03/2010 16.00,,,,
10/03/2010 17.00,,,,
10/03/2010 18.00,"0,341347",,"0,32359","19,53602"
10/03/2010 19.00,"0,285359",,"0,396239",
10/03/2010 20.00,"0,502087",,"0,491621","12,21001"
10/03/2010 21.00,"0,397335",,"0,509575",
10/03/2010 22.00,"0,93735",,"1,673947","22,46641"
10/03/2010 23.00,"1,676031",,"1,502444",
11/03/2010 0.00,"1,983064",,"4,625166","25,39682"
11/03/2010 1.00,"2,873455",,"1,589182",
11/03/2010 2.00,"2,804824",,"1,187418","33,699631"
11/03/2010 3.00,,"20,226014",,
11/03/2010 4.00,"1,12518","14,685421","0,446434","41,025631"
11/03/2010 5.00,"0,738682","7,60553","0,260763",
11/03/2010 6.00,"0,549045","15,577053","0,096647","42,002441"
11/03/2010 7.00,"1,000562","36,5909","0,234963",
11/03/2010 8.00,"0,915676","32,241728","0,294066","28,327221"
11/03/2010 9.00,"0,700755","23,185178","0,279134",
11/03/2010 10.00,"1,05655","24,242936","0,298014","18,55921"
11/03/2010 11.00,"0,854271","13,20844","0,110191",
11/03/2010 12.00,"0,8037","14,202614","0,162942","20,51281"
11/03/2010 13.00,"0,729652","15,434292","0,177679",
11/03/2010 14.00,"0,677275","7,69119","0,164877","26,37361"
11/03/2010 15.00,"0,653797","11,597779","0,154518",
11/03/2010 16.00,"0,698948","7,639275","0,127938","14,65201"
11/03/2010 17.00,"0,608645","7,597743","0,115488",
11/03/2010 18.00,"0,646572","6,598382","0,065142","13,18681"
11/03/2010 19.00,"0,623093","10,083169","0,078119",
11/03/2010 20.00,"0,641154","16,464801","0,196578","13,18681"
11/03/2010 21.00,"0,857882","29,662862","0,34066",
11/03/2010 22.00,"0,769385","12,943675","0,181021","17,582411"
11/03/2010 23.00,"0,780221","5,229127","0,148928",
12/03/2010 0.00,"0,686306","3,711915","0,150649","16,60561"
12/03/2010 1.00,"0,888585","5,043531","0,16308",
12/03/2010 2.00,"0,884973","12,233742","0,289687","12,21001"
12/03/2010 3.00,"0,890392","8,123382","0,251733",
12/03/2010 4.00,"0,868719","8,885234","0,220306","20,02442"
12/03/2010 5.00,"0,819955","9,566615","0,214638",
12/03/2010 6.00,"0,75313","16,205227","0,21069","18,55921"
12/03/2010 7.00,"0,935543","29,770584","0,315448",
12/03/2010 8.00,"1,231738","43,59681","0,397613","11,72161"
12/03/2010 9.00,"1,499037","34,58309","0,340933",
12/03/2010 10.00,"7,858203","31,826407","0,323148","23,44322"
12/03/2010 11.00,"9,769024","36,461113","0,395814",
12/03/2010 12.00,"4,332759","19,819792","0,312438","39,56044"
12/03/2010 13.00,"2,362337","12,084482","0,288281",
12/03/2010 14.00,"2,042663","10,124701","0,30591","35,164822"
12/03/2010 15.00,"1,791619","6,454319","0,224605",
12/03/2010 16.00,"1,233545","6,560745","0,158232","24,908421"
12/03/2010 17.00,"1,491813","8,328445","0,208383",
12/03/2010 18.00,"1,123374","12,517975","0,255759","26,37361"
12/03/2010 19.00,"1,119763","12,120825","0,24028",
12/03/2010 20.00,"1,141435","34,20411","0,322953","15,62881"
12/03/2010 21.00,"0,984308","21,954787","0,383737",
12/03/2010 22.00,"1,298564","20,521934","0,351917","19,53602"
12/03/2010 23.00,"1,025847","26,158587","0,366577",
13/03/2010 0.00,"1,114344","20,590729","0,365208","32,722832"
13/03/2010 1.00,"1,025847","12,399869","0,256071",
13/03/2010 2.00,"0,939156",,"0,304503","22,46641"
13/03/2010 3.00,,"5,937764",,
13/03/2010 4.00,"1,085447","3,91568",,"22,46641"
13/03/2010 5.00,"0,940962","6,47768",,
13/03/2010 6.00,"0,980695","12,741207",,"15,62881"
13/03/2010 7.00,"1,016817","24,371422",,
13/03/2010 8.00,"1,20826","28,371459",,"18,07081"
13/03/2010 9.00,"1,04752","19,178641",,
13/03/2010 10.00,"0,908452","16,627032",,"11,23321"
13/03/2010 11.00,"1,072805","21,521299",,
13/03/2010 12.00,"1,020428","24,158577",,"21,97802"
13/03/2010 13.00,"1,199229","10,649031",,
13/03/2010 14.00,"1,036683","22,930787",,"20,02442"
13/03/2010 15.00,"0,959022","9,719765",,
13/03/2010 16.00,"0,969859","11,413487",,"20,02442"
13/03/2010 17.00,"0,930125","8,507551",,
13/03/2010 18.00,"0,95541","7,269382",,"16,11721"
13/03/2010 19.00,"0,924707","8,116891",,
13/03/2010 20.00,"1,081835","8,94234",,"15,14041"
13/03/2010 21.00,"1,052938","9,843064",,
13/03/2010 22.00,"0,8037","9,852148",,"22,954821"
13/03/2010 23.00,"1,043908","10,89693",,
14/03/2010 0.00,"1,009592","15,121509",,"21,97802"
14/03/2010 1.00,"1,213678","28,512948",,
14/03/2010 2.00,"2,335246","14,985225",,"27,83882"
14/03/2010 3.00,"1,235351","5,854703",,
14/03/2010 4.00,"1,154077","11,722374",,"54,700851"
14/03/2010 5.00,"0,933737","6,215511",,
14/03/2010 6.00,"0,870525","5,160341",,"45,421242"
14/03/2010 7.00,"0,894004","4,552935",,
14/03/2010 8.00,"0,868719","5,396553",,"41,025631"
14/03/2010 9.00,"0,977083","10,218142",,
14/03/2010 10.00,"0,948186","2,458168",,"22,954821"
14/03/2010 11.00,"1,020428","2,181724",,
14/03/2010 12.00,"1,31843","2,094766",,"25,39682"
14/03/2010 13.00,"1,054744","2,111638",,
14/03/2010 14.00,"1,042102","1,627533",,"22,46641"
14/03/2010 15.00,"0,908452","1,138235",,
14/03/2010 16.00,"1,094477","1,579511",,"20,51281"
14/03/2010 17.00,"0,993337","1,42117",,
14/03/2010 18.00,"1,123374","2,700872",,"20,51281"
14/03/2010 19.00,"1,060162","5,708043",,
14/03/2010 20.00,"1,015011","12,877478",,"11,72161"
14/03/2010 21.00,"1,251606","14,780161",,
14/03/2010 22.00,"1,361775","12,856718",,"18,55921"
14/03/2010 23.00,"1,732019","37,359237",,
15/03/2010 0.00,"1,955972","23,347412",,"41,514042"
15/03/2010 1.00,"4,004054","42,21717",,
15/03/2010 2.00,"5,141876",,,"63,003651"
15/03/2010 3.00,,"18,938543",,
15/03/2010 4.00,"2,252167","4,420552",,"78,632462"
15/03/2010 5.00,"1,117957","3,369275",,
15/03/2010 6.00,"1,401509","5,303106",,"73,748459"
15/03/2010 7.00,"1,412345","21,758808",,
15/03/2010 8.00,"1,313012","28,590823",,"40,537231"
15/03/2010 9.00,"1,166721","17,34606",,
15/03/2010 10.00,"1,26786","8,895616",,"64,468849"
15/03/2010 11.00,"1,430406","6,067552",,
15/03/2010 12.00,"1,228126","4,534765","0,224146","52,74725"
15/03/2010 13.00,"1,260636","4,083105","0,22267",
15/03/2010 14.00,"1,224515","3,657404","0,22619","43,956032"
15/03/2010 15.00,"1,219096","2,682702","0,235993",
15/03/2010 16.00,"1,356358","3,972788","0,212337","24,42001"
15/03/2010 17.00,"1,228126","6,029915","0,254047",
15/03/2010 18.00,"1,146854","13,721101","0,285576","15,14041"
15/03/2010 19.00,"1,067386","20,617994","0,31525",
15/03/2010 20.00,"1,33649","13,523828","0,267598","8,791209"
15/03/2010 21.00,"1,159496","37,498105","0,342086",
15/03/2010 22.00,"0,890392","20,775026","0,332018","17,582411"
15/03/2010 23.00,"1,152272","14,5167","0,350526",
16/03/2010 0.00,"1,52974","27,836751","0,617555","13,67521"
16/03/2010 1.00,"1,531546","20,551782","0,510859",
16/03/2010 2.00,"1,388867","23,622549","0,417067","26,86202"
16/03/2010 3.00,"1,070999","16,47129","0,323615",
16/03/2010 4.00,"1,202841","8,354404","0,280883","31,746031"
16/03/2010 5.00,"1,098089","15,613398","0,27074",
16/03/2010 6.00,"1,11615","22,301318","0,271043","27,35042"
16/03/2010 7.00,"1,654359","37,8667","0,405068",
16/03/2010 8.00,"1,533352","36,261232","0,455257","18,07081"
16/03/2010 9.00,"1,374418","35,612301","0,494204",
16/03/2010 10.00,"1,410539","26,241664","0,523992","18,55921"
16/03/2010 11.00,"1,737438","17,29284","0,438489",
16/03/2010 12.00,"1,323848","12,551714","0,325433","23,44322"
16/03/2010 13.00,"1,374418","8,839807","0,285765",
16/03/2010 14.00,"1,137824","7,868998","0,30257","24,42001"
16/03/2010 15.00,"1,168526","5,961126","0,236978",
16/03/2010 16.00,"1,170332","6,783977","0,249089","21,48962"
16/03/2010 17.00,"1,188393","6,328425","0,267786",
16/03/2010 18.00,"1,042102","8,176595","0,307113","17,582411"
16/03/2010 19.00,"1,031265","13,543296","0,356317",
16/03/2010 20.00,"1,291339","29,071022","0,349958","10,25641"
16/03/2010 21.00,"1,12518","22,290936","0,325508",
16/03/2010 22.00,"1,188393","16,688033","0,384743","6,837607"
16/03/2010 23.00,"1,146854","13,131866","0,385991",
17/03/2010 0.00,"1,275084","16,024817","0,426227","22,954821"
17/03/2010 1.00,"1,213678","8,970891","0,335652",
17/03/2010 2.00,"1,173944",,"0,501205","21,48962"
17/03/2010 3.00,,"6,438742",,
17/03/2010 4.00,"1,201035","9,9417","0,471877","20,51281"
17/03/2010 5.00,"1,307593","38,093826","1,93302",
17/03/2010 6.00,"1,374418","20,611494","0,868521","29,30402"
17/03/2010 7.00,"1,417764","19,220169","0,499746",
17/03/2010 8.00,"1,201035","23,469397","0,501976","51,770451"
17/03/2010 9.00,"1,379836","18,072866","0,311304",
17/03/2010 10.00,"1,242575","8,358296","0,209932","50,305241"
17/03/2010 11.00,"1,145047","7,242128","0,37531",
17/03/2010 12.00,"1,237157","6,681445","0,246259","39,072041"
17/03/2010 13.00,"1,244381","5,647042","0,240725",
17/03/2010 14.00,"1,370806","8,965701","0,354551","33,211231"
17/03/2010 15.00,"1,468333","7,027976","0,377847",
17/03/2010 16.00,"1,305787","5,558786","0,308728","34,67643"
17/03/2010 17.00,"0,971665","6,781382","0,262059",
17/03/2010 18.00,"1,034877","15,76914","0,331524","25,88522"
17/03/2010 19.00,"1,367194","20,139057","0,380077",
17/03/2010 20.00,"1,161302","39,974452","0,411253","26,37361"
17/03/2010 21.00,"1,37803","62,391295","0,447273",
17/03/2010 22.00,"1,361775","39,660367","0,400988","29,30402"
17/03/2010 23.00,"1,213678","24,584285","0,423823",
18/03/2010 0.00,"1,211872","22,893159","0,391839","32,722832"
18/03/2010 1.00,"1,228126","23,195561","0,43551",
18/03/2010 2.00,"1,388867","13,439463","0,40983","38,09523"
18/03/2010 3.00,"1,10712","14,242843","0,452655",
18/03/2010 4.00,"1,213678","10,693165","0,472107","30,28083"
18/03/2010 5.00,"0,998756","10,832032","0,376117",
18/03/2010 6.00,"1,083641","27,151469","0,360202","28,81562"
18/03/2010 7.00,"1,446661","44,510518","0,562676",
18/03/2010 8.00,"1,392478","44,675352","0,633333","35,164822"
18/03/2010 9.00,"1,634492","48,506656","0,766073",
18/03/2010 10.00,"1,704928","43,443661","0,533729","28,327221"
18/03/2010 11.00,"2,266616","37,945877","0,452078",
18/03/2010 12.00,"1,824129","26,227381","0,355205","44,444431"
18/03/2010 13.00,"1,480976","15,963816","0,361855",
18/03/2010 14.00,"1,231738","11,349891","0,426668","44,444431"
18/03/2010 15.00,"1,134211","9,702893","0,37531",
18/03/2010 16.00,"1,266054","11,016338","0,364238","30,28083"
18/03/2010 17.00,"1,229932","13,852183","0,394723",
18/03/2010 18.00,"1,345521","16,830806","0,412906","27,83882"
18/03/2010 19.00,"1,096283","28,535011","0,429321",
18/03/2010 20.00,"1,280503","43,548781","0,452001","22,954821"
