, Brindisi,,,,
03/01/2007 0.00,"0,0166788",,"8,30280876","0,24911922","1,65402439"
03/01/2007 1.00,"0,24193718",,,"0,19809163","1,27198834"
03/01/2007 2.00,"0,50801489",,"4,39560509","0,19533398","1,12300293"
03/01/2007 3.00,"0,20366239",,,"0,21057288","1,1016561"
03/01/2007 4.00,"0,46772135",,"3,90720391","0,21002042","1,07678841"
03/01/2007 5.00,"0,50292277",,,"0,19175173","0,98105922"
03/01/2007 6.00,"0,61704441",,"5,37240601","0,19021581","0,92032093"
03/01/2007 7.00,"0,3625544",,,"0,1962789","1,01340897"
03/01/2007 8.00,"0,68542851",,"8,79120922","0,20569064","1,07326756"
03/01/2007 9.00,"0,14256408",,,"0,21344616","1,32216305"
03/01/2007 10.00,"0,2536998",,"12,69841003","0,20624077","1,33536778"
03/01/2007 11.00,"0,12342617",,,"0,21423339","1,3958864"
03/01/2007 12.00,"0,53610545",,"11,23320961","0,21258067","1,37321951"
03/01/2007 13.00,"0,39222537",,,"0,21289603","1,3978665"
03/01/2007 14.00,"0,59966185",,"1,46520102","0,19127869",
03/01/2007 15.00,"2,09561393","5,93906205",,"0,20667526","1,09263327"
03/01/2007 16.00,"0,43673234","5,6107009","14,65200996","0,22250283","1,06072388"
03/01/2007 17.00,"0,20199451","6,36865786",,"0,21073056","1,40490923"
03/01/2007 18.00,"0,36878657","5,06689178","22,95482063","0,21738349","1,34505064"
03/01/2007 19.00,"0,2604598","5,67170135",,"0,22053358","1,32436384"
03/01/2007 20.00,"0,38353511","6,12855272","20,02441978","0,2174232","1,32810539"
03/01/2007 21.00,"0,39652728","5,96761586",,"0,21230502","1,27220801"
03/01/2007 22.00,"0,52293835","5,19019092","17,09399986","0,23356613","1,37475924"
03/01/2007 23.00,"0,22007778","5,33425438",,"0,23549566","1,46608788"
04/01/2007 0.00,"0,03669438","4,4815521","9,27960968","0,23081082","1,47290991"
04/01/2007 1.00,,"4,65157287",,"0,20553296","1,47180952"
04/01/2007 2.00,"0,26283246","4,11685148","4,88400507","0,22644016","1,43791901"
04/01/2007 3.00,"0,24441154","3,50814907",,,"1,30763928"
04/01/2007 4.00,"0,73071959","3,83651022","3,90720391","0,23501795","1,26032437"
04/01/2007 5.00,"0,57832417","4,17914826",,"0,2330125","1,25394269"
04/01/2007 6.00,"0,97624271","4,02210614","5,37240601","0,23678747","1,18176112"
04/01/2007 7.00,"0,38671934","4,62301906",,"0,25467773","1,26252516"
04/01/2007 8.00,"0,08549614","7,9481687","9,76801014","0,25829619","1,34681107"
04/01/2007 9.00,"0,44206956","10,45306078",,"0,2505103","1,36309629"
04/01/2007 10.00,"0,3285327","8,38425384","11,23320961","0,25094246","1,37277914"
04/01/2007 11.00,"1,39696544",,,"0,23678747","1,36969763"
04/01/2007 12.00,"0,81384713","8,43616846","12,21000957","0,27205757","1,34571067"
04/01/2007 13.00,"0,21473345","7,28884992",,"0,28196571","1,31005974"
04/01/2007 14.00,"0,20543603","7,14219187","6,34920597","0,26671046","1,27726962"
04/01/2007 15.00,"0,36698242","6,88650967",,"0,26608091","1,19584454"
04/01/2007 16.00,"0,57379242",,"3,41880298","0,23922509","1,21939215"
04/01/2007 17.00,"1,40322304",,,"0,25864893","1,4493623"
04/01/2007 18.00,0,"21,72896224","6,83760691","0,29745806","1,4205334"
04/01/2007 19.00,"0,87232565","31,37605384",,"0,54262126","2,09085844"
04/01/2007 20.00,"1,3988957","23,51352744","24,42000961","0,72888106","6,46623347"
04/01/2007 21.00,"1,32044738","20,25198048",,"0,73261632","6,74043701"
04/01/2007 22.00,"0,44774137","20,80617368","42,49084091","0,65904867","6,04502461"
04/01/2007 23.00,"0,88875833","20,48948912",,"1,09424547","8,12267933"
05/01/2007 0.00,"1,64637757","16,92684805","67,88764954","1,30126763","15,61507902"
05/01/2007 1.00,"1,06097711","13,92486274",,"0,6552737","8,95497383"
05/01/2007 2.00,"0,86299874","14,99171667","48,84004974","0,75774234","6,67793829"
05/01/2007 3.00,"0,59031257","14,35965918",,"0,67737226","7,16274626"
05/01/2007 4.00,"0,46759524","17,30581983","42,49084091","0,54659246","5,35731497"
05/01/2007 5.00,"0,6802235","21,387632",,"0,4495889","3,77305169"
05/01/2007 6.00,"1,25954128","14,36743911","30,76922989","0,41243131","3,23014557"
05/01/2007 7.00,"1,29822491","14,22207358",,"0,39564248","2,68812016"
05/01/2007 8.00,"0,95785026","20,71143408","27,8388195","0,43523768","2,5756664"
05/01/2007 9.00,"3,53853861","21,15270456",,"0,5873288","3,3100299"
05/01/2007 10.00,"2,85609398","24,37792352","55,67765045","0,57969942","4,1196575"
05/01/2007 11.00,"3,50520644","27,92500856",,"0,63514205","4,75323121"
05/01/2007 12.00,"1,43021117","28,95291888","39,56044006","0,50259274","3,99862026"
05/01/2007 13.00,"0,99928284","23,6770608",,"0,45678378","3,68810575"
05/01/2007 14.00,"0,30522916","22,94637088","22,46640968","0,3797168","2,8615329"
05/01/2007 15.00,"0,69779624","11,8417808",,"0,2913249","1,86616958"
05/01/2007 16.00,"0,9320327","22,74519024","19,04759979","0,33241397","1,45574397"
05/01/2007 17.00,"1,02428274","18,88143785",,"0,28684211","1,60010814"
05/01/2007 18.00,"1,13971936","14,08580151","11,72161007","0,28574069","2,89982498"
05/01/2007 19.00,"0,33400111","14,53227454",,"0,26879418","2,71364788"
05/01/2007 20.00,"0,19663492","20,79709168","10,7448101","0,27665715","3,50214934"
05/01/2007 21.00,"0,74756212","21,5433644",,"0,30308082","3,16544606"
05/01/2007 22.00,"0,60618997","12,48681886","7,81440783","0,33375133","1,60230893"
05/01/2007 23.00,"0,62677405","12,31550366",,"0,35372646","1,6302571"
06/01/2007 0.00,"0,50806269","13,45244195","14,16361046","0,34448525","1,61045103"
06/01/2007 1.00,,"13,54718155",,"0,31766914","1,77814314"
06/01/2007 2.00,"0,00099869",,"7,32600689","0,33858802","1,86264872"
06/01/2007 3.00,"0,05162801","21,33700224",,,"1,86418846"
06/01/2007 4.00,"0,12236747","11,97416768","4,88400507","0,23414312","1,9563968"
06/01/2007 5.00,"0,20936572","11,78467701",,"0,26929642","1,99820974"
06/01/2007 6.00,"0,07772728","10,19477635","3,90720391","0,23696851","2,09085844"
06/01/2007 7.00,"0,22890433","10,92548157",,"0,26090083","1,4348375"
06/01/2007 8.00,"0,00499144","17,60304214","8,79120922","0,30558734","1,7240062"
06/01/2007 9.00,"0,01297794","16,53618821",,"0,28703016","2,06136849"
06/01/2007 10.00,"0,07630144","16,23508071","8,79120922","0,28345958","2,10362179"
06/01/2007 11.00,"0,03194702","12,32848422",,"0,25450603","1,86991112"
06/01/2007 12.00,"0,07059709","12,40116126","10,7448101","0,25556541","1,74865319"
06/01/2007 13.00,"0,02866618","13,37846094",,"0,2665119","2,12782944"
06/01/2007 14.00,"0,01968098","12,49201758","5,86080599","0,21633229","1,85824715"
06/01/2007 15.00,"0,08685485","12,76197669",,"0,21841133","1,25020115"
06/01/2007 16.00,"0,00998287","12,75548736","3,90720391","0,20754309","1,24800036"
06/01/2007 17.00,"0,03865007","15,71723081",,"0,2355564","1,22423409"
06/01/2007 18.00,"0,0320894","12,33627562","6,34920597","0,25736997","1,67030961"
06/01/2007 19.00,"0,2540049","18,69973666",,"0,38672246","2,38904894"
06/01/2007 20.00,"0,11951479","14,21429174","13,67521","0,37860136","2,88904173"
06/01/2007 21.00,"0,04991639","19,17215936",,"0,48350995","3,26425676"
06/01/2007 22.00,"0,0775849","20,83341968","17,58241081","0,50901206","4,27238344"
06/01/2007 23.00,"0,04991639","19,97814384",,"0,6256135","4,8520409"
07/01/2007 0.00,"0,08771117","19,04237662","33,69963074","0,59293286","5,76906064"
07/01/2007 1.00,"0,14461638","19,85093848",,"0,57598285","5,55317493"
07/01/2007 2.00,"0,11851711","23,33963104","24,42000961","0,55232618","5,04041777"
07/01/2007 3.00,"0,11794658","19,56541952",,"0,60980229","5,50167914"
07/01/2007 4.00,"0,05761814","18,27144293","41,5140419","0,61188133","6,46931498"
07/01/2007 5.00,"0,035655","20,30259112",,"0,57355107","4,84829935"
07/01/2007 6.00,"0,02067968","18,76463377","34,18803024","0,50132312","4,19800108"
07/01/2007 7.00,"0,09327314","20,55308224",,"0,42477824","3,61372339"
07/01/2007 8.00,0,"21,89767712","28,32722092","0,39727534","3,13375634"
07/01/2007 9.00,"0,08157866","18,51414265",,"0,42403189","3,32565509"
07/01/2007 10.00,"0,16971696","12,14678495","30,76922989","0,46216826","6,9503814"
07/01/2007 11.00,"0,02096546","11,54197729",,"0,34650706","4,135062"
07/01/2007 12.00,"0,01397663","11,0539737","19,04759979","0,3110419","3,3091502"
07/01/2007 13.00,0,"13,80805866",,"0,30503838","3,04440882"
07/01/2007 14.00,"0,00099869","12,69318484","9,76801014","0,2618037","2,11066451"
07/01/2007 15.00,"0,00299507","10,11431748",,"0,25042504","1,74623273"
07/01/2007 16.00,"0,01968098","10,07019043","5,86080599","0,25921424","1,64984351"
07/01/2007 17.00,"0,02595689","18,69324925",,"0,26721738","1,67581158"
07/01/2007 18.00,"0,15730956","20,0586008","4,88400507","0,28840373","1,45266348"
07/01/2007 19.00,"0,00698882","18,76203918",,"0,39088171","1,94495351"
07/01/2007 20.00,"0,13035398","17,92490631","21,97801971","0,48876829","3,61768359"
07/01/2007 21.00,"0,00698882","16,21561082",,"0,4626775","3,85051455"
07/01/2007 22.00,"0,22847617","29,55384136","24,90842056","0,47330981","3,69228664"
07/01/2007 23.00,"0,34214423","19,801628",,"0,58724237","4,4539393"
08/01/2007 0.00,"0,19424802","19,21498816","42,00244141","0,75500454","7,03312655"
08/01/2007 1.00,,"17,69518716",,"0,65931498","6,60905688"
08/01/2007 2.00,"0,45892634",,"43,9560318","0,64715259","6,57692781"
08/01/2007 3.00,"0,216681","22,10923992",,,"6,62512243"
08/01/2007 4.00,"0,21699322","16,15850702","49,32844162","0,79380667","7,08616209"
08/01/2007 5.00,"0,38123669","17,03067156",,"0,62023954","6,65285093"
08/01/2007 6.00,"0,34953578","18,03393238","43,9560318","0,52748048","5,18368256"
08/01/2007 7.00,"0,45114323","23,411006",,"0,52360038","4,5917011"
08/01/2007 8.00,"0,716626","27,66283512","29,7924099","0,53512154","4,28932869"
08/01/2007 9.00,"0,89990059","38,52341576",,"0,45482387","4,52215966"
08/01/2007 10.00,"0,31025009","41,795364","26,86202049","0,42907765","3,6289072"
08/01/2007 11.00,"0,0041758","29,45910176",,"0,36300506","3,93392075"
08/01/2007 12.00,"0,08800203","20,9125956","16,11721039","0,34709456","3,85227599"
08/01/2007 13.00,"0,17214047","16,99303384",,"0,32087646","2,63178345"
08/01/2007 14.00,"0,12248646","25,52005672","8,30280876","0,32550174","2,50040332"
08/01/2007 15.00,"0,12248646","24,819194",,"0,30210554","2,24512513"
08/01/2007 16.00,"0,04516599","44,47677192","11,23320961","0,29849992","1,96916117"
08/01/2007 17.00,"0,19688205","39,21001496",,"0,37119507","2,39477058"
08/01/2007 18.00,"0,33081586","31,92374624","24,42000961","0,49495285","3,60756139"
08/01/2007 19.00,"0,15373277","30,16512688",,"0,43621062","3,24401033"
08/01/2007 20.00,"0,00278353","24,69330792","28,81562042","0,47077408","3,65355521"
08/01/2007 21.00,"0,11831066","24,7854472",,"0,41763475","3,33467791"
08/01/2007 22.00,"0,17708309","22,42980584","30,76922989","0,51501792","3,93171997"
08/01/2007 23.00,"0,10995906","16,50114507",,"0,52712774","4,00280115"
09/01/2007 0.00,"0,12001515","18,51933182","43,46763992","0,87770995","5,99264911"
09/01/2007 1.00,"0,09882392","22,58685752",,"0,99398202","10,10988513"
09/01/2007 2.00,"0,1832756","22,42850568","53,72404099","0,86712904","9,43912075"
09/01/2007 3.00,"0,20662491","18,00797124",,"0,75861483","7,625107"
09/01/2007 4.00,"0,30320533","17,46545654","51,77045059","0,71311773","6,76530469"
09/01/2007 5.00,"0,63731627","12,80480166",,"0,68521538","6,80381645"
09/01/2007 6.00,"0,69722469","15,72891122","55,18925095","0,60550522","6,08991906"
09/01/2007 7.00,"0,29988177","16,94241938",,"0,54103862","4,85468103"
09/01/2007 8.00,"1,46875852","18,27144293","46,39804077","0,59786299","4,48430793"
09/01/2007 9.00,"1,28227326","20,12219392",,"0,64104862","5,82363795"
09/01/2007 10.00,"0,63109528","23,90418728","35,16482162","0,47751461","5,07298821"
09/01/2007 11.00,"0,4171134","25,47850896",,"0,36257406","2,89102183"
09/01/2007 12.00,"0,32416875","28,437654","19,04759979","0,33275152","2,00723256"
09/01/2007 13.00,"0,10672093","25,0580028",,"0,3265985","2,12980954"
09/01/2007 14.00,"0,24869413","20,87366728","10,25640965","0,31433333","1,89763962"
09/01/2007 15.00,"0,17523622","19,28636312",,"0,30328054","1,74909355"
09/01/2007 16.00,"0,37288508","36,78427968","11,23320961","0,32319027","1,69539697"
09/01/2007 17.00,"0,46912481","46,45731712",,"0,33514125","1,79948895"
09/01/2007 18.00,"0,55459756","26,71020024","21,0012207","0,38071894","1,98302491"
09/01/2007 19.00,"0,53150352","22,63876832",,"0,5815215","3,54088076"
09/01/2007 20.00,"0,48284414","17,05014146","29,30401993","0,49499256","3,75808654"
09/01/2007 21.00,"1,4935001","18,12218074",,"0,84710368","5,06220496"
09/01/2007 22.00,"2,55142316","13,71979882","43,46763992","0,97309467","7,66295872"
09/01/2007 23.00,"1,88166764","17,02937905",,"0,86164294","8,02738949"
10/01/2007 0.00,"1,06840528","15,47322902","47,86323166","0,7588496","7,07141864"
10/01/2007 1.00,,"10,96182486",,"0,57309555","4,86546428"
10/01/2007 2.00,"0,01406816",,"35,65322113","0,5725863","3,85403642"
10/01/2007 3.00,"0,08077116","12,89824875",,,"3,73409958"
10/01/2007 4.00,"0,16671579","11,05137912","29,7924099","0,39965222","3,39431581"
10/01/2007 5.00,"0,11544476","10,57635419",,"0,33848056","2,68988059"
10/01/2007 6.00,"0,08605752","10,0325508",,"0,31013437","2,36836214"
10/01/2007 7.00,"0,10384892","15,32916555",,"0,33357262","2,21585587"
10/01/2007 8.00,"0,20781175","20,32725592","32,23442078","0,33231702","2,53605425"
10/01/2007 9.00,"0,24760085","28,0586956",,"0,36545435","2,53473317"
10/01/2007 10.00,"0,15671156","24,26630096","25,39682007","0,35587442","2,59261166"
10/01/2007 11.00,"0,16748261","24,76858336",,"0,32140206","2,37232437"
10/01/2007 12.00,"0,21764512","27,42402632","25,88521957","0,31260702","2,35207794"
10/01/2007 13.00,"0,21281437","23,401924",,"0,28971773","2,16854198"
10/01/2007 14.00,"0,12945596","21,87173128","21,0012207","0,27428728","2,05850868"
10/01/2007 15.00,"0,13863642","26,82960464",,"0,32752706","2,40093258"
10/01/2007 16.00,"0,06434457","25,1774072","26,37360954","0,3444105","3,26997739"
10/01/2007 17.00,"0,11891171","22,79842032",,"0,40797539","3,43788917"
10/01/2007 18.00,"0,15429619","18,23509963","32,23442078","0,44590269","3,35976527"
10/01/2007 19.00,"0,16418651","17,44469604",,"0,45465802","3,36372648"
10/01/2007 20.00,"1,76190979","16,87882626","47,86323166","0,89742112","5,36083583"
10/01/2007 21.00,"2,38508874","18,75294571",,"1,21438595","11,17038222"
10/01/2007 22.00,"1,10724044","20,85030264","60,07326126","0,90919923","10,67457438"
10/01/2007 23.00,"0,1411657","20,22213416",,"0,88281411","9,69131742"
11/01/2007 0.00,"0,0519809","18,10401482","70,81806183","0,76353562","9,13212709"
11/01/2007 1.00,"0,25911126","17,0657147",,"0,70923646","8,33108196"
11/01/2007 2.00,"0,44327674","15,61858499","62,02685165","0,72325246","7,64491307"
11/01/2007 3.00,"0,23137259","16,28828976",,"1,03530936","8,58812159"
11/01/2007 4.00,"0,31941936","15,3447407","69,35285187","1,10853362","11,26588869"
11/01/2007 5.00,"0,13604918","12,79052858",,"0,6667528","8,40216416"
11/01/2007 6.00,"0,11456403","15,76524304","50,30524063","0,3639231","4,31925799"
11/01/2007 7.00,"0,18967965","16,677659",,"0,3379316","3,40377899"
11/01/2007 8.00,"0,51609089","19,4031672","38,58362961","0,45033992","3,17138839"
11/01/2007 9.00,"0,24248534","26,03400232",,"0,55308888","7,63677097"
11/01/2007 10.00,"0,15588779","20,50765312","44,93283081","0,45697533","5,74001207"
11/01/2007 11.00,"0,27062167","29,79004984",,"0,60695704","7,28994448"
11/01/2007 12.00,"0,22264774","25,39933304","40,04883957","0,44072027","4,72484165"
11/01/2007 13.00,"0,23353269","24,01971032",,"0,38979664","2,91236866"
11/01/2007 14.00,"0,08659755","20,82045632","27,8388195","0,32336547","2,60295455"
11/01/2007 15.00,"0,11220459","28,82183216",,"0,4162203","3,87450253"
11/01/2007 16.00,"0,20386172","22,85293144","39,56044006","0,39655002","4,0527572"
11/01/2007 17.00,"0,24330911","18,39863108",,"0,3898749","3,15620357"
11/01/2007 18.00,"0,21875365","19,7613804","40,53723145","0,45324474","3,04704997"
11/01/2007 19.00,"0,33024838","23,616068",,"0,54103629","4,48034774"
11/01/2007 20.00,"0,188145","15,30710298","44,4444313","0,4312583","3,92951918"
11/01/2007 21.00,"0,12715449","15,47322902",,"0,43965973","3,71803505"
11/01/2007 22.00,"0,09236699","20,75296272","38,0952301","0,60342384","4,33444281"
11/01/2007 23.00,"0,07429185","18,2571622",,"0,75364149","6,44114611"
12/01/2007 0.00,"0,36298866","15,7496698","51,28205109","0,64912534","6,78158991"
12/01/2007 1.00,,"15,14096739",,"0,67350734","6,04282382"
12/01/2007 2.00,"0,55225032",,"54,21244049","0,77370422","7,43188819"
12/01/2007 3.00,"0,87288296","21,07354776",,,"7,07031824"
12/01/2007 4.00,"0,84621722","15,23571846","52,2588501","0,59911042","5,7191056"
12/01/2007 5.00,"0,9463541","14,91384091",,"0,5871571","4,98077987"
12/01/2007 6.00,"1,13323802","18,08454493","48,84004974","0,56074512","4,94028802"
12/01/2007 7.00,"1,16897946","18,06897169",,"0,58010472","4,56111177"
12/01/2007 8.00,"0,18744429","20,0832656","45,42124176","0,59671952","4,93764687"
12/01/2007 9.00,"0,93394568","19,59266552",,"0,54401118","4,59874382"
12/01/2007 10.00,"1,07665722","30,17940952","43,46763992","0,59099866","4,67048504"
12/01/2007 11.00,"1,60271776","30,76084872",,"0,57775354","5,9299297"
12/01/2007 12.00,"0,84506903","28,36497888","32,72283173","0,42703482","4,44821765"
12/01/2007 13.00,"0,76280288","27,39678032",,"0,34630733","3,62472631"
12/01/2007 14.00,"0,73019888","17,92101157","24,90842056","0,28239086","1,88883647"
12/01/2007 15.00,"0,89484305","19,0735231",,"0,27949072","1,68439405"
12/01/2007 16.00,"0,66983688","22,46745312","25,88521957","0,30245477","1,66150748"
12/01/2007 17.00,"0,92895933","20,86848576",,"0,33474646","2,23500191"
12/01/2007 18.00,"0,55785196","19,33827392","26,37360954","0,34681658","2,86109356"
12/01/2007 19.00,"0,59286524","16,46090512",,"0,35120475","2,79001136"
12/01/2007 20.00,"0,43866871","15,62117958","27,35042","0,37158285","2,63420391"
12/01/2007 21.00,"0,26548073","22,33246592",,"0,3037092","2,58666933"
12/01/2007 22.00,"0,29898173","15,80807758","28,32722092","0,30249448","1,89499847"
12/01/2007 23.00,"0,65426356","16,77370067",,"0,25378304","1,73765027"
13/01/2007 0.00,"2,14407194","20,75166256","22,46640968","0,21616293","1,37696003"
13/01/2007 1.00,"1,68433913","20,38954888",,"0,2073457","1,08647127"
13/01/2007 2.00,"0,50029078","12,87488602","11,23320961","0,1741523","1,04663945"
13/01/2007 3.00,"0,63182752","12,75288513",,"0,18524246","1,09549409"
13/01/2007 4.00,"0,72658548","15,29412433","14,16361046","0,17920741","1,02837413"
13/01/2007 5.00,"0,89764386","13,95861336",,"0,24719902","1,11111928"
13/01/2007 6.00,"0,46987231","13,89241418","15,14041042","0,23599206","1,24778069"
13/01/2007 7.00,"1,17483332","17,37979702",,"0,23317018","1,03343574"
13/01/2007 8.00,"1,07511748","23,26045512","19,04759979","0,18508595","1,05962349"
13/01/2007 9.00,"1,02369084","22,66861464",,"0,2043673","1,06424474"
13/01/2007 10.00,"0,36029564","29,66414464","16,11721039","0,18704586","1,24954112"
13/01/2007 11.00,"0,3174118","28,0028652",,"0,18077603","1,77880317"
13/01/2007 12.00,"0,24310063","20,48690792","14,65200996","0,17587744","1,14522946"
13/01/2007 13.00,"0,25590161","22,28963712",,"0,20499451","1,10143643"
13/01/2007 14.00,"0,22004829","16,62443848","7,81440783","0,20201611","1,14236864"
13/01/2007 15.00,"0,52110266","17,33048654",,"0,22521493","1,01406901"
13/01/2007 16.00,"0,65924889","13,46022188","6,83760691","0,20710976","0,99206316"
13/01/2007 17.00,"0,63067831","9,80023324",,"0,22878083","1,06512546"
13/01/2007 18.00,"0,6461123","10,68278185","11,72161007","0,25923059","1,58646407"
13/01/2007 19.00,"0,48065556","10,81516682",,"0,29669419","1,50613937"
13/01/2007 20.00,"0,53743263","15,90801399","16,60560989","0,3805963","2,54947764"
13/01/2007 21.00,"0,58210944","17,12152598",,"0,43941795","2,70682584"
13/01/2007 22.00,"0,48354079","20,1170124","33,21123123","0,59585754","4,19293947"
13/01/2007 23.00,"0,36547726","17,98980533",,"0,7021759","6,22658047"
14/01/2007 0.00,"0,6941503","20,98659","45,90964127","0,82401232","6,58617031"
14/01/2007 1.00,,"20,51935456",,"1,06984011","10,0557492"
14/01/2007 2.00,"0,15994054",,"58,6080513","0,99177683","10,16028053"
14/01/2007 3.00,"0,00421648",,,,"8,22214905"
14/01/2007 4.00,"0,07926701",,"55,67765045","0,73592059","7,06195545"
14/01/2007 5.00,"0,00843296",,,"0,61263352","5,69929953"
14/01/2007 6.00,"0,04075831",,"44,4444313","0,5689912","4,67070573"
14/01/2007 7.00,"0,08123491",,,"0,58552307","4,36305204"
14/01/2007 8.00,"0,05353081",,"35,65322113","0,60752702","4,4744288"
14/01/2007 9.00,"0,00140549",,,"0,52875827","4,86920582"
14/01/2007 10.00,"0,17258897",,"35,16482162","0,50642728","4,08576699"
14/01/2007 11.00,"0,06043421",,,"0,42901574","5,72614731"
14/01/2007 12.00,"0,00562198",,"24,42000961","0,29409422","2,82302114"
14/01/2007 13.00,"0,11327956",,,"0,30937283","1,73390873"
14/01/2007 14.00,0,,"11,72161007","0,27583722","2,02329709"
14/01/2007 15.00,"0,01405494",,,"0,23395858","1,33690854"
14/01/2007 16.00,"0,05818562",,"7,81440783","0,25805208","1,36837757"
14/01/2007 17.00,"0,00281099",,,"0,26972624","1,43879872"
14/01/2007 18.00,"0,00983846",,"9,27960968","0,25472211","1,22599452"
14/01/2007 19.00,"0,02108139",,,"0,25621014","1,20992897"
14/01/2007 20.00,"0,06071592",,"12,21000957","0,28234064","1,2744088"
14/01/2007 21.00,"0,00702747",,,"0,5217456","2,04508428"
14/01/2007 22.00,"0,03260604",,"28,32722092","0,60479858","4,91453961"
14/01/2007 23.00,"0,01827041",,,"0,43356043","3,75962729"
15/01/2007 0.00,"0,03120054",,"33,21123123","0,38114293","2,93547592"
15/01/2007 1.00,"0,00281099",,,"0,40911419","2,7680045"
15/01/2007 2.00,"0,00421648",,"28,32722092","0,40974141","3,0972257"
15/01/2007 3.00,"0,00140549",,,"0,41287515","3,04594958"
15/01/2007 4.00,"0,00562198",,"29,7924099","0,39849824","3,01095868"
15/01/2007 5.00,0,,,"0,3818484","2,7884706"
15/01/2007 6.00,"0,04919026",,"26,37360954","0,3818484","2,64850801"
15/01/2007 7.00,"0,11496575",,,"0,35689291","2,54001547"
15/01/2007 8.00,"0,07139645",,"24,42000961","0,35920438","2,33645275"
15/01/2007 9.00,"0,08179731",,,"0,33616909","2,1364119"
15/01/2007 10.00,"0,05790493",,"20,51280975","0,35195694","2,33755314"
15/01/2007 12.00,,,"17,58241081",,
15/01/2007 13.00,"0,00843296","17,10205799",,"0,31920506","2,18812737"
15/01/2007 14.00,"0,03401153","15,9456498","18,07081032","0,36472786","2,50590427"
15/01/2007 15.00,"0,00281099","14,38950168",,"0,33777509","3,07389776"
15/01/2007 16.00,"0,01546043","14,2480328","25,39682007","0,34627579","2,41963826"
15/01/2007 17.00,"0,00421648","15,6718036",,"0,36480611","2,50194306"
