,SIMAGE Brindisi,,,,,
,S. Pancrazio S.,,,,,
Parm,SO2,NOX,NO,NO2,PTS,PM10



27/03/2005 15.00,"0,586827","13,305663","3,100596","8,55168",,"43,760941"
27/03/2005 16.00,"0,518747","12,863394","3,094681","8,118189",,"43,76041"
27/03/2005 17.00,"0,783909","14,720661","3,23915","9,754808",,"43,76041"
27/03/2005 18.00,"0,706386","14,633765","3,109889","9,866424",,"43,760681"
27/03/2005 19.00,"0,575709","15,044907","3,177477","10,174015",,"43,761211"
27/03/2005 20.00,"0,69999","14,932068","3,180856","10,055913",,"43,75946"
27/03/2005 21.00,"0,592006","15,860703","3,330394","10,755458",,"43,757702"
27/03/2005 22.00,"0,591397","14,292661","3,139458","9,479658",,"43,756062"
27/03/2005 23.00,"0,637545","13,502804","3,031317","8,855382",,"43,754841"
28/03/2005 0.00,"0,58896","15,391199","3,139458","10,578949",,"43,75729"
28/03/2005 1.00,"0,671356","15,633733","3,079474","10,913805",,
28/03/2005 2.00,"0,55926","16,524755","3,096372","11,779477",,
28/03/2005 3.00,"0,649272","17,417073","3,174098","12,553015",,
28/03/2005 4.00,"0,653536","14,632469","3,146217","9,809317",,
28/03/2005 5.00,"0,69603","12,75834","3,069336","8,052",,
28/03/2005 6.00,"0,664959","17,524721","3,930236","11,499142",,"36,129021"
28/03/2005 7.00,"0,558651","18,682919","3,856735","12,77106",,"36,135651"
28/03/2005 8.00,"0,673336","19,212081","3,845752","13,31746",,"36,144341"
28/03/2005 9.00,"0,701665","14,954116","3,188459","10,066296",,"36,143391"
28/03/2005 10.00,"0,747813","15,670048","3,201977","10,761948",,"36,140671"
28/03/2005 11.00,"0,703798","17,31072","3,521331","11,913166",,"36,14909"
28/03/2005 12.00,"0,737152","18,393694","3,5509","12,951459",,"36,140141"
28/03/2005 13.00,"0,639677","15,40287","3,062577","10,708741",,"36,144741"
28/03/2005 14.00,"0,651709","14,1474","3,029628","9,50302",,"36,148682"
28/03/2005 15.00,"0,826097","13,514477","3,04737","8,842403",,"36,149231"
28/03/2005 16.00,"0,750707","14,760867","3,288152","9,719765",,"36,145962"
28/03/2005 17.00,"0,726033","14,980056","3,207891","10,062403",,"36,14312"
28/03/2005 18.00,"0,642419","20,649122","4,076395","14,401189",,"36,140942"
28/03/2005 19.00,"0,649577","28,827853","3,710576","23,147532",,"36,139992"
28/03/2005 20.00,"0,680952","33,939224","4,600202","26,954189",,"36,137821"
28/03/2005 21.00,"0,717047","29,805765","4,020636","23,649814",,"36,136871"
28/03/2005 22.00,"0,733954","23,040747","3,337998","17,928803",,"36,14407"
28/03/2005 23.00,"0,617136","18,886544","3,152132","14,057249",,"36,131451"
29/03/2005 0.00,"0,725577","18,142082","3,112423","13,373273",,"36,146381"
29/03/2005 1.00,,"17,95791","3,179167","13,086438",,
29/03/2005 2.00,"0,669789",,,,,
29/03/2005 3.00,"0,724992","16,39376","3,229012","11,444631",,
29/03/2005 4.00,"0,68911","14,802371","3,266186","9,79504",,
29/03/2005 5.00,"0,655068","14,419764","3,304203","9,353766",,
29/03/2005 6.00,"0,584225","25,389563","4,962642","17,783436",,"23,29711"
29/03/2005 7.00,"0,69371","32,539793","4,85957","25,09695",,"23,28639"
29/03/2005 8.00,"0,931081","56,64535","12,183558","37,96794",,"23,24325"
29/03/2005 9.00,"0,649548","33,626649","6,253572","24,043074",,"23,244061"
29/03/2005 10.00,"0,557544","17,963098","3,506968","12,588059",,"23,24297"
29/03/2005 11.00,"0,633907","16,811384","3,316876","11,727571",,"23,23999"
29/03/2005 12.00,"0,615507","15,395088","3,35067","10,294716",,"23,23904"
29/03/2005 13.00,"0,594346","16,081188","3,301669","11,020232",,"23,24391"
29/03/2005 14.00,"0,642188","15,249829","3,086233","10,519248",,"23,242701"
29/03/2005 15.00,"0,667029","17,206962","3,053284","12,528361",,"23,233891"
29/03/2005 16.00,"0,556624","14,865922","3,022869","10,232423",,"23,23333"
29/03/2005 17.00,"0,746153","14,852953","2,997525","10,258371",,"23,232941"
29/03/2005 18.00,"0,690029","18,882653","3,405586","13,663995",,"23,22941"
29/03/2005 19.00,"0,682669","26,82272","3,68861","21,174768",,"23,232531"
29/03/2005 20.00,"0,68543","29,218227","3,115803","24,451897",,"23,23361"
29/03/2005 21.00,"0,648628","30,725324","3,177477","25,865287",,"23,226151"
29/03/2005 22.00,"0,658749","41,538199","4,162571","35,17233",,"23,22344"
29/03/2005 23.00,"0,661509","34,429478","4,375472","27,731628",,"23,225611"
30/03/2005 0.00,"0,663348","21,65558","3,227323","16,712699",,"23,2267"
30/03/2005 1.00,"0,644027","23,669775","3,429241","18,418101",,
30/03/2005 2.00,"0,736952","21,003204","3,425016","15,756159",,
30/03/2005 3.00,"0,678989","19,786638","3,29829","14,733441",,
30/03/2005 4.00,"0,620107","19,001976","3,630315","13,438161",,
30/03/2005 5.00,"0,667029","23,717766","6,281452","14,401189",,
30/03/2005 6.00,"0,753513","37,39824","7,642504","25,68359",,"22,358561"
30/03/2005 7.00,"0,800435","37,145342","10,347704","21,274708",,"22,36372"
30/03/2005 8.00,"0,713031","33,987213","8,042117","21,656287",,"22,34337"
30/03/2005 9.00,"0,681749","25,826645","4,574012","18,817843",,"22,3256"
30/03/2005 10.00,"0,69831","25,446636","4,908572","18,083253",,"22,29859"
30/03/2005 11.00,"0,652308","17,157675","3,256047","12,167545",,"22,28665"
30/03/2005 12.00,"0,599866","19,300263","3,38362","14,115655",,"22,28027"
30/03/2005 13.00,"0,724071","26,543875","4,006273","20,407731",,"22,2724"
30/03/2005 14.00,"0,761793","25,057542","3,259427","20,067683",,"22,271191"
30/03/2005 15.00,"0,736031","25,141843","3,418259","19,908049",,"22,27092"
30/03/2005 16.00,"0,637588","17,771146","3,257737","12,778842",,"22,27079"
30/03/2005 17.00,"0,736952","20,454575","3,388689","15,262968",,"22,27079"
30/03/2005 18.00,"0,69371","25,55168","3,659041","19,948278",,"22,27092"
30/03/2005 19.00,"0,715791","26,973176","3,658197","21,372048",,"22,270651"
30/03/2005 20.00,"0,642188","27,739677","3,808579","21,908079",,"22,27092"
30/03/2005 21.00,"0,828036","32,305038","4,889985","24,815311",,"22,27038"
30/03/2005 22.00,"0,690029","25,197616","3,701283","19,529072",,"22,26943"
30/03/2005 23.00,"0,632987","21,649098","3,263651","16,650396",,"22,26915"
31/03/2005 0.00,"0,738791","20,398802","3,348981","15,268167",,"22,269291"
31/03/2005 1.00,,"16,627215","3,135233","11,822312",,
31/03/2005 2.00,"0,115987",,,,,
31/03/2005 3.00,"0,062136","13,590997","3,250978","8,606191",,
31/03/2005 4.00,"0,078706","12,993091","3,167339","8,13636",,
31/03/2005 5.00,"0,023473","13,012546","3,163114","8,162318",,
31/03/2005 6.00,"0,070421","14,426248","3,234081","9,467977",,"41,24284"
31/03/2005 7.00,"0,093895","15,92166","3,443604","10,642551",,"41,235241"
31/03/2005 8.00,"0,08699","19,693255","3,619333","14,146801",,"41,233471"
31/03/2005 9.00,"0,033139","16,513081","3,325325","11,41608",,"41,240662"
31/03/2005 10.00,"0,142682","14,993026","3,166493","10,138978",,"41,24052"
31/03/2005 11.00,"0,064898","16,932004","3,302515","11,870332",,"41,233742"
31/03/2005 12.00,"0,062136","17,257544","3,40981","12,031273",,"41,230621"
31/03/2005 13.00,"0,124271","16,095455","3,501053","10,728209",,"41,222351"
31/03/2005 14.00,"0,58822","19,607654","3,702127","13,933956",,"41,22263"
31/03/2005 15.00,"1,077022","16,073406","3,203668","11,162994",,"41,22168"
31/03/2005 16.00,"2,416396","18,129112","3,335463","13,017656",,"41,22073"
31/03/2005 17.00,"1,622898","11,881585","2,713654","7,72104",,"41,22073"
31/03/2005 18.00,"0,781071","11,687038","2,710275","7,531551",,"41,22208"
31/03/2005 19.00,"0,466709","16,396353","3,089612","11,661373",,"41,223431"
31/03/2005 20.00,"0,38156","24,542642","3,273789","19,530352",,"41,222752"
31/03/2005 21.00,"0,17398","21,922763","3,27548","16,906077",,"41,224251"
31/03/2005 22.00,"0,261892","23,039446","3,788303","17,235734",,"41,22398"
31/03/2005 23.00,"0,222308","15,395088","3,089612","10,659417",,"41,223301"
01/04/2005 0.00,"0,192391","14,347133","3,155511","9,50951",,"41,226421"
01/04/2005 1.00,"0,176742","14,051423","3,061733","9,357659",,
01/04/2005 2.00,"0,122891","14,006028","3,084543","9,27719",,
01/04/2005 3.00,"0,12151","13,696051","3,076094","8,979977",,
01/04/2005 4.00,"0,130716","13,183746","3,069336","8,477701",,
01/04/2005 5.00,"0,115987","13,834828","3,163114","8,985169",,
01/04/2005 6.00,"0,164315","17,907329","3,710576","12,219462",,"22,06144"
01/04/2005 7.00,"0,17306","33,489177","6,34397","23,766618",,"22,05304"
01/04/2005 8.00,"0,164315","28,473772","5,466173","20,096247",,"22,06321"
01/04/2005 9.00,"0,201597","23,970666","4,121173","17,656248",,"22,04937"
01/04/2005 10.00,"0,255448","21,738578","3,733387","16,018328",,"22,08045"
01/04/2005 11.00,"0,214484","16,125286","3,235772","11,165589",,"22,07012"
01/04/2005 12.00,"0,46809","12,501539","3,005128","7,893657",,"21,988871"
01/04/2005 13.00,"0,666005","14,479424","3,392068","9,278488",,"21,97788"
01/04/2005 14.00,"0,897519","13,780356","3,067646","9,077317",,"21,97802"
01/04/2005 15.00,"0,677511","12,690896","2,970489","8,13636",,"21,97802"
01/04/2005 16.00,"0,599266","12,03852","2,941764","7,527659",,"21,97788"
01/04/2005 17.00,"0,529306","11,967185","2,866572","7,571787",,"21,97802"
01/04/2005 18.00,"0,473614","14,579292","2,967109","10,031254",,"21,977751"
01/04/2005 19.00,"0,370054","16,212183","3,070181","11,506934",,"21,97814"
01/04/2005 20.00,"0,274779","19,117406","3,125941","14,328501",,"21,97788"
01/04/2005 21.00,"0,339216","21,047296","3,278858","16,024817",,"21,97897"
01/04/2005 22.00,"0,343359","17,090235","3,10313","12,334973",,"21,97788"
01/04/2005 23.00,"0,409636","15,692097","3,085388","10,963117",,"21,97666"
02/04/2005 0.00,"0,338296","14,240782","3,053284","9,560126",,"21,97788"
02/04/2005 1.00,,"13,963229","3,001748","9,361551",,
02/04/2005 2.00,"0,425205",,,,,
02/04/2005 3.00,"0,35892","16,542912","3,049904","11,869032",,
02/04/2005 4.00,"0,25403","13,851688","2,998369","9,255126",,
02/04/2005 5.00,"0,334519","12,937322","2,927402","8,449149",,
02/04/2005 6.00,"0,278796","14,413278","2,994145","9,823594",,"24,088181"
02/04/2005 7.00,"0,467088","24,013476","4,083156","17,75748",,"24,09062"
02/04/2005 8.00,"0,509699","27,152158","4,637376","20,046918",,"24,10784"
02/04/2005 9.00,"0,512977","22,532326","3,520485","17,139692",,"24,086691"
02/04/2005 10.00,"1,167992","20,560939","3,388689","15,369396",,"24,102421"
02/04/2005 11.00,"3,348824","24,042004","3,658197","18,438859",,"24,0989"
02/04/2005 12.00,"3,024686","13,173372","3,022869","8,538701",,"24,09795"
02/04/2005 13.00,"2,13203","15,559804","3,506968","10,185694",,"24,1012"
02/04/2005 14.00,"1,564425","12,166918","2,917263","7,693786",,"24,09997"
02/04/2005 15.00,"1,293641","12,501539","2,941764","7,990997",,"24,11368"
02/04/2005 16.00,"1,1323","13,554682","3,059198","8,864468",,"24,10215"
02/04/2005 17.00,"1,30912","13,56895","2,997525","8,973488",,"24,08519"
02/04/2005 18.00,"1,721578","16,448235","3,077784","11,731458",,"24,09564"
02/04/2005 19.00,"1,017942","22,586799","3,461345","17,285057",,"24,09075"
02/04/2005 20.00,"0,733319","25,734564","3,327015","20,641358",,"24,10297"
02/04/2005 21.00,"0,454159","21,70097","3,233237","16,749032",,"24,10174"
02/04/2005 22.00,"0,542477","23,345538","3,202822","18,441463",,"24,09672"
02/04/2005 23.00,"0,537561","18,589538","2,925711","14,107864",,"24,099171"
03/04/2005 0.00,"0,57908","18,596022","2,881781","14,181843",,"24,09252"
03/04/2005 1.00,"0,366751","15,362664","2,886004","10,939762",,
03/04/2005 2.00,"0,365658","13,331602","2,755052","9,108468",,
03/04/2005 3.00,"0,396615","13,00606","2,727173","8,825531",,
03/04/2005 4.00,"0,37531","11,423752","2,54722","7,518573",,
03/04/2005 5.00,"0,331059","11,409485","2,533702","7,525062",,
03/04/2005 6.00,"0,581994","15,9904","2,851365","11,621143",,"30,27947"
03/04/2005 7.00,"0,504419","17,784116","2,866572","13,392741",,"30,28056"
03/04/2005 8.00,"0,505693","21,135495","3,225634","16,194841",,"30,28109"
03/04/2005 9.00,"0,731316","15,005997","2,815036","10,691865",,"30,281231"
03/04/2005 10.00,"1,302929","16,765992","2,935004","12,268784",,"30,28245"
03/04/2005 11.00,"1,678966","15,208325","3,082855","10,482905",,"30,30172"
03/04/2005 12.00,"2,15789","13,815374","3,055818","9,13053",,"30,34432"
03/04/2005 13.00,"2,021678","14,618201","3,043991","9,952084",,"30,330481"
03/04/2005 14.00,"1,865436","13,782948","2,935004","9,28368",,"30,36426"
03/04/2005 15.00,"1,695901","13,134463","2,978937","8,567255",,"30,34635"
03/04/2005 16.00,"1,143955","14,063096","2,985696","9,486146",,"30,30674"
03/04/2005 17.00,"1,38797","14,082551","2,977247","9,518593",,"30,27594"
03/04/2005 18.00,"0,990809","13,89838","3,034698","9,246041",,"30,27512"
03/04/2005 19.00,"0,965133","21,65688","3,327015","16,560844",,"30,27689"
03/04/2005 20.00,"0,829285","30,439995","3,414035","25,216335",,"30,27648"
03/04/2005 21.00,"0,725852","32,682447","3,337998","27,577177",,"30,273911"
03/04/2005 22.00,"0,86607","51,8686","3,871097","45,957635",,"30,2701"
03/04/2005 23.00,"0,706367","39,245136","3,862649","33,338435",,"30,2701"
04/04/2005 0.00,"0,648095","21,428605","3,175786","16,564741",,"30,27092"
04/04/2005 1.00,,"24,734586","3,266186","19,734134",,
04/04/2005 2.00,"0,4751",,,,,
04/04/2005 3.00,"0,573405","21,947388","3,050749","17,275975",,
04/04/2005 4.00,"0,581862","21,250923","3,022025","16,623136",,
04/04/2005 5.00,"0,564456","19,262653","3,0178","14,639992",,
04/04/2005 6.00,"0,594119","32,835501","4,731998","25,58883",,"31,24379"
04/04/2005 7.00,"0,677347","82,181469","21,483652","49,234764",,"31,19236"
04/04/2005 8.00,"0,444088","36,005311","6,23245","26,455809",,"31,169041"
04/04/2005 9.00,"0,492259","26,021192","3,646368","20,437577",,"31,174601"
04/04/2005 10.00,"0,764621","14,881488","2,971334","10,327165",,"31,17555"
04/04/2005 11.00,"0,692179","14,71677","3,155511","9,879403",,"31,17445"
04/04/2005 12.00,"0,831179","13,719397","2,998369","9,122742",,"31,16782"
04/04/2005 13.00,"0,764621","17,802274","3,569487","12,331076",,"31,16618"
04/04/2005 14.00,"0,679186","14,124054","3,019489","9,495231",,"31,168221"
04/04/2005 15.00,"0,714488","12,710352","2,905435","8,255766",,"31,169041"
04/04/2005 16.00,"0,639472","13,607859","2,962886","9,065637",,"31,16795"
04/04/2005 17.00,"0,710811","14,387338","3,022025","9,754808",,"31,168091"
04/04/2005 18.00,"0,618512","16,204401","3,043146","11,540675",,"31,16592"
04/04/2005 19.00,"0,68078","20,200375","3,058354","15,516054",,"31,16754"
04/04/2005 20.00,"0,562005","33,784886","3,157199","28,958119",,"31,16877"
04/04/2005 21.00,"0,511994","35,629182","3,583849","30,148261",,"31,17038"
04/04/2005 22.00,"0,552076","29,936757","3,628626","24,383105",,"31,174601"
04/04/2005 23.00,"0,5332","25,839608","3,115803","21,070928",,"31,17445"
05/04/2005 0.00,"0,423373","23,700903","3,199443","18,802269",,"31,17528"
05/04/2005 1.00,"0,365885","23,680158","3,346447","18,555675",,
05/04/2005 2.00,"0,399225","20,72694","3,086233","16,000163",,
05/04/2005 3.00,"0,526826","21,756743","3,100596","17,008608",,
05/04/2005 4.00,"0,453649","25,958936","3,105665","21,205914",,
05/04/2005 5.00,"0,448256","32,386716","3,813648","26,550567",,
05/04/2005 6.00,"0,291237","30,369939","3,169873","25,521336",,"35,083691"
05/04/2005 7.00,"0,455978","39,272364","5,377463","31,038603",,"35,096722"
05/04/2005 8.00,"0,669013","52,745328","9,040727","38,893328",,"35,097401"
05/04/2005 9.00,"1,669345","41,103717","4,666099","33,964001",,"35,102551"
05/04/2005 10.00,"0,560289","21,454551","3,288997","16,416781",,"35,079762"
05/04/2005 11.00,"0,547296","21,14716","3,180011","16,276612",,"35,065392"
05/04/2005 12.00,"0,594364","20,916305","3,161424","16,074143",,"35,06673"
05/04/2005 13.00,"0,745009","23,302729","3,625246","17,749699",,"35,066471"
05/04/2005 14.00,"0,916981","15,126615","2,947677","10,6088",,"35,078671"
05/04/2005 15.00,"0,858146","13,904865","2,938385","9,400489",,"35,078812"
05/04/2005 16.00,"0,840618","15,262798","3,054129","10,581553",,"35,07095"
05/04/2005 17.00,"0,702353","14,916504","3,011887","10,299913",,"35,076092"
05/04/2005 18.00,"0,501453","14,440515","2,96035","9,902764",,"35,072311"
05/04/2005 19.00,"0,415283","22,562154","3,074405","17,854823",,"35,107841"
05/04/2005 20.00,"0,479389","28,175461","3,178321","23,312366",,"35,07515"
05/04/2005 21.00,"0,422515","29,908229","3,693679","24,254617",,"35,054401"
05/04/2005 22.00,"0,584803","25,796817","3,256047","20,812654",,"35,051552"
05/04/2005 23.00,"0,558573","23,345538","3,300824","18,290912",,"35,052502"
06/04/2005 0.00,"0,464313","23,85524","3,343067","18,736081",,"35,05291"
06/04/2005 1.00,,"18,67384","3,198599","13,773017",,
06/04/2005 2.00,"0,754882",,,,,
06/04/2005 3.00,"0,758895","16,846403","3,49176","11,493956",,
06/04/2005 4.00,"0,78096","16,396353","3,402206","11,181161",,
06/04/2005 5.00,"0,802873","16,986477","3,403896","11,769103",,
06/04/2005 6.00,"0,57218","19,42219","3,650592","13,827528",,"34,307152"
06/04/2005 7.00,"0,942523","31,219462","4,608651","24,161178",,"34,305241"
06/04/2005 8.00,"0,876787","47,28898","8,437506","34,359863",,"34,313931"
06/04/2005 9.00,"0,855647","33,568296","4,875623","26,101495",,"34,21381"
06/04/2005 10.00,"0,97539","21,436388","3,401362","16,225997",,"34,20784"
06/04/2005 11.00,"1,272128","16,991665","3,147907","12,167545",,"34,210281"
06/04/2005 12.00,"1,475816","16,051359","3,195219","11,153909",,"34,21109"
06/04/2005 13.00,"1,39434","19,92411","3,63116","14,359647",,"34,21611"
06/04/2005 14.00,"1,457299","13,965823","3,043991","9,299254",,"34,213531"
06/04/2005 15.00,"1,155315","14,851656","3,058354","10,163637",,"34,214481"
06/04/2005 16.00,"0,918451","15,529974","3,07694","10,813866",,"34,218552"
06/04/2005 17.00,"0,762597","15,35618","3,040611","10,695762",,"34,211491"
06/04/2005 18.00,"0,659057","16,116207","3,07187","11,408288",,"34,213131"
06/04/2005 19.00,"0,716614","18,784084","3,169028","13,928757",,"34,213531"
06/04/2005 20.00,"0,602579","22,040771","3,217185","17,113734",,"34,211761"
06/04/2005 21.00,"0,744544","22,965528","3,205356","18,057293",,"34,212181"
06/04/2005 22.00,"0,62912","21,822879","3,23915","16,86195",,"34,216381"
06/04/2005 23.00,"0,78451","19,985065","3,152976","15,155248",,"34,22438"
07/04/2005 0.00,"0,77772","19,998048","3,125096","15,211061",,"34,223431"
07/04/2005 1.00,"0,655198","18,690701","3,125097","13,902798",,
07/04/2005 2.00,"0,615232","17,14341","3,148751","12,318098",,
07/04/2005 3.00,"0,803645","15,952788","3,098906","11,203222",,
07/04/2005 4.00,"0,541164","15,623357","3,154666","10,787907",,
07/04/2005 5.00,"0,955485","16,086376","3,145373","11,265527",,
07/04/2005 6.00,"0,699331","20,359894","3,332085","15,255186",,"36,750912"
07/04/2005 7.00,"0,731736","31,694154","3,85251","25,797793",,"36,727581"
07/04/2005 8.00,"0,706738","46,652167","7,198959","35,62528",,"36,727852"
07/04/2005 9.00,"0,803798","26,807157","4,012188","20,662103",,"36,727852"
07/04/2005 10.00,"0,601499","18,276966","3,196908","13,378461",,"36,727711"
07/04/2005 11.00,"0,716151","15,546835","3,097216","10,799583",,"36,727581"
07/04/2005 12.00,"1,094363","13,69216","3,136079","8,883936",,"36,72826"
07/04/2005 13.00,"1,19991","14,982649","3,269564","9,970254",,"36,727581"
07/04/2005 14.00,"1,164574","13,590997","3,065112","8,891722",,"36,72839"
07/04/2005 15.00,"1,257314","14,170746","2,99161","9,584785",,"36,72961"
07/04/2005 16.00,"1,353603","18,139487","3,144527","13,321357",,"36,728531"
07/04/2005 17.00,"1,101615","18,177099","3,135233","13,373273",,"36,727982"
07/04/2005 18.00,"1,379527","20,327466","3,13101","15,531626",,"36,728111"
07/04/2005 19.00,"1,15871","30,450357","3,610039","24,925616",,"36,727982"
