NetC,Regione-Provincia Lecce,,,
15/02/2013 22.00.00,"5,32433875","124,79941392","66,8982032","12,21000957"
15/02/2013 23.00.00,"4,89766657","88,21407784","62,24743528",
16/02/2013 00.00.00,"5,19008153","79,05076048","55,8091768","15,38461018"
16/02/2013 01.00.00,"5,51074874","52,21306808","39,9959808",
16/02/2013 02.00.00,"5,43361845","30,63364336","22,47926928","53,47985077"
16/02/2013 03.00.00,"4,80264215","11,73981193","6,69599799",
16/02/2013 04.00.00,"5,08654177","18,69367945","10,8383001","73,99266052"
16/02/2013 05.00.00,"4,836194","19,78560544","9,60274276",
16/02/2013 06.00.00,"4,58449464","19,57866968","6,30160593","45,1770401"
16/02/2013 07.00.00,"4,96745616","21,67705144","6,45415867",
16/02/2013 08.00.00,"4,94886641","19,97483608","5,64888354","24,42000961"
16/02/2013 09.00.00,"24,86750094","34,63209424","21,25405968",
16/02/2013 10.00.00,"12,32689428","37,77429416","23,36437232","12,21000957"
16/02/2013 11.00.00,"6,56540215","19,48637744","11,43931627",
16/02/2013 12.00.00,"5,96613592","13,76904238","7,90821746","5,86080599"
16/02/2013 13.00.00,"5,35017258","11,3985639","6,02776164",
16/02/2013 14.00.00,"4,96928269","10,88552077","5,77628775","11,96580982"
16/02/2013 15.00.00,"4,89052824","13,71026177","7,69522258",
16/02/2013 16.00.00,"4,59930012","18,31001944","11,21237526","7,81440783"
16/02/2013 17.00.00,"4,72704753","17,27840749","10,58307105",
16/02/2013 18.00.00,"4,54605611","18,04941193","10,51765197","7,57020807"
16/02/2013 19.00.00,"4,60780224","19,05670133","10,66935196",
16/02/2013 20.00.00,"4,66415116","19,0794331","12,21252525","4,88400507"
16/02/2013 21.00.00,"4,7331658","18,26989038","11,50353462",
16/02/2013 22.00.00,"4,82344387","10,6409645","5,55034671","10,98900986"
16/02/2013 23.00.00,"4,90348889","13,07556954","8,22754441",
17/02/2013 00.00.00,"4,39457294","13,33061122","8,34272711","10,50061035"
17/02/2013 01.00.00,"4,34878048",,,
17/02/2013 02.00.00,,"21,9633352","14,53863194","7,32600689"
17/02/2013 03.00.00,"4,80903197","11,39095606","6,48955362",
17/02/2013 04.00.00,"4,63006844","10,60057541","5,89889858","5,37240601"
17/02/2013 05.00.00,"5,19866297","10,84928072","6,24894371",
17/02/2013 06.00.00,"5,40855855","11,15812417","6,44898862","5,61660624"
17/02/2013 07.00.00,"5,05395811","12,04820606","7,2538737",
17/02/2013 08.00.00,"4,93198116","11,05447465","6,44115325","9,76801014"
17/02/2013 09.00.00,"5,1797722","12,23514038","7,3412827",
17/02/2013 10.00.00,"5,32991191","11,88241271","6,9037215","6,83760691"
17/02/2013 11.00.00,"5,46491357","13,67398157","8,38232846",
17/02/2013 12.00.00,"5,63430204","15,30193294","9,60483258","10,01220989"
17/02/2013 13.00.00,"5,3346318","15,30155627","9,66033985",
17/02/2013 14.00.00,"5,09386112","19,56314424","13,01819807","5,61660624"
17/02/2013 15.00.00,"4,89523085","13,68858925","8,29375697",
17/02/2013 16.00.00,"4,99319744","14,39742501","8,81281908","5,86080599"
17/02/2013 17.00.00,"4,7042413","20,98377936","13,21063322",
17/02/2013 18.00.00,"4,63597416","21,43742048","13,06132897","4,63980484"
17/02/2013 19.00.00,"4,7596078","31,13743624","17,88898557",
17/02/2013 20.00.00,"4,82267705","59,4007732","44,81806392","10,50061035"
17/02/2013 21.00.00,"5,05628297","58,84723008","41,68488864",
17/02/2013 22.00.00,"5,0208873","84,13855424","50,48140792","8,54700947"
17/02/2013 23.00.00,"4,82829191","63,75397656","42,5884616",
18/02/2013 00.00.00,"4,96759752","56,69391656","40,89244112","6,83760691"
18/02/2013 01.00.00,"5,1115376","26,54464016","19,45435144",
18/02/2013 02.00.00,"5,20503448","27,44345224","19,30557872","41,02563095"
18/02/2013 03.00.00,"4,94784433","24,13875144","14,4602017",
18/02/2013 04.00.00,"5,47281871","23,41356808","15,27486475","50,54944992"
18/02/2013 05.00.00,"5,12307953","30,76539928","19,03066371",
18/02/2013 06.00.00,"5,1581579","40,9071444","24,33824952","36,38582993"
18/02/2013 07.00.00,"5,27887071","51,18406792","33,23348536",
18/02/2013 08.00.00,"5,68634091","115,93499952","37,85891928","20,75702095"
18/02/2013 09.00.00,"5,58111091","149,36287792","57,04799984",
18/02/2013 10.00.00,"5,50179203","97,78899144","50,18248584","41,5140419"
18/02/2013 11.00.00,"5,7470253","31,46574576","20,01160384",
18/02/2013 12.00.00,"5,85945364","27,50262864","17,96186336","48,10744095"
18/02/2013 13.00.00,"5,73479283","19,03461964","11,81187521",
18/02/2013 14.00.00,"5,42350845","16,17657734","10,1405463","41,26984024"
18/02/2013 15.00.00,"5,32307156","14,85607748","8,66707879",
18/02/2013 16.00.00,"5,15704225","14,93395515","9,45689349","24,17580986"
18/02/2013 17.00.00,"5,43970723","24,1947348","16,66516408",
18/02/2013 18.00.00,"5,0864655","25,57537088","16,46869461","19,04759979"
18/02/2013 19.00.00,"5,09886985","21,82429456","11,44648436",
18/02/2013 20.00.00,"5,080274","19,03072872","7,9417941","23,44322014"
18/02/2013 21.00.00,"5,0919095","32,15393192","18,9536407",
18/02/2013 22.00.00,"5,31630038","38,70626032","23,46706584","13,18680954"
18/02/2013 23.00.00,"5,10011262","64,90001024","28,11630416",
19/02/2013 00.00.00,"5,01380288","41,38518264","22,7858776","7,08180714"
19/02/2013 01.00.00,"5,07291804",,,
19/02/2013 02.00.00,,"31,16558088","22,93193528","23,19902039"
19/02/2013 03.00.00,"4,91638649","14,79827772","9,55398294",
19/02/2013 04.00.00,"5,05445644","11,53892","6,75463521","68,62026978"
19/02/2013 05.00.00,"5,0119733","10,4449539","5,72388557",
19/02/2013 06.00.00,"4,87020553","10,50003862","5,76160359","70,57386017"
19/02/2013 07.00.00,"5,37187739","11,40223303","6,81244644",
19/02/2013 08.00.00,"5,56109635","15,83022618","10,76159066","35,16482162"
19/02/2013 09.00.00,"5,62262891","15,92334441","10,20330578",
19/02/2013 10.00.00,"5,77432362","15,23502823","9,32075144","33,69963074"
19/02/2013 11.00.00,"5,70199356","13,83909615","7,71936731",
19/02/2013 12.00.00,"5,84601907","11,11472368","5,8903309","17,33819962"
19/02/2013 13.00.00,"6,53228558","10,58350316","5,54313656",
19/02/2013 14.00.00,"6,36931133","13,17221923","7,85579807","11,23320961"
19/02/2013 15.00.00,"6,68007907","13,41173356","8,0891309",
19/02/2013 16.00.00,"6,00320048","9,85524913","5,13589012","8,79120922"
19/02/2013 17.00.00,"5,54369649","10,26803846","5,73666346",
19/02/2013 18.00.00,"6,6270649","11,33695926","6,99649174","9,03540897"
19/02/2013 19.00.00,"6,64157037","14,16150142","9,73950047",
19/02/2013 20.00.00,"6,01167209","16,8351447","12,0712686","16,11721039"
19/02/2013 21.00.00,"5,95662799","15,05608224","10,41289158",
19/02/2013 22.00.00,"5,78808058","19,02732536","14,24374992","16,36141014"
19/02/2013 23.00.00,"5,82403763","14,42913744","9,89236296",
20/02/2013 00.00.00,"5,58393817","12,95837159","8,41778841","27,10622025"
20/02/2013 01.00.00,"5,60936215","12,78206225","8,18674806",
20/02/2013 02.00.00,"5,39813023","11,2480417","6,83439811","34,92063141"
20/02/2013 03.00.00,"4,68634109","12,06238354","7,10039746",
20/02/2013 04.00.00,"4,89387316","16,73677039","9,39455846","29,30401993"
20/02/2013 05.00.00,"5,00421155","16,90247387","8,79092859",
20/02/2013 06.00.00,"5,10020313","22,38728296","15,91300814","23,68741989"
20/02/2013 07.00.00,"5,21019168","42,13367328","31,53903272",
20/02/2013 08.00.00,"5,50055129","56,19096496","36,24199824","13,67521"
20/02/2013 09.00.00,"6,08600971","52,59063072","34,62981896",
20/02/2013 10.00.00,"6,0423499","44,51491632","29,45370992","18,55920982"
20/02/2013 11.00.00,"5,66902649","13,23136695","7,59243728",
20/02/2013 12.00.00,"5,27466643","10,47262246","5,68294391","21,48962021"
20/02/2013 13.00.00,"5,38919996","9,45116705","4,96524603",
20/02/2013 14.00.00,"5,86106558","9,69694509","4,86661169","12,45421028"
20/02/2013 15.00.00,"5,81940723","9,62549747","4,94374368",
20/02/2013 16.00.00,"5,62468834","11,02864162","6,38521386","7,81440783"
20/02/2013 17.00.00,"5,33266899","13,93464262","9,19071823",
20/02/2013 18.00.00,"5,25322807","23,91418704","18,68410224","6,83760691"
20/02/2013 19.00.00,"5,2706625","29,85653008","23,58912792",
20/02/2013 20.00.00,"5,43903397","32,17393144","25,00278424","17,82661057"
20/02/2013 21.00.00,"5,59173957","36,68596464","29,03530696",
20/02/2013 22.00.00,"5,42728661","35,86485624","28,19888344","29,7924099"
20/02/2013 23.00.00,"5,347446","30,4842588","23,75302456",
21/02/2013 00.00.00,"5,30895662","19,61712","14,16808634","37,36262131"
21/02/2013 01.00.00,"5,09716332",,,
21/02/2013 02.00.00,,"12,37539514","7,49423122","34,67642975"
21/02/2013 03.00.00,"4,76261609","10,93076634","6,21149719",
21/02/2013 04.00.00,"5,09614632","9,98168778","5,12966082","21,73381996"
21/02/2013 05.00.00,"4,76672171","9,76672162","5,09206326",
21/02/2013 06.00.00,"4,9069111","10,34923727","5,54446922","22,46640968"
21/02/2013 07.00.00,"4,74852352","15,65723034","10,77137437",
21/02/2013 08.00.00,"4,72728449","23,59486392","18,06328158","15,14041042"
21/02/2013 09.00.00,"5,23578652","47,49157528","38,3742224",
21/02/2013 10.00.00,"5,1142774","55,1840484","43,30094928","20,75702095"
21/02/2013 11.00.00,"5,34448348","33,29619896","25,05775424",
21/02/2013 12.00.00,"5,02328946","22,12493744","15,81697985","17,09399986"
21/02/2013 13.00.00,"5,05887836","21,15979808","14,72074038",
21/02/2013 14.00.00,"5,56658103","21,57361224","15,08681382","13,67521"
21/02/2013 15.00.00,"5,07343163","20,16081632","13,46100198",
21/02/2013 16.00.00,"5,0532635","25,97905144","17,51233113","31,99023056"
21/02/2013 17.00.00,"5,37319848","18,68080022","10,47406028",
21/02/2013 18.00.00,"5,30894442","19,0852647","10,55834124","22,46640968"
21/02/2013 19.00.00,"5,4169905","16,04858232","8,57659148",
21/02/2013 20.00.00,"5,38385359","17,4354802","8,55954982","14,16361046"
21/02/2013 21.00.00,"5,31485929","19,6269668","10,02234454",
21/02/2013 22.00.00,"5,32045381","21,306372","11,01669926","8,79120922"
21/02/2013 23.00.00,"5,32387499","32,60988656","24,42979608",
22/02/2013 00.00.00,"5,15281458","39,03659656","25,81894056","6,34920597"
22/02/2013 01.00.00,"5,18269912","30,37414672","17,8562158",
22/02/2013 02.00.00,"5,41321743","25,51326912","13,3585073","18,07081032"
22/02/2013 03.00.00,"5,31146251","28,23054616","15,57470842",
22/02/2013 04.00.00,"5,2897577","29,58282728","19,3171272","11,72161007"
22/02/2013 05.00.00,"4,7173667","25,24864832","15,48521534",
22/02/2013 06.00.00,"5,72755382","19,95711184","12,75393099","22,46640968"
22/02/2013 07.00.00,"5,36560962","19,73084576","13,32418882",
22/02/2013 08.00.00,"5,28747046","23,86254392","16,85100474","32,23442078"
22/02/2013 09.00.00,"5,11904102","27,46981872","19,83172288",
22/02/2013 10.00.00,"5,46713368","22,804424","16,47686458","27,59461975"
22/02/2013 11.00.00,"5,33908118","22,87671672","15,65686132",
22/02/2013 12.00.00,"5,60740036","18,72893864","12,32040794","28,32722092"
22/02/2013 13.00.00,"5,80266537","15,96568947","10,40226086",
22/02/2013 14.00.00,"5,98552706","18,6256524","12,73279766","14,65200996"
22/02/2013 15.00.00,"5,86725504","18,58031697","12,909824",
22/02/2013 16.00.00,"6,57865773","19,13378552","13,4020684","10,50061035"
22/02/2013 17.00.00,"6,19282624","19,45253504","14,01869222",
22/02/2013 18.00.00,"5,9517413","21,92195952","15,87321368","8,05860806"
22/02/2013 19.00.00,"6,22846192","33,53326784","26,79463416",
22/02/2013 20.00.00,"6,54510588","51,53233872","43,51712","9,03540897"
22/02/2013 21.00.00,"6,613252","39,52977784","33,06551616",
22/02/2013 22.00.00,"6,05203581","46,191052","38,51085392","34,92063141"
22/02/2013 23.00.00,"6,02474054","25,79532736","19,7652044",
23/02/2013 00.00.00,"5,84890226","13,3102599","8,53385063","51,77045059"
23/02/2013 01.00.00,"5,67086929",,,
23/02/2013 02.00.00,,"11,91483258","7,25535742","46,39804077"
23/02/2013 03.00.00,"5,69532713","10,72520722","6,06077806",
23/02/2013 04.00.00,"5,77791566","10,22540277","5,7132147","27,35042"
23/02/2013 05.00.00,"5,60741866","9,51384814","4,78032886",
23/02/2013 06.00.00,"5,56776685","9,01328846","4,56257692","34,92063141"
23/02/2013 07.00.00,"5,54198285","10,57775186","6,19402151",
23/02/2013 08.00.00,"5,11599206","16,4840537","11,23602287","23,44322014"
23/02/2013 09.00.00,"5,55368445","14,12191346","8,09114615",
23/02/2013 10.00.00,"5,63902295","10,13027503","5,04036469","17,58241081"
23/02/2013 11.00.00,"5,93638765","13,99257239","7,78690489",
23/02/2013 12.00.00,"5,48246699","9,68691856","4,58846922","10,01220989"
23/02/2013 13.00.00,"5,57304813","9,98303765","5,08678614",
23/02/2013 14.00.00,"5,90127166","11,87903994","6,37366156","7,81440783"
23/02/2013 15.00.00,"5,88971345","9,52136422","4,59771566",
23/02/2013 16.00.00,"5,3995042","8,45301701","3,75773964","6,10500622"
23/02/2013 17.00.00,"5,88657499","12,63280962","7,63903654",
23/02/2013 18.00.00,"5,45872106","14,6058311","9,86512652","5,12820482"
23/02/2013 19.00.00,"5,57216537","14,56715325","9,71917018",
23/02/2013 20.00.00,"5,62594739","13,23469766","8,39550787","23,19902039"
23/02/2013 21.00.00,"5,28455269","12,70831641","7,82124441",
23/02/2013 22.00.00,"5,39057596","11,96859802","7,13574078","22,95482063"
23/02/2013 23.00.00,"5,54336699","10,39525911","5,7068898",
24/02/2013 00.00.00,"5,20197534","8,83750491","4,42491483","31,25761986"
24/02/2013 01.00.00,"5,31571764","8,36794639","3,99882946",
24/02/2013 02.00.00,"4,86213462","8,36913374","3,87560488","40,04883957"
24/02/2013 03.00.00,"5,32077314","8,89442515","4,56902036",
24/02/2013 04.00.00,"5,65357826","8,13592328","3,93878692","32,47863007"
24/02/2013 05.00.00,"5,33743567","7,9016115","3,38414058",
24/02/2013 06.00.00,"5,33690785","7,88430408","3,41316474","46,64223099"
24/02/2013 07.00.00,"5,01856041","8,34840002","3,86237384",
24/02/2013 08.00.00,"3,82832971","8,95767029","4,40948882","60,80585098"
24/02/2013 09.00.00,"5,38857653","9,41749864","4,69665592",
24/02/2013 10.00.00,"5,07713554","9,32133269","4,50979616","51,77045059"
24/02/2013 11.00.00,"4,01295081","10,60046069","5,827776",
24/02/2013 12.00.00,"5,67167781","10,68987728","5,74351798","35,40903091"
24/02/2013 13.00.00,"5,57233013","10,36904942","5,3800181",
24/02/2013 14.00.00,"5,40625301","9,91887284","5,15312106","50,54944992"
