TARANTO -  v.Alto Adige,,,,,
,,,,,,
,SO2,NO2,PM10,PM2.5,BENZENE
16/11/2011 23.00,"0,316802","52,893471","28,9","19,700001","1,713452"
17/11/2011 0.00,"0,7319","63,045424","28,9","19,700001","1,562149"
17/11/2011 1.00,"0,900505","65,26478","27,4","20,4","1,911703"
17/11/2011 2.00,"0,815","51,90059","27,4","20,4","2,061446"
17/11/2011 3.00,"0,382641","20,691969","27,4","20,4","1,307065"
17/11/2011 4.00,"0,482108","8,48419","27,4","20,4","0,572199"
17/11/2011 5.00,"0,434393","12,662038","27,4","20,4","0,489064"
17/11/2011 6.00,"0,336498","20,512854","27,4","20,4","0,605578"
17/11/2011 7.00,"0,486824","47,35284","27,4","20,4","0,733372"
17/11/2011 8.00,"0,749224","66,839103","27,4","20,4","1,263348"
17/11/2011 9.00,"0,789602","80,549824","27,4","20,4","2,453755"
17/11/2011 10.00,"0,42792","58,569053","27,4","20,4","2,113159"
17/11/2011 11.00,"0,331443","37,398182","27,4","20,4","1,299612"
17/11/2011 12.00,"0,32981","33,944538","27,4","20,4","1,174088"
17/11/2011 13.00,"0,318559","42,515672","27,4","20,4","1,027161"
17/11/2011 14.00,"0,233517","43,063382","27,4","20,4","1,219931"
17/11/2011 15.00,"0,366027","46,175677","27,4","20,4","1,075318"
17/11/2011 16.00,"0,32645","50,05761","27,4","20,4","1,155518"
17/11/2011 17.00,"0,29874","55,52425","27,4","20,4","1,12004"
17/11/2011 18.00,"0,333324","69,209024","27,4","20,4","1,11222"
17/11/2011 19.00,"0,361927","68,316085","27,4","20,4","1,228331"
17/11/2011 20.00,"0,382116","63,630765","27,4","20,4","1,299627"
17/11/2011 21.00,"0,315908","63,602203","27,4","20,4","1,094881"
17/11/2011 22.00,"0,482539","61,874748","27,4","20,4","1,186016"
17/11/2011 23.00,"0,434208","45,217842","27,4","20,4","1,052806"
18/11/2011 0.00,"0,74984","47,098465","27,4","20,4","1,459482"
18/11/2011 1.00,,"48,83244","35,900002","26,1","3,600219"
18/11/2011 2.00,"0,634884",,"35,900002","26,1","1,651147"
18/11/2011 3.00,"0,492104","52,156606","35,900002","26,1","1,255519"
18/11/2011 4.00,"0,465736","42,60653","35,900002","26,1","1,03332"
18/11/2011 5.00,"0,475004","35,325461","35,900002","26,1","0,85549"
18/11/2011 6.00,"0,517639","40,814183","35,900002","26,1","1,023788"
18/11/2011 7.00,"0,621908","56,789667","35,900002","26,1","1,142071"
18/11/2011 8.00,"1,662284","86,268254","35,900002","26,1","2,703594"
18/11/2011 9.00,"0,82674","79,532295","35,900002","26,1","4,173511"
18/11/2011 10.00,"0,519493","70,448479","35,900002","26,1","2,151826"
18/11/2011 11.00,"0,229626","44,216585","35,900002","26,1","2,005206"
18/11/2011 12.00,"0,136708","40,806382","35,900002","26,1","1,703706"
18/11/2011 13.00,"0,186758","36,580518","35,900002","26,1","1,336352"
18/11/2011 14.00,"0,180733","33,948418","35,900002","26,1","1,332935"
18/11/2011 15.00,"0,137172","28,253356","35,900002","26,1","1,098132"
18/11/2011 16.00,"0,141806","30,226138","35,900002","26,1","0,807604"
18/11/2011 17.00,"0,118171","57,959066","35,900002","26,1","1,087173"
18/11/2011 18.00,"0,187222","62,875393","35,900002","26,1","1,314292"
18/11/2011 19.00,"0,200196","58,753369","35,900002","26,1","1,471927"
18/11/2011 20.00,"0,184904","62,090189","35,900002","26,1","1,504077"
18/11/2011 21.00,"0,242831","78,484905","35,900002","26,1","1,479776"
18/11/2011 22.00,"0,57464","98,265786","35,900002","26,1","1,828532"
18/11/2011 23.00,"0,690494","93,448078","35,900002","26,1","2,24"
19/11/2011 0.00,"0,748885","102,813496","35,900002","26,1","2,632821"
19/11/2011 1.00,"0,875862","87,15209","37,599991",26,"3,030043"
19/11/2011 2.00,"0,857789","81,40512","37,599991",26,"2,472127"
19/11/2011 3.00,"0,773446","66,659985","37,599991",26,"2,066435"
19/11/2011 4.00,"0,447663","28,22871","37,599991",26,"1,160432"
19/11/2011 5.00,"0,490297","19,775663","37,599991",26,"0,671782"
19/11/2011 6.00,"0,437468","31,194335","37,599991",26,"0,717901"
19/11/2011 7.00,"0,870301","55,181618","37,599991",26,"0,921681"
19/11/2011 8.00,"1,090424","70,628896","37,599991",26,"1,510581"
19/11/2011 9.00,"1,100156","84,009949","37,599991",26,"3,288794"
19/11/2011 10.00,"0,822105","88,940578","37,599991",26,"3,103404"
19/11/2011 11.00,"0,635811","79,408987","37,599991",26,"4,46681"
19/11/2011 12.00,"0,386028","51,538494","37,599991",26,"3,13067"
19/11/2011 13.00,"0,310027","30,733603","37,599991",26,"1,947546"
19/11/2011 14.00,"0,263222","39,08671","37,599991",26,"0,936136"
19/11/2011 15.00,"0,34293","24,188425","37,599991",26,"0,986471"
19/11/2011 16.00,"0,287784","26,627141","37,599991",26,"0,639681"
19/11/2011 17.00,"0,270173","53,67867","37,599991",26,"0,732328"
19/11/2011 18.00,"1,129816","113,147168","37,599991",26,"1,881186"
19/11/2011 19.00,"0,857789","98,717434","37,599991",26,"3,520959"
19/11/2011 20.00,"0,626078","81,798382","37,599991",26,"2,43972"
19/11/2011 21.00,"0,66547","83,441478","37,599991",26,"1,971148"
19/11/2011 22.00,"1,312866","102,011452","37,599991",26,"2,54266"
19/11/2011 23.00,"1,221109","93,925699","37,599991",26,"2,619955"
20/11/2011 0.00,"1,146035","94,516219","37,599991",26,"2,126157"
20/11/2011 1.00,,"71,638621","30,4","23,700001","1,885398"
20/11/2011 2.00,"0,401618",,"30,4","23,700001","1,346549"
20/11/2011 3.00,"0,824694","76,095744","30,4","23,700001","1,373257"
20/11/2011 4.00,"0,735992","52,591048","30,4","23,700001","1,726261"
20/11/2011 5.00,"0,662886","46,905087","30,4","23,700001","1,376556"
20/11/2011 6.00,"0,870635","49,995319","30,4","23,700001","1,116715"
20/11/2011 7.00,"0,815112","54,245847","30,4","23,700001","1,173592"
20/11/2011 8.00,"0,901944","59,844871","30,4","23,700001","0,95834"
20/11/2011 9.00,"0,996488","65,356936","30,4","23,700001","2,02174"
20/11/2011 10.00,"0,597492","55,681302","30,4","23,700001","1,62078"
20/11/2011 11.00,"0,347482","32,423429","30,4","23,700001","1,749935"
20/11/2011 12.00,"0,311084","23,58102","30,4","23,700001","0,839509"
20/11/2011 13.00,"0,332831","33,498068","30,4","23,700001","0,84841"
20/11/2011 14.00,"0,25479","22,350648","30,4","23,700001","0,803581"
20/11/2011 15.00,"0,229033","15,652335","30,4","23,700001","0,697359"
20/11/2011 16.00,"0,326199","14,664649","30,4","23,700001","0,541648"
20/11/2011 17.00,"0,308154","46,174397","30,4","23,700001","0,741598"
20/11/2011 18.00,"0,174127","75,346644","30,4","23,700001","2,005808"
20/11/2011 19.00,"0,060459","51,032312","30,4","23,700001","1,105303"
20/11/2011 20.00,"0,055986","67,135024","30,4","23,700001","1,284946"
20/11/2011 21.00,"0,161788","65,159656","30,4","23,700001","1,574779"
20/11/2011 22.00,"0,316328","48,820737","30,4","23,700001","1,321659"
20/11/2011 23.00,"0,177829","65,081781","30,4","23,700001","1,097586"
21/11/2011 0.00,"0,059688","46,558556","30,4","23,700001","1,31995"
21/11/2011 1.00,"0,074956","30,53242",34,"26,1","0,97035"
21/11/2011 2.00,"0,101022","21,874312",34,"26,1","0,77305"
21/11/2011 3.00,"0,147445","11,901481",34,"26,1","0,698875"
21/11/2011 4.00,"0,143126","10,440081",34,"26,1","0,631924"
21/11/2011 5.00,"0,080201","11,474485",34,"26,1","0,562692"
21/11/2011 6.00,"0,057991","31,661573",34,"26,1","0,521496"
21/11/2011 7.00,"0,097165","48,980371",34,"26,1","0,595015"
21/11/2011 8.00,"0,160709","63,489296",34,"26,1","0,86209"
21/11/2011 9.00,"0,162714","89,973673",34,"26,1","1,947834"
21/11/2011 10.00,"0,133255","73,207766",34,"26,1","2,081135"
21/11/2011 11.00,"0,028841","47,376205",34,"26,1","1,386143"
21/11/2011 12.00,"0,042568","34,475366",34,"26,1","1,08345"
21/11/2011 13.00,"0,06524","46,261334",34,"26,1","1,035394"
21/11/2011 14.00,"0,045961","38,555882",34,"26,1","1,193892"
21/11/2011 15.00,"0,080354","35,755068",34,"26,1","0,9772"
21/11/2011 16.00,"0,080663","51,225711",34,"26,1","0,940425"
21/11/2011 17.00,"0,130479","69,202525",34,"26,1","1,250708"
21/11/2011 18.00,"0,065702","70,456283",34,"26,1","1,534534"
21/11/2011 19.00,"0,21978","76,993657",34,"26,1","1,856606"
21/11/2011 20.00,"0,205899","61,315372",34,"26,1","2,388864"
21/11/2011 21.00,"0,198341","55,97592",34,"26,1","1,819247"
21/11/2011 22.00,"0,190013","51,281501",34,"26,1","1,877125"
21/11/2011 23.00,"0,151147","27,880879",34,"26,1","1,494787"
22/11/2011 0.00,"0,084056","23,499263",34,"26,1","1,231948"
22/11/2011 1.00,,"16,286998",25,"15,5","0,959737"
22/11/2011 2.00,"0,899866",,25,"15,5","0,808162"
22/11/2011 3.00,"0,599377","15,415443",25,"15,5","0,842691"
22/11/2011 4.00,"0,398237","9,518593",25,"15,5","0,805819"
22/11/2011 5.00,"0,270394","8,402424",25,"15,5","0,770064"
22/11/2011 6.00,"0,598131","5,009786",25,"15,5","0,547321"
22/11/2011 7.00,"0,74273","11,534186",25,"15,5","0,362263"
22/11/2011 8.00,"0,51913","32,156071",25,"15,5","0,581901"
22/11/2011 9.00,"0,572129","44,814202",25,"15,5","1,166645"
22/11/2011 10.00,"0,702702","54,062852",25,"15,5","1,11186"
22/11/2011 11.00,"0,690291","36,44425",25,"15,5","1,47653"
22/11/2011 12.00,"0,54656","32,976321",25,"15,5","0,662195"
22/11/2011 13.00,,"33,444857",25,"15,5","0,790956"
22/11/2011 14.00,,"40,128903",25,"15,5","0,988078"
22/11/2011 15.00,"0,578124","39,855047",25,"15,5","0,779686"
22/11/2011 16.00,"0,631731","57,635901",25,"15,5","1,030677"
22/11/2011 17.00,"0,324107","27,819868",25,"15,5","1,026597"
22/11/2011 18.00,"0,390653","50,139387",25,"15,5","0,799503"
22/11/2011 19.00,"0,304697","42,253515",25,"15,5","0,89675"
22/11/2011 20.00,"0,377097","60,243315",25,"15,5","0,745262"
22/11/2011 21.00,"0,288368","63,414018",25,"15,5","1,291671"
22/11/2011 22.00,"0,334735","46,884322",25,"15,5","1,097583"
22/11/2011 23.00,"0,503566","13,430379",25,"15,5","0,696699"
23/11/2011 0.00,"0,572425","8,258359",25,"15,5","0,274325"
23/11/2011 1.00,"0,913784","8,229806","20,6","8,4","0,200109"
23/11/2011 2.00,"0,806108","5,329063","20,6","8,4","0,173296"
23/11/2011 3.00,"0,81535","3,823531","20,6","8,4","0,117754"
23/11/2011 4.00,"0,817506","4,90985","20,6","8,4","0,160643"
23/11/2011 5.00,"0,864798","9,61204","20,6","8,4","0,188261"
23/11/2011 6.00,"0,940125","9,443316","20,6","8,4","0,147247"
23/11/2011 7.00,"0,771139","33,961401","20,6","8,4","0,24731"
23/11/2011 8.00,"2,08867","82,638113","20,6","8,4","0,927474"
23/11/2011 9.00,"1,678607","73,228524","20,6","8,4","5,631327"
23/11/2011 10.00,"1,170111","50,811684","20,6","8,4","1,871671"
23/11/2011 11.00,"1,077222","24,202708","20,6","8,4","0,819823"
23/11/2011 12.00,"1,242049","26,881515","20,6","8,4","0,600598"
23/11/2011 13.00,"1,07445","23,571938","20,6","8,4","0,582148"
23/11/2011 14.00,"1,074605","30,008093","20,6","8,4","0,814696"
23/11/2011 15.00,"0,862179","27,952254","20,6","8,4","0,755561"
23/11/2011 16.00,"0,918097","23,425289","20,6","8,4","0,557501"
23/11/2011 17.00,"1,012987","43,132176","20,6","8,4","0,545172"
23/11/2011 18.00,"0,706903","45,54491","20,6","8,4","0,951554"
23/11/2011 19.00,"0,862334","49,631925","20,6","8,4","1,12669"
23/11/2011 20.00,"0,900536","55,424327","20,6","8,4","1,335686"
23/11/2011 21.00,"0,575042","36,967277","20,6","8,4","1,263781"
23/11/2011 22.00,"0,732013","24,945079","20,6","8,4","0,666575"
23/11/2011 23.00,"0,550242","22,059928","20,6","8,4","0,456275"
24/11/2011 0.00,"0,796711","20,873666","20,6","8,4","0,677072"
24/11/2011 1.00,,"16,946316","12,8","9,8","0,514008"
24/11/2011 2.00,"0,51772",,"12,8","9,8","0,381661"
24/11/2011 3.00,"0,44193","13,166196","12,8","9,8","0,375568"
24/11/2011 4.00,"0,582216","6,512723","12,8","9,8","0,339725"
24/11/2011 5.00,"0,478106","5,905319","12,8","9,8","0,338275"
24/11/2011 6.00,"0,543278","8,959213","12,8","9,8","0,261778"
24/11/2011 7.00,"0,513075","20,192287","12,8","9,8","0,242976"
24/11/2011 8.00,"0,474262","51,143934","12,8","9,8","0,386231"
24/11/2011 9.00,"0,663228","69,388121","12,8","9,8","1,118368"
24/11/2011 10.00,"0,767123","55,860399","12,8","9,8","1,289571"
24/11/2011 11.00,"0,692877","45,917407","12,8","9,8","1,03324"
24/11/2011 12.00,"0,576988","44,688312","12,8","9,8","0,781418"
24/11/2011 13.00,"0,61614","45,650031","12,8","9,8","0,877027"
24/11/2011 14.00,"0,64259","37,813489","12,8","9,8","1,357"
24/11/2011 15.00,"0,673347","40,327463","12,8","9,8","1,232335"
24/11/2011 16.00,"0,60516","42,692187","12,8","9,8","1,248854"
24/11/2011 17.00,"0,574958","51,582603","12,8","9,8","1,357983"
24/11/2011 18.00,"0,68445","59,870837","12,8","9,8","1,759217"
24/11/2011 19.00,"0,924626","56,790987","12,8","9,8","2,00024"
24/11/2011 20.00,"0,779025","54,161492","12,8","9,8","2,425575"
24/11/2011 21.00,"0,687064","50,659833","12,8","9,8","1,51988"
24/11/2011 22.00,"0,711269","53,2361","12,8","9,8","1,517277"
24/11/2011 23.00,,,"12,8","9,8","1,365514"
25/11/2011 0.00,"0,58237","32,720647","12,8","9,8","1,073792"
25/11/2011 1.00,"0,707948","41,489062","27,1","18,6","1,389444"
25/11/2011 2.00,"0,555212","24,105368","27,1","18,6","1,47077"
25/11/2011 3.00,"0,768568","14,310335","27,1","18,6","1,200062"
25/11/2011 4.00,"0,766538","10,99946","27,1","18,6","1,217867"
25/11/2011 5.00,"0,608574","8,384253","27,1","18,6","1,142918"
25/11/2011 6.00,"0,669871","12,492017","27,1","18,6","1,098356"
25/11/2011 7.00,"0,645205","33,51495","27,1","18,6","1,165479"
25/11/2011 8.00,"1,210597","58,230323","27,1","18,6","1,809928"
25/11/2011 9.00,"2,007676","74,255134","27,1","18,6","3,249513"
25/11/2011 10.00,"1,233018","63,992861","27,1","18,6","4,195387"
25/11/2011 11.00,"0,88658","49,088095","27,1","18,6","2,142729"
25/11/2011 12.00,"1,057985","40,123703","27,1","18,6","1,99602"
25/11/2011 13.00,"0,761833","42,278182","27,1","18,6","1,46725"
25/11/2011 14.00,"0,844813","39,936802","27,1","18,6","2,215766"
25/11/2011 15.00,"1,064352","32,1989","27,1","18,6","1,456251"
25/11/2011 16.00,"1,234833","49,742227","27,1","18,6","1,348224"
25/11/2011 17.00,"0,959842","57,613834","27,1","18,6","1,499282"
25/11/2011 18.00,"0,855639","52,55602","27,1","18,6","1,922754"
25/11/2011 19.00,"0,844536","60,837733","27,1","18,6","1,804667"
25/11/2011 20.00,"1,10132","65,398466","27,1","18,6","2,199868"
25/11/2011 21.00,"1,051618","62,658646","27,1","18,6","2,31775"
25/11/2011 22.00,"1,037839","54,017419","27,1","18,6","2,281508"
25/11/2011 23.00,"0,994381","49,655268","27,1","18,6","1,991651"
26/11/2011 0.00,"1,199618","50,34445","27,1","18,6","2,873332"
26/11/2011 1.00,,"42,237932",29,"19,29999","2,354828"
26/11/2011 2.00,"1,004996",,29,"19,29999","2,174561"
26/11/2011 3.00,"1,076762","26,733602",29,"19,29999","2,020017"
26/11/2011 4.00,"1,363461","23,658897",29,"19,29999","1,332711"
26/11/2011 5.00,"0,487287","25,234519",29,"19,29999","1,404817"
26/11/2011 6.00,"0,787232","22,271473",29,"19,29999","1,262325"
26/11/2011 7.00,"1,658135","40,110738",29,"19,29999","1,494429"
26/11/2011 8.00,"2,148275","53,598214",29,"19,29999","2,900574"
26/11/2011 9.00,"1,98872","56,831216",29,"19,29999","3,403834"
26/11/2011 10.00,"1,848795","47,908332",29,"19,29999","3,068668"
26/11/2011 11.00,"1,419779","30,995756",29,"19,29999","2,485536"
26/11/2011 12.00,"1,505867","34,749223",29,"19,29999","1,946979"
26/11/2011 13.00,"1,349568","32,227447",29,"19,29999","1,905275"
26/11/2011 14.00,"1,340791","26,725763",29,"19,29999","1,658294"
26/11/2011 15.00,"1,097226","18,409017",29,"19,29999","1,407134"
26/11/2011 16.00,"1,242826","15,362906",29,"19,29999","1,044987"
26/11/2011 17.00,"1,289002","18,466121",29,"19,29999","0,91985"
26/11/2011 18.00,"1,732067","30,479211",29,"19,29999","1,00804"
26/11/2011 19.00,"1,500068","45,287935",29,"19,29999","1,362648"
26/11/2011 20.00,"1,447348","47,912234",29,"19,29999","1,852782"
26/11/2011 21.00,"1,699287","52,692289",29,"19,29999","1,571418"
26/11/2011 22.00,"1,530056","51,624152",29,"19,29999","1,827847"
26/11/2011 23.00,"1,693984","38,973785",29,"19,29999","1,588746"
27/11/2011 0.00,"1,939225","37,133409",29,"19,29999","1,387273"
27/11/2011 1.00,"2,121698","54,197836","28,700001","19,6","1,718837"
27/11/2011 2.00,"2,321972","25,714736","28,700001","19,6","1,751756"
27/11/2011 3.00,"1,905453","17,042358","28,700001","19,6","0,900049"
27/11/2011 4.00,"2,074901","23,548592","28,700001","19,6","1,004366"
27/11/2011 5.00,"2,294278","35,604518","28,700001","19,6","1,526158"
27/11/2011 6.00,"1,992658","36,540289","28,700001","19,6","1,442114"
27/11/2011 7.00,"2,065505","37,512387","28,700001","19,6","1,582532"
27/11/2011 8.00,"2,101478","40,381973","28,700001","19,6","1,15392"
27/11/2011 9.00,"1,846996","31,813424","28,700001","19,6","1,245543"
27/11/2011 10.00,"1,969895","36,25993","28,700001","19,6","1,247363"
27/11/2011 11.00,"1,921951","28,211827","28,700001","19,6","1,238735"
27/11/2011 12.00,"2,010024","19,182541","28,700001","19,6","1,194489"
27/11/2011 13.00,"1,693085","19,013821","28,700001","19,6","0,993949"
27/11/2011 14.00,"1,829071","16,223392","28,700001","19,6","0,774044"
27/11/2011 15.00,"1,839678","13,740569","28,700001","19,6","0,684365"
27/11/2011 16.00,"1,92437","17,477144","28,700001","19,6","0,688067"
27/11/2011 17.00,"1,943318","25,630359","28,700001","19,6","0,686962"
27/11/2011 18.00,"2,082312","52,854522","28,700001","19,6","0,89575"
27/11/2011 19.00,"2,164804","53,948629","28,700001","19,6","1,242155"
27/11/2011 20.00,"2,697585","35,85629","28,700001","19,6","1,398835"
27/11/2011 21.00,"2,183349","58,779312","28,700001","19,6","1,224586"
27/11/2011 22.00,"3,074067","81,337624","28,700001","19,6","1,402398"
27/11/2011 23.00,"2,710052","66,963709","28,700001","19,6","2,156147"
28/11/2011 0.00,"3,037908","64,169376","28,700001","19,6","1,772971"
28/11/2011 1.00,,"59,112882","31,6","20,9","2,052291"
28/11/2011 2.00,"0,681974",,"31,6","20,9","1,44505"
28/11/2011 3.00,"0,565467","38,9013","31,6","20,9","1,007656"
28/11/2011 4.00,"0,636423","27,316303","31,6","20,9","0,875439"
28/11/2011 5.00,"0,709274","19,836675","31,6","20,9","0,759682"
28/11/2011 6.00,"0,78588","36,781678","31,6","20,9","0,698603"
28/11/2011 7.00,"0,704042","50,073193","31,6","20,9","0,813786"
28/11/2011 8.00,"1,346589","61,681348","31,6","20,9","1,50903"
28/11/2011 9.00,"2,362872","100,723946","31,6","20,9","3,169638"
28/11/2011 10.00,"1,375028","85,598539","31,6","20,9","5,023095"
28/11/2011 11.00,"0,613186","53,149144","31,6","20,9","2,183753"
28/11/2011 12.00,"0,669048","51,437254","31,6","20,9","1,911249"
28/11/2011 13.00,"0,870119","37,251513","31,6","20,9","1,459161"
28/11/2011 14.00,"0,889816","44,407975","31,6","20,9","1,728357"
28/11/2011 15.00,"0,600874","37,87318","31,6","20,9","1,422686"
28/11/2011 16.00,"0,693639","67,280372","31,6","20,9","1,206013"
28/11/2011 17.00,"2,023731","103,310599","31,6","20,9","2,241857"
28/11/2011 18.00,"1,202611","98,560401","31,6","20,9","3,842442"
28/11/2011 19.00,"0,912868","86,404522","31,6","20,9","2,211248"
28/11/2011 20.00,"1,389986","91,311782","31,6","20,9","2,765997"
28/11/2011 21.00,"1,795176","95,971137","31,6","20,9","2,422536"
28/11/2011 22.00,"1,39331","92,353979","31,6","20,9","3,731816"
28/11/2011 23.00,"1,5761","76,09163","31,6","20,9","2,506846"
29/11/2011 0.00,"1,582162","73,276553","31,6","20,9","2,576086"
29/11/2011 1.00,"1,401343","64,117466","42,799992","29,9","2,149898"
29/11/2011 2.00,"0,891109","47,249018","42,799992","29,9","1,723853"
29/11/2011 3.00,"1,06999","34,612936","42,799992","29,9","1,232952"
29/11/2011 4.00,"1,071621","35,392954","42,799992","29,9","1,143759"
29/11/2011 5.00,"0,991752","28,384442","42,799992","29,9","1,182143"
29/11/2011 6.00,"0,844111","25,709535","42,799992","29,9","1,106403"
29/11/2011 7.00,"0,804254","35,477331","42,799992","29,9","1,445369"
29/11/2011 8.00,"1,381922","67,149283","42,799992","29,9","1,728357"
29/11/2011 9.00,"2,092551","88,435694","42,799992","29,9","4,803651"
29/11/2011 10.00,"1,147273","81,310375","42,799992","29,9","3,986629"
29/11/2011 11.00,"1,061402","62,887077","42,799992","29,9","2,608476"
29/11/2011 12.00,"0,978826","42,553319","42,799992","29,9","2,053965"
